N	2gram	Tiupa_Hudo_2	Sovremen
212	он уже	2	1
213	та же	2	1
214	к другому	1	1
215	но ведь	1	1
216	остановиться на	1	1
217	нами в	1	1
218	и тот	1	1
219	и у	2	1
220	только на	5	1
221	ни одного	2	1
222	вопрос и	1	1
223	в начале	1	1
224	не принимает	1	1
225	он не	4	1
226	его и	2	1
227	и еще	1	1
228	искать в	1	1
229	себе в	2	1
230	в корне	1	1
231	по существу	1	1
232	у читателя	1	1
233	вовсе не	2	1
234	не случайно	10	1
235	какой бы	1	1
236	по его	3	1
237	и только	2	1
238	не будет	2	1
239	а затем	1	1
240	в другом	2	1
241	том случае	1	1
242	одной стороны	3	1
243	чем в	1	1
244	и т.п	1	1
245	до сих	2	1
246	с другой	3	1
247	как у	2	1
248	дома и	1	1
249	на ее	3	1
250	нельзя сказать	1	1
251	именно в	2	1
252	по своим	1	1
253	что один	1	1
254	бы эти	1	1
255	такое же	1	1
256	его с	1	1
257	на поверхности	1	1
258	только одно	1	1
259	к области	1	1
260	не было	6	1
261	рядом с	5	1
262	она и	1	1
263	ей не	2	1
264	и составляет	2	1
265	на которых	1	1
266	этого не	1	1
267	несмотря на	3	1
268	для чего	1	1
269	жизни но	1	1
270	обратимся к	2	1
271	и становится	2	1
272	том что	19	1
273	все более	1	1
274	этом случае	1	1
275	том как	2	1
276	и при	1	1
277	таким же	1	1
278	так же	3	1
279	означало бы	1	1
280	она в	2	1
281	нескольких различных	1	1
282	и красота	1	1
283	предлагает нам	1	1
284	поставленный вопрос	1	1
285	от его	1	1
286	начинается лишь	1	1
287	в данном	2	1
288	развиться в	1	1
289	в течение	1	1
290	бы так	1	1
291	а потом	1	1
292	быть только	1	1
293	и более	1	1
294	там где	1	1
295	человек с	1	1
296	жизни в	7	1
297	зрения и	1	1
298	по себе	1	1
299	xix в	1	1
300	в своем	5	1
301	только о	1	1
302	ему вот	1	1
303	еще раз	1	1
304	как например	1	1
305	и нет	1	1
306	сих пор	2	1
307	с ним	7	1
308	она не	5	1
309	что с	1	1
310	и тогда	2	1
311	но для	1	1
312	свое время	1	1
313	которых он	1	1
314	мысли в	1	1
315	дело в	1	1
316	это уже	2	1
317	не является	2	1
318	и от	2	1
319	только не	2	1
320	никогда не	5	1
321	или в	3	1
322	и всегда	1	1
323	на язык	1	1
324	человек и	1	1
325	хотя и	1	1
326	жизни не	2	1
327	это то	1	1
328	она уже	1	1
329	только из	1	1
330	держится на	1	1
331	не более	2	1
332	случае и	1	1
333	жизни как	5	1
334	силы в	1	1
335	все они	3	1
336	и его	5	1
337	же в	1	1
338	наших дней	1	1
339	но это	1	1
340	а о	2	1
341	между ними	2	1
342	не знает	1	1
343	природы не	1	1
344	сказать что	2	1
345	ни о	3	1
346	и для	2	1
347	они все	2	1
348	в духе	2	1
349	человека в	4	1
350	в то	6	1
351	самое что	2	1
352	но еще	2	1
353	той или	1	1
354	в своих	1	1
355	и эта	2	1
356	на это	1	1
357	которая не	1	1
358	все что	3	1
