N	2gram	Propp_Isto_7	Marksizm
120	а иногда	1	3
121	не имеет	4	3
122	для всего	1	3
123	они являются	1	3
124	для его	1	3
125	и это	2	3
126	оно может	1	3
127	на основе	1	3
128	о том	9	3
129	что и	8	3
130	одной из	4	3
131	в какой	1	3
132	вступить в	1	3
133	с одной	5	3
134	в качестве	3	3
135	и значения	1	3
136	характерно что	2	3
137	так как	8	3
138	до сих	2	3
139	с другой	9	3
140	связано с	3	3
141	одной стороны	5	3
142	для понимания	1	3
143	должно быть	1	3
144	и формы	1	3
145	и от	2	3
146	сих пор	3	3
147	только что	1	3
148	в различных	3	3
149	а в	10	3
150	отношения к	1	2
151	одним из	1	2
152	связана с	1	2
153	в зависимости	1	2
154	от своего	1	2
155	из всего	2	2
156	случае это	1	2
157	вопрос о	3	2
158	зависимости от	1	2
159	мы здесь	2	2
160	и он	3	2
161	он был	1	2
162	ответ на	6	2
163	что они	3	2
164	только путем	1	2
165	определяется не	1	2
166	в одной	2	2
167	независимо от	1	2
168	стороны и	2	2
169	в своем	1	2
170	вступает в	3	2
171	более или	1	2
172	от этого	1	2
173	что это	6	2
174	в тех	5	2
175	которых будет	1	2
176	из него	1	2
177	и с	1	2
178	на все	1	2
179	этих форм	1	2
180	на протяжении	1	2
181	уже знаем	3	2
182	в жизни	1	2
183	рядом с	1	2
184	далеко не	1	2
185	и потому	1	2
186	фигурирует в	1	2
187	мы не	4	2
188	или менее	1	2
189	переносится в	1	2
190	нас не	2	2
191	теперь мы	1	2
192	но они	3	2
193	и пытается	1	2
194	находятся в	1	2
195	ли это	1	2
196	мы возьмем	1	2
197	лежит в	2	2
198	должны быть	3	2
199	если же	1	2
200	должен быть	1	2
201	и о	2	2
202	но по	2	2
203	формы и	1	2
204	не с	1	2
205	в немецком	1	2
206	и даже	3	2
207	сводится к	1	2
208	другими словами	2	2
209	все его	2	2
210	ее от	1	2
211	или может	1	2
212	в самый	1	2
213	но не	6	2
214	мы увидим	6	2
215	и у	2	2
216	уже в	3	2
217	в виде	1	2
218	но для	2	2
219	мы знаем	2	2
220	не так	2	2
221	друг друга	2	2
222	но что	1	2
223	у него	10	2
224	тем что	6	2
225	даже и	1	2
226	это будет	1	2
227	в особенности	2	2
228	именно в	1	2
229	здесь в	1	2
230	бытия в	1	2
231	а с	1	2
232	что не	2	2
233	они не	2	2
234	о чем	1	2
235	мы встречаем	1	2
236	все более	1	2
237	вместе с	7	2
238	из форм	1	2
239	направление в	1	2
240	xix века	1	2
241	там где	5	2
242	в начале	1	2
243	или в	8	2
244	от него	3	2
245	еще более	1	2
246	неотделим от	1	2
247	не знает	1	2
248	выходят за	1	2
249	жизни и	1	2
250	что в	13	2
251	и эта	2	2
252	как на	1	2
253	как известно	1	1
254	выражено в	2	1
255	например в	3	1
256	он также	2	1
257	и действительно	1	1
258	передается от	1	1
259	но тем	2	1
260	нам кажется	1	1
261	между двумя	1	1
262	что эти	2	1
263	и за	1	1
264	его не	2	1
265	на тех	1	1
266	а совершенно	1	1
267	это совершенно	1	1
268	не приходится	1	1
269	бы что	1	1
270	что уже	1	1
271	иногда прямо	1	1
272	что иное	1	1
273	мы и	1	1
274	то это	5	1
275	но при	2	1
276	дать ему	1	1
277	между собой	1	1
278	что его	2	1
279	из этих	3	1
280	видели что	1	1
281	совсем не	1	1
282	то он	1	1
283	а только	1	1
284	характер они	1	1
285	к которой	2	1
286	только тогда	1	1
287	не все	3	1
288	руку и	3	1
289	эта связь	3	1
290	его на	2	1
291	как в	12	1
292	что именно	1	1
293	дает нам	1	1
294	дела в	1	1
295	части в	1	1
296	нами явление	1	1
297	общественной морали	1	1
298	и нет	2	1
299	ко всякого	1	1
300	кроме того	3	1
301	не замечая	1	1
302	когда он	3	1
303	и наконец	3	1
304	и ты	1	1
305	следующим образом	3	1
306	увидим что	2	1
307	искусство и	1	1
308	и хотя	1	1
309	в этот	1	1
310	где все	1	1
311	в которой	2	1
312	как это	2	1
313	бы с	1	1
314	в ответ	3	1
315	воплощена в	2	1
316	сюда относятся	1	1
317	ее как	2	1
318	как он	6	1
319	с громадным	1	1
320	не могла	1	1
321	его но	1	1
322	из простых	1	1
323	и если	3	1
324	и обеспечивает	1	1
325	вообще не	2	1
326	что она	5	1
327	но именно	1	1
328	и самый	1	1
329	всех этих	6	1
330	в первую	7	1
331	этого вопроса	1	1
332	в силу	2	1
333	и вот	1	1
334	можно назвать	1	1
335	быть с	1	1
336	всех своих	1	1
337	объяснить его	1	1
338	так например	2	1
339	в нее	1	1
340	но все	4	1
341	в каждом	1	1
342	как они	1	1
343	же не	1	1
344	связанные с	2	1
345	в совершенно	1	1
346	где оно	2	1
347	ясно что	1	1
348	с целью	2	1
349	входит в	1	1
350	как особый	1	1
351	и соответствующие	1	1
352	приходит в	1	1
353	имеющихся в	2	1
354	здесь это	1	1
355	к области	1	1
356	но уже	1	1
357	он является	1	1
358	в них	3	1
359	о которых	1	1
360	с тем	1	1
361	которой он	3	1
362	и вне	1	1
363	выйти за	1	1
364	может идти	2	1
365	стороны с	2	1
366	все это	8	1
367	повторяющимся в	1	1
368	речь может	2	1
369	той огромной	1	1
370	соответствующие им	1	1
371	что такое	2	1
372	именно и	1	1
373	он берется	1	1
374	не столько	3	1
375	весь путь	1	1
376	от его	1	1
377	не менее	5	1
378	что имеет	1	1
379	не стоят	1	1
380	выше мы	3	1
381	не понимает	1	1
382	но он	2	1
383	друг другу	1	1
384	тем не	4	1
385	не могли	1	1
386	быть сделан	1	1
387	же мы	1	1
388	приводят к	1	1
389	тесную связь	1	1
390	бы на	1	1
391	что эта	1	1
392	в русской	5	1
393	мышления и	1	1
394	тогда когда	3	1
395	и остается	1	1
396	во время	6	1
397	и часто	1	1
398	но она	1	1
399	находится в	1	1
400	этого явления	1	1
401	в разных	1	1
402	в самой	1	1
403	и весь	1	1
404	на себя	2	1
405	людей так	1	1
406	так все	1	1
407	в противоречие	1	1
408	которые и	1	1
409	правда это	1	1
410	ему и	1	1
411	представление об	5	1
412	прямо в	1	1
413	и делает	1	1
414	не нуждается	1	1
415	литературе об	1	1
416	не совсем	2	1
417	в действительности	2	1
418	толкование и	1	1
419	нет даже	1	1
420	не могут	2	1
421	и такие	2	1
422	почва для	1	1
423	другом месте	1	1
424	заранее и	1	1
425	его с	1	1
426	они и	1	1
427	отличное от	1	1
428	а ее	1	1
429	оно не	1	1
430	он создает	1	1
431	этот акт	1	1
432	связи со	2	1
433	в некоторых	1	1
434	здесь не	2	1
435	как знак	1	1
436	так в	4	1
437	этом на	1	1
438	и исторически	2	1
439	собственно не	2	1
440	на том	2	1
441	обращаясь к	1	1
442	и когда	2	1
443	и сам	1	1
444	здесь происходит	1	1
445	в иной	2	1
446	на нее	1	1
447	можно понять	1	1
448	здесь нет	3	1
449	которые он	1	1
450	другая форма	1	1
451	подойти к	1	1
452	когда в	1	1
453	можно только	1	1
454	имеет значения	1	1
455	с ним	5	1
456	мысль о	1	1
457	другое значение	1	1
458	и поэтому	1	1
459	в работе	1	1
460	и что	10	1
461	как ее	1	1
462	можно сказать	1	1
463	которое он	1	1
464	вопросу о	1	1
465	должно было	2	1
466	один момент	1	1
467	мы понимаем	1	1
468	по наследству	1	1
469	во всей	1	1
470	каждый элемент	1	1
471	и только	1	1
472	в другой	3	1
473	силами по	1	1
474	нем и	1	1
475	в него	1	1
476	в лице	1	1
477	в современной	1	1
478	что здесь	7	1
479	но с	1	1
480	землю и	1	1
481	всякого рода	1	1
482	мы видим	10	1
483	тот же	2	1
484	еще тем	1	1
485	наследников и	1	1
486	дело с	1	1
487	муж и	1	1
488	и так	2	1
489	для нее	2	1
490	их не	2	1
491	можем назвать	1	1
492	играет роль	1	1
493	так что	3	1
494	и др	2	1
495	оказывается в	1	1
496	уже не	2	1
497	так можно	1	1
498	он начинает	1	1
499	или не	1	1
500	еще одно	1	1
501	же в	1	1
502	если в	2	1
503	кажется что	3	1
504	не дает	1	1
505	или даже	2	1
506	дает ему	2	1
507	из них	2	1
508	превращаются в	1	1
509	не сам	1	1
510	себе в	1	1
511	не находит	2	1
512	у нее	2	1
513	к ним	2	1
514	не о	1	1
515	она будет	2	1
516	от того	1	1
517	в других	4	1
518	но из	1	1
519	значение имеет	1	1
520	в исторической	1	1
521	со стороны	2	1
522	и из	1	1
523	связаны с	2	1
524	к нашему	1	1
525	а именно	6	1
526	эти две	1	1
527	а эти	1	1
528	в каких	2	1
529	ему не	1	1
530	в ряде	1	1
531	на которые	1	1
532	в середине	1	1
533	мужчины и	1	1
534	говорит о	2	1
535	можем отметить	1	1
536	что им	1	1
537	превращается в	3	1
538	смысла и	1	1
539	в изучение	1	1
540	это говорит	1	1
541	а на	1	1
542	этого не	2	1
543	другой стороны	8	1
544	его как	1	1
545	увидим в	1	1
546	мы все	1	1
547	дело в	1	1
548	на основании	1	1
549	слова очень	1	1
550	него не	1	1
551	если не	4	1
552	во франции	1	1
553	но оно	2	1
554	совсем так	1	1
555	ответить на	1	1
556	противоречие с	1	1
557	к себе	3	1
558	к самому	1	1
559	этих случаях	16	1
560	роли которую	2	1
561	он говорит	2	1
562	что же	1	1
563	и всей	1	1
564	и было	1	1
565	в состоянии	4	1
566	этом случае	1	1
567	и другим	1	1
568	в условиях	1	1
569	в целом	1	1
570	стороны эти	1	1
571	на которой	1	1
572	но это	3	1
573	этом и	2	1
574	силу и	1	1
575	дает возможность	1	1
576	своего индивидуального	1	1
577	всегда связано	1	1
578	может выйти	1	1
579	хотя и	3	1
580	да все	1	1
581	мы как	1	1
582	мы должны	4	1
583	потому что	9	1
584	все они	1	1
585	по традиции	1	1
586	только по	1	1
587	нам не	1	1
588	для разрешения	1	1
589	героя и	5	1
590	него нет	1	1
591	видели не	1	1
592	этом мы	2	1
593	из этого	1	1
594	но вот	2	1
595	в заключение	1	1
596	ее в	3	1
597	и другие	9	1
598	небо и	2	1
599	также не	1	1
