N	2gram	Losev_Prob_5	Morfolog
387	у кого	1	1
388	на горе	3	1
389	и делает	2	1
390	они ее	1	1
391	у нас	7	1
392	если он	2	1
393	нее влюбляется	1	1
394	уже было	1	1
395	чем перейти	1	1
396	к тому	2	1
397	той или	1	1
398	все еще	4	1
399	на это	1	1
400	где он	1	1
401	ничего общего	1	1
402	с ее	1	1
403	людей в	5	1
404	без всякого	2	1
405	же не	4	1
406	данном случае	2	1
407	ни стало	1	1
408	с самого	1	1
409	всей своей	2	1
410	после всех	1	1
411	что такой	2	1
412	как с	2	1
413	в глаза	2	1
414	те же	1	1
415	здесь как	2	1
416	хотя о	1	1
417	в плоскости	1	1
418	здесь нет	1	1
419	мог бы	1	1
420	еще в	5	1
421	когда в	1	1
422	и с	5	1
423	что от	3	1
424	в последней	1	1
425	он служит	1	1
426	иное как	3	1
427	но к	1	1
428	бы то	2	1
429	и просто	2	1
430	и цели	1	1
431	того или	1	1
432	их в	1	1
433	на борьбу	1	1
434	доходит до	1	1
435	же очень	1	1
436	начала которое	1	1
437	и хочет	3	1
438	в его	12	1
439	в другой	1	1
440	тот момент	1	1
441	что бы	1	1
442	к ней	1	1
443	в него	1	1
444	не зная	1	1
445	особого внимания	1	1
446	что действия	1	1
447	образом как	2	1
448	в новой	1	1
449	с ними	1	1
450	ли он	2	1
451	очень много	1	1
452	который в	9	1
453	самые разнообразные	1	1
454	похожи друг	1	1
455	в предисловии	1	1
456	со всеми	2	1
457	какой степени	1	1
458	сведений о	1	1
459	же и	1	1
460	есть в	2	1
461	и у	5	1
462	борьбы с	2	1
463	и которая	3	1
464	в нашей	2	1
465	что не	2	1
466	каким образом	1	1
467	дает ему	2	1
468	за ним	1	1
469	пользуется для	1	1
470	не так	4	1
471	всяком случае	2	1
472	в одном	3	1
473	здесь перед	1	1
474	ее не	1	1
475	составных частей	1	1
476	и художественный	1	1
477	у него	11	1
478	и никогда	3	1
479	между прочим	1	1
480	по приказанию	1	1
481	поступков в	1	1
482	были бы	1	1
483	только на	1	1
484	и даже	14	1
485	со стороны	1	1
486	или иной	1	1
487	даже не	1	1
488	до сих	2	1
489	дочь в	1	1
490	именно в	3	1
491	а именно	12	1
492	человека а	2	1
493	еще и	4	1
494	его из	1	1
495	по ней	1	1
496	ничем не	1	1
497	в рассказе	1	1
498	не на	1	1
499	что несмотря	1	1
500	о чем	1	1
501	воды и	1	1
502	для их	1	1
503	существу и	1	1
504	сердце в	1	1
505	входить в	1	1
506	но оно	1	1
507	о себе	2	1
508	и красоты	1	1
509	в одной	2	1
510	первичных элементов	1	1
511	надо было	1	1
512	этот мотив	4	1
513	всех людей	1	1
514	в брак	2	1
515	после получения	1	1
516	в данном	2	1
517	на тот	2	1
518	есть на	1	1
519	одновременно с	1	1
520	его мать	1	1
521	мотив в	1	1
522	из этой	1	1
523	отношения к	1	1
524	говорил об	1	1
525	как будто	3	1
526	это царство	1	1
527	стремления к	1	1
528	с этой	2	1
529	на другое	1	1
530	для тех	1	1
531	думает о	1	1
532	сих пор	2	1
533	только для	2	1
534	своим конем	1	1
535	с большой	1	1
536	является ли	1	1
537	самоубийством и	1	1
538	что очень	1	1
539	но на	1	1
540	но является	1	1
541	в голову	1	1
542	действия в	1	1
543	для нас	10	1
544	могли бы	1	1
545	и все	9	1
546	бы в	1	1
547	у которого	2	1
548	мы прежде	1	1
549	дана в	1	1
550	правда очень	1	1
551	бы на	2	1
552	бросается в	2	1
553	считать не	1	1
554	здесь только	1	1
555	к самым	1	1
556	не будет	2	1
557	сведения о	1	1
558	состоит из	1	1
559	предмета к	1	1
560	равно как	2	1
561	этот же	1	1
562	остается на	2	1
563	всех других	1	1
564	не что	3	1
565	содержится в	1	1
566	только о	1	1
567	огромное значение	1	1
568	таким же	1	1
569	или духа	1	1
570	в таком	2	1
571	во всяком	2	1
572	небо и	2	1
