N	2gram	Losev_Dial_1	Analitik
259	жизни но	1	2
260	в данном	3	2
261	на примере	1	2
262	мере и	1	1
263	одну из	1	1
264	может меня	1	1
265	может и	4	1
266	или может	1	1
267	может только	1	1
268	в них	3	1
269	или иное	3	1
270	для своей	1	1
271	не сама	1	1
272	не значит	3	1
273	не знает	2	1
274	если и	2	1
275	от меня	1	1
276	выражение и	1	1
277	что говорится	1	1
278	для нас	1	1
279	и только	1	1
280	и наконец	1	1
281	одно и	4	1
282	самом же	1	1
283	миф в	1	1
284	во всяком	4	1
285	если они	1	1
286	его на	1	1
287	в связи	1	1
288	только сам	1	1
289	становится на	1	1
290	мы и	2	1
291	оно не	1	1
292	но он	1	1
293	внутрь себя	1	1
294	на природу	1	1
295	или другой	4	1
296	говорит о	5	1
297	только мы	1	1
298	его с	3	1
299	на том	1	1
300	в состоянии	1	1
301	в разных	3	1
302	образа а	1	1
303	есть уже	1	1
304	требует полного	1	1
305	на это	1	1
306	быть как	1	1
307	не сами	1	1
308	и для	2	1
309	он всегда	2	1
310	ужаса и	1	1
311	и отличается	1	1
312	это какое-то	2	1
313	по мере	2	1
314	мы уже	1	1
315	связи с	1	1
316	но при	1	1
317	и управляет	2	1
318	крайней мере	4	1
319	учение о	11	1
320	и эти	1	1
321	здесь как	1	1
322	не было	6	1
323	должна быть	3	1
324	а то	1	1
325	к другим	1	1
326	и жизни	4	1
327	может оказаться	2	1
328	образом а	1	1
329	явления и	1	1
330	равно и	1	1
331	предмет непосредственного	1	1
332	и внешнее	3	1
333	есть в	1	1
334	внешнее и	4	1
335	которое есть	1	1
336	вслед за	2	1
337	в виде	2	1
338	и больше	2	1
339	одна и	2	1
340	сих пор	2	1
341	сосредоточиться на	1	1
342	что это	11	1
343	идеальные понятия	1	1
344	проявляется в	1	1
345	первый взгляд	1	1
346	как нечто	1	1
347	но мы	1	1
348	сознания и	3	1
349	мы не	1	1
350	не так	1	1
351	этой точки	2	1
352	где он	1	1
353	в различных	1	1
354	переживание а	1	1
355	до сих	2	1
356	так что	15	1
357	как это	4	1
358	взгляд на	1	1
359	то и	2	1
360	та же	3	1
361	от него	4	1
362	при условии	3	1
363	как раз	4	1
364	лишь по	1	1
365	во всех	1	1
366	а только	3	1
367	их именно	1	1
368	на нем	2	1
369	вплоть до	3	1
370	что раз	1	1
371	подлинной реальности	1	1
372	но сама	1	1
373	того о	1	1
374	на смысл	1	1
375	это происходит	1	1
376	научного знания	1	1
377	всегда только	1	1
378	то или	3	1
379	если он	1	1
380	существует как	1	1
381	до полной	2	1
382	в ней	3	1
383	такая позиция	1	1
384	внутреннее есть	3	1
385	заключается в	1	1
386	еще одно	1	1
387	и становится	1	1
388	если не	1	1
389	закономерность которая	1	1
390	к самому	2	1
391	однако эта	1	1
392	говоря не	2	1
393	его в	1	1
394	анализ не	1	1
395	что никакая	1	1
396	были бы	2	1
397	не можем	1	1
398	он сам	5	1
399	мы находим	7	1
400	но все	3	1
401	в полном	1	1
402	является ли	1	1
403	же не	1	1
404	жизни в	1	1
405	от тех	1	1
406	на что	2	1
407	его как	1	1
408	он видел	1	1
409	говорит об	1	1
410	процесса и	1	1
411	с той	2	1
412	что ее	1	1
413	только один	1	1
414	в ее	1	1
415	один и	1	1
416	личность а	1	1
417	превращается в	1	1
418	здесь мы	1	1
419	есть реальность	1	1
420	или хотя	2	1
421	с этой	2	1
422	например в	1	1
423	о мире	1	1
424	с другом	1	1
425	здесь в	2	1
426	что касается	2	1
427	они являются	1	1
428	совершенно не	8	1
429	под этим	1	1
430	тем в	1	1
431	между ними	1	1
432	и от	2	1
433	смерти и	1	1
434	иное логическое	1	1
435	как не	2	1
436	его то	1	1
437	уже с	1	1
438	что ни	3	1
439	что даже	2	1
440	человеческого сознания	2	1
441	в него	2	1
442	но как	2	1
443	не об	1	1
444	к своему	1	1
445	как система	1	1
446	и даже	13	1
447	хотя и	4	1
448	что для	3	1
449	в вещи	1	1
450	в этих	5	1
451	в данный	1	1
452	нового времени	1	1
453	мир или	1	1
454	вообще как	1	1
455	на научность	1	1
456	и дело	1	1
457	в современной	2	1
458	из этой	1	1
459	физика и	2	1
460	они не	1	1
461	как в	2	1
462	есть предмет	1	1
463	также имеет	1	1
464	отождествляются в	1	1
465	есть внутреннее	1	1
466	утверждать что	3	1
467	все время	1	1
468	научного сознания	1	1
469	из этого	1	1
470	культуры и	1	1
471	для эстетики	1	1
472	в душе	1	1
473	своему собственному	1	1
474	об одном	2	1
475	зрения и	1	1
476	понять что	1	1
477	к его	1	1
478	нами два	1	1
479	человек и	1	1
480	друг с	1	1
481	о котором	1	1
482	мы должны	5	1
483	жизни и	3	1
484	даже если	3	1
485	или по	2	1
486	в отношении	5	1
487	подходе к	1	1
488	только с	3	1
489	всегда говорит	1	1
490	в чем	6	1
491	тогда я	1	1
492	мира и	1	1
493	встреча двух	1	1
494	есть встреча	1	1
495	я с	1	1
496	во всем	2	1
497	я никогда	2	1
498	да и	6	1
499	отношение оно	1	1
500	ином отношении	1	1
501	мы увидим	2	1
502	вещи и	2	1
503	явления то	1	1
504	не менее	2	1
505	а я	1	1
506	не говорит	4	1
507	ничего не	17	1
508	и быть	2	1
509	есть выражение	1	1
510	при таком	1	1
511	всяком случае	2	1
512	данный момент	1	1
513	своей собственной	1	1
514	из мифа	3	1
515	то самое	1	1
516	ему как	1	1
517	за собою	1	1
518	сам является	2	1
519	воли и	1	1
520	или менее	3	1
521	как образ	1	1
522	и может	2	1
523	до полного	1	1
524	в реальности	1	1
525	и сторону	1	1
526	который не	1	1
527	более или	3	1
528	которая при	1	1
529	в особенности	5	1
530	даже не	3	1
531	ни даже	1	1
532	а о	2	1
533	содержат в	2	1
534	на точку	2	1
535	или иначе	1	1
536	сам по	6	1
537	от нас	1	1
538	на первый	1	1
539	и тем	1	1
540	но от	1	1
541	то оно	1	1
542	есть всегда	4	1
543	не как	2	1
544	точку зрения	3	1
545	по крайней	4	1
546	вещь а	1	1
547	всех этих	3	1
548	у него	1	1
549	по преимуществу	1	1
550	это соотношение	1	1
551	свой смысл	2	1
552	сложнее и	1	1
553	также не	1	1
554	только самих	1	1
555	ничего случайного	1	1
556	это также	1	1
557	и религия	1	1
558	только одна	1	1
559	тому что	3	1
560	и той	1	1
561	оно есть	2	1
562	дело уже	1	1
563	его жизни	1	1
564	и вместе	1	1
565	в сторону	1	1
566	только тогда	2	1
567	эти два	2	1
568	но ее	1	1
569	мифу как	1	1
570	она и	1	1
571	и что	12	1
572	для другой	1	1
573	в результате	1	1
574	по его	1	1
575	мы будем	1	1
576	я всегда	2	1
577	мифа и	2	1
578	исключительно в	1	1
579	в науке	3	1
580	а можно	1	1
581	еще раз	1	1
582	однако все	1	1
583	есть сама	2	1
584	же деле	1	1
585	понятия это	1	1
586	о чем	2	1
587	есть его	1	1
588	от других	1	1
589	помнить что	2	1
590	науки как	1	1
591	же касается	1	1
592	быть и	4	1
593	бы мы	1	1
594	о себе	1	1
595	я не	5	1
596	указать на	1	1
597	этих двух	1	1
598	не приходится	1	1
599	которую я	1	1
600	происходит в	1	1
601	все они	1	1
602	миром и	1	1
603	этом смысле	3	1
604	положения и	1	1
605	в такой	1	1
606	есть нечто	10	1
607	все равно	3	1
608	но по	1	1
609	для них	1	1
610	нечто внутреннее	1	1
611	я должен	1	1
612	не бывает	1	1
613	и приводит	1	1
614	может показаться	1	1
615	о самом	2	1
616	всего в	1	1
617	она должна	2	1
618	этот аспект	1	1
619	однако они	1	1
620	его природе	1	1
621	себе все	1	1
622	в которых	2	1
623	ставит себя	1	1
624	сознания но	1	1
625	в каком	8	1
626	и должно	1	1
627	к объяснению	1	1
628	если на	1	1
629	раз и	2	1
630	и вызывает	1	1
631	и др	1	1
632	или других	2	1
633	в ту	1	1
634	между собою	2	1
635	как с	2	1
636	самим по	1	1
637	как я	1	1
638	хотя в	1	1
639	и уже	1	1
640	непосредственного восприятия	1	1
641	сознания как	1	1
642	что все	1	1
643	одной и	1	1
644	неотделима от	1	1
645	что оно	5	1
646	вместо этого	1	1
647	есть откровение	1	1
648	только на	3	1
649	перед нами	1	1
650	просто не	2	1
651	быть в	2	1
652	структуру и	1	1
653	в виду	5	1
654	он как	1	1
655	ни на	6	1
656	большого объема	1	1
657	и эта	2	1
658	с какой	4	1
659	факт не	1	1
660	но его	1	1
661	все что	1	1
662	не ее	1	1
663	речь идет	1	1
664	приближается к	1	1
665	он и	2	1
666	но это	8	1
667	само бытие	1	1
668	и при	2	1
