N	2gram	Vygotskiy__3	EvropaiC
204	у нас	1	3
205	что оно	4	3
206	ничего общего	3	3
207	и это	4	3
208	то ни	1	3
209	данном случае	1	3
210	ему приходится	1	3
211	и вообще	1	3
212	с одной	5	3
213	может не	1	3
214	сомнению что	1	3
215	тот же	2	3
216	даже если	1	3
217	рассматриваться как	4	3
218	в начале	2	3
219	при помощи	1	3
220	и других	2	3
221	каждый из	2	3
222	отличие от	6	3
223	является ли	1	3
224	или иначе	2	3
225	прежде всего	4	3
226	есть начало	1	3
227	же не	1	3
228	в связи	6	3
229	ко всем	1	3
230	и потому	2	3
231	по одному	1	3
232	мы сказали	1	3
233	не подлежит	1	3
234	что только	1	3
235	от него	1	3
236	бы в	2	3
237	только что	2	3
238	а в	4	3
239	что мы	7	3
240	в психологии	1	3
241	эти элементы	1	3
242	ту же	1	2
243	тех же	1	2
244	этого последнего	1	2
245	в котором	3	2
246	и до	1	2
247	что эти	3	2
248	по его	1	2
249	также и	1	2
250	что элементы	2	2
251	в сущности	1	2
252	так чтобы	1	2
253	с ее	5	2
254	мы и	2	2
255	же что	1	2
256	в ней	1	2
257	свою очередь	2	2
258	от себя	1	2
259	бы то	1	2
260	тем как	1	2
261	во всяком	4	2
262	друг к	1	2
263	но как	3	2
264	совершенно ясно	2	2
265	вступают в	2	2
266	что они	10	2
267	же мало	3	2
268	общего с	1	2
269	есть в	1	2
270	общую группу	1	2
271	то в	3	2
272	и там	1	2
273	может лежать	1	2
274	но на	3	2
275	вследствие этого	1	2
276	этот процесс	3	2
277	что она	5	2
278	по степени	1	2
279	признаку их	1	2
280	о которой	1	2
281	том чтобы	1	2
282	когда взрослый	1	2
283	одной и	2	2
284	а затем	1	2
285	конечно в	2	2
286	к другу	1	2
287	всех остальных	1	2
288	смотреть на	1	2
289	между отдельными	5	2
290	только одно	1	2
291	же образом	1	2
292	в них	2	2
293	в общей	2	2
294	и особенно	2	2
295	мы видели	6	2
296	такой же	1	2
297	в один	2	2
298	на первый	2	2
299	в эту	2	2
300	которую он	1	2
301	но если	1	2
302	что развитие	3	2
303	представить себе	1	2
304	можно ли	2	2
305	в которых	3	2
306	над всеми	1	2
307	и более	1	2
308	тому что	2	2
309	между людьми	1	2
310	тем самым	2	2
311	тогда когда	4	2
312	одна из	2	2
313	на него	1	2
314	в процессе	27	2
315	в основе	16	2
316	только не	1	2
317	на этом	3	2
318	раннем детстве	1	2
319	заключает в	2	2
320	доказать что	1	2
321	этот общий	1	2
322	виде как	2	2
323	от нее	4	2
324	имеет место	3	2
325	должен быть	1	2
326	как мы	8	2
327	только при	2	2
328	выше что	1	2
329	в себя	3	2
330	стоят в	1	2
331	на том	3	2
332	и сам	3	2
333	что у	1	2
334	принять во	1	2
335	все его	1	2
336	в виду	1	2
337	дальнейшего развития	2	2
338	сводится к	1	2
339	в другом	1	2
340	другими словами	1	2
341	не стоит	2	2
342	которой мы	1	2
343	исторического развития	2	2
344	если это	1	2
345	родства и	1	2
346	для самого	1	2
347	было бы	10	2
348	показывают что	5	2
349	этот вопрос	3	2
350	они могут	1	2
351	между этими	1	2
352	то и	4	2
353	ни было	2	2
354	это обстоятельство	3	2
355	одно из	1	2
356	для него	5	2
357	всяком случае	4	2
358	вовсе не	1	2
359	из нее	2	2
360	которые могут	1	2
361	к той	2	2
362	должны рассматриваться	2	2
363	и только	2	2
364	с общим	1	2
365	которые по	1	2
366	только один	1	2
367	представляет собою	1	2
368	что для	1	2
369	одной стороны	5	2
370	отнюдь не	4	2
371	во внимание	1	2
372	медленно и	1	2
373	будет иметь	1	2
374	в частности	4	2
375	него в	1	2
376	такой форме	1	2
377	независимо от	4	2
378	но не	6	2
379	что же	1	2
380	многих других	1	2
381	эту черту	1	2
382	этого слова	4	2
383	с этой	3	2
384	и тому	1	2
385	в гораздо	1	2
386	но для	1	2
387	том виде	2	2
388	с уже	2	2
389	на более	1	2
390	с ними	3	2
391	между ними	3	2
392	в свою	3	2
393	не играет	1	2
394	развития все	1	2
395	однако мы	1	2
396	смысле слова	2	1
397	говоря о	1	1
398	играет никакой	1	1
399	например в	1	1
400	предполагает что	1	1
401	лишь после	1	1
402	стороны что	1	1
403	на деле	3	1
404	который можно	1	1
405	по которым	1	1
406	из его	1	1
407	все те	1	1
408	отдельных элементов	3	1
409	высшей степени	6	1
410	в зависимости	5	1
411	долгое время	1	1
412	той же	4	1
413	отношения к	1	1
414	а как	2	1
415	есть не	1	1
416	выше в	1	1
417	мы не	9	1
418	что между	1	1
419	той ступени	2	1
420	которую мы	5	1
421	на место	1	1
422	что многие	1	1
423	и техническое	1	1
424	слов как	1	1
425	время как	4	1
426	течение его	1	1
427	на себя	2	1
428	для наблюдателя	1	1
429	начала в	1	1
430	зависимости от	6	1
431	короткое время	1	1
432	иное как	1	1
433	с его	2	1
434	только после	2	1
435	не отличается	1	1
436	это имеет	1	1
437	бы не	1	1
438	а следовательно	1	1
439	не требует	1	1
440	истинный смысл	1	1
441	а только	1	1
442	если в	3	1
443	отличаются от	5	1
444	к точке	1	1
445	которыми они	1	1
446	как в	9	1
447	однако не	1	1
448	перед нами	10	1
449	кроме того	1	1
450	не отметить	1	1
451	и как	5	1
452	с понятием	3	1
453	по пути	4	1
454	его к	3	1
455	тем же	4	1
456	и хотя	1	1
457	в этот	1	1
458	психологии и	1	1
459	с на	1	1
460	себе как	1	1
461	не приходится	1	1
462	бы с	2	1
463	он в	1	1
464	однако совершенно	1	1
465	ни одна	1	1
466	то обстоятельство	3	1
467	в усвоении	1	1
468	путем этого	1	1
469	нами в	2	1
470	во многих	1	1
471	не отвергает	1	1
472	на его	2	1
473	которые им	1	1
474	как оно	3	1
475	главным образом	2	1
476	они совершенно	1	1
477	раз когда	1	1
478	связей между	2	1
479	силу общих	1	1
480	к одному	5	1
481	близким к	1	1
482	однако он	1	1
483	от понятий	1	1
484	т.е что	1	1
485	наших глазах	1	1
486	чтобы их	2	1
487	лишь с	1	1
488	одному и	1	1
489	здесь мы	2	1
490	поскольку все	1	1
491	различие между	1	1
492	единое целое	1	1
493	является конечно	1	1
494	зрения на	2	1
495	способа мышления	6	1
496	входит в	5	1
497	на путь	1	1
498	с другими	2	1
499	сейчас в	1	1
500	он есть	1	1
501	каждой новой	2	1
502	лишь на	2	1
503	и тем	1	1
504	момент у	1	1
505	самые различные	1	1
506	и взрослым	1	1
507	всеми другими	1	1
508	объясняет нам	2	1
509	этой цепи	1	1
510	которой он	1	1
511	говорили в	1	1
512	в развитии	24	1
513	можно считать	3	1
514	не замечает	1	1
515	ряде других	1	1
516	остается в	1	1
517	их на	1	1
518	не мог	4	1
519	в своей	2	1
520	нас не	1	1
521	и третий	1	1
522	это делает	1	1
523	со взрослым	2	1
524	разница только	1	1
525	и благодаря	2	1
526	социальная среда	1	1
527	иначе как	1	1
528	жизни с	1	1
529	и создавать	1	1
530	и другого	2	1
531	которые должны	2	1
532	как другие	1	1
533	совершенно различным	1	1
534	и той	2	1
535	внешнего сходства	1	1
536	в опыте	1	1
537	развитием у	1	1
538	ребенком в	1	1
539	лицо к	1	1
540	состоит в	3	1
541	и эти	2	1
542	важную роль	1	1
543	их в	3	1
544	в корне	2	1
545	не тем	2	1
546	однако в	2	1
547	в отношении	6	1
548	каждого отдельного	1	1
549	вещи не	1	1
550	чистом виде	1	1
551	в заблуждение	1	1
552	черты которые	1	1
553	все три	1	1
554	есть нечто	1	1
555	и другое	5	1
556	самого начала	6	1
557	не имеет	1	1
558	на котором	2	1
559	к этим	1	1
560	не по	1	1
561	что каждое	1	1
562	вперед в	1	1
563	в уме	1	1
564	та или	3	1
565	вытекает из	2	1
566	нельзя не	1	1
567	именно с	1	1
568	встречаются с	1	1
569	особенностей в	1	1
570	процессов и	1	1
571	они являются	2	1
572	некий общий	1	1
573	к ней	1	1
574	связанных друг	1	1
575	положение между	1	1
576	уже говорили	5	1
577	и его	2	1
578	значит для	1	1
579	вправе рассматривать	1	1
580	характерного для	1	1
581	общения со	1	1
582	если только	1	1
583	не потому	1	1
584	или ином	1	1
585	обстоятельство что	3	1
586	начиная с	1	1
587	в общую	1	1
588	и заключается	2	1
589	часто в	2	1
590	и другой	1	1
591	не знаем	1	1
592	да и	1	1
593	для развития	3	1
594	числе и	1	1
595	является одним	1	1
596	зависят от	1	1
597	слова т.е	2	1
598	самом раннем	1	1
599	даже когда	1	1
600	т.е в	1	1
601	всегда в	1	1
602	для себя	1	1
603	приходит к	6	1
604	своего развития	3	1
605	но при	1	1
606	без всякого	1	1
607	из главных	1	1
608	которые все	1	1
609	об отношении	2	1
610	на той	1	1
611	с самого	6	1
612	говорили что	2	1
613	то время	4	1
614	приводит к	4	1
615	роль в	1	1
616	принадлежать к	1	1
617	как с	4	1
618	котором мы	1	1
619	поэтому мы	1	1
620	за то	1	1
621	учит нас	1	1
622	и другими	2	1
623	мире не	1	1
624	именно этот	1	1
625	высокой ступени	1	1
626	по признаку	3	1
627	основана на	2	1
628	составные части	1	1
629	собой и	1	1
630	или иной	3	1
631	находится в	2	1
632	к разрешению	3	1
633	в состав	1	1
634	другом месте	1	1
635	сверху вниз	1	1
636	в общие	1	1
637	язык и	1	1
638	за пределами	1	1
639	но мы	1	1
640	быть приняты	1	1
641	что каждый	2	1
642	разных направлениях	1	1
643	в значительной	1	1
644	связанной с	1	1
645	с каким-нибудь	1	1
646	к истине	1	1
647	или иная	3	1
648	том или	1	1
649	решающую роль	4	1
650	общих чертах	1	1
651	раньше чем	2	1
652	ко всей	1	1
653	на одном	1	1
654	для той	1	1
655	у другого	1	1
656	этом и	2	1
657	во всей	1	1
658	без которого	1	1
659	в другой	1	1
660	от этих	2	1
661	на наших	1	1
662	связь между	4	1
663	эти последние	2	1
664	на которой	1	1
665	один из	6	1
666	видели что	3	1
667	идет по	1	1
668	совсем не	1	1
669	мы видим	3	1
670	самые разнообразные	1	1
671	по мнению	1	1
672	т.д в	1	1
673	что так	1	1
674	этот факт	1	1
675	не происходит	2	1
676	своей деятельности	1	1
677	по этому	3	1
678	того однако	1	1
679	окружающей его	1	1
680	или выражаясь	1	1
681	тот или	1	1
682	с которыми	3	1
683	в качестве	12	1
684	для всех	1	1
685	внимание что	1	1
686	для целого	1	1
687	с нею	2	1
688	уже не	2	1
689	возрасте в	1	1
690	уже в	7	1
691	так точно	1	1
692	положение что	1	1
693	или через	1	1
694	в нашей	2	1
695	целого ряда	1	1
696	речь в	2	1
697	за ним	1	1
698	к каким	1	1
699	который как	1	1
700	мы находим	1	1
701	друг друга	4	1
702	не случайно	1	1
703	случае не	1	1
704	общий для	1	1
705	тем что	8	1
706	путей к	1	1
707	без внимания	1	1
708	бы это	1	1
709	открытие в	2	1
710	может рассматриваться	1	1
711	были бы	3	1
712	они оба	1	1
713	и даже	1	1
714	и постепенно	1	1
715	развития в	2	1
716	в высшей	6	1
717	с объективной	2	1
718	связаны с	3	1
719	тем мы	1	1
720	а именно	1	1
721	будет ли	1	1
722	к которому	3	1
723	не равно	1	1
724	и между	1	1
725	и развития	1	1
726	однако чтобы	1	1
727	и затем	1	1
728	с ней	3	1
729	те кто	1	1
730	только по	1	1
731	на основании	11	1
732	не создает	3	1
733	может ли	2	1
734	этого взгляда	1	1
735	до конца	1	1
736	а не	1	1
737	остается при	1	1
738	вопрос можно	1	1
739	и оно	1	1
740	на эту	1	1
741	или с	1	1
742	на которые	2	1
743	могут рассматриваться	1	1
744	виде в	2	1
745	все более	2	1
746	вступает в	2	1
747	детей при	1	1
748	развитии и	1	1
749	это те	1	1
750	поэтому такой	1	1
751	общий признак	2	1
752	в область	1	1
753	к жизни	2	1
754	является большим	1	1
755	наряду с	3	1
756	смысле этого	4	1
757	могут быть	5	1
758	постепенно и	1	1
759	ни то	2	1
760	общения с	3	1
761	в тот	1	1
762	по условиям	1	1
763	из отдельных	1	1
764	деле является	1	1
765	быть не	1	1
766	дело идет	1	1
767	на пути	2	1
768	благодаря этому	6	1
769	которые может	1	1
770	общение между	1	1
771	среднее положение	1	1
772	в так	1	1
773	совершенно отличных	2	1
774	же самое	1	1
775	точно и	1	1
776	все остальные	2	1
777	понятий и	7	1
778	похоже на	1	1
779	из трех	1	1
780	вопрос в	1	1
781	вообще говоря	2	1
782	исследователя к	1	1
783	и часто	1	1
784	которых каждый	2	1
785	существенную черту	2	1
786	образом по	3	1
787	непосредственного восприятия	1	1
788	развития и	1	1
789	лишь как	1	1
790	или нет	1	1
791	нужно чтобы	1	1
792	чисто субъективной	1	1
793	что следовательно	1	1
794	или не	1	1
795	в памяти	1	1
796	основе их	4	1
797	условий и	1	1
798	не являются	1	1
799	что слова	2	1
800	своей части	1	1
801	сказать что	4	1
802	от всех	2	1
803	но этот	1	1
804	у животных	3	1
805	возможным только	1	1
806	что ни	1	1
807	проникнуть в	1	1
808	всем этом	2	1
809	пути к	3	1
810	увидим что	1	1
811	в своих	2	1
812	и эта	2	1
813	с такой	1	1
814	точно так	1	1
815	этой цели	1	1
816	том числе	1	1
