N	2gram	Bakhtin_fo_1	Istorich
180	в качестве	3	2
181	вступают в	1	2
182	себе и	3	2
183	независимо от	1	2
184	его на	2	2
185	как в	6	2
186	в своем	4	2
187	хотя и	3	2
188	несколько дней	2	2
189	амуре и	3	2
190	в этот	2	2
191	ни один	1	2
192	образом и	1	2
193	то время	4	2
194	тому же	2	2
195	не могла	1	2
196	при этом	3	2
197	из этой	1	2
198	на одну	1	2
199	всех этих	5	2
200	нее и	1	2
201	что еще	1	2
202	и вот	1	2
203	так и	12	2
204	но все	5	2
205	следует за	1	2
206	уже знаем	1	2
207	ни в	8	2
208	он у	2	2
209	вовсе не	13	2
210	с тем	3	2
211	и уже	3	2
212	и для	4	2
213	превращение в	2	2
214	и некоторые	1	2
215	точки зрения	5	2
216	это делает	1	2
217	на месте	1	2
218	в которых	2	2
219	друг другу	2	2
220	что было	3	2
221	но они	3	2
222	и более	1	2
223	случае в	1	2
224	в то	9	2
225	не имеет	4	2
226	который был	1	2
227	одна из	2	2
228	здесь на	4	2
229	в русском	1	2
230	нам важно	1	2
231	здесь они	1	2
232	во все	2	2
233	как только	1	2
234	поставить вопрос	1	2
235	и это	4	2
236	роль в	9	2
237	в другом	1	2
238	с собой	1	2
239	связан с	1	2
240	образом в	1	2
241	на землю	1	2
242	а также	2	2
243	в него	1	2
244	же в	3	2
245	герой в	1	2
246	этот вопрос	1	2
247	на очень	1	2
248	характерно для	1	2
249	в человека	2	2
250	очень много	1	2
251	к отцу	1	2
252	два типа	1	2
253	с одной	3	2
254	в жизни	6	2
255	для нее	1	2
256	что не	3	2
257	всяком случае	1	2
258	в одном	3	2
259	никто не	2	2
260	только на	3	2
261	в особенности	9	2
262	и даже	2	2
263	даже не	2	2
264	сюда же	1	2
265	есть только	2	2
266	и др	9	2
267	но есть	1	2
268	к более	1	2
269	что им	1	2
270	не было	7	2
271	одной стороны	2	2
272	уже давно	1	2
273	и потому	3	2
274	дом к	1	2
275	в тех	1	2
276	да и	3	2
277	ко мне	1	2
278	на одной	1	2
279	указать на	1	2
280	если не	1	2
281	происходит в	2	2
282	от него	1	2
283	еще более	3	2
284	или не	2	2
285	нет ничего	4	2
286	совершенно не	2	2
287	отношению к	5	2
288	материал по	1	2
289	жизни и	8	2
290	он на	1	2
291	во всяком	3	2
292	также и	2	1
293	начинается с	1	1
294	связь этих	1	1
295	и через	1	1
296	но один	1	1
297	самом деле	1	1
298	такой дифференциации	1	1
299	ясно что	2	1
300	этого мира	4	1
301	и до	5	1
302	со своей	3	1
303	и за	1	1
304	них о	1	1
305	целого но	1	1
306	из всех	1	1
307	есть не	3	1
308	мы не	3	1
309	этого нет	1	1
310	имеется и	2	1
311	брак в	2	1
312	и совсем	1	1
313	человека и	11	1
314	происходило в	1	1
315	такое положение	1	1
316	эта форма	2	1
317	принадлежит к	2	1
318	на войне	1	1
319	это отношение	1	1
320	нет но	2	1
321	в народных	1	1
322	на них	2	1
323	между собой	4	1
324	в различных	2	1
325	в знаменитой	1	1
326	роли которую	1	1
327	как если	2	1
328	ходит по	1	1
329	мы будем	2	1
330	но как	1	1
331	в быту	3	1
332	со всеми	3	1
333	к ним	2	1
334	в новом	1	1
335	в греческих	1	1
336	в буквальном	2	1
337	тут же	1	1
338	и узнают	1	1
339	свое существование	1	1
340	нет и	2	1
341	тесно связан	1	1
342	ему нужны	1	1
343	отнюдь не	5	1
344	было так	1	1
345	в браке	2	1
346	это был	1	1
347	перед нами	1	1
348	кроме того	4	1
349	хотя я	1	1
350	к этой	1	1
351	его к	1	1
352	народных сказках	1	1
353	что это	1	1
354	бы не	1	1
355	порядку и	1	1
356	и те	3	1
357	на то	1	1
358	человек не	1	1
359	и ту	1	1
360	связан со	1	1
361	этот процесс	5	1
362	вообще не	3	1
363	не следует	1	1
364	в определенном	3	1
365	главным образом	1	1
366	их может	1	1
367	жившие в	1	1
368	когда это	1	1
369	них нет	1	1
370	не как	2	1
371	в корне	1	1
372	поцелуй и	1	1
373	по всем	2	1
374	не произошло	1	1
375	его от	2	1
376	и по	2	1
377	будем говорить	1	1
378	каких формах	1	1
379	этому вопросу	1	1
380	человека в	17	1
381	по своему	1	1
382	могла бы	1	1
383	как они	1	1
384	в мире	1	1
385	определенном направлении	1	1
386	об этом	2	1
387	свойств и	1	1
388	на этой	4	1
389	а как	3	1
390	входит в	3	1
391	и приходит	1	1
392	с другими	3	1
393	со всех	1	1
394	формы которые	1	1
395	одной из	3	1
396	по всему	1	1
397	от отца	1	1
398	но уже	1	1
399	мне то	1	1
400	она и	1	1
401	соответствии с	2	1
402	указывает ему	1	1
403	один день	1	1
404	он встречает	1	1
405	которой он	1	1
406	и вне	3	1
407	чем в	2	1
408	здесь все	2	1
409	очень важный	1	1
410	этим в	1	1
411	здесь конечно	2	1
412	высока и	1	1
413	в эту	1	1
414	в своей	2	1
415	дорогой но	1	1
416	с точки	2	1
417	однако этот	1	1
418	своего рода	1	1
419	мы проследим	1	1
420	умирает и	1	1
421	которые в	1	1
422	надо сказать	1	1
423	что этот	1	1
424	на всю	1	1
425	в религиозных	1	1
426	по себе	2	1
427	же мы	1	1
428	и очень	1	1
429	героем и	1	1
430	вплоть до	1	1
431	семья именно	1	1
432	выходят из	1	1
433	в таких	1	1
434	реже и	1	1
435	дома на	1	1
436	самого начала	2	1
437	образом я	1	1
438	и сама	1	1
439	в плане	1	1
440	например что	1	1
441	но вместе	1	1
442	на самый	1	1
443	должны будем	1	1
444	мужей и	1	1
445	до самой	1	1
446	них только	1	1
447	правда в	1	1
448	в разных	5	1
449	это то	2	1
450	находятся в	1	1
451	с нами	1	1
452	как она	2	1
453	на себе	1	1
454	во всем	2	1
455	уже говорили	3	1
456	буквальном смысле	2	1
457	же связь	1	1
458	определенном месте	2	1
459	как я	1	1
460	достаточно указать	1	1
461	мы и	4	1
462	в каком	2	1
463	иного мира	1	1
464	только наиболее	1	1
465	не создает	1	1
466	начиная с	1	1
467	героев и	3	1
468	отличается от	1	1
469	еще яснее	1	1
470	два момента	1	1
471	у апулея	8	1
472	и тот	1	1
473	также очень	2	1
474	надел на	1	1
475	где он	1	1
476	него как	1	1
477	здесь еще	2	1
478	обычно в	2	1
479	и поэтому	1	1
480	связь мотива	2	1
481	тем и	1	1
482	приходит к	1	1
483	с ее	6	1
484	свою очередь	1	1
485	их значение	1	1
486	мотива но	1	1
487	в ее	6	1
488	здесь также	2	1
489	совершенно ясно	1	1
490	вместе со	1	1
491	и получает	1	1
492	жениха и	1	1
493	и этим	1	1
494	в себя	1	1
495	с самого	2	1
496	с возвращением	1	1
497	и сам	1	1
498	в образе	5	1
499	совершенно различных	1	1
500	отсюда и	2	1
501	человека при	1	1
502	чтобы быть	1	1
503	что дело	1	1
504	которой можно	1	1
505	этой жизни	1	1
506	значит в	1	1
507	он сам	1	1
508	с ним	2	1
509	смысле и	1	1
510	но такая	1	1
511	для превращения	2	1
512	но здесь	1	1
513	можно бы	1	1
514	наших задач	1	1
515	он попадает	1	1
516	в порядке	3	1
517	за пределами	1	1
518	с другим	1	1
519	форма как	1	1
520	времени в	7	1
521	мы понимаем	1	1
522	те моменты	2	1
523	не считаясь	1	1
524	связаны с	3	1
525	доме не	1	1
526	и только	1	1
527	почти как	1	1
528	по разным	1	1
529	здесь в	2	1
530	также в	1	1
531	вернуться к	1	1
532	наконец и	2	1
533	которой и	1	1
534	героини и	1	1
535	и дает	3	1
536	и дело	1	1
537	тот же	1	1
538	как нет	1	1
539	хотя бы	2	1
540	жизнь с	2	1
541	пор не	1	1
542	на несколько	1	1
543	эти мотивы	1	1
544	по этому	1	1
545	обо всем	1	1
546	в указанном	1	1
547	всем мире	1	1
548	конечно не	4	1
549	также имеет	1	1
550	не входит	2	1
551	с нею	1	1
552	уже в	2	1
553	в большинстве	1	1
554	же идет	1	1
555	в начале	3	1
556	они могли	1	1
557	чем обычно	1	1
558	или даже	1	1
559	и обратно	1	1
560	он имеет	1	1
561	характерно что	4	1
562	необходима для	1	1
563	что происходило	1	1
564	о причинах	1	1
565	одно из	3	1
566	и их	8	1
567	пока не	1	1
568	могло бы	1	1
569	он весь	2	1
570	мы находим	2	1
571	сами по	1	1
572	так начинается	1	1
573	богов и	1	1
574	они с	2	1
575	люди не	1	1
576	ее на	1	1
577	по миру	1	1
578	но за	1	1
579	брак и	1	1
580	лежит вне	2	1
581	были бы	1	1
582	мы это	1	1
583	нас в	3	1
584	что человек	1	1
585	и вступает	1	1
586	и тех	2	1
587	стороны он	1	1
588	в каких	1	1
589	здесь это	3	1
590	и прежде	2	1
591	с другом	1	1
592	себя и	3	1
593	очень сложен	1	1
594	только к	3	1
595	большую роль	3	1
596	говорит о	1	1
597	в соответствии	2	1
598	них и	1	1
599	а на	1	1
600	которых мы	1	1
601	он окружен	1	1
602	брачного возраста	1	1
603	более общего	1	1
604	она может	1	1
605	жизнь в	2	1
606	также с	1	1
607	находились в	1	1
608	которой герой	1	1
609	о чем	1	1
610	мы остановимся	1	1
611	объединены в	1	1
612	от мира	1	1
613	что мы	2	1
614	становится ясным	1	1
615	в описании	1	1
616	для этой	1	1
617	нигде не	1	1
618	есть одно	1	1
619	человека как	1	1
620	другу но	1	1
621	играют в	1	1
622	к себе	4	1
623	для полного	1	1
624	к своему	2	1
625	другу и	1	1
626	смысле этого	1	1
627	как бы	2	1
628	вне этой	1	1
629	и всей	2	1
630	друг с	1	1
631	этим мы	2	1
632	форма в	1	1
633	человек с	1	1
634	дело здесь	1	1
635	у героя	1	1
636	этого слова	1	1
637	в основном	5	1
638	своей жизни	4	1
639	все это	4	1
640	в один	1	1
641	но для	2	1
642	это уже	1	1
643	тех случаях	1	1
644	случаях когда	1	1
645	уже на	2	1
646	не существует	1	1
647	человек и	2	1
648	отличает его	1	1
649	но когда	1	1
650	жить и	1	1
651	еще придется	1	1
652	они имеют	1	1
653	которой мы	1	1
654	все они	1	1
655	и воскресение	1	1
656	на фоне	3	1
657	героя и	7	1
658	не знает	3	1
659	была бы	2	1
660	от всех	1	1
661	зрелости и	2	1
662	в фольклоре	1	1
663	является и	1	1
664	и также	1	1
665	героя в	1	1
666	дальнейшем в	1	1
667	бы его	1	1
668	можно наблюдать	1	1
669	на свет	1	1
670	они всегда	1	1
671	психеи а	1	1
672	но эти	1	1
673	видим в	1	1
674	и эта	2	1
675	им и	1	1
676	в таком	3	1
677	том числе	4	1
678	об амуре	3	1
