N	2gram	Ircho_Kome_1	Analitik
139	во всех	1	2
140	в стихе	2	2
141	в общем	1	2
142	очевидно что	1	2
143	отличие от	2	2
144	когда он	1	2
145	но в	4	2
146	в противоположность	2	2
147	в ответ	1	2
148	в тех	3	2
149	в себе	2	2
150	не могла	1	2
151	на его	5	2
152	что она	1	2
153	в нем	4	2
154	о которой	1	2
155	видеть в	2	2
156	и вот	4	2
157	о его	1	2
158	и по	6	2
159	значительной степени	1	2
160	по два	1	2
161	в жизни	1	2
162	в них	3	2
163	о которых	5	2
164	с тем	1	2
165	несмотря на	4	2
166	не мог	3	2
167	к первому	1	2
168	в принципе	2	2
169	в отличие	1	2
170	состоит не	1	2
171	тем не	2	2
172	доказывает что	1	2
173	но они	1	2
174	даже в	3	2
175	вплоть до	1	2
176	одна из	2	2
177	которого он	1	2
178	судя по	2	2
179	по своей	2	2
180	персонажа в	1	2
181	могут быть	3	2
182	в себя	2	2
183	в дальнейшем	1	2
184	те же	1	2
185	в борьбе	1	2
186	об этом	1	2
187	и здесь	2	2
188	в глаза	1	2
189	в значительной	1	2
190	в форме	2	2
191	тех пор	1	2
192	один из	5	2
193	только в	3	2
194	то в	1	2
195	и ее	3	2
196	с одной	3	2
197	для всех	2	2
198	в большинстве	1	2
199	а напротив	1	2
200	действующего лица	1	2
201	всяком случае	2	2
202	нуждается в	1	2
203	мы можем	4	2
204	тем что	4	2
205	одной стороны	3	2
206	и прежде	1	2
207	в соответствии	1	2
208	одну из	2	2
209	на эту	1	2
210	совершенно очевидно	1	2
211	связь с	1	2
212	не может	2	2
213	вместе с	2	2
214	и потому	1	2
215	по своему	3	2
216	в той	1	2
217	тому как	1	2
218	да и	3	2
219	этого слова	1	2
220	и для	1	2
221	мира и	1	2
222	хотя и	3	2
223	и все	3	2
224	же в	4	2
225	хотя в	1	2
226	пока же	1	2
227	то что	2	2
228	нам не	1	2
229	сказать что	1	2
230	совершенно не	1	2
231	к числу	2	2
232	а также	4	2
233	во всяком	2	2
234	гораздо более	1	2
235	а между	1	1
236	как известно	2	1
237	также что	1	1
238	речь идет	3	1
239	сам по	1	1
240	на самом	1	1
241	перед лицом	3	1
242	тем же	1	1
243	из самых	1	1
244	на две	2	1
245	из его	4	1
246	знаем о	1	1
247	в зависимости	1	1
248	в доме	2	1
249	намек на	1	1
250	мы уже	1	1
251	ни у	1	1
252	вопрос о	3	1
253	время от	4	1
254	высказывания в	1	1
255	этой роли	1	1
256	что иное	1	1
257	как было	1	1
258	бы ни	1	1
259	мы и	1	1
260	зависимости от	1	1
261	замысла в	1	1
262	проявляется в	1	1
263	в таком	1	1
264	он был	2	1
265	иное как	1	1
266	всего этого	2	1
267	тут и	1	1
268	тем как	2	1
269	в традициях	1	1
270	относящемуся к	1	1
271	не все	1	1
272	отношение к	3	1
273	друг от	1	1
274	должны были	8	1
275	за пределы	2	1
276	своей поэтикой	1	1
277	здесь первая	1	1
278	в истории	5	1
279	идет о	3	1
280	что во	1	1
281	независимо от	2	1
282	каждая из	1	1
283	одном из	4	1
284	из уст	1	1
285	тех случаях	1	1
286	в полном	1	1
287	говорит что	1	1
288	самом начале	1	1
289	и хотя	2	1
290	отклик в	1	1
291	и у	3	1
292	отношения с	1	1
293	тон в	1	1
294	так или	1	1
295	бы не	1	1
296	поскольку в	1	1
297	определена как	1	1
298	но без	1	1
299	в известном	2	1
300	раз в	2	1
301	и тот	1	1
302	по имени	3	1
303	на то	3	1
304	ирония по	1	1
305	не следует	2	1
306	время и	2	1
307	к миру	1	1
308	прямой путь	1	1
309	же году	1	1
310	с именем	1	1
311	и еще	3	1
312	чего следует	1	1
313	возвращение к	1	1
314	в силу	2	1
315	в следующем	2	1
316	или вовсе	3	1
317	ярко выраженный	1	1
318	такого же	1	1
319	человека в	1	1
320	двух слов	1	1
321	здесь мы	3	1
322	выходит далеко	1	1
323	к г	2	1
324	в другом	4	1
325	был первым	1	1
326	большинстве случаев	1	1
327	это было	1	1
328	чаще всего	3	1
329	отражение в	1	1
330	отсюда и	1	1
331	комедиях аристофана	4	1
332	в самую	1	1
333	как об	1	1
334	которой он	1	1
335	года и	1	1
336	мере не	1	1
337	со всей	1	1
338	или к	1	1
339	в эту	1	1
340	в г	11	1
341	бы на	1	1
342	никаких оснований	1	1
343	право на	2	1
344	здесь из	1	1
345	этому же	1	1
346	место в	3	1
347	однако этот	1	1
348	однако еще	1	1
349	в собственных	1	1
350	превратилась в	1	1
351	службу к	1	1
352	собой и	2	1
353	теми же	1	1
354	о комедиях	1	1
355	главным действующим	1	1
356	на всю	3	1
357	для этого	2	1
358	страстям и	1	1
359	исключительное в	1	1
360	с ним	1	1
361	на себе	1	1
362	на него	4	1
363	своего героя	1	1
364	совпадает с	1	1
365	у него	3	1
366	можно судить	4	1
367	того чтобы	1	1
368	каждый из	3	1
369	казалось бы	3	1
370	под этим	1	1
371	ему и	2	1
372	потому что	5	1
373	и теперь	2	1
374	с новой	1	1
375	со своим	5	1
376	слово здесь	1	1
377	осуществленного им	1	1
378	не столь	1	1
379	как будто	2	1
380	ему в	1	1
381	за ними	1	1
382	у нас	3	1
383	уже о	2	1
384	не могут	1	1
385	этой причине	1	1
386	не вызывает	1	1
387	но едва	1	1
388	с полной	1	1
389	новой силой	1	1
390	разрешение конфликта	1	1
391	в поле	1	1
392	что уже	1	1
393	слова с	1	1
394	в применении	1	1
395	для себя	2	1
396	следует отнести	1	1
397	литературного творчества	1	1
398	как мы	4	1
399	всех сторон	1	1
400	и о	3	1
401	от друга	1	1
402	говоря уже	2	1
403	только при	2	1
404	формы и	1	1
405	него самого	1	1
406	культуры и	1	1
407	его литературного	1	1
408	этим же	1	1
409	в живых	1	1
410	что у	2	1
411	из двух	1	1
412	особенно в	1	1
413	мог бы	2	1
414	и каждый	1	1
415	в окружение	1	1
416	иногда в	1	1
417	своему происхождению	1	1
418	ко всему	1	1
419	же рода	1	1
420	образом в	2	1
421	о ней	1	1
422	именно потому	2	1
423	одного из	6	1
424	все его	1	1
425	художественный образ	2	1
426	организации текста	1	1
427	жизни но	1	1
428	от них	2	1
429	отметить что	1	1
430	и только	1	1
431	ее содержание	1	1
432	вслед за	2	1
433	он якобы	1	1
434	того что	1	1
435	герой в	1	1
436	и одновременно	3	1
437	идет по	1	1
438	тот же	3	1
439	одной из	3	1
440	в стороне	1	1
441	полной уверенностью	1	1
442	и судя	1	1
443	за ней	1	1
444	между отдельными	1	1
445	так что	1	1
446	человеческой личности	1	1
447	сцены и	1	1
448	оказывается в	1	1
449	завершение в	1	1
450	этом что	2	1
451	своим собственным	1	1
452	и возвращение	1	1
453	каким образом	1	1
454	две другие	1	1
455	связывается с	1	1
456	мы знаем	2	1
457	нее в	1	1
458	себе в	1	1
459	в современном	1	1
460	вовсе не	2	1
461	читателя с	1	1
462	в самый	1	1
463	не говорит	1	1
464	нет в	1	1
465	не противоречит	1	1
466	героя или	1	1
467	для того	1	1
468	что могло	1	1
469	что на	1	1
470	как огонь	1	1
471	до сих	2	1
472	может и	1	1
473	как у	1	1
474	или иначе	1	1
475	сына от	1	1
476	ее в	2	1
477	эти две	1	1
478	к которому	3	1
479	в предисловии	1	1
480	на чем	1	1
481	наконец в	1	1
482	было и	1	1
483	а с	1	1
484	и др	1	1
485	что им	1	1
486	по тем	1	1
487	превращается в	1	1
488	иначе в	2	1
489	на этот	1	1
490	не знает	1	1
491	из наиболее	2	1
492	было сказано	1	1
493	большую часть	1	1
494	являются ли	1	1
495	он становится	1	1
496	когда же	5	1
497	молод и	1	1
498	из трех	1	1
499	к себе	1	1
500	перекликается с	1	1
501	незадолго до	1	1
502	из которых	2	1
503	и мир	2	1
504	судить по	3	1
505	за маской	1	1
506	в течение	3	1
507	применении к	1	1
508	первое место	3	1
509	мало или	1	1
510	в литературе	1	1
511	с тех	1	1
512	для их	1	1
513	и положено	1	1
514	из многочисленных	1	1
515	не говоря	2	1
516	далеко за	1	1
517	с этой	1	1
518	и формы	2	1
519	сих пор	2	1
520	но это	2	1
521	между прочим	2	1
522	стихов из	1	1
523	в книге	1	1
524	это уже	1	1
525	общими для	1	1
526	случаях когда	1	1
527	не достигает	1	1
528	уже на	1	1
529	как на	1	1
530	со всех	1	1
531	обращается к	1	1
532	ни одного	1	1
533	от него	1	1
534	бы в	1	1
535	об исторических	1	1
536	стороны в	1	1
537	хотя бы	1	1
538	будто бы	2	1
539	места в	1	1
540	но если	1	1
541	не занимался	1	1
542	тезис о	1	1
543	к ее	1	1
544	однако герой	1	1
545	в ходе	1	1
546	к его	1	1
547	по одному	2	1
548	было показано	1	1
549	автора в	1	1
550	не что	1	1
551	в трех	1	1
552	жизни и	1	1
553	к этой	1	1
554	военные действия	1	1
555	и другие	1	1
556	в своих	2	1
557	все что	2	1
558	они не	1	1
559	случае его	1	1
