N	2gram	Nazirov_Vr_1	Problemy
253	для создания	1	1
254	достоевского этот	1	1
255	как к	1	1
256	что как	1	1
257	романе бесы	2	1
258	не являются	1	1
259	героиня романа	1	1
260	себе не	1	1
261	человеком в	1	1
262	поэтому он	1	1
263	что это	1	1
264	в целом	1	1
265	что достоевский	4	1
266	тургенев же	1	1
267	знать и	1	1
268	еще один	1	1
269	рассказ о	1	1
270	тому же	1	1
271	во многих	1	1
272	в ее	1	1
273	одному из	1	1
274	высшей степени	1	1
275	в силу	1	1
276	что у	3	1
277	в плане	1	1
278	одно и	1	1
279	это конечно	1	1
280	в одну	2	1
281	же не	2	1
282	этом он	1	1
283	об этой	2	1
284	говорить не	1	1
285	его в	3	1
286	этот человек	2	1
287	их всех	1	1
288	в них	2	1
289	в высшей	1	1
290	автору и	1	1
291	его отношения	1	1
292	не всегда	1	1
293	и уже	3	1
294	несмотря на	4	1
295	и страшно	1	1
296	мы знаем	2	1
297	во время	2	1
298	во второй	1	1
299	утверждению о	1	1
300	не последнее	1	1
301	молодого человека	1	1
302	достоевский с	1	1
303	место в	2	1
304	в авторском	1	1
305	не будем	1	1
306	по всем	1	1
307	тем самым	1	1
308	однако в	1	1
309	не должна	1	1
310	а вот	1	1
311	так он	1	1
312	вплоть до	1	1
313	но они	1	1
314	рассказ у	1	1
315	первая часть	1	1
316	героев и	1	1
317	нем в	1	1
318	и лишь	1	1
319	в другую	1	1
320	ему и	1	1
321	связи с	3	1
322	мы бы	1	1
323	отношение автора	1	1
324	такие же	1	1
325	среди них	1	1
326	начиная с	2	1
327	в мировой	1	1
328	называя его	1	1
329	к брату	1	1
330	человека в	3	1
331	его с	2	1
332	критика и	1	1
333	уже на	1	1
334	правда не	1	1
335	у себя	1	1
336	тургенев в	4	1
337	роль в	1	1
338	в лицо	2	1
339	стремится быть	1	1
340	на нее	1	1
341	не с	1	1
342	собой в	1	1
343	во многом	4	1
344	еще в	1	1
345	образа князя	1	1
346	и вообще	1	1
347	не был	1	1
348	с тою	1	1
349	из произведений	1	1
350	его жизни	1	1
351	с ненавистью	1	1
352	достоевского он	2	1
353	о влиянии	2	1
354	всех в	1	1
355	из своего	1	1
356	любил и	1	1
357	и самые	1	1
358	в литературе	1	1
359	быть и	1	1
360	один из	1	1
361	романа и	1	1
362	действие в	1	1
363	и резкое	1	1
364	проникнуть в	1	1
365	достоевский также	1	1
366	в литературу	1	1
367	это же	1	1
368	в эти	2	1
369	человека с	2	1
370	из которого	1	1
371	и у	3	1
372	своим собственным	1	1
373	достоевский в	8	1
374	а это	1	1
375	его и	2	1
376	к своим	1	1
377	достоевский так	1	1
378	в роман	2	1
379	никто не	1	1
380	в письме	5	1
381	всяком случае	1	1
382	ее не	1	1
383	достоевского не	4	1
384	бедных людей	5	1
385	его личность	2	1
386	остается за	1	1
387	никого не	1	1
388	из двух	1	1
389	нужно было	1	1
390	о своей	1	1
391	именно в	1	1
392	к которому	1	1
393	а с	2	1
394	что для	1	1
395	с очень	1	1
396	в соответствии	1	1
397	что им	1	1
398	человека но	1	1
399	и стал	2	1
400	достоевского с	9	1
401	и самый	1	1
402	генерала с	1	1
403	человек в	1	1
404	из героев	1	1
405	этим можно	1	1
406	в связи	3	1
407	уже давно	1	1
408	этот рассказ	2	1
409	в сторону	1	1
410	он ее	1	1
411	знаем о	1	1
412	достоевский был	2	1
413	автора в	1	1
414	без труда	1	1
415	не знал	1	1
416	в речах	1	1
417	что за	1	1
418	тургенев не	4	1
419	этого типа	1	1
420	и довольно	1	1
421	в форме	1	1
422	романе достоевского	1	1
423	в бесах	10	1
424	довольно много	2	1
425	в это	2	1
426	еще раз	1	1
427	с любовью	1	1
428	у вас	1	1
429	и близко	1	1
430	не любил	1	1
431	письме к	4	1
432	которых он	1	1
433	пишет брату	1	1
434	котором он	1	1
435	в другой	1	1
436	работы над	1	1
437	и перед	1	1
438	хорошо знаю	1	1
439	нет ничего	1	1
440	я хотел	3	1
441	к этой	1	1
442	конце концов	1	1
443	но зато	1	1
444	достоевского если	1	1
445	очень хорошо	2	1
446	могли быть	2	1
447	не есть	1	1
448	бедного человека	1	1
449	но нас	1	1
450	в свою	2	1
451	неожиданный перелом	1	1
452	они как	1	1
453	в частности	1	1
454	ему но	1	1
455	и гораздо	1	1
456	года достоевский	3	1
457	мертвого дома	1	1
458	на это	2	1
459	в своих	4	1
460	это в	2	1
461	фигур романа	1	1
462	который не	1	1
463	к этому	3	1
464	как на	1	1
465	в таком	1	1
