N	2gram	Tiupa_Narr_1	KulturaY
153	что оно	1	3
154	оно не	2	3
155	свою очередь	3	3
156	здесь не	4	3
157	сводится к	3	3
158	не с	3	3
159	и здесь	1	3
160	можно сказать	5	3
161	нуждается в	5	3
162	этом смысле	1	3
163	мы увидим	1	3
164	уже в	3	3
165	не было	2	3
166	в особенности	4	3
167	и даже	3	3
168	или иной	5	3
169	к которому	2	3
170	в свою	3	3
171	а с	3	3
172	в соответствии	1	3
173	если не	4	3
174	в речи	1	3
175	как это	6	3
176	а если	2	3
177	этого слова	2	3
178	в системе	1	3
179	или иного	2	3
180	но еще	1	3
181	в таком	2	3
182	они не	2	3
183	речь идет	4	2
184	одним из	2	2
185	также и	1	2
186	и есть	1	2
187	все те	4	2
188	бы уже	1	2
189	что если	1	2
190	как то	1	2
191	которое в	1	2
192	не знают	1	2
193	иное как	2	2
194	на самом	1	2
195	не все	5	2
196	если в	3	2
197	тогда как	12	2
198	идет о	2	2
199	что касается	2	2
200	могли бы	1	2
201	и как	5	2
202	но в	6	2
203	от этого	1	2
204	на событие	1	2
205	а во-вторых	1	2
206	формы в	1	2
207	так или	2	2
208	с языком	1	2
209	больше всего	1	2
210	он не	3	2
211	свое время	1	2
212	такова например	1	2
213	но все	4	2
214	как они	1	2
215	в состоянии	1	2
216	лишь в	1	2
217	первую очередь	1	2
218	здесь только	1	2
219	и тем	4	2
220	ни в	3	2
221	все равно	1	2
222	как об	1	2
223	в слове	1	2
224	как и	7	2
225	и было	1	2
226	иначе говоря	6	2
227	как таковой	1	2
228	одного и	1	2
229	и при	1	2
230	не столько	4	2
231	что было	1	2
232	и более	1	2
233	том же	1	2
234	вместе со	1	2
235	по себе	5	2
236	в то	3	2
237	как о	1	2
238	не имеет	2	2
239	ничего не	2	2
240	дело не	1	2
241	никогда не	3	2
242	же время	4	2
243	свидетельствуют о	1	2
244	ли это	1	2
245	не является	8	2
246	не могут	1	2
247	когда мы	2	2
248	но также	1	2
249	к жизни	1	2
250	что все	1	2
251	и сами	1	2
252	в структуре	2	2
253	в собственном	2	2
254	не мог	4	2
255	было в	2	2
256	когда в	1	2
257	о котором	1	2
258	одно из	2	2
259	ними и	1	2
260	о нем	4	2
261	это было	1	2
262	в собственно	1	2
263	во втором	4	2
264	а именно	3	2
265	не знаю	1	2
266	в современной	1	2
267	тот же	1	2
268	и того	1	2
269	и стилистической	1	2
270	то и	1	2
271	ни одного	1	2
272	в значении	1	2
273	свидетельствует о	1	2
274	а то	1	2
275	может служить	1	2
276	здесь как	1	2
277	или иначе	3	2
278	а на	1	2
279	о чем	2	2
280	не всегда	2	2
281	в это	1	2
282	может иметь	1	2
283	к своему	1	2
284	с этой	1	2
285	с историей	1	2
286	в смысле	1	2
287	то только	1	2
288	и для	2	2
289	случаях когда	1	2
290	или в	2	2
291	для нас	1	2
292	и все	2	2
293	тем более	2	2
294	поскольку оно	2	2
295	между ними	2	2
296	понимать как	1	2
297	в свое	1	2
298	этой точки	2	2
299	широкое распространение	1	1
300	же как	3	1
301	как наука	1	1
302	и сейчас	2	1
303	для себя	1	1
304	семантическая опустошенность	1	1
305	из его	1	1
306	она все	1	1
307	и больше	1	1
308	едва ли	1	1
309	действительности и	1	1
310	к собственной	1	1
311	в году	1	1
312	есть не	1	1
313	часто бывает	1	1
314	и ничего	1	1
315	и правил	1	1
316	не имелось	1	1
317	приводят к	1	1
318	есть нечто	1	1
319	говорить о	2	1
320	что иное	2	1
321	в некотором	1	1
322	мы и	1	1
323	и со	1	1
324	столько же	1	1
325	редко и	1	1
326	есть акт	1	1
327	к ее	1	1
328	столь же	3	1
329	время в	2	1
330	в различных	1	1
331	события в	2	1
332	истории в	3	1
333	как правило	4	1
334	в область	2	1
335	не то	2	1
336	с совершенно	1	1
337	как справедливо	2	1
338	отношение к	2	1
339	с легкой	1	1
340	отличие от	5	1
341	друг от	1	1
342	форме и	1	1
343	как говорит	3	1
344	субъекта и	2	1
345	в акте	1	1
346	как к	2	1
347	что нет	2	1
348	перед нами	4	1
349	и где	1	1
350	собственно и	1	1
351	и старые	1	1
352	в действительности	1	1
353	как иногда	1	1
354	зрения как	1	1
355	но смысл	1	1
356	поскольку мы	1	1
357	них как	1	1
358	шире и	1	1
359	ни один	1	1
360	проблем в	1	1
361	таковы например	1	1
362	в чем	1	1
363	бы не	2	1
364	в известном	2	1
365	но на	1	1
366	в случае	7	1
367	но именно	1	1
368	как прямая	1	1
369	к одному	1	1
370	однако он	1	1
371	у читателя	1	1
372	и по	1	1
373	на этом	1	1
374	или иных	1	1
375	без исключения	2	1
376	именно это	2	1
377	тому чтобы	1	1
378	по происхождению	1	1
379	то ни	3	1
380	же не	4	1
381	в совершенно	1	1
382	об этом	1	1
383	на ту	1	1
384	на протяжении	6	1
385	своей особой	1	1
386	и иных	1	1
387	истории и	2	1
388	речи ораторской	1	1
389	и делает	1	1
390	далеко не	5	1
391	в общей	2	1
392	и уже	1	1
393	мы видели	1	1
394	обозначить как	2	1
395	относительно которых	1	1
396	на первый	2	1
397	во второй	2	1
398	в ходе	1	1
399	это живет	1	1
400	в следующем	1	1
401	наших дней	1	1
402	под сомнение	1	1
403	необходимо указать	1	1
404	в отличие	5	1
405	мысли и	1	1
406	своего рода	12	1
407	всякий раз	1	1
408	они свидетельствуют	1	1
409	когда она	1	1
410	точку зрения	4	1
411	но это	1	1
412	но он	1	1
413	но во	1	1
414	однако в	2	1
415	что этот	1	1
416	в историческом	1	1
417	любви и	1	1
418	нынешнее состояние	1	1
419	мы были	1	1
420	некоторого рода	2	1
421	в процессе	1	1
422	каждый день	1	1
423	его о	1	1
424	иметь в	1	1
425	это еще	1	1
426	не могло	2	1
427	дело в	1	1
428	как формы	2	1
429	одна из	3	1
430	из четырех	1	1
431	более что	1	1
432	и после	2	1
433	как не	1	1
434	тех или	1	1
435	с таким	1	1
436	как будто	3	1
437	тогда в	2	1
438	может и	1	1
439	что на	2	1
440	может показаться	1	1
441	художественной литературы	3	1
442	именно таковы	1	1
443	рассчитан на	1	1
444	все то	2	1
445	могут быть	3	1
446	здесь совершенно	2	1
447	чтобы сделать	1	1
448	как только	1	1
449	возможна только	1	1
450	знание о	1	1
451	той или	4	1
452	они и	1	1
453	от элементов	1	1
454	будто и	1	1
455	где он	1	1
456	всегда в	1	1
457	о событии	1	1
458	не ограничивается	1	1
459	как мы	3	1
460	более не	2	1
461	от друга	1	1
462	этой фразе	1	1
463	в монастырь	1	1
464	говорит и	2	1
465	в ее	3	1
466	и от	1	1
467	представляется возможным	1	1
468	только то	1	1
469	в себя	6	1
470	чужой речи	1	1
471	и когда	2	1
472	и сам	1	1
473	что у	2	1
474	по аналогии	1	1
475	мог бы	3	1
476	с этого	1	1
477	даже не	3	1
478	тех кто	1	1
479	за пределами	1	1
480	одного из	4	1
481	а также	7	1
482	аналогии с	1	1
483	времени в	2	1
484	не заключает	1	1
485	и во	1	1
486	нас в	1	1
487	существенно разнится	1	1
488	во всех	1	1
489	однако с	1	1
490	в конечном	3	1
491	этом и	1	1
492	в форме	5	1
493	и только	2	1
494	это лишь	1	1
495	факты в	1	1
496	это принципиально	1	1
497	рассказа что	1	1
498	в развитии	1	1
499	все время	1	1
500	у всех	1	1
501	лет тому	1	1
502	если это	1	1
503	которой в	1	1
504	в него	1	1
505	знания как	1	1
506	в литературе	2	1
507	явления как	1	1
508	и одновременно	2	1
509	в двух	2	1
510	совсем не	1	1
511	тому назад	1	1
512	дело с	2	1
513	ситуации к	2	1
514	к их	1	1
515	а лишь	1	1
516	поэтому и	1	1
517	или же	1	1
518	имеет своим	1	1
519	же люди	2	1
520	не мешает	1	1
521	это же	1	1
522	тот или	1	1
523	с одной	7	1
524	с которыми	1	1
525	до наших	1	1
526	от одной	2	1
527	и у	1	1
528	терминологии в	1	1
529	каждый из	2	1
530	этом что	1	1
531	себя в	5	1
532	себя и	2	1
533	обстоит дело	1	1
534	в нашей	1	1
535	здесь это	1	1
536	первые три	1	1
537	эта возможность	1	1
538	не дает	1	1
539	или даже	2	1
540	его и	1	1
541	на своего	1	1
542	не так	1	1
543	для него	2	1
544	в новом	1	1
545	слова в	1	1
546	сами по	2	1
547	в конце	1	1
548	тому же	5	1
549	мы можем	1	1
550	не составляет	1	1
551	само по	1	1
552	как такового	1	1
553	такому пониманию	1	1
554	на некоторые	1	1
555	образом не	1	1
556	от того	1	1
557	случае с	1	1
558	и строго	1	1
559	только одним	1	1
560	именно как	1	1
561	одной стороны	7	1
562	пока еще	4	1
563	тотчас же	1	1
564	в данный	1	1
565	разумеется это	1	1
566	и тех	1	1
567	здесь в	1	1
568	речи а	1	1
569	после смерти	2	1
570	как же	1	1
571	было и	1	1
572	перед ним	1	1
573	которых оно	1	1
574	в россии	1	1
575	нового времени	2	1
576	говорит о	2	1
577	ничем не	1	1
578	лица по	1	1
579	более того	1	1
580	зависит от	2	1
581	однако и	1	1
582	что несмотря	1	1
583	человеческой жизни	1	1
584	его как	2	1
585	слов и	1	1
586	речевых жанров	4	1
587	поскольку речь	1	1
588	отнюдь не	5	1
589	не подлежит	1	1
590	различие между	2	1
591	то она	2	1
592	но как	2	1
593	в организации	2	1
594	разнится от	1	1
595	почву для	1	1
596	нет ничего	1	1
597	к его	1	1
598	самой различной	1	1
599	к другой	2	1
600	в историю	1	1
601	что именно	2	1
602	данный момент	1	1
603	в западных	1	1
604	по своему	1	1
605	наряду с	2	1
606	совершенно иными	1	1
607	но основной	1	1
608	легкой руки	1	1
609	за рамки	2	1
610	состоянии некоторого	1	1
611	быть только	1	1
612	матери и	4	1
613	да и	4	1
614	образом на	1	1
615	и там	1	1
616	только о	2	1
617	еще раз	1	1
618	его в	2	1
619	является для	1	1
620	что мы	2	1
621	своей жизни	1	1
622	который по	3	1
623	о его	1	1
624	в начале	1	1
625	является как	1	1
626	например именно	1	1
627	процесс не	1	1
628	при всем	2	1
629	всего лишь	2	1
630	и позволяет	1	1
631	могло не	1	1
632	смысл для	1	1
633	было ясно	2	1
634	которая в	2	1
635	это часто	1	1
636	собственно говоря	1	1
637	бы он	1	1
638	силу которого	1	1
639	будто бы	3	1
640	есть уже	1	1
641	здесь даже	1	1
642	например на	1	1
643	что слова	1	1
644	жизни в	3	1
645	поскольку не	1	1
646	это все	2	1
647	не знает	1	1
648	возможно лишь	1	1
649	сказать что	4	1
650	совершенно не	2	1
651	с такой	1	1
652	ориентированными на	1	1
653	первом случае	2	1
654	не что	2	1
655	культуры в	1	1
656	та же	2	1
657	который в	2	1
658	и лингвистики	1	1
659	жизни и	3	1
660	а может	1	1
661	также не	1	1
662	в роли	2	1
663	точно так	2	1
664	как результат	1	1
