N	2gram	Nazirov_Vr_1	Problemy
343	его отношения	1	1
344	достоевского вот	1	1
345	меня но	2	1
346	теперь это	1	1
347	одного и	1	1
348	которую он	1	1
349	время своих	1	1
350	том как	1	1
351	и ее	2	1
352	можно найти	1	1
353	же это	1	1
354	но у	1	1
355	он тоже	2	1
356	чтоб я	1	1
357	толчком для	1	1
358	тем не	1	1
359	по крайней	1	1
360	без всяких	1	1
361	есть еще	1	1
362	с такими	1	1
363	том же	2	1
364	а вот	1	1
365	всех их	1	1
366	так он	1	1
367	но они	1	1
368	это о	1	1
369	от нас	1	1
370	которых он	1	1
371	правда в	1	1
372	одна из	2	1
373	первая часть	1	1
374	достоевский не	3	1
375	в процессе	1	1
376	героев и	1	1
377	творчества достоевского	1	1
378	только не	1	1
379	не лучше	1	1
380	в пику	1	1
381	того в	1	1
382	ему и	1	1
383	связи с	3	1
384	мы бы	1	1
385	по первому	1	1
386	этом отношении	1	1
387	эту сторону	1	1
388	подполья но	1	1
389	вот в	1	1
390	среди них	1	1
391	глаза в	1	1
392	это конечно	1	1
393	отличается от	1	1
394	об одном	1	1
395	за что	1	1
396	ставрогина и	3	1
397	время он	2	1
398	промелькнуло в	1	1
399	не совсем	1	1
400	достоевского к	3	1
401	в особенности	1	1
402	ставрогин не	1	1
403	но мы	1	1
404	то время	1	1
405	достоевским как	1	1
406	верит в	1	1
407	во многом	4	1
408	чем у	1	1
409	всеми силами	1	1
410	другой не	1	1
411	можно бы	1	1
412	приближается к	1	1
413	барыня и	1	1
414	нас в	1	1
415	как тот	1	1
416	все в	1	1
417	от них	1	1
418	и повторяя	1	1
419	во всей	1	1
420	мыслей и	1	1
421	крайней мере	1	1
422	в ту	1	1
423	у которого	1	1
424	нас интересует	1	1
425	один из	1	1
426	но с	1	1
427	сразу же	1	1
428	что только	1	1
429	и кончая	1	1
430	что ж	2	1
431	же он	1	1
432	из которого	1	1
433	для всех	1	1
434	я только	1	1
435	из гордости	1	1
436	записках из	1	1
437	чтобы он	3	1
438	этот момент	2	1
439	на свое	1	1
440	ответ на	2	1
441	в письме	5	1
442	слово его	1	1
443	записки из	2	1
444	был без	1	1
445	лишь один	1	1
446	десять лет	1	1
447	и из	1	1
448	до сих	1	1
449	для правильного	1	1
450	к которому	1	1
451	и крайняя	1	1
452	николай ставрогин	2	1
453	и их	1	1
454	достоевского с	9	1
455	был в	1	1
456	выше и	1	1
457	так это	1	1
458	и считает	1	1
459	о чем	2	1
460	вечере у	1	1
461	что из	1	1
462	безо всякой	1	1
463	себя на	1	1
464	нет ничего	1	1
465	человек в	1	1
466	него в	1	1
467	с первого	1	1
468	ко всем	1	1
469	в москве	1	1
470	да я	1	1
471	из которых	1	1
472	без труда	1	1
473	что первая	1	1
474	почувствовал что	1	1
475	некоторое время	1	1
476	в первой	1	1
477	ко мне	2	1
478	в бесах	10	1
479	князь с	2	1
480	всего то	1	1
481	еще раз	1	1
482	сих пор	1	1
483	в основном	1	1
484	у вас	1	1
485	имел в	3	1
486	глубине души	1	1
487	письма достоевского	1	1
488	я всегда	1	1
489	в другой	1	1
490	тургенева как	1	1
491	в те	3	1
492	в романе	6	1
493	еще более	1	1
494	уже давно	1	1
495	же в	2	1
496	очень хорошо	2	1
497	но вот	1	1
498	давно уже	3	1
499	в свою	2	1
500	сам в	1	1
501	в свое	1	1
502	себе не	1	1
503	в своих	4	1
504	который не	1	1
505	к этому	3	1
506	как на	1	1
507	по прочтении	1	1
