N	2gram	Propp_Morf_1	Problema
188	во всей	1	3
189	не так	1	3
190	быть и	2	3
191	этот вопрос	2	3
192	в качестве	5	3
193	самом деле	4	3
194	а то	3	3
195	для него	1	3
196	могло бы	1	3
197	случае не	3	3
198	отличие от	1	3
199	очень много	1	3
200	прежде всего	9	3
201	если не	1	3
202	но оно	2	3
203	в той	1	3
204	в тех	6	3
205	самого себя	2	3
206	или другого	1	3
207	с этой	1	3
208	это уже	3	3
209	и все	1	3
210	и ни	1	3
211	ни к	2	3
212	хотя бы	4	3
213	ни было	2	3
214	же в	2	3
215	но вот	2	3
216	а ведь	1	3
217	из этого	1	3
218	есть то	1	3
219	точно так	1	3
220	и другие	6	3
221	к тому	4	3
222	говорилось выше	1	2
223	и до	1	2
224	почти всегда	1	2
225	значение но	1	2
226	его не	1	2
227	мы имеем	9	2
228	не содержат	1	2
229	с большим	1	2
230	во всех	4	2
231	совсем не	3	2
232	мы будем	3	2
233	или иное	1	2
234	первый взгляд	3	2
235	с этим	11	2
236	дает нам	1	2
237	и нет	1	2
238	даже просто	1	2
239	в которой	3	2
240	не будем	4	2
241	нами в	2	2
242	бы только	1	2
243	а вовсе	1	2
244	слова а	1	2
245	же не	1	2
246	и может	1	2
247	в другом	2	2
248	на основании	1	2
249	во внимание	1	2
250	между собою	2	2
251	нисколько не	1	2
252	в этих	13	2
253	и при	1	2
254	ли можно	1	2
255	с точки	2	2
256	мы говорили	1	2
257	не столько	1	2
258	образом и	1	2
259	и более	1	2
260	однако в	2	2
261	для нее	1	2
262	таких случаях	2	2
263	и художественной	1	2
264	с теми	4	2
265	дело не	2	2
266	то чего	1	2
267	на котором	3	2
268	и сама	1	2
269	случаях не	2	2
270	в основе	1	2
271	и по	2	2
272	могут быть	16	2
273	и за	2	2
274	что при	2	2
275	с ее	1	2
276	рассматривать как	1	2
277	настоящее время	3	2
278	она может	1	2
279	это можно	1	2
280	том как	1	2
281	в настоящее	3	2
282	что указанная	1	2
283	это было	3	2
284	доходит до	1	2
285	нечто иное	1	2
286	но с	1	2
287	только он	1	2
288	сразу же	2	2
289	который в	2	2
290	никак нельзя	1	2
291	с одной	1	2
292	себя в	1	2
293	и у	1	2
294	в нашей	1	2
295	в начале	3	2
296	из них	3	2
297	никто не	3	2
298	здесь перед	1	2
299	от тех	1	2
300	друг друга	3	2
301	между прочим	1	2
302	от того	3	2
303	само собой	1	2
304	были бы	1	2
305	даже не	3	2
306	до сих	1	2
307	на ее	1	2
308	а с	2	2
309	предмета но	1	2
310	и своего	1	2
311	мы скажем	1	2
312	о чем	1	2
313	в частности	2	2
314	как это	3	2
315	к другой	1	2
316	из которых	3	2
317	по своему	2	2
318	и там	1	2
319	по существу	12	2
320	многих других	1	2
321	сих пор	1	2
322	о его	1	2
323	и для	2	2
324	на новый	1	2
325	в результате	7	2
326	от него	1	2
327	своих героев	1	2
328	только что	2	2
329	все они	1	2
330	которые здесь	1	2
331	или другими	1	2
332	есть и	4	2
333	героя в	4	2
334	это так	2	2
335	как на	1	2
336	одним из	1	1
337	о золотой	1	1
338	получает в	1	1
339	он может	2	1
340	возможны и	1	1
341	возможно ли	1	1
342	от самого	1	1
343	в первом	3	1
344	вопрос мы	1	1
345	что эти	2	1
346	должна быть	1	1
347	собственном смысле	3	1
348	и этот	1	1
349	уже по	1	1
350	или ее	1	1
351	например в	2	1
352	связаны между	1	1
353	на первом	1	1
354	но никто	1	1
355	вопрос о	7	1
356	а для	1	1
357	не вполне	1	1
358	оно есть	1	1
359	следовательно в	1	1
360	большей частью	4	1
361	который может	2	1
362	и на	1	1
363	всегда можно	1	1
364	между собой	4	1
365	к целому	2	1
366	прячется в	1	1
367	если исходить	1	1
368	ли кто-нибудь	1	1
369	бы не	1	1
370	то мы	4	1
371	друг к	2	1
372	чем это	2	1
373	случай когда	1	1
374	не все	6	1
375	а он	1	1
376	ответ на	1	1
377	а если	4	1
378	а и	3	1
379	важны для	1	1
380	пришлось бы	1	1
381	которые не	1	1
382	во что	1	1
383	герой при	1	1
384	особого акта	1	1
385	они ни	1	1
386	если она	2	1
387	независимо от	3	1
388	что именно	1	1
389	до его	1	1
390	третий раз	1	1
391	лес или	1	1
392	по пути	1	1
393	имеет в	1	1
394	более или	2	1
395	следующим образом	3	1
396	как таковое	2	1
397	в этот	1	1
398	значение сам	1	1
399	как то	2	1
400	сказать о	2	1
401	он требует	2	1
402	из этих	1	1
403	одном случае	1	1
404	учение о	3	1
405	собой в	2	1
406	рассказ о	1	1
407	фигурировать и	1	1
408	типами и	1	1
409	отношение между	1	1
410	и тот	1	1
411	во многих	1	1
412	но ведь	1	1
413	этот вывод	1	1
414	но на	1	1
415	вообще не	1	1
416	на его	4	1
417	связанные с	1	1
418	или очень	2	1
419	момента в	1	1
420	и когда	1	1
421	море на	1	1
422	гл vi	1	1
423	чтобы в	1	1
424	несколько ниже	1	1
425	здесь для	1	1
426	приходим к	2	1
427	может существовать	3	1
428	в образе	4	1
429	так например	3	1
430	это один	1	1
431	что она	2	1
432	не должно	1	1
433	форма у	1	1
434	бы они	2	1
435	здесь мы	3	1
436	однако все	1	1
437	как они	1	1
438	конечно в	1	1
439	них не	1	1
440	очень важны	1	1
441	входит в	2	1
442	или просто	2	1
443	может фигурировать	1	1
444	в него	1	1
445	то все	1	1
446	быть не	1	1
447	отличать от	1	1
448	за ней	2	1
449	известным образом	1	1
450	в них	1	1
451	далеко не	5	1
452	не всегда	9	1
453	в один	3	1
454	что далеко	1	1
455	в саду	1	1
456	или менее	2	1
457	которую он	1	1
458	во время	6	1
459	быть заменена	1	1
460	что таких	1	1
461	наших дней	2	1
462	это делает	1	1
463	она в	2	1
464	имеется и	1	1
465	оказывается что	1	1
466	дается в	2	1
467	втором случае	1	1
468	а есть	1	1
469	точку зрения	1	1
470	для данного	1	1
471	но он	1	1
472	будет дано	1	1
473	не играют	1	1
474	но они	1	1
475	даже в	1	1
476	что с	1	1
477	точку а	1	1
478	ее даже	1	1
479	вплоть до	1	1
480	а а	2	1
481	мы пока	2	1
482	и начинает	1	1
483	же между	2	1
484	нет необходимости	6	1
485	иметь в	1	1
486	того чтобы	3	1
487	которая если	1	1
488	подобно тому	6	1
489	и никогда	1	1
490	к ней	1	1
491	в другую	2	1
492	во всем	1	1
493	во избежание	1	1
494	на него	3	1
495	так то	1	1
496	тип как	1	1
497	если только	1	1
498	и животные	1	1
499	в нее	1	1
500	такие же	1	1
501	исходить из	1	1
502	не могут	4	1
503	образом что	1	1
504	орел и	2	1
505	к другу	2	1
506	этого и	1	1
507	здесь под	1	1
508	функцию в	1	1
509	предмета к	1	1
510	в очень	1	1
511	оно не	2	1
512	утверждать что	3	1
513	самостоятельно и	1	1
514	состоят из	1	1
515	всего этого	1	1
516	ни стало	1	1
517	в собственном	3	1
518	в пределах	3	1
519	касается только	2	1
520	путем приведения	1	1
521	если они	2	1
522	мог бы	1	1
523	д все	2	1
524	что от	1	1
525	что под	1	1
526	другого и	1	1
527	означает что	2	1
528	практически это	1	1
529	больше чем	1	1
530	разница между	1	1
531	чтобы его	2	1
532	но к	1	1
533	других вопросов	1	1
534	но мы	3	1
535	в глаза	2	1
536	частью даже	1	1
537	там же	1	1
538	сила или	1	1
539	образом если	1	1
540	он обозначает	1	1
541	есть функция	1	1
542	во втором	3	1
543	действительно в	1	1
544	возникает вопрос	2	1
545	язык есть	1	1
546	тот момент	1	1
547	видно что	1	1
548	что бы	1	1
549	правильным но	1	1
550	разве может	1	1
551	из моментов	1	1
552	и она	1	1
553	не требует	1	1
554	в третий	1	1
555	другой более	1	1
556	можно отметить	2	1
557	образом как	1	1
558	которых она	1	1
559	дело с	1	1
560	буквой а	1	1
561	и действительно	1	1
562	их мы	1	1
563	типом и	1	1
564	заметим что	2	1
565	мы настолько	1	1
566	со всеми	1	1
567	же он	1	1
568	сведений о	1	1
569	для всех	1	1
570	не можем	1	1
571	море и	1	1
572	или не	3	1
573	по всему	2	1
574	здесь можно	3	1
575	не преследует	2	1
576	в одном	1	1
577	из одной	1	1
578	и художественный	1	1
579	как его	1	1
580	у него	1	1
581	которые могут	1	1
582	как такового	1	1
583	что им	1	1
584	заметить что	8	1
585	в руки	3	1
586	для того	2	1
587	момент в	1	1
588	а потому	1	1
589	обозначения однако	1	1
590	знаки и	1	1
591	здесь нужно	1	1
592	иначе но	1	1
593	не прав	1	1
594	представляет собою	6	1
595	такое же	1	1
596	самыми разнообразными	1	1
597	мы еще	1	1
598	себя и	2	1
599	что не	1	1
600	как типы	1	1
601	она является	1	1
602	стремится к	1	1
603	не исключает	2	1
604	не на	2	1
605	не означает	1	1
606	она имеет	1	1
607	и далее	1	1
608	к таким	1	1
609	однако и	1	1
610	их как	2	1
611	там где	5	1
612	д можно	1	1
613	для этой	3	1
614	если это	3	1
615	уже давно	1	1
616	на смерть	1	1
617	нет в	1	1
618	которое в	1	1
619	некоторые из	1	1
620	такие формы	1	1
621	как та	1	1
622	без всякой	2	1
623	же она	2	1
624	в брак	1	1
625	этих случаях	11	1
626	другу и	2	1
627	одной стороны	1	1
628	или другом	1	1
629	что за	1	1
630	как таковыми	1	1
631	есть на	1	1
632	здесь имеется	2	1
633	воды и	1	1
634	в первой	1	1
635	указанием на	1	1
636	нам еще	2	1
637	для тех	1	1
638	еще раз	1	1
639	благодаря этому	3	1
640	разделить на	1	1
641	только для	1	1
642	и развития	1	1
643	ведь и	1	1
644	точно и	1	1
645	но для	2	1
646	другой и	1	1
647	на улицу	1	1
648	тому или	1	1
649	случае он	2	1
650	тех случаях	2	1
651	случаях когда	2	1
652	указать на	1	1
653	ли в	1	1
654	не существует	3	1
655	не подходит	1	1
656	которые хотя	1	1
657	о котором	1	1
658	быть заменен	2	1
659	связанные со	1	1
660	в отдельных	3	1
661	не представляет	1	1
662	обращается к	1	1
663	то не	1	1
664	не с	2	1
665	но эти	1	1
666	иное чем	3	1
667	у которого	1	1
668	скажем что	1	1
669	несмотря на	4	1
670	и предметом	1	1
671	бросается в	1	1
672	такое сопоставление	1	1
673	а н	1	1
674	иначе чем	2	1
675	а во	1	1
676	выше как	1	1
677	равно как	1	1
678	остается на	1	1
679	по одному	1	1
680	первом случае	3	1
681	вопрос а	1	1
682	д в	2	1
683	к этой	1	1
684	ее в	1	1
685	к этому	3	1
686	можно назвать	3	1
687	мы приходим	2	1
688	они не	1	1
