N	2gram	Berdyaev_M_2	Myslijsy
177	явление не	1	2
178	нашей души	1	2
179	с его	4	2
180	тем как	1	2
181	совсем не	5	2
182	не то	1	2
183	только потому	1	2
184	что за	2	2
185	значение и	1	2
186	не все	1	2
187	по отношению	2	2
188	за пределы	1	2
189	сама по	1	2
190	его на	4	2
191	могли бы	1	2
192	в действительности	2	2
193	все эти	1	2
194	в нашем	7	2
195	и тот	2	2
196	но на	2	2
197	перестает быть	1	2
198	невозможно и	1	2
199	одной и	2	2
200	что ни	1	2
201	на этом	2	2
202	но все	1	2
203	в каждом	3	2
204	в другом	1	2
205	за собою	1	2
206	в жизни	4	2
207	этого не	1	2
208	и чувств	1	2
209	должно быть	2	2
210	что такое	1	2
211	и той	2	2
212	но он	11	2
213	их в	1	2
214	тому что	4	2
215	что есть	2	2
216	и его	5	2
217	есть прежде	5	2
218	сказать что	3	2
219	были и	1	2
220	отличное от	1	2
221	того чтобы	4	2
222	и весь	1	2
223	к ней	2	2
224	на природу	2	2
225	во всем	5	2
226	не знали	1	2
227	у нас	11	2
228	превращается в	2	2
229	его с	2	2
230	и это	5	2
231	того самого	1	2
232	что все	5	2
233	к нам	1	2
234	что у	4	2
235	было в	3	2
236	после того	2	2
237	и здесь	6	2
238	и поэтому	2	2
239	нас в	2	2
240	которой мы	1	2
241	слова для	1	2
242	один из	5	2
243	вне себя	1	2
244	мы видим	2	2
245	в какой	1	2
246	есть в	3	2
247	и они	1	2
248	не дает	1	2
249	и других	2	2
250	в пространстве	1	2
251	друг друга	12	2
252	но что	1	2
253	у него	22	2
254	связано с	3	2
255	себе представить	1	2
256	к которому	3	2
257	такое же	1	2
258	а с	1	2
259	себя и	3	2
260	между ними	1	2
261	быть названо	1	2
262	у человека	1	2
263	было для	2	2
264	с восприятиями	1	2
265	так же	6	2
266	и потому	7	2
267	не сразу	1	2
268	в разговоре	1	2
269	она есть	2	2
270	можно принять	1	2
271	все это	1	2
272	из себя	1	2
273	в его	5	2
274	что нет	3	2
275	а к	1	2
276	бы в	2	2
277	мы должны	1	2
278	его уже	1	2
279	хотя бы	7	2
280	отношении к	3	2
281	но если	1	2
282	но эти	1	2
283	к этому	1	2
284	которых не	1	1
285	я и	2	1
286	не иначе	1	1
287	отношение к	8	1
288	чтобы не	3	1
289	что наконец	1	1
290	он может	1	1
291	бы для	1	1
292	мере в	1	1
293	в красном	1	1
294	не вижу	1	1
295	должна быть	1	1
296	и за	2	1
297	от всякой	1	1
298	на внешние	1	1
299	движение в	1	1
300	не была	1	1
301	только это	2	1
302	принадлежит к	2	1
303	каждом человеке	2	1
304	они были	3	1
305	для нашей	2	1
306	нет то	2	1
307	и самого	3	1
308	быть в	1	1
309	на их	1	1
310	этим не	1	1
311	мысль что	4	1
312	в ее	1	1
313	друг к	5	1
314	быть признаны	1	1
315	всякий раз	1	1
316	есть своя	1	1
317	друг на	1	1
318	сознания не	1	1
319	должны были	1	1
320	себе и	2	1
321	человек может	1	1
322	на тот	1	1
323	отвечает ему	1	1
324	как к	2	1
325	другу и	2	1
326	духа и	3	1
327	смысл но	1	1
328	знаю что	1	1
329	от этого	2	1
330	то в	2	1
331	открывает в	1	1
332	бы и	5	1
333	он в	3	1
334	из опыта	1	1
335	его и	1	1
336	и кто	1	1
337	человеку чем	1	1
338	не приводит	1	1
339	отсутствия в	1	1
340	человек не	7	1
341	дальше и	2	1
342	опять не	1	1
343	есть одна	1	1
344	он не	10	1
345	он должен	1	1
346	к одному	1	1
347	не к	2	1
348	страдания и	3	1
349	не встречает	1	1
350	наших глазах	1	1
351	на земле	8	1
352	не достигает	1	1
353	имел бы	1	1
354	может понять	1	1
355	значительной степени	1	1
356	не будет	3	1
357	же не	1	1
358	тем в	1	1
359	им как	1	1
360	об этом	1	1
361	и с	3	1
362	к другу	5	1
363	сознание не	1	1
364	лишь в	2	1
365	входит в	1	1
366	он есть	1	1
367	но потом	1	1
368	ни в	3	1
369	из нее	1	1
370	не всегда	2	1
371	для чего	3	1
372	чем в	2	1
373	в чистом	1	1
374	в развитии	1	1
375	в царстве	4	1
376	же есть	3	1
377	сторона его	1	1
378	был уже	1	1
379	можно найти	1	1
380	в такой	3	1
381	и без	1	1
382	с точки	1	1
383	высоты и	2	1
384	человеком и	1	1
385	прийти к	1	1
386	что нужно	1	1
387	в которых	1	1
388	случае человек	1	1
389	сходства с	1	1
390	ее он	1	1
391	значение для	1	1
392	которые должны	1	1
393	мир и	2	1
394	втором случае	1	1
395	которые в	2	1
396	много раз	2	1
397	и более	1	1
398	есть всегда	1	1
399	сам он	2	1
400	же такое	1	1
401	понятно для	1	1
402	этого движения	1	1
403	эта мысль	2	1
404	человека есть	3	1
405	это чувство	1	1
406	природа не	1	1
407	для каждого	1	1
408	душе и	1	1
409	к этим	1	1
410	в самых	1	1
411	иначе не	1	1
412	о пределах	1	1
413	и всегда	3	1
414	а еще	1	1
415	ничего не	2	1
416	две стихии	1	1
417	или как	1	1
418	показывает как	1	1
419	мыслей и	1	1
420	по своей	3	1
421	до того	1	1
422	уже и	1	1
423	которая не	1	1
424	не потому	1	1
425	бы самостоятельное	1	1
426	степени как	1	1
427	к себе	2	1
428	и сам	1	1
429	жизнь представляется	1	1
430	про себя	1	1
431	отличается от	1	1
432	для такого	1	1
433	к тому	5	1
434	бы он	1	1
435	не производит	1	1
436	он видит	1	1
437	он никогда	1	1
438	должен быть	4	1
439	потому нельзя	1	1
440	они стали	2	1
441	и самое	2	1
442	изменения в	1	1
443	природы вообще	1	1
444	как с	1	1
445	на нее	1	1
446	начала и	1	1
447	сознания и	2	1
448	есть единственный	1	1
449	к тем	1	1
450	по сравнению	1	1
451	на них	1	1
452	с человеком	1	1
453	будет уже	1	1
454	человек есть	1	1
455	и та	2	1
456	от своего	1	1
457	на что	1	1
458	другому в	1	1
459	любви к	7	1
460	человек пораженный	1	1
461	потому только	2	1
462	под конец	1	1
463	своему значению	1	1
464	как внутреннее	1	1
465	переходит в	8	1
466	во втором	1	1
467	все в	1	1
468	ее как	1	1
469	ней все	1	1
470	образа который	1	1
471	к нему	2	1
472	но так	1	1
473	быть при	1	1
474	но с	2	1
475	с себя	1	1
476	для себя	1	1
477	и быть	1	1
478	изображение отношений	1	1
479	в стороне	1	1
480	бы его	2	1
481	со всеми	1	1
482	можно как	1	1
483	же и	2	1
484	человеком который	1	1
485	которому он	1	1
486	же от	1	1
487	и творческого	1	1
488	он существует	1	1
489	человека на	2	1
490	никто не	1	1
491	есть та	1	1
492	не находит	1	1
493	не для	3	1
494	к человеку	12	1
495	не о	2	1
496	только с	3	1
497	бы это	1	1
498	к самому	2	1
499	нельзя себе	1	1
500	друга и	1	1
501	были бы	2	1
502	не были	1	1
503	не связано	1	1
504	с другим	3	1
505	силы но	1	1
506	что человек	2	1
507	и прежде	1	1
508	во второй	1	1
509	на которые	1	1
510	всякого человека	2	1
511	слияния с	1	1
512	духа чем	1	1
513	и нередко	1	1
514	а за	2	1
515	на друга	1	1
516	в картине	3	1
517	была бы	1	1
518	без которых	1	1
519	для человека	3	1
520	с предметом	1	1
521	человека или	1	1
522	в строении	3	1
523	как перед	1	1
524	его во	1	1
525	такой степени	2	1
526	можно будет	1	1
527	таким в	1	1
528	человека к	8	1
529	другая сторона	1	1
530	но такое	1	1
531	человек должен	2	1
532	к своему	2	1
533	может так	1	1
534	не знал	3	1
535	видит в	1	1
536	своей души	1	1
537	сравнению с	1	1
538	в той	1	1
539	это есть	2	1
540	что же	2	1
541	а потом	1	1
542	о человеке	1	1
543	многих других	1	1
544	распадается на	1	1
545	к чему	4	1
546	считает все	1	1
547	с этой	1	1
548	той мере	1	1
549	то так	1	1
550	чтобы сделать	1	1
551	есть знак	1	1
552	ничего кроме	2	1
553	но для	2	1
554	которые были	1	1
555	его собственная	2	1
556	в более	2	1
557	за его	1	1
558	многие из	1	1
559	формы и	1	1
560	человек и	2	1
561	тот кто	5	1
562	но когда	2	1
563	и первое	1	1
564	которое должно	1	1
565	все они	1	1
566	на такой	1	1
567	есть уже	4	1
568	состояние в	1	1
569	бы на	1	1
570	связь с	1	1
571	нем самом	1	1
572	только можно	2	1
573	его к	1	1
574	но эта	2	1
575	в какие	1	1
576	две стороны	1	1
577	был до	2	1
578	они как	1	1
579	от всех	1	1
580	для нашего	1	1
581	есть и	3	1
582	сила и	1	1
583	жизни и	6	1
584	это так	1	1
585	ни на	1	1
586	ее в	2	1
587	в своих	3	1
588	внутреннее состояние	1	1
589	вносит в	1	1
590	сознания но	1	1
591	им и	1	1
592	на лице	1	1
