N	2gram	Tiupa_Lite_1	Psycholo
264	может показаться	1	2
265	отказаться от	1	2
266	на это	2	2
267	на вопрос	1	2
268	приводит к	3	2
269	и здесь	1	2
270	но и	17	2
271	в евгении	1	2
272	и во	1	2
273	самому себе	1	2
274	этому поводу	1	2
275	наконец в	1	2
276	и другую	1	2
277	к нему	1	2
278	как например	1	2
279	тот же	1	2
280	будь то	2	2
281	бы ни	1	2
282	по этому	2	2
283	в качестве	17	2
284	уже не	7	2
285	в поэзии	1	2
286	в жизни	6	2
287	от других	1	2
288	из них	4	2
289	ту или	2	2
290	одно из	3	2
291	в одном	1	2
292	как раз	4	2
293	в каком	1	2
294	себя и	1	2
295	что для	2	2
296	то и	2	2
297	в связи	4	2
298	него в	1	2
299	к жизни	1	2
300	целом ряде	1	2
301	искусства но	1	2
302	в особый	1	2
303	что же	1	2
304	отличается от	1	2
305	одного и	1	2
306	и состоит	1	2
307	и от	1	2
308	от психологии	1	2
309	об искусстве	1	2
310	тот кто	1	2
311	от него	1	2
312	к этой	1	2
313	и как	1	2
314	только что	1	2
315	или не	1	2
316	утверждал что	2	2
317	до тех	1	2
318	не обладает	2	2
319	на один	2	2
320	имеет место	1	2
321	что даже	1	2
322	из этого	1	2
323	в трех	1	2
324	имеет в	1	2
325	по поводу	2	2
326	гораздо более	1	2
327	говоря о	1	1
328	от литературной	2	1
329	образом от	1	1
330	и казалось	1	1
331	по преимуществу	4	1
332	едва ли	1	1
333	мы отрицаем	1	1
334	и этот	1	1
335	он уже	1	1
336	говоря и	1	1
337	не была	1	1
338	в полной	1	1
339	я не	7	1
340	ему в	1	1
341	то это	2	1
342	которое в	1	1
343	это время	1	1
344	свою очередь	1	1
345	собой в	1	1
346	еще не	4	1
347	и на	1	1
348	бы то	1	1
349	с его	5	1
350	во всех	1	1
351	только после	1	1
352	тем как	1	1
353	из крупнейших	1	1
354	то он	2	1
355	с самой	1	1
356	в сторону	1	1
357	ответ на	1	1
358	при условии	1	1
359	тогда как	13	1
360	за пределы	2	1
361	один и	1	1
362	относится к	2	1
363	психологии психология	1	1
364	в различные	1	1
365	и нет	2	1
366	законы на	1	1
367	перед нами	1	1
368	на человека	1	1
369	совершенно без	1	1
370	и слова	1	1
371	бы я	2	1
372	могли бы	1	1
373	как уже	1	1
374	формы не	1	1
375	взаимодействия этих	1	1
376	я совершенно	1	1
377	от самого	2	1
378	или иную	2	1
379	то в	1	1
380	за собой	1	1
381	а во-вторых	1	1
382	не оставляет	2	1
383	такими же	1	1
384	с их	3	1
385	психологическую проблему	1	1
386	во многих	2	1
387	не приводит	1	1
388	в образы	1	1
389	вследствие этого	1	1
390	эту мысль	1	1
391	по словам	1	1
392	задний план	1	1
393	в статье	1	1
394	в лирике	3	1
395	и лучше	1	1
396	личность художника	1	1
397	вокруг себя	1	1
398	главу угла	1	1
399	в понимании	1	1
400	же это	2	1
401	к одному	1	1
402	ни было	1	1
403	оказывается невозможным	1	1
404	не бывает	1	1
405	но все	1	1
406	человека в	1	1
407	в одну	1	1
408	для всей	2	1
409	а затем	1	1
410	в мире	2	1
411	говорил что	1	1
412	сущности не	1	1
413	полной мере	1	1
414	а как	2	1
415	по выражению	2	1
416	знает что	1	1
417	не умеет	1	1
418	она поддается	1	1
419	по одним	1	1
420	это не	4	1
421	все предметы	1	1
422	и мы	1	1
423	десятилетий с	1	1
424	чаще всего	1	1
425	от всякой	2	1
426	в стихах	1	1
427	и вы	1	1
428	но лишь	1	1
429	и уже	1	1
430	как сказано	2	1
431	для себя	5	1
432	ведет к	4	1
433	удовольствия от	1	1
434	автора и	1	1
435	и тому	1	1
436	и того	2	1
437	со всей	1	1
438	этимологическое значение	1	1
439	места в	1	1
440	для него	2	1
441	художественного развития	1	1
442	к тем	1	1
443	основе всех	1	1
444	одним и	1	1
445	значение слова	1	1
446	жизни с	2	1
447	той мере	1	1
448	не удивительно	1	1
449	в памяти	1	1
450	для изучения	1	1
451	впервые увидевший	1	1
452	при рассмотрении	1	1
453	всякий акт	1	1
454	и более	1	1
455	например стихотворение	1	1
456	не могли	1	1
457	однако в	2	1
458	трагедии шекспира	1	1
459	есть всегда	1	1
460	евгения онегина	2	1
461	идеи и	1	1
462	теми или	1	1
463	между людьми	1	1
464	при всех	2	1
465	вплоть до	2	1
466	поэзии то	1	1
467	иной раз	1	1
468	мы вынуждены	1	1
469	самого начала	1	1
470	как о	1	1
471	дело не	2	1
472	художника не	1	1
473	дело в	3	1
474	к новым	1	1
475	к изучению	1	1
476	когда они	1	1
477	пока еще	1	1
478	на котором	1	1
479	хх столетия	1	1
480	имеем дело	1	1
481	и сальери	1	1
482	эстетический объект	3	1
483	с новой	1	1
484	связи с	6	1
485	и искусства	1	1
486	перед ним	1	1
487	ли не	3	1
488	уже было	1	1
489	его создателя	1	1
490	в стихотворении	4	1
491	в поле	2	1
492	так просто	1	1
493	перейти к	1	1
494	подход к	1	1
495	такое произведение	2	1
496	следует отнести	1	1
497	можно и	1	1
498	стихи о	1	1
499	но при	2	1
500	же и	3	1
501	мысль о	1	1
502	с самого	1	1
503	духа и	1	1
504	в пределах	3	1
505	в произведение	1	1
506	с известными	1	1
507	что может	1	1
508	из двух	1	1
509	на нее	1	1
510	его жизни	1	1
511	больше в	1	1
512	здесь как	2	1
513	столько же	1	1
514	что от	1	1
515	строго говоря	1	1
516	быть может	1	1
517	с этого	1	1
518	в эпоху	1	1
519	во главу	1	1
520	для созерцания	1	1
521	камня на	1	1
522	реакция на	2	1
523	сводится к	3	1
524	о нем	1	1
525	например все	1	1
526	произведения как	1	1
527	в состав	1	1
528	люди с	1	1
529	обращается к	2	1
530	одного из	3	1
531	есть так	1	1
532	можно сказать	1	1
533	пор пока	1	1
534	в различных	1	1
535	а также	5	1
536	как форма	1	1
537	аналогии с	3	1
538	в значительной	1	1
539	и многих	1	1
540	все в	1	1
541	поскольку он	2	1
542	его существования	1	1
543	во втором	2	1
544	или иными	1	1
545	сознательно или	1	1
546	во всей	1	1
547	совершенно особое	1	1
548	резко отличается	1	1
549	чему нельзя	1	1
550	что художественное	1	1
551	тех пор	1	1
552	и развитием	1	1
553	одной из	1	1
554	том или	1	1
555	должен быть	2	1
556	и творчество	1	1
557	воображения так	1	1
558	не мешает	1	1
559	он их	1	1
560	теперь уже	1	1
561	во внешней	1	1
562	а напротив	1	1
563	и всякая	1	1
564	в нашей	2	1
565	оно в	1	1
566	за счет	1	1
567	за ним	1	1
568	который как	1	1
569	не так	1	1
570	которая может	1	1
571	идеи или	1	1
572	произведения и	1	1
573	от тех	2	1
574	может служить	1	1
575	как такового	1	1
576	или ином	1	1
577	в особенности	1	1
578	жизни в	1	1
579	со всем	1	1
580	для художника	1	1
581	выходит за	1	1
582	именно в	1	1
583	в свою	1	1
584	на чем	1	1
585	еще и	3	1
586	а с	1	1
587	и др	3	1
588	в воображении	1	1
589	соответствии с	1	1
590	по тем	1	1
591	процесс в	1	1
592	полагал что	2	1
593	в рассказе	1	1
594	своего рода	11	1
595	сам себе	1	1
596	одну из	2	1
597	была бы	1	1
598	понятие о	1	1
599	искусстве с	1	1
600	системы как	1	1
601	произведения искусства	3	1
602	для этой	1	1
603	искусства то	1	1
604	так называемых	2	1
605	между собою	1	1
606	в творчестве	1	1
607	о себе	4	1
608	есть общая	1	1
609	в центре	1	1
610	согласно этой	1	1
611	из форм	1	1
612	многих случаях	1	1
613	только с	1	1
614	исходные предпосылки	1	1
615	он говорит	1	1
616	самого искусства	1	1
617	в художественных	1	1
618	полное отсутствие	1	1
619	искусстве оказалось	1	1
620	в той	1	1
621	найти то	1	1
622	на эту	1	1
623	в литературе	1	1
624	в обратном	1	1
625	другими я	1	1
626	для понимания	2	1
627	сама собой	1	1
628	должно быть	1	1
629	в это	1	1
630	произведения или	1	1
631	в любом	2	1
632	в условиях	1	1
633	о его	1	1
634	природу и	1	1
635	общественной жизни	1	1
636	имел в	1	1
637	не к	2	1
638	но для	1	1
639	под знаком	1	1
640	которые были	1	1
641	периоды его	1	1
642	материалом поэзии	1	1
643	или бессознательно	1	1
644	лев толстой	2	1
645	совершается в	1	1
646	при таком	1	1
647	и само	2	1
648	на задний	1	1
649	создает произведение	1	1
650	или в	1	1
651	а к	1	1
652	человека или	1	1
653	психология это	1	1
654	хотя бы	2	1
655	предмет его	1	1
656	же в	5	1
657	признается что	1	1
658	о своем	2	1
659	между ними	1	1
660	как явление	1	1
661	только как	1	1
662	в их	3	1
663	понимается как	1	1
664	с такой	1	1
665	самого художественного	1	1
666	как историк	1	1
667	искусство перестает	1	1
668	самое и	1	1
669	в действительности	1	1
670	никто не	1	1
671	но эти	1	1
672	в роли	1	1
673	от ее	1	1
674	том числе	1	1
675	событий в	1	1
