N	2gram	Losev_Prob_2	Hudozhes
294	и до	1	1
295	ведь и	2	1
296	равнодушен к	1	1
297	по его	1	1
298	также и	12	1
299	от и	1	1
300	не во	3	1
301	изложения и	1	1
302	из области	1	1
303	именно к	1	1
304	в небольшой	1	1
305	своими корнями	1	1
306	есть нечто	7	1
307	я не	1	1
308	хотя бы	12	1
309	ему в	1	1
310	а теперь	1	1
311	школы по	1	1
312	литературы и	1	1
313	на них	1	1
314	виде то	1	1
315	время в	1	1
316	что его	1	1
317	в литературоведении	1	1
318	без которого	1	1
319	различия между	1	1
320	не требует	2	1
321	мы еще	3	1
322	совсем не	7	1
323	а тем	3	1
324	с самой	1	1
325	бы в	3	1
326	его сознания	1	1
327	не все	4	1
328	есть по	2	1
329	в общем	4	1
330	отношение к	1	1
331	тут же	8	1
332	друг от	2	1
333	нет и	3	1
334	эта роль	1	1
335	в настоящем	1	1
336	один и	2	1
337	к сожалению	6	1
338	относится к	6	1
339	первый взгляд	1	1
340	оказывается не	1	1
341	это одно	1	1
342	его на	1	1
343	общего с	2	1
344	что именно	1	1
345	дает нам	1	1
346	стороны и	4	1
347	еще больше	1	1
348	и думать	1	1
349	и как	4	1
350	это тоже	3	1
351	не являются	3	1
352	и какой	1	1
353	две необходимые	1	1
354	от этого	1	1
355	и хотя	2	1
356	о самом	1	1
357	да еще	1	1
358	видения мира	1	1
359	и конечно	2	1
360	бы не	3	1
361	из этих	3	1
362	еще далеко	1	1
363	вопрос что	1	1
364	ни одна	1	1
365	стороны то	1	1
366	и тот	3	1
367	только один	3	1
368	не годится	2	1
369	во многих	2	1
370	но ведь	3	1
371	претендовать на	1	1
372	имеет для	1	1
373	корнями в	1	1
374	н в	1	1
375	в средневековой	1	1
376	вообще не	4	1
377	не могла	1	1
378	но именно	4	1
379	о которой	1	1
380	специфики и	1	1
381	такое есть	1	1
382	всех этих	4	1
383	же это	5	1
384	в узком	1	1
385	в силу	1	1
386	с таким	1	1
387	содержит в	2	1
388	на земле	1	1
389	свое время	1	1
390	его от	2	1
391	что ни	1	1
392	и этот	3	1
393	близкой к	2	1
394	в нее	2	1
395	от нее	1	1
396	то ни	3	1
397	что все	6	1
398	том случае	2	1
399	их и	1	1
400	в предыдущем	1	1
401	на этой	2	1
402	или даже	3	1
403	входит в	2	1
404	который так	1	1
405	этом смысле	5	1
406	роль в	2	1
407	и тем	4	1
408	уж не	1	1
409	не соответствует	1	1
410	не чем	1	1
411	этом мы	1	1
412	для них	3	1
413	аспекте их	1	1
414	но уже	5	1
415	но мы	3	1
416	отказываться от	1	1
417	далеко не	4	1
418	нашего исследования	3	1
419	с тем	3	1
420	в слове	3	1
421	и уже	1	1
422	которой он	4	1
423	она действительно	1	1
424	между собою	4	1
425	в москве	1	1
426	в чистом	3	1
427	отношение хотя	1	1
428	и тоже	3	1
429	как таковой	4	1
430	и того	3	1
431	на первый	4	1
432	или менее	4	1
433	разговаривать не	1	1
434	имеет ничего	2	1
435	другим и	1	1
436	здесь впервые	1	1
437	еще недостаточно	1	1
438	и без	5	1
439	но которые	1	1
440	к предмету	3	1
441	место в	1	1
442	в которых	1	1
443	мысли и	2	1
444	них можно	1	1
445	и уж	5	1
446	нельзя было	3	1
447	пока только	1	1
448	в одном	1	1
449	не будем	4	1
450	в пространстве	1	1
451	иным как	1	1
452	возникающих в	1	1
453	и более	5	1
454	их в	4	1
455	не тем	1	1
456	знает ни	1	1
457	она или	1	1
458	и наоборот	1	1
459	не должно	1	1
460	тому чтобы	1	1
461	на всю	2	1
462	бы быть	1	1
463	между прочим	1	1
464	может претендовать	1	1
465	нас к	1	1
466	раз и	5	1
467	иной раз	3	1
468	вовсе не	37	1
469	в отношении	4	1
470	существует для	1	1
471	чистом виде	3	1
472	так как	7	1
473	но они	1	1
474	тем самым	7	1
475	как можно	1	1
476	что эта	1	1
477	самого начала	2	1
478	хотелось бы	2	1
479	как о	3	1
480	в определении	2	1
481	что их	2	1
482	в науке	3	1
483	и остается	1	1
484	в плане	2	1
485	в основе	3	1
486	даже как	2	1
487	только не	3	1
488	каждый из	2	1
489	и всегда	1	1
490	последние десятилетия	2	1
491	которые казались	1	1
492	жизни не	1	1
493	этих двух	1	1
494	в противоречие	1	1
495	или как	2	1
496	людей не	1	1
497	о чем-то	1	1
498	мышления в	1	1
499	ведь все	2	1
500	не потому	1	1
501	в движении	1	1
502	только от	1	1
503	к сфере	5	1
504	поэтому не	1	1
505	не могут	4	1
506	когда мы	6	1
507	и вполне	4	1
508	же самое	6	1
509	только еще	1	1
510	всегда есть	1	1
511	анализа и	3	1
512	что оно	2	1
513	никуда не	2	1
514	тот и	1	1
515	на это	2	1
516	если же	3	1
517	о них	2	1
518	ничего общего	3	1
519	говорит о	1	1
520	опираясь на	1	1
521	то во	2	1
522	бы дать	1	1
523	чем не	1	1
524	нам о	1	1
525	в виду	8	1
526	но при	2	1
527	же не	1	1
528	данном случае	5	1
529	в в	2	1
530	здесь без	1	1
531	с самого	3	1
532	говорили что	1	1
533	этих категорий	1	1
534	в дальнейшем	1	1
535	однако эта	1	1
536	выражения и	1	1
537	есть человек	1	1
538	так можно	1	1
539	на нее	1	1
540	что ведь	1	1
541	момент при	1	1
542	здесь нет	1	1
543	во многом	1	1
544	и глубины	1	1
545	о связи	1	1
546	было и	1	1
547	он сам	3	1
548	даже не	3	1
549	находится в	1	1
550	сводится к	2	1
551	тому и	1	1
552	может не	1	1
553	человеческого общения	1	1
554	одного из	1	1
555	сам а	1	1
556	требует для	3	1
557	для нас	9	1
558	с другой	6	1
559	нас в	3	1
560	и своей	1	1
561	а во	1	1
562	во всех	2	1
563	м ю	1	1
564	переходит в	1	1
565	и хорошо	1	1
566	и только	4	1
567	что бы	1	1
568	и она	1	1
569	своему содержанию	1	1
570	как объект	1	1
571	которое было	1	1
572	тот же	4	1
573	речь о	1	1
574	в какой	1	1
575	отличаются друг	1	1
576	и этих	1	1
577	это очень	1	1
578	времени и	1	1
579	всяком случае	10	1
580	нужно и	1	1
581	между этими	2	1
582	и ее	2	1
583	с одной	5	1
584	его началом	1	1
585	человека с	1	1
586	же и	2	1
587	есть в	4	1
588	более или	4	1
589	уже в	3	1
590	преимуществу к	1	1
591	оно в	1	1
592	является не	2	1
593	но для	1	1
594	эти два	1	1
595	ни с	2	1
596	не будут	1	1
597	представить себе	4	1
598	более у	1	1
599	и та	1	1
600	сами по	2	1
601	содержания а	1	1
602	никакого отношения	1	1
603	о человеческом	1	1
604	есть именно	5	1
605	далеким от	1	1
606	и другому	1	1
607	что они	3	1
608	и побуждает	1	1
609	говорится что	1	1
610	тотчас же	2	1
611	за последние	1	1
612	не один	1	1
613	еще и	5	1
614	же о	3	1
615	что для	3	1
616	можно назвать	1	1
617	человека но	2	1
618	и своего	1	1
619	одной стороны	5	1
620	нашему мнению	1	1
621	не на	1	1
622	вопросе о	1	1
623	о каком-то	1	1
624	здесь очевидно	1	1
625	для человека	1	1
626	что мы	14	1
627	они все	2	1
628	новое качество	1	1
629	выраженное в	1	1
630	как это	1	1
631	противоречие с	1	1
632	то можно	1	1
633	речь не	2	1
634	даже до	1	1
635	но все	2	1
636	из которых	2	1
637	главы рассказа	1	1
638	как вещь	1	1
639	о чем	6	1
640	в данном	10	1
641	если оно	3	1
642	мы считаем	2	1
643	которые являются	1	1
644	уходит своими	1	1
645	относиться к	2	1
646	она есть	1	1
647	здесь имеется	1	1
648	ни то	1	1
649	быть только	3	1
650	на свете	4	1
651	и другой	1	1
652	и менее	1	1
653	поэтому когда	1	1
654	только о	8	1
655	самом же	1	1
656	на пути	1	1
657	этих отношений	1	1
658	является для	2	1
659	данное время	2	1
660	разделить на	1	1
661	и ненужным	1	1
662	но это	6	1
663	и любую	1	1
664	в смысле	1	1
665	тут тоже	4	1
666	не мог	1	1
667	не получает	1	1
668	форма является	1	1
669	от друга	2	1
670	уже на	1	1
671	в голову	2	1
672	отношения между	1	1
673	при таком	2	1
674	им обозначается	1	1
675	узком смысле	1	1
676	в отдельных	1	1
677	в данное	2	1
678	но когда	1	1
679	сознания что	1	1
680	как уже	1	1
681	тем более	10	1
682	конце концов	7	1
683	мы должны	3	1
684	слов и	1	1
685	же деле	1	1
686	сознания так	1	1
687	но вот	2	1
688	давно уже	1	1
689	нами не	4	1
690	ни другое	1	1
691	о своем	2	1
692	сведения о	1	1
693	это касается	1	1
694	сказать что	24	1
695	и внутренне	1	1
696	а ведь	2	1
697	где как	1	1
698	мы здесь	3	1
699	к его	1	1
700	с такой	1	1
701	чем иным	1	1
702	из этого	2	1
703	в свое	1	1
704	время не	2	1
705	который он	2	1
706	к другим	1	1
707	разговоре с	1	1
708	ни на	1	1
709	как слово	1	1
710	случае если	2	1
711	и эта	1	1
712	я могу	3	1
713	который не	1	1
714	во всяком	13	1
715	все что	3	1
716	знаем так	1	1
