N	2gram	Bakhtin_Fr_2	Hudozhes
276	всего что	2	1
277	на то	2	1
278	они могут	1	1
279	в первую	2	1
280	в жизни	4	1
281	наконец в	3	1
282	и конец	1	1
283	карнавального смеха	1	1
284	настоящее время	1	1
285	ключ к	2	1
286	в какой	1	1
287	его можно	1	1
288	это ощущение	3	1
289	быть названо	1	1
290	существенное значение	3	1
291	вступает в	1	1
292	жить и	4	1
293	мы встречаем	1	1
294	в условиях	2	1
295	свое время	3	1
296	первого из	2	1
297	и другие	2	1
298	в конце	2	1
299	никак нельзя	1	1
300	можно только	1	1
301	говоря о	1	1
302	так что	1	1
303	и без	2	1
304	в центре	1	1
305	серьезного отношения	1	1
306	не внешняя	1	1
307	в настоящее	1	1
308	только то	2	1
309	не дает	3	1
310	все же	7	1
311	непосредственным предметом	1	1
312	тот же	5	1
313	смерти в	1	1
314	проявляется в	1	1
315	значение в	4	1
316	жизнь на	1	1
317	более того	1	1
318	от внешней	2	1
319	и становится	2	1
320	над тем	1	1
321	если не	1	1
322	к самому	1	1
323	со всеми	2	1
324	и теперь	1	1
325	подчеркнуть при	1	1
326	мы находим	4	1
327	имеются и	1	1
328	нуждается в	2	1
329	в строгом	1	1
330	из наиболее	2	1
331	теперь в	1	1
332	на празднике	2	1
333	шире и	1	1
334	время в	1	1
335	можно охарактеризовать	2	1
336	вокруг него	1	1
337	от одной	1	1
338	здесь мы	1	1
339	с этой	1	1
340	о мире	7	1
341	что касается	2	1
342	до нас	8	1
343	и оценки	1	1
344	произведение и	1	1
345	связь со	1	1
346	не более	1	1
347	узнает в	1	1
348	раз в	3	1
349	в формах	2	1
350	к чему	1	1
351	жизни так	1	1
352	напротив мы	1	1
353	а затем	3	1
354	и позволило	1	1
355	но если	1	1
356	художественных произведений	1	1
357	время от	1	1
358	мира с	1	1
359	он мог	1	1
360	этого мира	1	1
361	именно эта	1	1
362	что для	3	1
363	он усматривает	1	1
364	статье о	2	1
365	аспекте его	1	1
366	к миру	1	1
367	внешняя а	1	1
368	т.е не	1	1
369	литературы но	1	1
370	в понимании	2	1
371	включает в	2	1
372	проникает в	1	1
373	языка и	1	1
374	в самой	2	1
375	как мы	7	1
376	человеческого сознания	1	1
377	ее в	2	1
378	что не	1	1
379	на смену	1	1
380	на время	1	1
381	своей жизни	1	1
382	в прошлом	1	1
383	как традиция	1	1
384	ее можно	1	1
385	что из	1	1
386	на языке	2	1
387	будущее в	1	1
388	есть как	1	1
389	все мы	1	1
390	связаны с	2	1
391	между всеми	1	1
392	природой и	2	1
393	и от	1	1
394	в сущности	8	1
395	всего к	1	1
396	в единстве	1	1
397	да и	3	1
398	смех это	2	1
399	содержит в	2	1
400	в одной	1	1
401	один из	7	1
402	и характерное	1	1
403	в истории	6	1
404	на основе	2	1
405	никогда не	5	1
406	все это	9	1
407	вытесненные из	1	1
408	и даже	2	1
409	к однозначности	1	1
410	на мир	2	1
411	сливается с	1	1
412	сторону его	1	1
413	кто бы	1	1
414	что все	1	1
415	тому как	2	1
416	однако это	1	1
417	по поводу	2	1
418	но напротив	1	1
419	одного текста	1	1
420	является не	1	1
421	есть его	1	1
422	в особенности	5	1
423	и другим	1	1
424	перед тем	1	1
425	вырождается в	1	1
426	чтобы оно	1	1
427	не всегда	1	1
428	для этого	1	1
429	в котором	1	1
430	все моменты	1	1
431	как ни	1	1
432	с этими	1	1
433	действительности и	1	1
434	том же	1	1
435	себе и	2	1
436	в такой	1	1
437	всего романа	1	1
438	к ним	1	1
439	особое отношение	1	1
440	в историческом	1	1
441	значения и	1	1
442	как сказано	1	1
443	этом случае	1	1
444	области художественного	1	1
445	утрачивает свою	3	1
446	образов и	3	1
447	а по	1	1
448	не могут	1	1
449	эта сторона	1	1
450	мы видим	1	1
451	других факторов	1	1
452	процесс формирования	1	1
453	он еще	2	1
454	и мира	1	1
455	также и	3	1
456	в произведениях	2	1
457	должен был	2	1
458	к этим	3	1
459	жизнью в	1	1
460	xviii века	6	1
461	не во	2	1
462	на земле	3	1
463	типа так	1	1
464	таковы например	2	1
465	на них	1	1
466	в различных	1	1
467	в своих	4	1
468	той же	1	1
469	по своим	1	1
470	кладет начало	1	1
471	должен быть	1	1
472	еще и	1	1
473	то она	1	1
474	традиции однако	1	1
475	всех его	1	1
476	одну из	2	1
477	все они	1	1
478	за ним	1	1
479	же в	3	1
480	на уровне	1	1
481	всего в	1	1
482	не подлежит	2	1
483	художественном произведении	1	1
484	мясо и	1	1
485	и где	1	1
486	и есть	1	1
487	бытия и	1	1
488	отклонения от	1	1
489	с системой	1	1
490	первых же	1	1
491	тем же	1	1
492	и смягчает	1	1
493	как я	1	1
494	этом что	1	1
495	было бы	3	1
496	и гротескные	1	1
497	всем его	1	1
498	его за	1	1
499	начало и	1	1
500	все без	1	1
501	в совершенно	1	1
502	перед нами	1	1
503	на фоне	2	1
504	знаменует не	1	1
505	имеем в	2	1
506	со страшным	1	1
507	из них	3	1
508	означает что	1	1
509	так как	6	1
510	со смертью	2	1
511	характерно что	2	1
512	но самое	1	1
513	от всего	1	1
514	грани между	1	1
515	все что	2	1
516	когда они	1	1
517	подобно тому	2	1
518	он и	1	1
519	как ее	1	1
520	однозначности и	1	1
521	не есть	1	1
