N	2gram	Nazirov_Tv_2	Literetu
210	во второй	1	2
211	если бы	4	2
212	о нем	1	2
213	одного из	1	2
214	что и	1	2
215	и только	2	2
216	в ту	2	2
217	в лице	4	2
218	герой в	1	2
219	и одновременно	1	2
220	с ними	2	2
221	связи с	1	2
222	за свой	1	2
223	для него	3	2
224	тем что	3	2
225	или иной	1	2
226	на свое	1	2
227	что не	3	2
228	с ней	1	2
229	выше и	1	2
230	не означает	2	2
231	не знаю	1	2
232	если не	4	2
233	я говорю	1	2
234	объекта и	1	2
235	так же	5	2
236	и потому	4	2
237	xix века	7	2
238	к жизни	2	2
239	человек с	1	2
240	на свете	1	2
241	с этой	3	2
242	автором и	1	2
243	один из	3	2
244	под знаком	1	2
245	читателя и	1	2
246	что в	7	2
247	романа и	3	2
248	в свою	1	2
249	эти слова	1	2
250	в своих	3	2
251	к этому	3	2
252	русской литературы	1	2
253	каким его	1	1
254	как известно	2	1
255	от этой	2	1
256	была бы	1	1
257	и т	13	1
258	человечества о	1	1
259	в личностном	1	1
260	автора так	1	1
261	начинается с	2	1
262	с кем	1	1
263	отметим что	1	1
264	в сердце	1	1
265	в стороне	2	1
266	это и	1	1
267	в среду	1	1
268	и есть	2	1
269	я тебя	1	1
270	бахтин а	1	1
271	по преимуществу	2	1
272	и до	1	1
273	из его	1	1
274	в какой-то	1	1
275	века в	1	1
276	и за	1	1
277	мы уже	1	1
278	который в	1	1
279	смотреть на	1	1
280	бы уже	1	1
281	из своих	1	1
282	если герой	1	1
283	этом не	1	1
284	в последнем	1	1
285	говорить о	2	1
286	жизненной позиции	1	1
287	как я	1	1
288	и со	1	1
289	власть над	1	1
290	и он	2	1
291	это наблюдение	1	1
292	восприятие художественного	1	1
293	в xix	2	1
294	он был	1	1
295	он сам	3	1
296	мысли и	1	1
297	быть в	1	1
298	вырождается и	1	1
299	в чем	4	1
300	во имя	1	1
301	в создании	1	1
302	как правило	2	1
303	очень важным	2	1
304	о смерти	1	1
305	может как	1	1
306	к которой	1	1
307	с присущей	1	1
308	к богу	1	1
309	сознания не	1	1
310	если в	1	1
311	конечном счете	1	1
312	нужно быть	1	1
313	не просто	1	1
314	нет и	2	1
315	значение имеет	1	1
316	вмешивается в	1	1
317	и эстетического	1	1
318	что автор	1	1
319	в истории	2	1
320	с этим	1	1
321	ней в	1	1
322	перед нами	1	1
323	героев достоевского	5	1
324	в этот	2	1
325	и человек	1	1
326	за собой	4	1
327	от бога	1	1
328	году он	1	1
329	романа это	1	1
330	бы не	2	1
331	и и	1	1
332	т п	2	1
333	от фигуры	1	1
334	уже в	2	1
335	мы чувствуем	1	1
336	герой романа	2	1
337	после чего	1	1
338	к эстетическому	1	1
339	так сказать	2	1
340	наш взгляд	2	1
341	по словам	2	1
342	отказа от	1	1
343	он не	3	1
344	как личность	1	1
345	к героям	2	1
346	при виде	2	1
347	отходит от	2	1
348	и еще	2	1
349	такого человека	1	1
350	в силу	1	1
351	содержит в	1	1
352	что однако	1	1
353	апеллирует к	1	1
354	разочарованием в	1	1
355	значение в	1	1
356	традиции и	3	1
357	первую очередь	1	1
358	с другими	2	1
359	самым его	1	1
360	с прошлым	1	1
361	не выше	1	1
362	который по	1	1
363	в них	1	1
364	нет в	1	1
365	свете есть	1	1
366	в самую	1	1
367	и четко	1	1
368	и читателем	1	1
369	принцип организации	1	1
370	жизни но	1	1
371	ведет к	1	1
372	на этот	2	1
373	как порождение	1	1
374	не мыслил	1	1
375	для своих	1	1
376	был бы	1	1
377	в первую	1	1
378	о ком	1	1
379	во время	1	1
380	жизнь не	1	1
381	в ходе	1	1
382	этой связи	1	1
383	нас не	1	1
384	от боли	1	1
385	самого в	1	1
386	в их	3	1
387	не столько	2	1
388	прибегает к	1	1
389	не к	1	1
390	жизни начинает	1	1
391	в трудах	1	1
392	права на	2	1
393	но это	5	1
394	такую же	1	1
395	но он	1	1
396	в россии	2	1
397	и эти	1	1
398	и является	1	1
399	была не	1	1
400	в таких	1	1
401	в устах	2	1
402	возвращается к	1	1
403	вовсе не	2	1
404	спектр этого	1	1
405	сам он	1	1
406	тому что	1	1
407	а а	4	1
408	она не	1	1
409	при всей	1	1
410	в русской	2	1
411	определяющая черта	1	1
412	в процессе	2	1
413	года после	1	1
414	он с	1	1
415	мышления и	1	1
416	не имеет	1	1
417	шел в	1	1
418	вопрос не	1	1
419	на наш	2	1
420	это явление	1	1
421	эпохи в	1	1
422	к поэзии	1	1
423	й части	1	1
424	писал в	1	1
425	поэт и	1	1
426	присутствие в	1	1
427	как ни	1	1
428	в книге	1	1
429	нужна была	1	1
430	не столь	1	1
431	ему не	1	1
432	у меня	1	1
433	свое собственное	1	1
434	xx века	3	1
435	который весь	1	1
436	начиная с	2	1
437	будущее в	1	1
438	сама жизнь	1	1
439	как только	1	1
440	сходство с	1	1
441	на читателя	1	1
442	своего права	1	1
443	жить в	1	1
444	его с	1	1
445	к истокам	1	1
446	между автором	1	1
447	однако по	1	1
448	ничего общего	1	1
449	на наших	1	1
450	приходит к	1	1
451	очень точно	1	1
452	именно эту	1	1
453	и о	1	1
454	более не	2	1
455	в виду	1	1
456	свою очередь	1	1
457	но при	1	1
458	человеческой личности	2	1
459	остается в	1	1
460	и от	4	1
461	при котором	1	1
462	по сути	3	1
463	так в	2	1
464	читателя в	5	1
465	с собой	1	1
466	она была	1	1
467	том как	1	1
468	жизнь и	1	1
469	был не	1	1
470	и всякого	1	1
471	по мере	1	1
472	всего произведения	1	1
473	пойдет о	1	1
474	познания и	2	1
475	самой жизни	1	1
476	другом месте	1	1
477	на вопрос	1	1
478	столь же	1	1
479	и умирает	1	1
480	чтобы вызвать	2	1
481	приобретает трагическую	1	1
482	как было	1	1
483	на точку	1	1
484	в конечном	1	1
485	а во	2	1
486	восходит к	2	1
487	его личности	1	1
488	нуждается в	1	1
489	в бытовой	6	1
490	непосредственно в	1	1
491	в середине	1	1
492	в художественной	1	1
493	какой-то мере	1	1
494	от иных	1	1
495	и она	1	1
496	вообще в	1	1
497	и мир	1	1
498	в литературе	2	1
499	творческого процесса	4	1
500	его собственная	1	1
501	в искусстве	2	1
502	одной из	3	1
503	будто бы	1	1
504	может оказаться	1	1
505	по мнению	3	1
506	в обществе	1	1
507	и требует	1	1
508	xix веке	2	1
509	мире и	1	1
510	так что	2	1
511	от автора	1	1
512	переходит в	1	1
513	и у	2	1
514	социального функционирования	1	1
515	или даже	2	1
516	по выражению	1	1
517	и других	2	1
518	не стал	1	1
519	свой собственный	1	1
520	и их	1	1
521	руки и	1	1
522	в котором	3	1
523	религиозного искусства	1	1
524	так как	3	1
525	друг друга	2	1
526	бытия и	1	1
527	индивидуальном сознании	1	1
528	у него	6	1
529	связано с	1	1
530	соотносится с	1	1
531	явно не	1	1
532	в каждом	1	1
533	превращается в	3	1
534	без внимания	1	1
535	автора как	1	1
536	даже не	1	1
537	влияние на	1	1
538	не всех	1	1
539	что они	4	1
540	новый мир	1	1
541	это все	2	1
542	а с	3	1
543	что для	1	1
544	его из	1	1
545	не было	2	1
546	а сам	1	1
547	и далее	2	1
548	жить без	3	1
549	сам себе	1	1
550	в свете	3	1
551	и я	1	1
552	за свою	1	1
553	художественного целого	1	1
554	в связи	1	1
555	которого не	1	1
556	на фоне	1	1
557	но кто	1	1
558	общего с	1	1
559	нет ни	1	1
560	для искусства	1	1
561	целом ряде	1	1
562	не зная	1	1
563	самого себя	1	1
564	и возможностей	1	1
565	человеческой культуры	2	1
566	о соотношении	1	1
567	понял что	1	1
568	ли не	2	1
569	до читателя	1	1
570	все это	6	1
571	общественной жизни	1	1
572	литературы под	1	1
573	характерные для	1	1
574	к другим	1	1
575	под названием	1	1
576	это уже	2	1
577	этот образ	1	1
578	глубине души	1	1
579	и более	1	1
580	себя на	2	1
581	человек и	1	1
582	но отнюдь	1	1
583	себя самого	1	1
584	для нас	1	1
585	в литературной	2	1
586	в этих	1	1
587	еще более	1	1
588	не должен	1	1
589	я должен	1	1
590	глубокие изменения	1	1
591	для людей	1	1
592	отношении к	1	1
593	не есть	1	1
594	страсть к	1	1
595	может и	1	1
596	нет ничего	3	1
597	героя и	2	1
598	от своего	1	1
599	сказать что	1	1
600	от собственной	1	1
601	из этого	2	1
602	от романтической	1	1
603	в таком	3	1
604	упоминаний о	1	1
605	того времени	1	1
606	что за	1	1
607	он писал	2	1
608	по причине	2	1
