N	2gram	Medvedev_V_1	Freidism
137	в общем	2	3
138	как в	1	3
139	и той	1	3
140	и как	3	3
141	жизни к	1	3
142	в себе	6	3
143	но ведь	1	3
144	этот процесс	2	3
145	главным образом	7	3
146	и по	3	3
147	что все	3	3
148	и может	2	3
149	зрения на	1	3
150	эти высказывания	1	3
151	было бы	7	3
152	мы имеем	3	3
153	тому что	6	3
154	этой области	3	3
155	нет никакого	1	3
156	самого начала	1	3
157	одна из	4	3
158	на него	1	3
159	в сознании	4	3
160	не могут	7	3
161	бы он	1	3
162	она не	3	3
163	ничего общего	1	3
164	с ее	1	3
165	свою очередь	1	3
166	только то	2	3
167	приводит к	5	3
168	о бессознательном	1	3
169	что может	1	3
170	если бы	3	3
171	и бессознательным	1	3
172	и что	1	3
173	в конечном	7	3
174	и бессознательное	2	3
175	у него	6	3
176	в них	4	3
177	на этот	1	3
178	вместе с	7	3
179	по своему	1	3
180	слова и	1	3
181	сейчас же	1	3
182	и от	3	3
183	но это	1	3
184	не является	5	3
185	это как	1	3
186	когда он	3	3
187	от всех	1	3
188	жизни и	3	3
189	ее в	4	3
190	в искусстве	6	3
191	по поводу	2	3
192	чтобы не	2	2
193	и то	1	2
194	сил и	3	2
195	и биология	1	2
196	это и	6	2
197	как не	1	2
198	от всей	1	2
199	без труда	1	2
200	между собой	1	2
201	снов и	1	2
202	не отличается	1	2
203	в ее	4	2
204	видели что	3	2
205	но как	3	2
206	ответ на	1	2
207	себе и	2	2
208	или иное	1	2
209	значение для	1	2
210	относится к	2	2
211	чем же	4	2
212	опирается на	1	2
213	в своем	8	2
214	бессознательное в	1	2
215	сознания в	1	2
216	не приходится	2	2
217	сил в	1	2
218	что она	2	2
219	их в	6	2
220	его таким	1	2
221	них не	4	2
222	при помощи	3	2
223	классового сознания	1	2
224	это было	1	2
225	это не	7	2
226	на почве	1	2
227	рассказывает что	2	2
228	только о	2	2
229	этого не	1	2
230	которой он	1	2
231	приходит в	1	2
232	выйти за	1	2
233	том что	8	2
234	и при	5	2
235	лежат в	1	2
236	в их	5	2
237	представлений и	2	2
238	сих пор	1	2
239	иным как	1	2
240	освободиться от	1	2
241	как это	12	2
242	в таких	1	2
243	но для	2	2
244	дело не	1	2
245	в науке	2	2
246	к этим	2	2
247	в процессе	16	2
248	в самых	2	2
249	этих фактов	1	2
250	только не	2	2
251	в формы	1	2
252	человека так	1	2
253	из того	1	2
254	только с	2	2
255	этом отношении	13	2
256	в области	2	2
257	все то	1	2
258	отличается от	2	2
259	должны быть	2	2
260	что оно	3	2
261	они и	1	2
262	оно может	1	2
263	то или	1	2
264	образы и	5	2
265	как называет	1	2
266	в виду	4	2
267	на основе	5	2
268	роль в	4	2
269	в глаза	1	2
270	это вовсе	1	2
271	о нем	1	2
272	в другом	2	2
273	и поэтому	1	2
274	в философских	1	2
275	до сих	1	2
276	той социальной	1	2
277	что и	3	2
278	во всей	2	2
279	всего этого	1	2
280	в него	1	2
281	быть и	1	2
282	внутренних переживаний	1	2
283	сновидения и	2	2
284	каждого человека	1	2
285	мы видим	1	2
286	в какой	1	2
287	словесное выражение	1	2
288	очень много	1	2
289	с одной	2	2
290	и у	2	2
291	уже в	1	2
292	только на	1	2
293	в нашей	4	2
294	из них	9	2
295	его и	1	2
296	а потому	1	2
297	потому и	1	2
298	в конце	3	2
299	в систему	1	2
300	заметить что	1	2
301	и даже	2	2
302	с другой	11	2
303	человека в	2	2
304	и тех	1	2
305	чем он	1	2
306	связано с	1	2
307	них и	1	2
308	одной стороны	2	2
309	зависит от	2	2
310	а не	7	2
311	что мы	2	2
312	так же	3	2
313	самого себя	2	2
314	сказать не	1	2
315	в основном	5	2
316	только для	1	2
317	же самое	2	2
318	формы и	2	2
319	для нас	1	2
320	и ни	1	2
321	конце концов	2	2
322	все они	2	2
323	да и	1	2
324	связанный с	1	2
325	из тех	1	2
326	к его	2	2
327	всех других	3	2
328	есть и	1	2
329	в заключение	1	2
330	и другие	1	2
331	в своих	2	2
332	к этому	9	2
333	во сне	21	2
334	как на	3	2
335	они не	2	2
336	с новыми	1	1
337	ту же	2	1
338	можно говорить	1	1
339	и т	23	1
340	одним из	5	1
341	же как	2	1
342	в движение	1	1
343	и через	2	1
344	на наши	1	1
345	выражения в	1	1
346	между всеми	1	1
347	определить как	2	1
348	кажется что	1	1
349	и этот	2	1
350	укажем что	1	1
351	обойтись без	1	1
352	она к	1	1
353	несколько иной	1	1
354	их и	4	1
355	в несколько	1	1
356	а как	2	1
357	со всех	1	1
358	или наоборот	1	1
359	участия сознания	1	1
360	вопрос о	1	1
361	ответить на	1	1
362	в основных	3	1
363	и конфликты	1	1
364	но она	1	1
365	бессознательное и	1	1
366	которое не	1	1
367	но даже	3	1
368	мы и	1	1
369	то это	2	1
370	в целом	4	1
371	и называют	1	1
372	не способен	1	1
373	жизни это	1	1
374	в каждой	1	1
375	всех сторон	1	1
376	проявляется в	1	1
377	собой в	1	1
378	что по	1	1
379	не был	1	1
380	что его	2	1
381	служит для	1	1
382	сообщить ему	1	1
383	следует упомянуть	1	1
384	же на	1	1
385	силы и	1	1
386	в качестве	11	1
387	каком направлении	1	1
388	нет и	3	1
389	в свои	1	1
390	и речи	1	1
391	старая психология	1	1
392	что они	3	1
393	его развития	1	1
394	к сожалению	2	1
395	которые не	1	1
396	в истории	1	1
397	как говорит	5	1
398	человеческой личности	1	1
399	совершенно бессознательно	1	1
400	эти образы	1	1
401	что во	1	1
402	общего с	1	1
403	вот как	4	1
404	этом же	2	1
405	было продиктовано	1	1
406	в противоположность	3	1
407	лет а	1	1
408	бы и	6	1
409	меньшей мере	1	1
410	под ним	1	1
411	сознание с	1	1
412	наше сознание	1	1
413	свою душу	1	1
414	образом и	1	1
415	он в	1	1
416	тут и	1	1
417	бы не	2	1
418	такова техника	1	1
419	сложной и	1	1
420	общеизвестно что	1	1
421	имеем в	1	1
422	научного творчества	1	1
423	как он	2	1
424	на то	1	1
425	если он	1	1
426	дальше и	1	1
427	к искусству	1	1
428	идей и	3	1
429	от его	2	1
430	т д	14	1
431	особый род	1	1
432	всем своем	1	1
433	и социальной	2	1
434	идеи и	6	1
435	родились из	1	1
436	мы полагаем	1	1
437	к каждому	1	1
438	идеологического творчества	2	1
439	чувства в	1	1
440	из него	1	1
441	его от	2	1
442	его можно	1	1
443	то за	1	1
444	не следует	8	1
445	других видов	2	1
446	этим самым	1	1
447	а затем	2	1
448	борьбы и	1	1
449	им как	2	1
450	со всем	1	1
451	говорить не	3	1
452	не нашел	1	1
453	художественный образ	5	1
454	входит в	1	1
455	таково в	1	1
456	этот первый	1	1
457	каждого из	1	1
458	этом смысле	1	1
459	говоря о	1	1
460	связанная с	1	1
461	случае является	1	1
462	мы встречаемся	1	1
463	и сознания	1	1
464	психоаналитическая школа	1	1
465	не чем	1	1
466	элементы сознания	1	1
467	для них	1	1
468	сна это	1	1
469	далеко не	2	1
470	является решающим	1	1
471	образы в	1	1
472	со своими	1	1
473	не всегда	1	1
474	среда в	1	1
475	он и	2	1
476	самых ранних	1	1
477	протекает в	1	1
478	обратимся к	1	1
479	которые характерны	1	1
480	момента в	1	1
481	из сферы	1	1
482	художественного творчества	18	1
483	никаких оснований	2	1
484	не интересует	2	1
485	и без	1	1
486	почти не	1	1
487	и благодаря	1	1
488	что всякий	1	1
489	как совокупность	1	1
490	понятно что	1	1
491	является только	1	1
492	в одном	4	1
493	которые в	2	1
494	творчества и	1	1
495	друг другу	1	1
496	по крайней	2	1
497	и эти	1	1
498	так называемое	1	1
499	себя или	1	1
500	бессознательное оказывается	1	1
501	того момента	1	1
502	может обойтись	1	1
503	можно ли	2	1
504	и охотно	1	1
505	а иногда	1	1
506	отметить что	2	1
507	друг друга	1	1
508	тогда когда	2	1
509	и непосредственного	2	1
510	осталось в	1	1
511	не по	2	1
512	это состояние	1	1
513	материала в	1	1
514	у различных	1	1
515	сводится в	1	1
516	и отдельных	3	1
517	соображения о	1	1
518	образом в	3	1
519	это с	1	1
520	это мы	3	1
521	нам предстоит	1	1
522	не имели	1	1
523	или как	1	1
524	по меньшей	1	1
525	к ней	1	1
526	один путь	1	1
527	сущность его	1	1
528	и чувства	1	1
529	к работе	3	1
530	свидетельствуют о	2	1
531	бессознательное понимание	1	1
532	научного и	1	1
533	что на	1	1
534	фактов и	1	1
535	ли это	2	1
536	только наиболее	1	1
537	похожи на	1	1
538	он склонен	1	1
539	составная часть	1	1
540	нет ни	2	1
541	переживания которые	1	1
542	той или	1	1
543	по сравнению	1	1
544	время сна	1	1
545	на это	2	1
546	если же	1	1
547	о том	10	1
548	характер этого	1	1
549	в работе	3	1
550	и это	1	1
551	и изучение	1	1
552	и которая	1	1
553	приходит к	1	1
554	своего развития	1	1
555	пытается вскрыть	1	1
556	мысль о	2	1
557	называет ее	1	1
558	то время	1	1
559	она играет	1	1
560	это для	1	1
561	в дальнейшем	1	1
562	объективных условий	1	1
563	и сам	1	1
564	мы только	1	1
565	художественное творчество	6	1
566	только через	1	1
567	по аналогии	1	1
568	их вызывает	1	1
569	очень распространенное	1	1
570	реальной жизни	1	1
571	в социальном	1	1
572	в результате	5	1
573	жизнь и	1	1
574	мы в	1	1
575	и социальные	1	1
576	остановимся на	2	1
577	только у	2	1
578	на язык	2	1
579	творчества между	1	1
580	утверждает и	1	1
581	этих особенностей	1	1
582	все его	2	1
583	вот это	2	1
584	связанное с	2	1
585	из основных	1	1
586	познания и	4	1
587	то есть	1	1
588	а также	1	1
589	внимание на	1	1
590	и та	1	1
591	говорит об	2	1
592	комплексы и	1	1
593	бессознательного в	1	1
594	утверждает что	3	1
595	после того	1	1
596	в сфере	2	1
597	в пользу	2	1
598	аналогии с	1	1
599	по их	1	1
600	затем в	1	1
601	часто вопреки	1	1
602	и во	1	1
603	нет это	1	1
604	с теми	1	1
605	при которой	1	1
606	видах искусства	1	1
607	теории нет	1	1
608	от них	2	1
609	этим путем	1	1
610	или иными	1	1
611	на одном	1	1
612	сплошь сознательно	1	1
613	ними в	1	1
614	в форме	3	1
615	крайней мере	2	1
616	быть даже	1	1
617	исходя из	1	1
618	не знала	1	1
619	к сознанию	1	1
620	о своих	1	1
621	у которого	1	1
622	все зависит	1	1
623	чтобы ответить	1	1
624	бросается в	1	1
625	классовому сознанию	1	1
626	сознание это	1	1
627	вся область	1	1
628	согласиться с	1	1
629	дело с	1	1
630	что известно	1	1
631	но этим	1	1
632	и быть	2	1
633	пор не	1	1
634	и так	1	1
635	процесс его	1	1
636	который в	1	1
637	всех его	2	1
638	творчества имеет	1	1
639	они могут	1	1
640	что сообщает	1	1
641	же при	1	1
642	об их	1	1
643	это совсем	1	1
644	образов в	2	1
645	есть в	1	1
646	к какому	1	1
647	с нею	2	1
648	близко к	1	1
649	и власти	1	1
650	можно определить	2	1
651	также и	2	1
652	в виде	1	1
653	сознание как	1	1
654	которых можно	1	1
655	от других	1	1
656	смысла в	1	1
657	по выражению	1	1
658	в ином	1	1
659	и других	1	1
660	психологии в	1	1
661	право говорить	1	1
662	в борьбу	1	1
663	плана в	2	1
664	противоречия и	1	1
665	содержания и	1	1
666	целом и	1	1
667	это высказывание	2	1
668	моментов в	3	1
669	само собою	2	1
670	может служить	1	1
671	как будто	1	1
672	тем что	1	1
673	даже и	3	1
674	перейти к	1	1
675	момент в	3	1
676	без того	1	1
677	или иной	2	1
678	даже не	2	1
679	именно в	2	1
680	стороны он	1	1
681	совершенно точно	1	1
682	вмешивается в	1	1
683	своего собственного	1	1
684	от обычного	1	1
685	полагаем что	1	1
686	громадное значение	1	1
687	процесс в	1	1
688	целым рядом	1	1
689	в свете	1	1
690	так называемой	1	1
691	с принципом	1	1
692	деятельности человека	3	1
693	отнюдь не	3	1
694	в слове	3	1
695	некоторых его	1	1
696	или с	1	1
697	этих объективных	1	1
698	взглядах на	1	1
699	жизнь в	1	1
700	этих способностей	2	1
701	формы сознания	1	1
702	если это	1	1
703	нет никаких	2	1
704	разобраться в	2	1
705	свести к	1	1
706	из мира	1	1
707	для самого	1	1
708	мы говорим	1	1
709	теперь к	1	1
710	из которых	2	1
711	основных чертах	4	1
712	сравнению с	1	1
713	связаны с	1	1
714	типа как	1	1
715	изучение этих	1	1
716	язык сознания	1	1
717	реакции на	1	1
718	материал для	1	1
719	и формы	2	1
720	благодаря этому	1	1
721	дифференцированности и	1	1
722	мира в	1	1
723	в книге	2	1
724	и борьба	1	1
725	было еще	1	1
726	этого рода	2	1
727	иное его	1	1
728	но на	1	1
729	на время	2	1
730	или только	1	1
731	об искусстве	1	1
732	чтобы понять	1	1
733	ее и	1	1
734	целый ряд	1	1
735	у них	2	1
736	произведения во	1	1
737	находит свое	1	1
738	бы в	3	1
739	еще более	1	1
740	и смысл	1	1
741	будто бы	2	1
742	мысль в	1	1
743	существует ли	1	1
744	же в	6	1
745	в различных	2	1
746	в том	15	1
747	утверждал что	1	1
748	к ее	1	1
749	и длительность	1	1
750	нет ничего	1	1
751	о своем	2	1
752	нас то	1	1
753	образы не	1	1
754	обычно не	1	1
755	роль играет	1	1
756	равно как	4	1
757	разум и	1	1
758	религии и	1	1
759	по которой	1	1
760	чем иным	1	1
761	на своем	1	1
762	исключительное значение	1	1
763	учения о	1	1
764	является выражением	1	1
765	видим в	1	1
766	и протекает	1	1
767	весь процесс	1	1
768	можно назвать	1	1
