N	2gram	Tiupa_Lite_1	Dialekti
226	иметь в	1	2
227	а для	2	2
228	меня и	1	2
229	и является	2	2
230	как я	1	2
231	личности в	1	2
232	уже о	1	2
233	могут быть	2	2
234	для себя	5	2
235	как мы	1	2
236	более не	2	2
237	говоря уже	2	2
238	так в	1	2
239	как с	1	2
240	для этого	4	2
241	и здесь	1	2
242	никак не	1	2
243	и во	1	2
244	ее от	1	2
245	в его	7	2
246	тех пор	1	2
247	как например	1	2
248	их не	2	2
249	не мешает	1	2
250	и тем	4	2
251	тот или	1	2
252	со всеми	1	2
253	себя в	6	2
254	же и	3	2
255	не можем	1	2
256	и у	1	2
257	же в	5	2
258	нового времени	2	2
259	никто не	1	2
260	не о	1	2
261	у него	3	2
262	он один	2	2
263	так или	8	2
264	со стороны	4	2
265	или иначе	9	2
266	именно в	1	2
267	еще и	3	2
268	бытия в	1	2
269	своего собственного	1	2
270	себя и	1	2
271	только от	1	2
272	однако не	1	2
273	но как	1	2
274	или нет?	2	2
275	в данном	5	2
276	по существу	1	2
277	быть не	1	2
278	призыв к	1	2
279	но для	1	2
280	тех или	1	2
281	или в	1	2
282	себя самого	1	2
283	для нас	1	2
284	я нахожу	1	2
285	а в	3	2
286	может и	1	2
287	не говоря	2	2
288	и одно	1	2
289	другой стороны	1	2
290	совершенно не	1	2
291	о себе	4	2
292	из этого	1	2
293	к этой	1	2
294	а я	1	2
295	в своих	4	2
296	они не	1	2
297	во всяком	3	2
298	этой точки	3	2
299	говорит это	1	1
300	в объективном	1	1
301	ту же	2	1
302	этого в	1	1
303	кто бы	1	1
304	говоря о	1	1
305	в сфере	3	1
306	и бесконечно	1	1
307	чтобы не	2	1
308	место не	1	1
309	жизни сознания	1	1
310	он весьма	1	1
311	этом отношении	2	1
312	на самом	1	1
313	как такового	1	1
314	идет о	1	1
315	к другому	1	1
316	объект как	1	1
317	по которым	1	1
318	по преимуществу	4	1
319	можно лишь	1	1
320	едва ли	1	1
321	и этот	1	1
322	и за	1	1
323	а как	2	1
324	основные моменты	1	1
325	для своего	2	1
326	и само	2	1
327	и мифа	1	1
328	человека у	1	1
329	превратилась в	1	1
330	говоря и	1	1
331	модус сознания	2	1
332	эпохи в	1	1
333	на свою	1	1
334	личности с	1	1
335	необходимо было	1	1
336	и самого	2	1
337	столько же	1	1
338	человеческого опыта	1	1
339	нечто в	1	1
340	такового с	1	1
341	во всех	1	1
342	а только	2	1
343	воздействие на	2	1
344	конечном счете	4	1
345	в общем	1	1
346	тогда как	13	1
347	и будет	1	1
348	тут же	1	1
349	есть подлинный	1	1
350	из таких	1	1
351	с какой	1	1
352	это мир	1	1
353	нигде даже	1	1
354	как к	1	1
355	о жизни	1	1
356	абсолют и	1	1
357	просто как	1	1
358	и слова	1	1
359	бы я	2	1
360	ума в	1	1
361	духа и	1	1
362	я совершенно	1	1
363	них он	1	1
364	суда и	1	1
365	со своей	1	1
366	та же	2	1
367	в которой	1	1
368	как то	1	1
369	во многих	2	1
370	если мы	1	1
371	право на	1	1
372	в последнее	1	1
373	что к	1	1
374	не те	1	1
375	само оно	1	1
376	говорят о	1	1
377	мы можем	1	1
378	свою собственную	1	1
379	же это	2	1
380	не к	2	1
381	как от	1	1
382	постольку поскольку	1	1
383	ней не	1	1
384	или иных	1	1
385	то ни	1	1
386	пусть и	1	1
387	в мире	2	1
388	ценности и	1	1
389	его в	3	1
390	знает что	1	1
391	платона и	1	1
392	на почве	2	1
393	только лишь	1	1
394	точнее и	1	1
395	далеко не	3	1
396	мы имеем	1	1
397	не всегда	1	1
398	между собою	1	1
399	основывается на	1	1
400	жизни но	1	1
401	с такой	1	1
402	в чистом	1	1
403	такой же	1	1
404	во время	1	1
405	но до	1	1
406	всем своем	1	1
407	наиболее существенной	1	1
408	есть свобода	1	1
409	в отношении	1	1
410	в котором	1	1
411	это именно	1	1
412	как совокупность	3	1
413	не от	1	1
414	не как	4	1
415	сам субъект	1	1
416	по своей	3	1
417	этой научной	1	1
418	одном из	1	1
419	мифа с	1	1
420	творчества и	1	1
421	слез и	1	1
422	и более	1	1
423	абсолютная истина	1	1
424	тому чтобы	1	1
425	у читателя	1	1
426	для нее	2	1
427	бы но	1	1
428	даже в	2	1
429	субъект мыслится	1	1
430	в историческом	1	1
431	если и	1	1
432	нас самих	2	1
433	теми или	1	1
434	вплоть до	2	1
435	мира не	1	1
436	дело не	2	1
437	что видят	1	1
438	что ему	3	1
439	на него	1	1
440	когда они	1	1
441	для кого	1	1
442	казалось бы	5	1
443	жизни не	2	1
444	что сами	1	1
445	имеем дело	1	1
446	связи с	6	1
447	перед ним	1	1
448	в стиле	1	1
449	чистом виде	1	1
450	все то	1	1
451	и времени	1	1
452	восприятия а	1	1
453	но все	1	1
454	уже было	1	1
455	всего в	3	1
456	что вы	1	1
457	объекта не	1	1
458	существует только	1	1
459	должен быть	2	1
460	значении в	1	1
461	подобных случаях	1	1
462	с ее	1	1
463	рассчитана на	2	1
464	в ее	1	1
465	данном случае	4	1
466	только при	1	1
467	мира к	1	1
468	средних веков	1	1
469	последнее время	1	1
470	россии в	1	1
471	и говорит	1	1
472	только то	2	1
473	в себя	2	1
474	в знании	1	1
475	и сам	6	1
476	мог бы	1	1
477	таковы что	1	1
478	оно мыслится	1	1
479	предмет его	1	1
480	строго говоря	1	1
481	и первые	1	1
482	с этого	1	1
483	другого и	1	1
484	не будучи	1	1
485	в словах	1	1
486	трактуется как	1	1
487	но может	1	1
488	ничему не	1	1
489	то есть	6	1
490	возможна только	1	1
491	на вопрос	1	1
492	от материи	1	1
493	можно сказать	1	1
494	такого субъекта	1	1
495	и который	1	1
496	не выходит	1	1
497	в конечном	5	1
498	все в	1	1
499	является здесь	1	1
500	а потому	2	1
501	на одном	1	1
502	наконец в	1	1
503	что-то другое	2	1
504	он был	1	1
505	в лучшем	1	1
506	мы никогда	1	1
507	своей глубине	2	1
508	сюда же	1	1
509	оно и	1	1
510	тот же	1	1
511	одной из	1	1
512	то он	2	1
513	все той	1	1
514	и никто	1	1
515	в качестве	17	1
516	в сторону	1	1
517	всем его	1	1
518	мы получим	1	1
519	а то	1	1
520	сознание есть	2	1
521	нет я	2	1
522	я люблю	2	1
523	не так	1	1
524	жизнь для	1	1
525	представить себе	1	1
526	идеи или	1	1
527	представлений о	1	1
528	в одном	1	1
529	самосознания в	1	1
530	при всей	3	1
531	то самое	1	1
532	тогда в	1	1
533	об объективности	1	1
534	указание на	1	1
535	от ее	1	1
536	до сих	1	1
537	истина и	1	1
538	с той	1	1
539	нами не	1	1
540	между ними	1	1
541	в некоторых	1	1
542	но лишь	1	1
543	стремится к	1	1
544	и картины	1	1
545	или с	1	1
546	мира в	3	1
547	в связи	4	1
548	угодно но	1	1
549	вы а	1	1
550	вместе с	1	1
551	из форм	1	1
552	в историю	1	1
553	мире нет	1	1
554	не абсолютная	1	1
555	самого себя	3	1
556	внутри себя	1	1
557	да и	3	1
558	для понимания	2	1
559	мыслится как	3	1
560	в это	1	1
561	сих пор	1	1
562	лучшем случае	1	1
563	в культуре	3	1
564	ничего кроме	2	1
565	уже тем	1	1
566	не мог	3	1
567	процесса в	1	1
568	объекта и	2	1
569	не имея	1	1
570	такое сознание	2	1
571	потому не	1	1
572	буржуазной культуры	1	1
573	и самому	1	1
574	а все	1	1
575	которая в	2	1
576	в силах	1	1
577	своей собственной	2	1
578	тот кто	1	1
579	от него	1	1
580	это может	1	1
581	в этих	1	1
582	ну и	1	1
583	но зато	1	1
584	ни было	1	1
585	значит отличаться	1	1
586	собственного сознания	1	1
587	мыслит себя	1	1
588	состоит из	1	1
589	лишь тогда	1	1
590	имеет место	1	1
591	сознания на	1	1
592	среди прочих	1	1
593	вопрос что	1	1
594	которая не	2	1
595	с самим	1	1
