N	2gram	Vinokur_Ku_2	Tvorches
124	самом деле	9	2
125	на деле	1	2
126	по преимуществу	2	2
127	с темой	1	2
128	а как	1	2
129	есть не	1	2
130	на первом	1	2
131	и он	1	2
132	в ней	3	2
133	в отличие	2	2
134	в чем	1	2
135	не то	2	2
136	нет не	1	2
137	отличие от	2	2
138	как к	1	2
139	что как	1	2
140	когда он	1	2
141	говорит что	1	2
142	то в	1	2
143	но без	1	2
144	в себе	1	2
145	что она	3	2
146	тем не	6	2
147	в принципе	1	2
148	здесь мы	2	2
149	не будет	1	2
150	о котором	2	2
151	а по	1	2
152	известно что	1	2
153	и тем	5	2
154	в данном	4	2
155	ведет к	1	2
156	такой же	1	2
157	в этих	1	2
158	говорит об	1	2
159	не в	8	2
160	но он	1	2
161	по крайней	6	2
162	т п	24	2
163	однако в	1	2
164	одна из	1	2
165	но только	4	2
166	иными словами	8	2
167	свидетельствует о	1	2
168	могут быть	4	2
169	к тому	4	2
170	а что	1	2
171	где он	1	2
172	году в	1	2
173	это время	1	2
174	в виду	3	2
175	данном случае	2	2
176	с каким	1	2
177	в себя	1	2
178	приводит к	5	2
179	на том	2	2
180	и когда	1	2
181	так и	4	2
182	здесь нет	1	2
183	об этом	5	2
184	быть может	1	2
185	можно сказать	4	2
186	слова из	1	2
187	настоящее время	1	2
188	одного из	2	2
189	переходит в	1	2
190	что и	3	2
191	крайней мере	6	2
192	вслед за	1	2
193	каких бы	1	2
194	значит что	1	2
195	тот же	5	2
196	традиции в	1	2
197	наше время	2	2
198	в качестве	8	2
199	так что	1	2
200	же и	2	2
201	и у	2	2
202	следовало бы	2	2
203	был бы	2	2
204	мы находим	1	2
205	в современном	2	2
206	второй части	1	2
207	к осознанию	1	2
208	этой проблемы	1	2
209	именно в	3	2
210	что не	6	2
211	что для	2	2
212	до конца	3	2
213	и далее	2	2
214	с которым	1	2
215	все более	1	2
216	в частности	2	2
217	вместе с	5	2
218	в него	1	2
219	эти слова	1	2
220	несравненно более	1	2
221	так ли	1	2
222	перед нами	4	2
223	на эти	1	2
224	не мог	1	2
225	в наше	2	2
226	в одно	1	2
227	ли в	1	2
228	для этой	2	2
229	или в	4	2
230	который является	1	2
231	только что	1	2
232	в новых	1	2
233	не знает	3	2
234	сказать что	4	2
235	себе не	2	2
236	к этому	4	2
237	точно так	3	2
238	гораздо более	3	2
239	это неверно	1	1
240	литературы а	1	1
241	всем и	1	1
242	в сфере	3	1
243	же как	2	1
244	совершенно справедливо	1	1
245	чтобы не	2	1
246	говорилось выше	1	1
247	и есть	2	1
248	над этим	1	1
249	очень много	1	1
250	и впечатления	1	1
251	вот его	1	1
252	и до	2	1
253	сам автор	1	1
254	также и	5	1
255	мы уже	1	1
256	по европе	1	1
257	ни даже	1	1
258	мы имеем	5	1
259	что если	2	1
260	в сущности	9	1
261	время как	1	1
262	говорить о	4	1
263	что иное	1	1
264	правде в	1	1
265	но даже	2	1
266	что можно	3	1
267	жизни это	1	1
268	с большим	1	1
269	большей частью	1	1
270	это само	1	1
271	одно из	1	1
272	еще не	5	1
273	он был	1	1
274	иное как	1	1
275	столь же	1	1
276	бы то	1	1
277	этой почве	3	1
278	это имеет	1	1
279	я был	1	1
280	как правило	1	1
281	наряду с	1	1
282	к слову	2	1
283	по отношению	1	1
284	что так	1	1
285	котором говорилось	1	1
286	к сожалению	1	1
287	а самый	1	1
288	с этим	3	1
289	из уст	1	1
290	до его	1	1
291	вспомним что	1	1
292	более и	1	1
293	кроме того	1	1
294	и где	2	1
295	целый ряд	5	1
296	что по	1	1
297	к этой	3	1
298	его к	2	1
299	писателя как	1	1
300	и к	1	1
301	стоит обратить	1	1
302	в действительности	1	1
303	этой цели	2	1
304	нас принято	1	1
305	за собой	2	1
306	эпохи и	1	1
307	всего лишь	3	1
308	к чему	1	1
309	вопросом а	1	1
310	бы и	4	1
311	к необходимости	1	1
312	что это	7	1
313	и раз	1	1
314	все эти	12	1
315	чуть ли	1	1
316	новый тип	2	1
317	так в	3	1
318	еще один	1	1
319	в известном	1	1
320	традиция в	1	1
321	будет потому	1	1
322	тому же	1	1
323	претендовать на	1	1
324	фраза из	1	1
325	и если	2	1
326	больше всего	1	1
327	связанные с	2	1
328	в статье	3	1
329	чем обычно	1	1
330	да и	6	1
331	т д	14	1
332	перестает быть	1	1
333	всех этих	3	1
334	в первую	1	1
335	не значит	1	1
336	к одному	1	1
337	этого вопроса	3	1
338	и вот	5	1
339	оно могло	1	1
340	в судьбы	1	1
341	на этом	3	1
342	то ни	1	1
343	укладываются в	1	1
344	и последнего	1	1
345	кириллов и	1	1
346	на ту	2	1
347	на все	2	1
348	на этой	4	1
349	читать и	1	1
350	заключается в	2	1
351	которого не	1	1
352	случае гораздо	1	1
353	который и	1	1
354	в глазах	2	1
355	бы нам	1	1
356	вспомним как	1	1
357	было бы	15	1
358	роль в	2	1
359	характерный для	1	1
360	ни в	4	1
361	заметок о	1	1
362	действия а	1	1
363	в них	4	1
364	о которых	3	1
365	все равно	2	1
366	их для	1	1
367	с этой	2	1
368	с тем	2	1
369	и уже	1	1
370	он и	2	1
371	и чего	1	1
372	чем в	3	1
373	можно считать	1	1
374	и было	1	1
375	что такое	3	1
376	образец такого	1	1
377	же это	1	1
378	на месте	1	1
379	вторая часть	1	1
380	еще с	1	1
381	от себя	1	1
382	над своими	1	1
383	и уж	1	1
384	и правильное	1	1
385	в прямом	1	1
386	борьбу с	1	1
387	и более	2	1
388	как от	1	1
389	том же	1	1
390	что этот	1	1
391	по себе	10	1
392	а вот	1	1
393	тому что	1	1
394	этой области	4	1
395	роль играют	1	1
396	в атмосфере	2	1
397	какие бы	1	1
398	в отношении	2	1
399	в таких	3	1
400	что эта	2	1
401	быть без	1	1
402	в возможности	3	1
403	все мы	1	1
404	не имеет	4	1
405	заботиться о	1	1
406	в процессе	3	1
407	для всего	1	1
408	это мы	1	1
409	казалось бы	3	1
410	вот это	1	1
411	резко отличен	1	1
412	в самой	2	1
413	и приводит	2	1
414	сложность и	1	1
415	в русском	10	1
416	на некоторые	1	1
417	хочет быть	1	1
418	только с	1	1
419	в области	11	1
420	ли это	2	1
421	у нас	12	1
422	среди них	1	1
423	уже о	3	1
424	не могут	5	1
425	выход из	1	1
426	но все	4	1
427	с болью	1	1
428	в других	1	1
429	по возможности	1	1
430	что оно	3	1
431	что на	4	1
432	указывает на	1	1
433	мысли о	1	1
434	не есть	1	1
435	темы и	2	1
436	имеет место	1	1
437	оно не	2	1
438	упомянуто что	1	1
439	если же	1	1
440	она не	2	1
441	и это	3	1
442	и о	4	1
443	в конце	4	1
444	свою очередь	2	1
445	внимание на	1	1
446	отправной пункт	2	1
447	всего этого	1	1
448	в ее	1	1
449	другой стороны	7	1
450	правды и	1	1
451	только то	1	1
452	на поверхность	1	1
453	что у	2	1
454	это вовсе	1	1
455	имеет тот	1	1
456	за волосы	1	1
457	ли и	1	1
458	в эпоху	1	1
459	ниже не	1	1
460	к языку	1	1
461	против этого	1	1
462	и здесь	5	1
463	своей книге	1	1
464	и возможно	1	1
465	это я	1	1
466	обращается к	1	1
467	никак не	3	1
468	и что	8	1
469	и просто	1	1
470	с того	1	1
471	все его	1	1
472	кажется что	1	1
473	нас в	1	1
474	как у	2	1
475	знает что	3	1
476	вопросу о	3	1
477	к нему	2	1
478	том или	1	1
479	между тем	6	1
480	от них	1	1
481	была бы	4	1
482	нуждается в	2	1
483	язык в	2	1
484	вообще и	2	1
485	никто иной	1	1
486	в современной	2	1
487	известном смысле	1	1
488	первом его	1	1
489	с гораздо	1	1
490	с ними	2	1
491	экономии и	1	1
492	должен был	1	1
493	их не	2	1
494	с одной	2	1
495	вся эта	2	1
496	по всей	1	1
497	характерной для	1	1
498	с какой	1	1
499	к идее	1	1
500	в серьезных	1	1
501	не принял	1	1
502	если мы	4	1
503	то и	3	1
504	даже целые	1	1
505	за годы	1	1
506	не все	3	1
507	но с	1	1
508	а это	2	1
509	слова не	3	1
510	в школе	1	1
511	его и	1	1
512	мы знаем	4	1
513	ведь это	1	1
514	в зубах	1	1
515	могло бы	1	1
516	в одном	1	1
517	сами по	1	1
518	отличен от	1	1
519	у нее	1	1
520	ее не	1	1
521	к ним	1	1
522	но что	2	1
523	отметить что	1	1
524	заметить что	1	1
525	тем что	3	1
526	даже и	2	1
527	резких и	1	1
528	не было	4	1
529	за ними	2	1
530	читатель в	1	1
531	не надо	3	1
532	до сих	1	1
533	не исчезнет	1	1
534	мне не	2	1
535	с той	2	1
536	для этого	3	1
537	чем он	1	1
538	представляет собою	1	1
539	исходит из	1	1
540	всей русской	1	1
541	у других	1	1
542	и их	1	1
543	превращается в	2	1
544	одной стороны	1	1
545	связи с	3	1
546	а на	2	1
547	на этот	2	1
548	такие же	1	1
549	не на	2	1
550	жизнь в	1	1
551	а так	1	1
552	и я	1	1
553	добрым это	1	1
554	с помощью	7	1
555	указывающий на	1	1
556	связь с	1	1
557	деле это	1	1
558	как это	5	1
559	чтобы мы	1	1
560	о возможности	2	1
561	только эта	1	1
562	о первой	1	1
563	если так	1	1
564	по своему	1	1
565	стоило бы	1	1
566	в область	1	1
567	а если	2	1
568	это приглашение	1	1
569	что же	5	1
570	то к	1	1
571	одно общее	1	1
572	л толстой	1	1
573	материал для	2	1
574	ли не	2	1
575	слова и	5	1
576	и некоторые	1	1
577	сих пор	1	1
578	только для	2	1
579	отличается от	3	1
580	это выражение	1	1
581	между прочим	2	1
582	в средство	1	1
583	признается в	1	1
584	как раз	3	1
585	к вопросу	3	1
586	и часто	1	1
587	живет и	3	1
588	бы говорить	1	1
589	уже на	1	1
590	в связи	4	1
591	и научная	1	1
592	еще раз	1	1
593	в настоящее	1	1
594	и перед	1	1
595	не встречается	1	1
596	себе что	1	1
597	за три	1	1
598	тем более	1	1
599	не дают	1	1
600	конце концов	3	1
601	мы должны	2	1
602	говорил пушкин	1	1
603	все они	2	1
604	ассоциации и	1	1
605	я в	1	1
606	ни было	1	1
607	же в	3	1
608	в искусстве	1	1
609	давно уже	1	1
610	этой теме	1	1
611	в целях	2	1
612	и содержание	1	1
613	может и	1	1
614	это все	1	1
615	этот вопрос	6	1
616	необходимое условие	1	1
617	и свое	2	1
618	мне как-то	1	1
619	только как	2	1
620	г время	1	1
621	стиля но	2	1
622	о красивом	1	1
623	не что	1	1
624	т е	22	1
625	первую очередь	1	1
626	в какой	1	1
627	но эти	1	1
628	словами уже	1	1
629	именно здесь	1	1
