N	2gram	Bakhtin_KF_1	Tvorches
515	не противоречит	1	1
516	не было	8	1
517	оторванные от	2	1
518	и слышит	1	1
519	бытия но	4	1
520	не равно	1	1
521	и из	1	1
522	с другим	1	1
523	я только	1	1
524	мы никогда	1	1
525	для этого	2	1
526	на чем	1	1
527	было и	2	1
528	а с	2	1
529	себя и	2	1
530	говорят об	1	1
531	исходит из	1	1
532	и их	6	1
533	превращается в	1	1
534	мир а	1	1
535	есть лишь	5	1
536	жизнь в	1	1
537	о каком-то	1	1
538	и я	5	1
539	только я	1	1
540	связь с	1	1
541	целостного и	1	1
542	него в	1	1
543	как это	1	1
544	о возможности	1	1
545	это-то и	1	1
546	ибо это	1	1
547	в моей	1	1
548	по своему	3	1
549	но сам	1	1
550	есть только	1	1
551	это есть	2	1
552	во все	1	1
553	находятся в	1	1
554	самого себя	1	1
555	и всей	1	1
556	это значит	1	1
557	и смерти	1	1
558	время есть	1	1
559	слова и	1	1
560	только для	1	1
561	о его	1	1
562	отличается от	1	1
563	между прочим	1	1
564	же самое	1	1
565	как раз	1	1
566	вне его	1	1
567	сведено к	1	1
568	и времени	1	1
569	живет и	1	1
570	моей жизни	4	1
571	в настоящее	1	1
572	человек и	1	1
573	значило бы	2	1
574	от него	3	1
575	в последней	1	1
576	мы должны	1	1
577	ее основных	1	1
578	все они	1	1
579	я в	1	1
580	ни было	4	1
581	же в	1	1
582	в искусстве	1	1
583	отношении к	2	1
584	быть понята	1	1
585	его ибо	1	1
586	и содержание	5	1
587	в моем	6	1
588	только как	4	1
589	равно как	1	1
590	к его	1	1
591	но этот	1	1
592	жизни а	1	1
593	него и	1	1
594	я это	1	1
595	отношению к	22	1
596	ко всему	5	1
597	бы его	1	1
598	этот момент	6	1
599	в какой	1	1
600	о нем	4	1
601	художественного творчества	1	1
602	но эти	1	1
603	а я	1	1
