N	2gram	Bakhtin_KF_1	Analitik
173	и с	1	2
174	на все	1	2
175	вовсе не	7	2
176	так как	1	2
177	несмотря на	1	2
178	жизни но	3	2
179	такой же	1	2
180	одного и	1	2
181	для него	8	2
182	от своего	1	2
183	художественного творчества	1	2
184	не становится	1	2
185	не должен	3	2
186	к предмету	1	2
187	вопрос о	2	2
188	только для	1	2
189	творчества и	1	2
190	для этого	2	2
191	тогда когда	3	2
192	в процессе	2	2
193	совпадает с	1	2
194	только не	1	2
195	никогда не	5	2
196	я во	1	2
197	героя это	2	2
198	потому что	2	2
199	в сознании	2	2
200	в категориях	4	2
201	отличается от	1	2
202	же самое	1	2
203	для себя	5	2
204	и о	1	2
205	ни одно	5	2
206	здесь не	3	2
207	не могу	3	2
208	мысль о	1	2
209	в искусстве	1	2
210	не решает	1	2
211	безотносительно к	1	2
212	особенно в	1	2
213	должно быть	6	2
214	основе своей	2	2
215	но к	1	2
216	и та	2	2
217	с целью	1	2
218	и просто	2	2
219	можно сказать	1	2
220	ним и	3	2
221	может иметь	2	2
222	один из	2	2
223	субъекта в	1	2
224	бы ни	1	2
225	или не	1	2
226	смысла в	2	2
227	его и	2	2
228	следует что	1	2
229	себе в	1	2
230	не о	2	2
231	может служить	1	2
232	бытия и	10	2
233	со стороны	7	2
234	было бы	8	2
235	но о	1	2
236	соответствии с	2	2
237	только через	1	2
238	мира в	6	2
239	и потому	2	2
240	в данном	2	2
241	первом случае	1	2
242	научного мышления	2	2
243	сведено к	1	2
244	не является	1	2
245	единством а	1	2
246	мире и	1	2
247	я есть	1	2
248	нет ничего	1	2
249	была бы	1	2
250	найти себя	1	2
251	других людей	1	2
252	культуры в	1	2
253	в какой	1	2
254	себя как	2	1
255	как единую	1	1
256	мира не	3	1
257	целое как	1	1
258	смысле слова	1	1
259	в напряженном	1	1
260	в чужой	1	1
261	этого мира	3	1
262	от своей	5	1
263	нем но	1	1
264	не имеют	1	1
265	между ним	1	1
266	должна быть	4	1
267	видеть в	1	1
268	его что	1	1
269	в зависимости	1	1
270	включая и	1	1
271	мы уже	1	1
272	она в	1	1
273	значимости и	1	1
274	системное единство	1	1
275	располагается все	2	1
276	мы не	3	1
277	которую я	1	1
278	но никто	1	1
279	я как	1	1
280	положения в	3	1
281	он как	1	1
282	равно как	1	1
283	и объект	1	1
284	к смыслу	1	1
285	как я	1	1
286	и поступка	2	1
287	имеют место	2	1
288	как не	1	1
289	зависимости от	1	1
290	здесь как	1	1
291	ведь один	1	1
292	сознании поскольку	1	1
293	в ней	3	1
294	свою очередь	1	1
295	над ним	1	1
296	быть понято	1	1
297	на нем	2	1
298	быть в	4	1
299	оно ни	1	1
300	в различных	1	1
301	в чем	4	1
302	во всех	11	1
303	тем как	3	1
304	как если	1	1
305	в ее	16	1
306	смысла который	1	1
307	они имеют	1	1
308	мы будем	1	1
309	но как	5	1
310	а только	1	1
311	к которой	2	1
312	всех участников	1	1
313	сознания не	2	1
314	только тогда	1	1
315	вообще как	1	1
316	смыслу и	2	1
317	существенно что	2	1
318	или иное	2	1
319	определяется не	1	1
320	вследствие чего	1	1
321	видения не	4	1
322	независимо от	3	1
323	его на	2	1
324	как в	2	1
325	данный момент	3	1
326	за этим	1	1
327	это единство	3	1
328	что ее	1	1
329	помнить что	1	1
330	в противном	1	1
331	это отнюдь	1	1
332	объект моего	1	1
333	бы я	1	1
334	по соображениям	1	1
335	я должен	7	1
336	и наконец	1	1
337	событий при	1	1
338	не изнутри	3	1
339	не дано	1	1
340	та же	2	1
341	что это	3	1
342	что предполагает	1	1
343	в известном	1	1
344	и отношения	2	1
345	и тот	1	1
346	но его	1	1
347	имеем в	2	1
348	если он	1	1
349	этот процесс	1	1
350	но прежде	1	1
351	противном случае	1	1
352	к миру	1	1
353	всех этих	3	1
354	не значит	6	1
355	в виде	2	1
356	не как	4	1
357	отношений между	1	1
358	в понятии	1	1
359	их ценностную	1	1
360	мысли как	1	1
361	из него	3	1
362	его от	1	1
363	всех своих	4	1
364	ни был	2	1
365	но все	5	1
366	этом последнем	1	1
367	здесь мы	4	1
368	а затем	1	1
369	что все	1	1
370	же не	1	1
371	и может	3	1
372	том случае	1	1
373	не отменяет	1	1
374	оно становится	1	1
375	его в	5	1
376	который и	1	1
377	полноте и	1	1
378	и тем	3	1
379	смерть и	1	1
380	событие может	2	1
381	который по	1	1
382	произведения не	1	1
383	все равно	1	1
384	единого и	9	1
385	с тем	2	1
386	и уже	1	1
387	при созерцании	1	1
388	одна и	1	1
389	он и	2	1
390	момент ее	1	1
391	культуры с	1	1
392	остается в	1	1
393	же я	1	1
394	в этих	1	1
395	специфика эстетического	1	1
396	она сама	1	1
397	психический процесс	2	1
398	и ее	2	1
399	том же	1	1
400	целого или	1	1
401	в отношении	1	1
402	знает и	2	1
403	и значимость	2	1
404	не от	1	1
405	свой смысл	1	1
406	есть его	2	1
407	но он	1	1
408	мире все	1	1
409	и эти	2	1
410	их в	1	1
411	себя или	2	1
412	не должно	3	1
413	ним в	1	1
414	есть всегда	1	1
415	случае мы	2	1
416	тому что	2	1
417	раз и	2	1
418	переживание есть	1	1
419	не менее	3	1
420	этом смысл	1	1
421	оба эти	2	1
422	человека но	1	1
423	его активность	1	1
424	мышление в	1	1
425	одна из	1	1
426	первая часть	1	1
427	к этим	1	1
428	сознания как	2	1
429	которого и	2	1
430	ничего не	3	1
431	и приводит	1	1
432	такая же	1	1
433	во всем	7	1
434	ему и	1	1
435	но это	6	1
436	быть определено	1	1
437	в каком	4	1
438	или бессознательно	1	1
439	представляется нам	1	1
440	в специальном	1	1
441	к себе	2	1
442	пространство и	2	1
443	всего в	1	1
444	в событии	5	1
445	и социальные	1	1
446	его с	2	1
447	ценностного центра	4	1
448	оно не	2	1
449	утверждать что	1	1
450	но сама	1	1
451	героя для	1	1
452	чтобы охватить	1	1
453	можно и	2	1
454	в виду	3	1
455	но при	1	1
456	нашей работы	1	1
457	факт не	1	1
458	мира произведения	2	1
459	сторону которая	1	1
460	то или	2	1
461	чтобы быть	2	1
462	целому и	1	1
463	уже с	1	1
464	культуры и	5	1
465	своей теоретической	1	1
466	иной культурной	1	1
467	как с	1	1
468	на том	1	1
469	иной мир	1	1
470	что может	1	1
471	как содержание	1	1
472	от бытия	1	1
473	дано только	1	1
474	сознания и	3	1
475	к действительности	1	1
476	просто с	1	1
477	и всякого	1	1
478	собой и	1	1
479	и эстетический	2	1
480	образом в	1	1
481	смысл бытия	1	1
482	познания и	4	1
483	и должно	1	1
484	и т.д	2	1
485	акта в	2	1
486	но мы	1	1
487	его жизни	3	1
488	другого как	1	1
489	может не	2	1
490	и во	1	1
491	и вследствие	1	1
492	положения и	3	1
493	содержание данного	1	1
494	связь между	1	1
495	и познания	1	1
496	я а	1	1
497	смысла его	1	1
498	как предмета	2	1
499	когда оно	1	1
500	мы ни	1	1
501	конечно может	1	1
502	во всей	4	1
503	себя но	1	1
504	и только	6	1
505	но нельзя	1	1
506	отношения являются	1	1
507	действительно произнесенное	1	1
508	в ту	2	1
509	и иных	1	1
510	его то	1	1
511	человека как	1	1
512	в него	2	1
513	познания в	2	1
514	в современной	3	1
515	предмета и	1	1
516	быть и	3	1
517	познания но	2	1
518	тот же	1	1
519	не само	1	1
520	друг друга	1	1
521	в разные	1	1
522	быть распространено	1	1
523	входит в	3	1
524	бытия в	5	1
525	этот факт	2	1
526	и жизни	4	1
527	все они	1	1
528	в эстетическом	3	1
529	внимание в	1	1
530	акт и	4	1
531	не можем	1	1
532	если и	1	1
533	но эстетическое	1	1
534	и продукт	1	1
535	ведь если	1	1
536	оба этих	2	1
537	в отношение	1	1
538	во втором	1	1
539	а то	1	1
540	в данной	1	1
541	в душе	1	1
542	только одно	1	1
543	ибо он	1	1
544	всяком случае	1	1
545	могло бы	4	1
546	слова в	2	1
547	в одном	4	1
548	для другого	2	1
549	может претендовать	1	1
550	как событие	3	1
551	как раз	1	1
552	бытия при	1	1
553	общих понятий	3	1
554	смерти и	1	1
555	целом с	1	1
556	были бы	2	1
557	только на	1	1
558	дан мне	1	1
559	она и	1	1
560	и даже	1	1
561	требует чтобы	1	1
562	в данный	3	1
563	всей своей	2	1
564	моменты и	3	1
565	эстетического созерцания	5	1
566	здесь в	1	1
567	было и	2	1
568	данности ни	1	1
569	один и	1	1
570	и др	1	1
571	нового времени	1	1
572	котором протекает	1	1
573	к человеку	1	1
574	в соответствии	2	1
575	превращается в	1	1
576	не было	8	1
577	его целостности	2	1
578	человеческой жизни	1	1
579	его как	5	1
580	не он	1	1
581	наличности в	2	1
582	если не	2	1
583	связь с	1	1
584	не способна	1	1
585	исходить из	1	1
586	ни на	1	1
587	в некое	2	1
588	как это	1	1
589	путь от	1	1
590	все моменты	1	1
591	ним как	1	1
592	по своему	3	1
593	все люди	1	1
594	если оно	1	1
595	смысле этого	1	1
596	единство а	1	1
597	в мир	1	1
598	как архитектоническое	1	1
599	я с	1	1
600	смысл в	3	1
601	в бытии	26	1
602	известном смысле	1	1
603	при условии	2	1
604	о его	1	1
605	и таким	1	1
606	вокруг него	2	1
607	выход из	2	1
608	меня я	1	1
609	к другим	1	1
610	было показано	1	1
611	этом смысле	3	1
612	случайна и	1	1
613	из единого	1	1
614	и для	9	1
615	которых оказывается	1	1
616	поступка его	1	1
617	его никогда	1	1
618	при таком	1	1
619	войти в	2	1
620	и от	1	1
621	все что	1	1
622	не подлежит	1	1
623	или в	1	1
624	я всегда	1	1
625	имеет дело	1	1
626	в результате	1	1
627	мира и	4	1
628	между ними	1	1
629	человек и	1	1
630	я не	6	1
631	но отнюдь	1	1
632	и смысловое	2	1
633	хотя и	1	1
634	или другой	1	1
635	а скорее	1	1
636	ее и	6	1
637	для нас	4	1
638	от него	3	1
639	из себя	8	1
640	мы должны	1	1
641	только с	3	1
642	сторона этой	1	1
643	отношению ко	4	1
644	же в	1	1
645	не я	3	1
646	в своих	3	1
647	бы оно	2	1
648	жизни в	5	1
649	в свою	3	1
650	лишь по	1	1
651	не знает	5	1
652	моего я	1	1
653	совершенно не	6	1
654	к его	1	1
655	характерной чертой	1	1
656	в действительности	1	1
657	включает в	2	1
658	где он	3	1
659	просто не	1	1
660	которой я	2	1
661	к живому	1	1
662	жизни и	8	1
663	а я	1	1
664	ее в	1	1
665	по поводу	1	1
666	и эта	2	1
667	это понятие	1	1
668	они не	1	1
669	который не	1	1
670	во всяком	1	1
