N	2gram	Propp_Isto_3	Myslijsy
507	с другими	1	1
508	видели выше	3	1
509	можно видеть	2	1
510	образом мы	2	1
511	должно было	2	1
512	которые он	1	1
513	окажется что	1	1
514	спросим себя	1	1
515	предполагается что	1	1
516	развивается в	1	1
517	тех пор	1	1
518	на которой	1	1
519	один из	5	1
520	она ведет	1	1
521	большею частью	1	1
522	видели что	4	1
523	с ними	3	1
524	дело с	2	1
525	что он	9	1
526	пришел к	1	1
527	как нечто	1	1
528	связана со	1	1
529	такое же	1	1
530	во-вторых что	1	1
531	всяком случае	2	1
532	и ее	3	1
533	от них	3	1
534	тесно связанные	1	1
535	материал как	1	1
536	с какой	1	1
537	с двумя	1	1
538	по моему	1	1
539	уже в	1	1
540	происшедшие от	1	1
541	в виде	2	1
542	не произошло	1	1
543	они могли	1	1
544	ответ на	1	1
545	из них	7	1
546	ни в	2	1
547	мы находим	1	1
548	и должна	1	1
549	у него	3	1
550	тех которые	1	1
551	случае не	1	1
552	не говорит	1	1
553	в доказательство	1	1
554	не противоречит	5	1
555	лежит вне	1	1
556	видно из	1	1
557	кругу явлений	2	1
558	до сих	5	1
559	ради его	1	1
560	не один	1	1
561	стороны он	1	1
562	в каких	1	1
563	случаев в	1	1
564	уже известно	2	1
565	и затем	1	1
566	себя и	1	1
567	на ней	5	1
568	но есть	2	1
569	только к	1	1
570	предмет и	1	1
571	обратить внимание	1	1
572	к сожалению	1	1
573	превращается в	3	1
574	чтобы убедиться	1	1
575	или другими	1	1
576	ничем не	1	1
577	способность говорить	1	1
578	именно так	2	1
579	на смерть	3	1
580	ее на	1	1
581	представляются только	1	1
582	в связи	3	1
583	более чем	1	1
584	начиная с	1	1
585	во-вторых и	1	1
586	можно будет	1	1
587	в одной	3	1
588	к более	2	1
589	д в	1	1
590	общего с	1	1
591	многих случаях	1	1
592	но такое	1	1
593	оно имеет	1	1
594	над ним	1	1
595	одну общую	1	1
596	предположить что	7	1
597	другу и	1	1
598	в данном	4	1
599	что за	1	1
600	то где	1	1
601	его собственной	1	1
602	ведет к	1	1
603	смысле этого	1	1
604	в тех	2	1
605	и там	4	1
606	с тех	1	1
607	по которой	1	1
608	ко всему	1	1
609	по которому	1	1
610	да и	2	1
611	один шаг	1	1
612	гора на	1	1
613	это значит	1	1
614	бы думать	1	1
615	на другое	1	1
616	сих пор	5	1
617	все это	1	1
618	получает от	1	1
619	но для	1	1
620	или по	5	1
621	на одной	2	1
622	тем и	1	1
623	на небе	1	1
624	сколько бы	1	1
625	нам что	1	1
626	этой системы	2	1
627	в эту	1	1
628	именно он	1	1
629	которой мы	1	1
630	могли быть	1	1
631	он находит	1	1
632	но можно	1	1
633	совершенно не	2	1
634	равно как	3	1
635	их с	1	1
636	нет но	1	1
637	на это	2	1
638	случаях связь	1	1
639	свою долю	2	1
640	это так	1	1
641	я могу	1	1
642	к этому	7	1
643	этой точки	1	1
644	они не	4	1
645	событий в	1	1
