N	2gram	Vygotskiy__2	OGranits
145	того или	1	2
146	одной стороны	7	2
147	более того	1	2
148	а не	3	2
149	другой стороны	1	2
150	в руках	1	2
151	там где	6	2
152	несмотря на	4	2
153	в связи	6	2
154	том что	27	2
155	с помощью	5	2
156	и научно	1	2
157	и при	1	2
158	разрыв между	1	2
159	языком как	1	2
160	и ее	3	2
161	так же	4	2
162	в отношении	6	2
163	который мы	1	2
164	в течение	2	2
165	в тех	1	2
166	с этой	2	2
167	что эта	6	2
168	самого начала	1	2
169	не имеет	4	2
170	в книге	2	2
171	форм и	1	2
172	функцию в	1	2
173	сознания и	1	2
174	на язык	2	2
175	бы в	1	2
176	и является	1	2
177	во всем	2	2
178	а в	4	2
179	в целях	1	2
180	и к	6	2
181	могут быть	2	2
182	в своих	1	2
183	к тому	7	2
184	которой только	1	1
185	и это	3	1
186	также и	2	1
187	же как	2	1
188	человека и	3	1
189	некоторые исследователи	1	1
190	себя как	1	1
191	речи поэтому-то	2	1
192	в виду	6	1
193	того же	3	1
194	всей настойчивостью	1	1
195	в некоторых	2	1
196	как известно	6	1
197	на основе	7	1
198	и отражение	1	1
199	науки о	1	1
200	это и	1	1
201	в собственном	3	1
202	но тем	1	1
203	последнее время	5	1
204	и есть	2	1
205	в чрезвычайно	1	1
206	здесь и	3	1
207	в себя	2	1
208	развивается не	1	1
209	ту же	2	1
210	включает в	1	1
211	и до	3	1
212	с языком	1	1
213	некоторых других	1	1
214	не имеют	1	1
215	речи которая	2	1
216	собственном смысле	3	1
217	на том	2	1
218	едва ли	7	1
219	мышления но	2	1
220	можно было	5	1
221	и наметить	1	1
222	особенно в	1	1
223	в борьбе	1	1
224	или на	1	1
225	мы имеем	3	1
226	когда в	2	1
227	даже у	1	1
228	на первом	1	1
229	и о	1	1
230	но у	1	1
231	является наиболее	1	1
232	вопрос о	5	1
233	на место	2	1
234	самых первых	1	1
235	быть может	2	1
236	для этого	3	1
237	является необходимым	2	1
238	по себе	7	1
239	по мере	1	1
240	исследования в	1	1
241	как выражение	1	1
242	мы попытались	1	1
243	идеализма и	1	1
244	с ее	2	1
245	и который	1	1
246	сводится к	1	1
247	из того	4	1
248	но даже	1	1
249	этого термина	1	1
250	то это	1	1
251	в действительной	1	1
252	другом месте	2	1
253	он пытается	1	1
254	и он	1	1
255	всем протяжении	2	1
256	аналогия между	1	1
257	там нет	1	1
258	следовательно в	1	1
259	другими словами	1	1
260	и что	8	1
261	на втором	2	1
262	от логики	1	1
263	столь же	2	1
264	время в	1	1
265	общение в	1	1
266	же самые	1	1
267	в конечном	4	1
268	развития не	1	1
269	то мы	1	1
270	жизни он	2	1
271	к нему	1	1
272	воздействия на	1	1
273	на самом	3	1
274	но не	3	1
275	то он	2	1
276	данной ситуации	1	1
277	переходит в	1	1
278	мысль что	6	1
279	году жизни	1	1
280	борьбе с	1	1
281	нет и	2	1
282	в другой	2	1
283	и речи	13	1
284	на то	6	1
285	один и	1	1
286	которая и	1	1
287	материала так	1	1
288	но задача	1	1
289	в истории	6	1
290	полагая что	2	1
291	для создания	1	1
292	мышление и	3	1
293	эта проблема	5	1
294	в своем	9	1
295	по своей	6	1
296	один из	1	1
297	можем установить	1	1
298	и как	2	1
299	характер носит	1	1
300	его к	2	1
301	одной из	3	1
302	этот вопрос	5	1
303	что он	12	1
304	более или	2	1
305	роль играет	1	1
306	есть его	1	1
307	что слово	1	1
308	который в	4	1
309	действительности для	1	1
310	этим словом	1	1
311	процессов в	1	1
312	организма и	1	1
313	по которым	1	1
314	то почему	1	1
315	в этой	6	1
316	в последнее	4	1
317	для всех	4	1
318	с их	2	1
319	в дальнейшем	1	1
320	и тот	1	1
321	конечно не	1	1
322	на всем	2	1
323	сливаются в	1	1
324	не можем	3	1
325	жизнь как	1	1
326	только на	1	1
327	положение что	2	1
328	в нашей	1	1
329	первое и	1	1
330	как совершенно	3	1
331	и если	1	1
332	этот момент	1	1
333	и чисто	1	1
334	является не	1	1
335	что она	3	1
336	логики к	2	1
337	речь в	3	1
338	эту тенденцию	1	1
339	этого процесса	1	1
340	или даже	1	1
341	и других	2	1
342	на эту	2	1
343	постановка вопроса	1	1
344	раз навсегда	1	1
345	конечном счете	4	1
346	уже видели	2	1
347	т.д и	2	1
348	речи вообще	1	1
349	одно из	1	1
350	в понимании	1	1
351	никто не	1	1
352	состоит в	3	1
353	в виде	1	1
354	содержания и	1	1
355	внутренней речи	5	1
356	мы полагаем	1	1
357	ребенок едва	1	1
358	как направленность	2	1
359	но что	2	1
360	только с	1	1
361	еще одну	1	1
362	подобно тому	2	1
363	отличие от	3	1
364	на этом	1	1
365	говорит следующее	1	1
366	для того	10	1
367	этим самым	1	1
368	на всю	1	1
369	в особенности	1	1
370	в совершенно	4	1
371	бы быть	1	1
372	на все	2	1
373	этого мы	1	1
374	и здесь	1	1
375	его в	1	1
376	тем мы	1	1
377	если говорить	1	1
378	которая как	1	1
379	к которому	6	1
380	свести к	2	1
381	в предисловии	4	1
382	заключается в	8	1
383	в природе	1	1
384	лежит в	3	1
385	что мы	9	1
386	детской речи	19	1
387	только к	1	1
388	обратиться к	1	1
389	психологизма и	1	1
390	полагаем что	1	1
391	для них	1	1
392	образом мы	1	1
393	и во-вторых	1	1
394	о которых	3	1
395	которые не	2	1
396	все равно	2	1
397	и самый	2	1
398	функций и	1	1
399	тенденций которые	1	1
400	не всегда	1	1
401	которой он	1	1
402	же точно	1	1
403	все время	3	1
404	долгое время	1	1
405	отнюдь не	2	1
406	понятие о	2	1
407	его чисто	1	1
408	для человека	2	1
409	должно быть	2	1
410	менее всего	1	1
411	такой же	1	1
412	теоретической и	1	1
413	автора и	1	1
414	сразу в	1	1
415	и тогда	2	1
416	связаны между	1	1
417	момента в	1	1
418	или менее	2	1
419	и вполне	1	1
420	вступает в	1	1
421	связь с	2	1
422	но если	2	1
423	которую мы	2	1
424	эти слова	1	1
425	знаков если	1	1
426	все социальное	1	1
427	и особенно	3	1
428	ко всем	1	1
429	в такой	2	1
430	как это	6	1
431	когда ребенок	2	1
432	истории мышления	2	1
433	о возможности	1	1
434	представление о	5	1
435	и столь	1	1
436	в отличие	3	1
437	в которых	3	1
438	мысли и	1	1
439	бы что	2	1
440	бы мы	2	1
441	предисловии к	4	1
442	втором году	1	1
443	он говорит	3	1
444	к этому	4	1
445	полно и	1	1
446	где она	1	1
447	утверждая что	1	1
448	тому как	2	1
449	и вот	1	1
450	для данного	2	1
451	и там	1	1
452	основных фактора	1	1
453	речи в	6	1
454	и более	2	1
455	их в	4	1
456	является неизбежным	1	1
457	и наоборот	1	1
458	в человеческом	1	1
459	где нет	1	1
460	реакция может	1	1
461	что говоря	1	1
462	к следующему	1	1
463	зрения и	1	1
464	этого слова	3	1
465	что такое	1	1
466	только то	1	1
467	тому что	1	1
468	экспрессивной и	1	1
469	душа и	1	1
470	является для	4	1
471	до конца	1	1
472	и развивается	1	1
473	но это	1	1
474	в начале	4	1
475	обратимся к	1	1
476	и другое	2	1
477	как о	1	1
478	мысли в	1	1
479	к другим	1	1
480	она существует	1	1
481	одна из	1	1
482	пространство и	1	1
483	вопрос в	1	1
484	весь этот	1	1
485	уж конечно	1	1
486	которых он	3	1
487	же есть	1	1
488	не знаем	1	1
489	речь может	1	1
490	мы все	1	1
491	у детей?	1	1
492	того чтобы	12	1
493	мышления в	9	1
494	уже на	1	1
495	в самых	1	1
496	само по	2	1
497	иметь в	1	1
498	не существует	3	1
499	или в	3	1
500	на одном	2	1
501	его социальной	1	1
502	того как	4	1
503	в самой	3	1
504	который является	1	1
505	нам придется	1	1
506	или как	2	1
507	отметить еще	1	1
508	является той	1	1
509	в основе	3	1
510	тем более	3	1
511	вообще в	2	1
512	от него	1	1
513	всей категоричностью	1	1
514	говоря словами	2	1
515	только что	3	1
516	потому что	7	1
517	связи с	9	1
518	что вообще	1	1
519	в системе	1	1
520	этом отношении	3	1
521	их по	1	1
522	об этом	3	1
523	действительность с	1	1
524	это все	2	1
525	речи т.е	1	1
526	не знает	1	1
527	сказать что	6	1
528	предположение о	1	1
529	речи и	15	1
530	его мышления	1	1
531	к чистому	1	1
532	не входит	1	1
533	типа и	3	1
534	когда мы	1	1
535	это попросту	1	1
536	во все	2	1
537	с вещами	2	1
538	время мы	1	1
539	с его	4	1
540	же самое	2	1
541	должны быть	1	1
542	всего в	1	1
543	вместе с	6	1
544	бы сам	1	1
545	и языком	2	1
546	к речи	2	1
547	по поводу	4	1
548	социальной среде	5	1
549	что при	3	1
550	плоскости в	2	1
551	этой точки	1	1
552	они не	3	1
