N	2gram	Vinokur_St_3	VelikijI
174	идет за	1	1
175	и на	6	1
176	он был	3	1
177	и который	1	1
178	со словами	1	1
179	отказ от	2	1
180	истории в	1	1
181	это имеет	1	1
182	к нему	4	1
183	но как	2	1
184	идет к	1	1
185	от них	2	1
186	если в	2	1
187	с которыми	2	1
188	в новом	2	1
189	а потому	2	1
190	бы в	1	1
191	не просто	2	1
192	хотел бы	1	1
193	крайней мере	4	1
194	них ничего	1	1
195	отказался от	1	1
196	как в	6	1
197	и самые	1	1
198	в своем	1	1
199	известном смысле	1	1
200	что нет	1	1
201	все же	4	1
202	что очень	1	1
203	в двух	1	1
204	мы видим	4	1
205	нельзя более	1	1
206	ли он	1	1
207	и так	1	1
208	это очень	1	1
209	духа в	1	1
210	в самом	2	1
211	у них	1	1
212	в которой	4	1
213	что это	16	1
214	в целом	4	1
215	в этой	14	1
216	в известном	1	1
217	им в	2	1
218	он делает	2	1
219	вот в	1	1
220	уже в	3	1
221	от необходимости	1	1
222	то и	2	1
223	в виде	3	1
224	и если	3	1
225	по словам	1	1
226	формах является	1	1
227	о которой	2	1
228	говорит что	5	1
229	теперь это	1	1
230	одно целое	1	1
231	любви в	1	1
232	чем у	1	1
233	вовсе не	2	1
234	отношение к	4	1
235	но что	1	1
236	у него	9	1
237	не случайно	1	1
238	и по	2	1
239	на этом	3	1
240	на нее	2	1
241	для того	2	1
242	в состоянии	1	1
243	конечно в	1	1
244	не были	1	1
245	и с	4	1
246	ней и	1	1
247	было не	1	1
248	с другой	5	1
249	этом пути	1	1
250	есть не	1	1
251	в следующих	2	1
252	близок к	2	1
253	еще и	1	1
254	и тем	4	1
255	говорит о	1	1
256	них и	1	1
257	был в	1	1
258	с которым	3	1
259	между собою	2	1
260	дело к	1	1
261	жизни но	2	1
262	теперь у	1	1
263	о чем	1	1
264	только несколько	1	1
265	в речах	5	1
266	более глубокое	1	1
267	их на	1	1
268	в великом	1	1
269	в одно	1	1
270	воплощение в	1	1
271	места в	1	1
272	вместе с	2	1
273	свое особое	1	1
274	так же	1	1
275	то есть	2	1
276	является и	1	1
277	мы в	1	1
278	у нас	4	1
279	в которых	2	1
280	он говорит	4	1
281	когда-нибудь на	1	1
282	было написано	1	1
283	эта не	1	1
284	в одном	1	1
285	но я	1	1
286	не понимает	1	1
287	а потом	1	1
288	по крайней	4	1
289	с тремя	1	1
290	это значит	1	1
291	этого слова	2	1
292	с этой	3	1
293	и очень	1	1
294	властью и	1	1
295	на пути	1	1
296	нет никакого	3	1
297	и нет	1	1
298	как можно	2	1
299	ни для	1	1
300	здесь есть	2	1
301	никогда без	1	1
302	на котором	2	1
303	и именно	1	1
304	эти маленькие	1	1
305	нельзя не	3	1
306	найти в	2	1
307	пойти по	1	1
308	и всегда	2	1
309	это как	1	1
310	ничего не	4	1
311	в разных	1	1
312	того как	1	1
313	может быть	19	1
314	пути и	1	1
315	в русском	2	1
316	вообще в	1	1
317	как она	1	1
318	конце концов	3	1
319	много общего	2	1
320	это слово	3	1
321	вот что	3	1
322	на него	1	1
323	к жизни	1	1
324	наших дней	1	1
325	конечно о	1	1
326	имеет основание	1	1
327	связь с	4	1
328	глубокий кризис	1	1
329	о своем	1	1
330	другой стороны	5	1
331	ставит в	2	1
332	но все	2	1
333	есть и	1	1
334	тебя на	1	1
335	в трех	1	1
336	к этому	3	1
337	много места	1	1
338	его с	1	1
339	и другие	1	1
340	в своих	8	1
341	а того	1	1
342	слова с	1	1
343	и эта	1	1
344	это в	4	1
345	в желании	1	1
346	себя и	2	1
347	они не	1	1
