N	2gram	Tiupa_Vved_1	Psycholo
361	относится к	1	1
362	которые не	1	1
363	подробности и	2	1
364	романе в	1	1
365	всему свету	1	1
366	и слова	1	1
367	хотя и	7	1
368	бы я	1	1
369	в ожидании	1	1
370	между двумя	3	1
371	имеет в	1	1
372	более или	2	1
373	о самом	1	1
374	есть на	1	1
375	то в	1	1
376	для которого	3	1
377	это решение	1	1
378	картины в	1	1
379	очень много	1	1
380	как некий	1	1
381	в час	1	1
382	всей своей	2	1
383	рассказ о	1	1
384	и тот	1	1
385	зависимости от	1	1
386	нам как	1	1
387	на его	1	1
388	что без	1	1
389	не следует	3	1
390	образом для	1	1
391	к фабуле	1	1
392	чтобы они	1	1
393	и еще	1	1
394	нами воспринимается	1	1
395	не как	2	1
396	собой не	1	1
397	в корне	1	1
398	том чтобы	2	1
399	факт который	1	1
400	самые слова	1	1
401	подобно тому	2	1
402	что дети	1	1
403	заключает в	1	1
404	этом последнем	1	1
405	однако все	1	1
406	себя мы	1	1
407	значение в	1	1
408	и с	2	1
409	с другими	1	1
410	это не	6	1
411	в итоге	3	1
412	в жизни	4	1
413	кажется что	1	1
414	а вот	1	1
415	для них	3	1
416	вводит в	1	1
417	бы оказаться	1	1
418	жизни от	1	1
419	в высшей	2	1
420	все равно	2	1
421	в слове	3	1
422	он и	2	1
423	о чем	2	1
424	и было	1	1
425	обратимся к	2	1
426	и становится	1	1
427	или менее	2	1
428	его нельзя	1	1
429	что такое	18	1
430	рассказа о	2	1
431	представить себе	2	1
432	не зависит	1	1
433	в следующем	1	1
434	это делает	1	1
435	и благодаря	1	1
436	в их	1	1
437	в рассказ	1	1
438	и языка	1	1
439	что до	1	1
440	от себя	1	1
441	бы мы	1	1
442	однако в	4	1
443	тому чтобы	1	1
444	бы быть	1	1
445	даже в	1	1
446	с окружающей	1	1
447	случае мы	1	1
448	самого рассказа	1	1
449	можно ли	1	1
450	бывает в	1	1
451	человек и	1	1
452	с которой	1	1
453	такое время	2	1
454	на глазах	1	1
455	как о	2	1
456	писателя с	2	1
457	и вместо	1	1
458	оттого что	2	1
459	и притом	1	1
460	на него	2	1
461	не по	1	1
462	второго плана	2	1
463	как показывают	1	1
464	из их	1	1
465	рассказ с	1	1
466	не могло	2	1
467	а тот	1	1
468	это мы	1	1
469	это то	1	1
470	это явление	1	1
471	его предложение	1	1
472	как она	1	1
473	как время	2	1
474	смешивать с	1	1
475	мире и	1	1
476	не принадлежит	2	1
477	этом отношении	4	1
478	что на	2	1
479	читаем о	1	1
480	одним из	5	1
481	сюжета в	1	1
482	и оно	2	1
483	ни о	1	1
484	раскрывается в	1	1
485	евгении онегине	1	1
486	что является	1	1
487	бы он	1	1
488	назвать и	1	1
489	положения еще	1	1
490	в каждой	1	1
491	правило не	2	1
492	не ограничивается	1	1
493	то она	1	1
494	но при	5	1
495	характер и	1	1
496	мысль о	1	1
497	роль в	1	1
498	можно было	2	1
499	так и	8	1
500	те же	2	1
501	не с	3	1
502	это вовсе	1	1
503	мог бы	1	1
504	не оказывается	1	1
505	в результате	3	1
506	этом месте	1	1
507	всегда имеет	1	1
508	по мере	1	1
509	этой двойственности	1	1
510	никогда и	1	1
511	у нее	2	1
512	говоря в	1	1
513	есть одновременно	1	1
514	определенным образом	1	1
515	этого сказать	1	1
516	можно сказать	4	1
517	основе своей	1	1
518	времени в	3	1
519	в евгении	1	1
520	в конечном	1	1
521	положения и	1	1
522	частном случае	1	1
523	о действии	1	1
524	и всю	1	1
525	которых в	1	1
526	или иначе	2	1
527	в форме	1	1
528	в другой	1	1
529	еще более	1	1
530	вслед за	2	1
531	почти уже	1	1
532	и она	1	1
533	подробностями и	1	1
534	и разрешается	1	1
535	мог найти	1	1
536	в древности	1	1
537	быть и	2	1
538	но с	1	1
539	присущими ей	1	1
540	действие в	1	1
541	дело с	2	1
542	вперед и	1	1
543	будто бы	3	1
544	героического эпоса	1	1
545	из которого	1	1
546	же самым	1	1
547	и у	1	1
548	только на	1	1
549	ни одного	1	1
550	ту самую	1	1
551	всеми остальными	1	1
552	в нашей	1	1
553	в начале	3	1
554	или читатель	1	1
555	всех видов	1	1
556	участие в	1	1
557	только одно	1	1
558	роль и	1	1
559	автор как	1	1
560	и их	1	1
561	в прозе	1	1
562	представлений о	1	1
563	угол на	1	1
564	для меня	1	1
565	тому же	4	1
566	не о	2	1
567	нашего восприятия	1	1
568	каждый из	1	1
569	на стороне	1	1
570	не было	2	1
571	степени в	1	1
572	на второй	1	1
573	а на	2	1
574	мне и	1	1
575	мы воспринимаем	1	1
576	как у	1	1
577	по своим	3	1
578	а именно	1	1
579	к которому	2	1
580	и прежде	1	1
581	письма и	1	1
582	тому как	2	1
583	в отличие	2	1
584	тем о	1	1
585	что для	1	1
586	превращается в	1	1
587	полагал что	1	1
588	и опять	2	1
589	и составляет	3	1
590	с большей	1	1
591	в рассказе	6	1
592	зависит от	2	1
593	жизнь в	1	1
594	на эту	1	1
595	объединены в	1	1
596	заключительные слова	1	1
597	одна и	1	1
598	ближе к	1	1
599	бы одно	1	1
600	именно поэтому	1	1
601	в частности	13	1
602	и особенно	1	1
603	о каждом	1	1
604	ни от	2	1
605	предположить что	1	1
606	любой из	1	1
607	рассказ я	1	1
608	истории не	1	1
609	рассказа в	1	1
610	быть только	2	1
611	в тот	1	1
612	на свете	1	1
613	своему герою	1	1
614	внимания на	1	1
615	на следующем	1	1
616	между прочим	1	1
617	ни для	1	1
618	говоря это	2	1
619	элементов из	1	1
620	пока еще	4	1
621	случае он	1	1
622	каждой из	1	1
623	не является	3	1
624	в мировой	1	1
625	этого рода	1	1
626	имеет дело	1	1
627	начала и	2	1
628	и описана	1	1
629	тот кто	2	1
630	к одной	1	1
631	собственно говоря	1	1
632	мы должны	1	1
633	бы на	1	1
634	по контрасту	1	1
635	отношении к	1	1
636	оказывается и	1	1
637	это все	1	1
638	в романе	6	1
639	между ними	1	1
640	это на	1	1
641	и так	1	1
642	сочувствием к	1	1
643	жизни а	1	1
644	автора в	5	1
645	мере в	2	1
646	видели в	1	1
647	жизни и	7	1
648	слушатель или	1	1
649	о рыбаке	1	1
650	со времен	1	1
651	которая состоит	2	1
652	тем самым	5	1
653	по причине	1	1
654	все что	3	1
655	гораздо более	1	1
656	слова это	1	1
