N	2gram	Bakhtin_Pr_4	KFilosof
601	мы видим	1	1
602	до ее	1	1
603	в какой	1	1
604	человека все	1	1
605	и так	2	1
606	поэтому и	2	1
607	в интонации	1	1
608	а только	1	1
609	изнутри и	1	1
610	но между	1	1
611	же и	4	1
612	человека эта	2	1
613	в большинстве	9	1
614	только на	3	1
615	ее а	1	1
616	отношение не	1	1
617	а то	3	1
618	он стремится	1	1
619	большинстве случаев	8	1
620	только к	2	1
621	признать его	1	1
622	и последняя	1	1
623	никто не	1	1
624	ведь это	3	1
625	даже к	2	1
626	так как	5	1
627	ее не	1	1
628	может служить	1	1
629	друг друга	6	1
630	если оно	2	1
631	мы можем	4	1
632	как раз	7	1
633	для решения	1	1
634	где есть	1	1
635	чувствует себя	1	1
636	именно как	2	1
637	и также	1	1
638	она и	1	1
639	точек зрения	4	1
640	и т.п	14	1
641	он живет	1	1
642	с другим	1	1
643	осмысления и	1	1
644	им действительно	1	1
645	и героиня	1	1
646	не знать	1	1
647	до этого	1	1
648	здесь в	2	1
649	а именно	1	1
650	и самая	1	1
651	во второй	1	1
652	по всей	1	1
653	и др	1	1
654	каково бы	1	1
655	в живом	1	1
656	своих границ	1	1
657	определенность он	1	1
658	положений и	1	1
659	этот термин	1	1
660	превращается в	4	1
661	уже давно	1	1
662	ничем не	1	1
663	план и	1	1
664	здесь этот	1	1
665	что мы	2	1
666	себя от	1	1
667	и всякое	2	1
668	быть адекватно	1	1
669	нет ничего	1	1
670	него в	3	1
671	вместе с	2	1
672	мы говорим	1	1
673	себе самому	4	1
674	в духе	2	1
675	о возможности	1	1
676	ним как	2	1
677	и оценок	2	1
678	но сам	1	1
679	когда мы	1	1
680	в мир	1	1
681	в первой	2	1
682	этот человек	1	1
683	как целое	1	1
684	лежит в	1	1
685	слова и	7	1
686	будет и	1	1
687	своей жизни	1	1
688	остается в	2	1
689	должны быть	1	1
690	сознании и	2	1
691	определения и	1	1
692	вне его	2	1
693	здесь вовсе	1	1
694	и единого	1	1
695	и пространства	1	1
696	в исповедь	1	1
697	для выражения	1	1
698	живет и	1	1
699	и сама	1	1
700	нет ибо	1	1
701	что делает	1	1
702	или в	8	1
703	по принципу	1	1
704	а к	1	1
705	когда он	2	1
706	совершенно иной	1	1
707	слова мы	2	1
708	это позволяет	1	1
709	последней инстанции	2	1
710	мысль в	1	1
711	все они	1	1
712	я в	1	1
713	уже нет	2	1
714	могли быть	1	1
715	я работаю	1	1
716	границу между	1	1
717	отвлекается от	1	1
718	между ними	10	1
719	с ней	1	1
720	поэтому мы	1	1
721	средние века	1	1
722	была бы	1	1
723	того же	3	1
724	жизни а	1	1
725	нет но	2	1
726	все люди	1	1
727	в последнем	1	1
728	одновременно и	1	1
729	пространственную и	1	1
730	ней в	1	1
731	факт наличности	1	1
732	но эти	4	1
733	а я	1	1
734	пространстве и	1	1
735	по поводу	1	1
736	это в	1	1
737	который не	1	1
738	им и	1	1
739	во всяком	2	1
740	все что	2	1
741	они не	2	1
