N	2gram	Propp_Isto_5	KFilosof
499	том смысле	1	1
500	к следующему	1	1
501	он начинает	1	1
502	этого факта	1	1
503	было ни	1	1
504	не касается	1	1
505	как из	1	1
506	только для	1	1
507	как таковой	1	1
508	и таким	2	1
509	должны быть	1	1
510	но такой	1	1
511	где и	1	1
512	или в	6	1
513	когда он	2	1
514	представление что	2	1
515	это может	1	1
516	мы должны	4	1
517	только что	1	1
518	все они	1	1
519	отражается и	2	1
520	пока я	1	1
521	же в	2	1
522	уже нет	1	1
523	но оно	3	1
524	с ней	2	1
525	равно как	1	1
526	в иной	7	1
527	того же	2	1
528	нет но	1	1
529	закон это	1	1
530	все люди	1	1
531	по которой	2	1
532	утверждать что	1	1
533	но эти	3	1
534	а я	1	1
535	ее в	2	1
536	в искусстве	1	1
537	не превращается	3	1
538	им и	2	1
539	во всяком	1	1
540	все что	1	1
541	они не	3	1
