N	2gram	Nazirov_Tv_2	Komedia
201	из всего	1	2
202	в споре	1	2
203	мог бы	1	2
204	до начала	1	2
205	на великих	1	2
206	образом в	1	2
207	именно потому	1	2
208	и здесь	1	2
209	и мир	1	2
210	еще не	5	2
211	даже если	1	2
212	который в	1	2
213	этом что	1	2
214	мы знаем	1	2
215	вовсе не	2	2
216	со стороны	1	2
217	даже не	1	2
218	до сих	3	2
219	хоть и	1	2
220	а сам	1	2
221	в действии	1	2
222	одну из	1	2
223	должна была	1	2
224	не может	7	2
225	вместе с	3	2
226	но не	5	2
227	сих пор	3	2
228	но это	5	2
229	об отношении	1	2
230	и право	1	2
231	а к	1	2
232	будто бы	1	2
233	это человек	1	2
234	то что	3	2
235	в свою	1	2
236	в своих	3	2
237	во всяком	2	2
238	а между	1	1
239	народ в	1	1
240	можно говорить	1	1
241	в применении	1	1
242	в этот	2	1
243	не остается	1	1
244	нравов и	1	1
245	такое же	1	1
246	поэтому он	1	1
247	в основании	1	1
248	высшей степени	1	1
249	объясняется и	1	1
250	и за	1	1
251	одним из	3	1
252	мы уже	1	1
253	той же	1	1
254	со всех	1	1
255	по мнению	3	1
256	повседневной жизни	1	1
257	сознании человека	1	1
258	из своих	1	1
259	эстетики и	1	1
260	это отношение	1	1
261	то это	1	1
262	в мире	5	1
263	и он	2	1
264	всех сторон	1	1
265	материальной жизни	1	1
266	его восприятие	1	1
267	собой в	1	1
268	быть в	1	1
269	к целому	1	1
270	а только	1	1
271	во всех	1	1
272	как у	3	1
273	отказ от	1	1
274	общественной жизни	1	1
275	к которой	1	1
276	не все	1	1
277	ответ на	1	1
278	есть по	1	1
279	в наиболее	1	1
280	вмешивается в	1	1
281	отнюдь не	4	1
282	с этим	1	1
283	случайному совпадению	1	1
284	с собой	1	1
285	дает нам	1	1
286	искусстве и	1	1
287	не хочешь	1	1
288	с трагедией	1	1
289	когда он	4	1
290	сила убеждения	1	1
291	говорит что	1	1
292	нападает на	1	1
293	не являются	1	1
294	его к	1	1
295	его идеи	1	1
296	и к	1	1
297	то в	1	1
298	за собой	4	1
299	из жизни	2	1
300	культуры и	1	1
301	что это	1	1
302	мы получаем	1	1
303	сказать о	1	1
304	представляет собой	1	1
305	что же	1	1
306	чуть ли	1	1
307	бы не	2	1
308	все по	1	1
309	из этих	1	1
310	приводит к	2	1
311	производительных сил	1	1
312	роль в	2	1
313	сохранилась и	1	1
314	в братьях	6	1
315	но прежде	2	1
316	к выводу	1	1
317	идей и	2	1
318	о принципиальной	1	1
319	к миру	2	1
320	от которого	1	1
321	же году	2	1
322	в исходе	1	1
323	к одному	1	1
324	у читателя	2	1
325	не могли	2	1
326	д все	1	1
327	способен на	1	1
328	и независимо	1	1
329	что она	4	1
330	человека в	3	1
331	что все	1	1
332	же не	2	1
333	то чтобы	1	1
334	об этом	4	1
335	почти до	1	1
336	а его	1	1
337	то есть	5	1
338	сильной и	1	1
339	оставляет без	1	1
340	реального прототипа	1	1
341	перед нами	1	1
342	должен был	1	1
343	любовь к	1	1
344	после этого	1	1
345	в жизни	1	1
346	нет в	1	1
347	а с	3	1
348	соответствии с	4	1
349	к которым	1	1
350	в самую	1	1
351	всю жизнь	1	1
352	его перед	1	1
353	которой он	2	1
354	всегда и	1	1
355	жизни но	1	1
356	с такой	1	1
357	года и	4	1
358	для своих	1	1
359	в эту	1	1
360	в этих	1	1
361	не так	2	1
362	но если	2	1
363	в ходе	1	1
364	чьей стороне	1	1
365	нас не	1	1
366	однако этот	3	1
367	он дает	1	1
368	в отличие	2	1
369	в которых	3	1
370	что уже	1	1
371	из области	1	1
372	особое место	2	1
373	войне и	1	1
374	однако не	1	1
375	и эти	1	1
376	и более	1	1
377	и относительно	1	1
378	том же	2	1
379	яркого представителя	1	1
380	с так	1	1
381	по себе	1	1
382	не была	1	1
383	никто бы	1	1
384	всего его	1	1
385	тому что	1	1
386	между людьми	2	1
387	вплоть до	1	1
388	в идеологическом	1	1
389	лицо к	1	1
390	комический эффект	1	1
391	в обоих	1	1
392	самого начала	1	1
393	герою в	1	1
394	в русской	2	1
395	сделать и	1	1
396	если в	1	1
397	на себе	1	1
398	он еще	2	1
399	а может	1	1
400	чем не	1	1
401	он с	1	1
402	л и	1	1
403	в какой-то	1	1
404	первая часть	4	1
405	в тексте	1	1
406	так например	3	1
407	не находим	1	1
408	средствами но	1	1
409	нужна была	1	1
410	из вариантов	1	1
411	не столь	1	1
412	своим собственным	1	1
413	мы и	1	1
414	что на	2	1
415	ему не	1	1
416	борьбе и	1	1
417	от их	1	1
418	и для	1	1
419	к себе	1	1
420	не могут	1	1
421	принято считать	1	1
422	для развития	1	1
423	его с	1	1
424	в поле	1	1
425	в каждом	1	1
426	отказаться от	2	1
427	были хорошо	1	1
428	и это	3	1
429	сомнений что	2	1
430	не делает	1	1
431	в дело	1	1
432	но при	1	1
433	непосредственно или	1	1
434	особенно в	2	1
435	эта часть	1	1
436	старшего из	1	1
437	действия и	2	1
438	с самого	1	1
439	говорили что	1	1
440	говорить о	2	1
441	в дальнейшем	4	1
442	в живых	1	1
443	этот период	1	1
444	и давно	1	1
445	можно было	1	1
446	каждого из	1	1
447	отождествляется с	1	1
448	когда в	1	1
449	стороне от	1	1
450	ссылки на	1	1
451	в изображении	1	1
452	жизнь и	1	1
453	предположить что	1	1
454	с ним	3	1
455	означает что	1	1
456	с человеком	1	1
457	о войне	1	1
458	о нем	1	1
459	познания и	2	1
460	с х	1	1
461	в пользу	3	1
462	на вопрос	1	1
463	не означает	2	1
464	и что	2	1
465	почему же	1	1
466	утверждает что	1	1
467	требует новых	1	1
468	дело обстояло	1	1
469	как было	1	1
470	т i	1	1
471	может и	1	1
472	и только	2	1
473	у некоего	1	1
474	непосредственно в	1	1
475	в середине	1	1
476	е а	3	1
477	в лице	4	1
478	в литературе	2	1
479	эти детали	1	1
480	толстого и	1	1
481	и новая	1	1
482	сразу же	1	1
483	взят из	1	1
484	нуждается в	1	1
485	были особенно	1	1
486	но ни	1	1
487	в стороне	2	1
488	наше время	2	1
489	он действует	1	1
490	этот факт	2	1
491	всегда с	2	1
492	в окружении	1	1
493	себя в	2	1
494	так что	2	1
495	человеческой личности	2	1
496	сцены и	1	1
497	в большинстве	1	1
498	а напротив	1	1
499	больше не	1	1
500	на чьей	1	1
501	не дает	1	1
502	предположение что	1	1
503	в душе	4	1
504	и скорбь	2	1
505	мир в	1	1
506	намеков на	1	1
507	в современном	3	1
508	перед собой	1	1
509	о которой	1	1
510	может служить	2	1
511	друг друга	2	1
512	не случайно	2	1
513	не говорит	1	1
514	в руки	2	1
515	разговоре с	1	1
516	не противоречит	1	1
517	ничуть не	1	1
518	десять лет	1	1
519	представление о	7	1
520	возможно что	1	1
521	в высшей	1	1
522	на этот	2	1
523	сочувствия к	1	1
524	и прежде	1	1
525	месте в	1	1
526	и др	3	1
527	по случайному	1	1
528	его из	1	1
529	чем острее	1	1
530	в соответствии	4	1
531	превращается в	3	1
532	сцена с	1	1
533	идеи в	2	1
534	был применен	1	1
535	и гоголь	1	1
536	можно понять	1	1
537	нет никаких	1	1
538	связь с	2	1
539	и она	1	1
540	эти слова	1	1
541	и а	1	1
542	и потому	4	1
543	понимании слова	1	1
544	незадолго до	1	1
545	так мы	2	1
546	героев которые	1	1
547	предисловии к	1	1
548	к жизни	2	1
549	мы узнаем	2	1
550	суровый приговор	1	1
551	применении к	1	1
552	признание в	2	1
553	году он	1	1
554	как бы	11	1
555	думается что	2	1
556	лишь несколько	1	1
557	у великих	1	1
558	критики и	2	1
559	герой в	1	1
560	этого слова	1	1
561	с этой	3	1
562	он чувствует	1	1
563	в основном	6	1
564	и поступков	1	1
565	которые были	1	1
566	с большой	1	1
567	в книге	1	1
568	в предисловии	1	1
569	г а	3	1
570	это уже	2	1
571	совершенно ясна	1	1
572	от него	1	1
573	в духе	4	1
574	или нет	1	1
575	еще более	1	1
576	года в	7	1
577	но зато	3	1
578	следит за	1	1
579	прямо указывает	1	1
580	отношении к	1	1
581	бы с	1	1
582	за сорок	1	1
583	с ней	1	1
584	том где	1	1
585	не знает	1	1
586	сказать что	1	1
587	совершенно не	1	1
588	было показано	2	1
589	автора в	1	1
590	ли он	1	1
591	на это	1	1
592	человека к	1	1
593	и другие	1	1
594	того времени	1	1
595	молодой человек	1	1
596	как на	1	1
597	в таком	3	1
598	том числе	1	1
599	событий в	1	1
