N	2gram	Berdyaev_M_2	Problema
142	он считает	2	2
143	самом деле	1	2
144	мере в	1	2
145	то же	5	2
146	и за	2	2
147	мы не	1	2
148	еще до	1	2
149	я не	5	2
150	все эти	1	2
151	в чем	3	2
152	тем как	1	2
153	землю и	2	2
154	не то	1	2
155	значение и	1	2
156	не все	1	2
157	по отношению	2	2
158	отношение к	8	2
159	своего сына	1	2
160	на то	1	2
161	как в	7	2
162	и нет	3	2
163	когда он	1	2
164	духа в	2	2
165	раз в	1	2
166	если он	2	2
167	на его	2	2
168	не к	2	2
169	его на	4	2
170	что такой	1	2
171	его не	2	2
172	это не	5	2
173	в них	3	2
174	с такой	1	2
175	и тогда	3	2
176	преступления и	1	2
177	более всего	1	2
178	бы на	1	2
179	и без	1	2
180	во времена	1	2
181	в котором	1	2
182	себе а	1	2
183	любовь и	3	2
184	зла и	7	2
185	и более	1	2
186	я вас	1	2
187	в атмосфере	2	2
188	был уже	1	2
189	человека но	1	2
190	того чтобы	4	2
191	ничего не	2	2
192	он хочет	3	2
193	по своей	3	2
194	иной раз	1	2
195	тем что	3	2
196	уже и	1	2
197	не могут	1	2
198	к тому	5	2
199	верит в	2	2
200	как с	1	2
201	можно было	2	2
202	он был	9	2
203	по себе	2	2
204	духа который	2	2
205	любви к	7	2
206	в значительной	1	2
207	нет у	3	2
208	между тем	2	2
209	во втором	1	2
210	и только	1	2
211	вслед за	1	2
212	ли он	1	2
213	в какой	1	2
214	со всеми	1	2
215	есть в	3	2
216	уже в	2	2
217	и они	1	2
218	человеческого духа	5	2
219	людей не	1	2
220	и делает	1	2
221	до сих	3	2
222	ее в	2	2
223	что не	2	2
224	и люди	2	2
225	человеческой жизни	2	2
226	власти и	1	2
227	него не	1	2
228	в европе	1	2
229	на тот	1	2
230	да и	2	2
231	такого рода	2	2
232	с этой	1	2
233	сих пор	3	2
234	но для	2	2
235	один из	5	2
236	сам человек	1	2
237	мира и	1	2
238	человек и	2	2
239	за него	1	2
240	хотя бы	7	2
241	не будет	3	2
242	в свою	4	2
243	была бы	1	2
244	остается на	1	2
245	отношению к	2	2
246	жизни и	6	2
247	по поводу	1	2
248	к этому	1	2
249	все что	4	2
250	они не	4	2
251	я и	2	1
252	он стоит	1	1
253	отношения к	2	1
254	в обычном	2	1
255	только закон	1	1
256	всем и	1	1
257	глубоком смысле	1	1
258	должен быть	4	1
259	сам по	2	1
260	о любви	1	1
261	людей на	1	1
262	на самом	1	1
263	в стороне	1	1
264	это и	3	1
265	он хотел	1	1
266	и есть	8	1
267	из-за любви	1	1
268	к другому	3	1
269	человеческой души	1	1
270	не находит	1	1
271	все свое	1	1
272	значение но	1	1
273	от зла	2	1
274	он знает	1	1
275	что если	1	1
276	всего только	1	1
277	вопрос о	6	1
278	науки и	2	1
279	грудь и	2	1
280	на себя	1	1
281	и ее	1	1
282	хотел сказать	1	1
283	они были	3	1
284	из глубины	2	1
285	не знают	1	1
286	начала в	3	1
287	что существует	1	1
288	жизни это	4	1
289	не чуждо	1	1
290	не от	2	1
291	в xix	1	1
292	величия его	1	1
293	а еще	1	1
294	не был	2	1
295	с его	4	1
296	мысль что	4	1
297	то он	2	1
298	бы в	2	1
299	друг на	1	1
300	и всякий	1	1
301	человечество к	1	1
302	что было	3	1
303	если в	1	1
304	него с	1	1
305	у них	4	1
306	бог который	1	1
307	в свои	1	1
308	сама по	1	1
309	которые не	1	1
310	насилие и	1	1
311	необходимо и	1	1
312	не принимает	1	1
313	возвести его	1	1
314	человеческой личности	7	1
315	с этим	1	1
316	это был	1	1
317	могли бы	1	1
318	страданий и	3	1
319	атмосфере в	1	1
320	его к	1	1
321	духа и	3	1
322	слова он	1	1
323	на какой	2	1
324	то в	2	1
325	поэтому он	2	1
326	для которого	1	1
327	истины и	1	1
328	из жизни	1	1
329	бы и	5	1
330	как то	2	1
331	что это	6	1
332	формы в	1	1
333	в нашем	7	1
334	вопроса о	4	1
335	и те	2	1
336	право на	1	1
337	говорят о	1	1
338	но на	2	1
339	и если	2	1
340	что она	5	1
341	не вижу	1	1
342	любовь влечет	1	1
343	она становится	1	1
344	после этого	1	1
345	он должен	1	1
346	душу и	3	1
347	и вот	5	1
348	него есть	1	1
349	по образу	1	1
350	не могли	1	1
351	что ни	1	1
352	в образе	3	1
353	в нее	1	1
354	удивительно что	1	1
355	тут не	2	1
356	себя и	3	1
357	то чтобы	1	1
358	они должны	1	1
359	их и	1	1
360	входит в	1	1
361	ума и	4	1
362	по природе	1	1
363	который так	1	1
364	страдает от	1	1
365	которая была	1	1
366	наказание в	1	1
367	на друга	1	1
368	эту тему	1	1
369	чем в	2	1
370	и чувств	1	1
371	но я	1	1
372	самого последнего	2	1
373	огне и	1	1
374	с ума	4	1
375	что такое	1	1
376	как сама	1	1
377	и бессмертие	1	1
378	в такой	3	1
379	уже к	1	1
380	всему миру	1	1
381	эта тема	1	1
382	степени не	1	1
383	он принимает	1	1
384	нет ему	1	1
385	жизни с	1	1
386	своего рода	1	1
387	нельзя было	2	1
388	склоняется перед	1	1
389	земле и	1	1
390	все это	1	1
391	и тайны	1	1
392	их в	1	1
393	его до	2	1
394	в землю	1	1
395	и всемирной	1	1
396	нас к	1	1
397	тому что	4	1
398	и окончательное	1	1
399	к земному	1	1
400	можно ли	3	1
401	и хозяйства	1	1
402	не имеет	4	1
403	о чем	1	1
404	у кого	1	1
405	в xx	1	1
406	противоречии с	2	1
407	из людей	4	1
408	и слишком	1	1
409	ведь не	1	1
410	самом себе	1	1
411	чем не	2	1
412	для всего	1	1
413	он с	1	1
414	но любовь	1	1
415	правда в	2	1
416	с земли	1	1
417	и начал	1	1
418	у этого	1	1
419	и весь	1	1
420	к ней	2	1
421	во всем	5	1
422	ему и	1	1
423	и любовь	2	1
424	есть это	1	1
425	со своим	2	1
426	не принадлежит	1	1
427	бога и	5	1
428	до того	1	1
429	было не	2	1
430	стоит перед	1	1
431	человека что	2	1
432	а мы	1	1
433	не потому	1	1
434	мировая гармония	3	1
435	представляется нам	1	1
436	к себе	2	1
437	и терзает	1	1
438	и должно	3	1
439	и свободу	1	1
440	уже было	1	1
441	что наш	1	1
442	его с	2	1
443	той или	1	1
444	как человек	1	1
445	поводом к	1	1
446	без разбора	1	1
447	он никогда	1	1
448	она не	8	1
449	бы ни	1	1
450	духовной свободы	1	1
451	и это	5	1
452	и самое	2	1
453	но по	1	1
454	во вселенной	1	1
455	во мне	1	1
456	существа в	1	1
457	прогресса и	3	1
458	и этим	2	1
459	начало которое	1	1
460	свободу и	5	1
461	легенды о	1	1
462	на нее	1	1
463	те же	5	1
464	он проводит	2	1
465	в борьбе	1	1
466	мог бы	1	1
467	и каждый	1	1
468	о связи	1	1
469	чем у	4	1
470	когда в	1	1
471	революции а	1	1
472	в религии	1	1
473	но у	1	1
474	в последней	2	1
475	она порождает	2	1
476	образ этот	1	1
477	только потому	1	1
478	глубины своей	1	1
479	и здесь	6	1
480	но к	1	1
481	которое потом	1	1
482	плане в	1	1
483	два начала	2	1
484	которых они	1	1
485	добра и	5	1
486	цивилизации и	1	1
487	души из	1	1
488	не видел	2	1
489	хотел бы	1	1
490	это лишь	2	1
491	и можно	3	1
492	тот момент	1	1
493	перед тем	1	1
494	которых он	1	1
495	пришли к	1	1
496	зло в	3	1
497	человека как	1	1
498	и об	1	1
499	то все	2	1
500	эта двойственность	1	1
501	приковывается к	1	1
502	которое было	2	1
503	но с	2	1
504	к свету	2	1
505	речи о	1	1
506	природы у	1	1
507	мы увидим	2	1
508	в народе	6	1
509	сознание в	1	1
510	же должен	1	1
511	к свободе	1	1
512	об их	1	1
513	а после	1	1
514	нет не	1	1
515	за всех	1	1
516	же и	2	1
517	гармонии и	5	1
518	и хотел	1	1
519	стоит на	2	1
520	земли а	1	1
521	в последний	1	1
522	него и	2	1
523	человека когда	1	1
524	и других	2	1
525	на эту	1	1
526	в я	1	1
527	него нет	5	1
528	был бы	1	1
529	себе в	2	1
530	в новом	1	1
531	стоит и	1	1
532	никто не	1	1
533	к более	1	1
534	человека не	4	1
535	не для	3	1
536	от тех	1	1
537	не о	2	1
538	бытия и	1	1
539	этом отношении	1	1
540	от того	3	1
541	средних веков	1	1
542	момент в	3	1
543	были бы	2	1
544	нет и	1	1
545	в финале	1	1
546	доходит до	6	1
547	не были	1	1
548	никогда и	1	1
549	или иной	2	1
550	как у	2	1
551	что человек	2	1
552	о как	1	1
553	к которым	1	1
554	не знали	1	1
555	на которые	1	1
556	в природе	1	1
557	на людей	2	1
558	всякого человека	2	1
559	души и	2	1
560	окружающей его	1	1
561	мужчины и	4	1
562	больше и	1	1
563	другому и	1	1
564	превращается в	2	1
565	не было	11	1
566	до конца	4	1
567	нем и	1	1
568	человеческого но	1	1
569	старого мира	1	1
570	звучат слова	1	1
571	человек в	3	1
572	но никогда	1	1
573	сердце в	1	1
574	и она	3	1
575	бог есть	2	1
576	и потому	7	1
577	у человека	1	1
578	даже до	1	1
579	женщиной и	1	1
580	не сразу	1	1
581	в человеке	2	1
582	к своему	2	1
583	они кончаются	1	1
584	xix века	1	1
585	с личным	1	1
586	для человека	3	1
587	из этой	2	1
588	с бессмертием	2	1
589	бесконечные дали	1	1
590	стремления к	1	1
591	бессмертную душу	1	1
592	мировой гармонии	10	1
593	всякий человек	2	1
594	но это	8	1
595	в который	2	1
596	что выше	1	1
597	открытия которые	1	1
598	ничего кроме	2	1
599	которые были	1	1
600	в более	2	1
601	любовь к	8	1
602	от человека	1	1
603	перед собой	1	1
604	великих и	1	1
605	имеет очень	1	1
606	человеческой совести	1	1
607	и от	3	1
608	жизнь то	1	1
609	и человек	3	1
610	а все	1	1
611	в силах	1	1
612	из себя	1	1
613	мы должны	1	1
614	движения не	1	1
615	только что	1	1
616	ученый или	1	1
617	есть уже	4	1
618	и борьбе	1	1
619	личности и	2	1
620	от всякого	1	1
621	человеческого общества	2	1
622	к самым	2	1
623	а о	1	1
624	это все	2	1
625	с ней	1	1
626	от своего	1	1
627	да не	1	1
628	в эволюции	1	1
629	своей миссии	1	1
630	и судьба	1	1
631	но когда	2	1
632	человек во	1	1
633	человеческой природы	7	1
634	которого нет	1	1
635	в своих	3	1
636	и этого	1	1
637	это в	1	1
638	им и	1	1
639	которая не	1	1
640	своем я	1	1
