N	2gram	Vinokur_Ku_1	Narrotol
264	что мы	1	2
265	если не	3	2
266	вместе с	7	2
267	к его	1	2
268	по своим	2	2
269	по своему	1	2
270	да и	1	2
271	слов в	2	2
272	о его	1	2
273	о событии	1	2
274	в связи	3	2
275	и от	1	2
276	не подлежит	1	2
277	в году	1	2
278	которая в	1	2
279	хотя бы	10	2
280	только что	1	2
281	к ее	1	2
282	жизни в	1	2
283	между ними	2	2
284	сказать что	1	2
285	в свою	3	2
286	все что	1	2
287	в таком	3	2
288	во всяком	5	2
289	в роли	1	2
290	какой есть	1	1
291	и пребывает	1	1
292	человеческой речи	1	1
293	если б	2	1
294	от основной	1	1
295	говоря о	1	1
296	и т	33	1
297	одним из	2	1
298	же как	1	1
299	в следующем	1	1
300	не имел	1	1
301	а из	1	1
302	связи между	1	1
303	на самом	2	1
304	только потому	6	1
305	в стороне	2	1
306	это и	4	1
307	и есть	2	1
308	семантическая опустошенность	1	1
309	имена с	1	1
310	речь здесь	1	1
311	например в	5	1
312	полагает что	1	1
313	жизни по	1	1
314	не приходится	1	1
315	то и	2	1
316	что иное	1	1
317	и другая	1	1
318	из того	1	1
319	но даже	1	1
320	в некотором	1	1
321	мы и	1	1
322	этого термина	2	1
323	в монастырь	1	1
324	слово не	1	1
325	и сами	2	1
326	иное как	2	1
327	быть в	2	1
328	английский язык	1	1
329	в различных	1	1
330	сознания а	1	1
331	тем как	1	1
332	а только	8	1
333	языка например	1	1
334	не то	1	1
335	тех же	1	1
336	значение и	2	1
337	не все	2	1
338	отношение к	1	1
339	не скучно	1	1
340	новых для	1	1
341	что именно	1	1
342	с этим	4	1
343	что ее	1	1
344	исторической жизни	2	1
345	еще и	5	1
346	когда он	3	1
347	целый ряд	5	1
348	в действительности	1	1
349	следующим образом	1	1
350	что слово	3	1
351	гораздо раньше	1	1
352	на событие	2	1
353	со своей	1	1
354	шире и	1	1
355	действия и	2	1
356	в которой	6	1
357	что это	5	1
358	ни один	1	1
359	же слово	1	1
360	бы не	1	1
361	во многих	2	1
362	этом что	1	1
363	к своей	1	1
364	отношение между	1	1
365	и рассказа	1	1
366	что даже	1	1
367	в общий	1	1
368	не годится	1	1
369	но ведь	2	1
370	как он	1	1
371	но на	1	1
372	что она	3	1
373	главным образом	1	1
374	рассказать о	1	1
375	после книги	1	1
376	т д	14	1
377	как с	2	1
378	однако он	1	1
379	в силу	10	1
380	нам только	1	1
381	имеет смысл	1	1
382	фразы например	1	1
383	и по	1	1
384	так например	2	1
385	именно это	1	1
386	таким образом	12	1
387	но все	2	1
388	то ни	1	1
389	значение в	1	1
390	том случае	1	1
391	той же	3	1
392	особенности в	1	1
393	них не	1	1
394	его в	1	1
395	своей точки	1	1
396	деле в	1	1
397	он есть	3	1
398	лишь на	1	1
399	и прочих	2	1
400	из истории	1	1
401	все слова	1	1
402	лет в	1	1
403	но уже	5	1
404	не люблю	1	1
405	он является	1	1
406	далеко не	1	1
407	в ее	1	1
408	с тем	5	1
409	со смыслом	1	1
410	мы видели	1	1
411	обозначить как	1	1
412	и было	2	1
413	нисколько не	3	1
414	или менее	3	1
415	в котором	3	1
416	с точки	9	1
417	в их	3	1
418	что вся	1	1
419	оказывается что	1	1
420	в которых	6	1
421	что еще	1	1
422	что я	2	1
423	вовсе еще	1	1
424	должны были	1	1
425	втором случае	2	1
426	точку зрения	1	1
427	но во	1	1
428	что было	2	1
429	по крайней	5	1
430	которые к	1	1
431	что этот	1	1
432	любовь к	2	1
433	даже в	3	1
434	случае мы	1	1
435	тому что	3	1
436	вернемся к	1	1
437	раз и	1	1
438	любви и	1	1
439	можно ли	2	1
440	так как	9	1
441	не раз	2	1
442	сущности говоря	1	1
443	важно что	1	1
444	освободиться от	1	1
445	того как	4	1
446	которые не	1	1
447	не говоря	2	1
448	своего существования	1	1
449	как следует	1	1
450	это еще	1	1
451	и уже	1	1
452	слова как	3	1
453	вследствие того	1	1
454	ср в	2	1
455	как не	1	1
456	русских ведомостей	1	1
457	и делает	1	1
458	самих этих	1	1
459	образом не	1	1
460	однако это	1	1
461	и со	1	1
462	могут быть	1	1
463	сомневаться в	1	1
464	мере того	3	1
465	указывает на	1	1
466	ли в	2	1
467	должен быть	4	1
468	значение это	1	1
469	по определению	1	1
470	от друга	1	1
471	в виду	5	1
472	средств в	1	1
473	говорит и	1	1
474	в организации	1	1
475	представляется возможным	1	1
476	ее полные	1	1
477	только то	1	1
478	в более	2	1
479	имя с	3	1
480	различие между	1	1
481	и когда	1	1
482	и сам	1	1
483	по аналогии	1	1
484	не ограничивается	1	1
485	не с	3	1
486	ясно что	3	1
487	так называемую	1	1
488	мог бы	1	1
489	речь как	1	1
490	во второй	1	1
491	том как	3	1
492	но у	1	1
493	связанных между	1	1
494	поэтому в	1	1
495	с этого	1	1
496	из одного	3	1
497	как формы	1	1
498	и здесь	3	1
499	утверждает что	1	1
500	для нас	2	1
501	в греческой	2	1
502	не умеет	1	1
503	во всех	1	1
504	а потому	5	1
505	нуждается в	3	1
506	что и	4	1
507	крайней мере	5	1
508	также в	1	1
509	рассказа что	1	1
510	все время	1	1
511	не тот	1	1
512	как результат	1	1
513	в него	1	1
514	и мы	2	1
515	система языка	1	1
516	но тут	1	1
517	которой и	1	1
518	сразу же	1	1
519	в двух	1	1
520	тот же	2	1
521	речь о	1	1
522	мы увидим	3	1
523	простой и	1	1
524	слова должны	1	1
525	с одной	1	1
526	и мысли	2	1
527	с которыми	1	1
528	к одному	1	1
529	того же	4	1
530	ряде случаев	2	1
531	и у	1	1
532	уже в	3	1
533	вопроса о	1	1
534	ни одного	2	1
535	русского языка	9	1
536	языка как	5	1
537	действующего лица	1	1
538	свидетельствует о	2	1
539	не из	1	1
540	в данной	1	1
541	в теоретической	1	1
542	и понимание	1	1
543	этот раз	1	1
544	их как	1	1
545	на своего	1	1
546	этом в	1	1
547	а то	2	1
548	или даже	1	1
549	которая составляет	1	1
550	случайное и	1	1
551	средствам и	1	1
552	не случайно	6	1
553	само по	1	1
554	в ряде	2	1
555	с легкой	1	1
556	тем что	8	1
557	не просто	5	1
558	на том	3	1
559	ведь каждый	1	1
560	случае с	1	1
561	смысл данного	1	1
562	и строго	1	1
563	друг от	1	1
564	момент в	1	1
565	народов и	1	1
566	он понял	1	1
567	даже не	1	1
568	в обращении	1	1
569	а именно	2	1
570	значения в	2	1
571	для этого	3	1
572	автором в	1	1
573	случаев в	1	1
574	а с	3	1
575	как семантической	2	1
576	течением времени	1	1
577	отдельного слова	1	1
578	нового времени	1	1
579	что для	1	1
580	говорит о	1	1
581	связано с	3	1
582	одной стороны	1	1
583	на этот	2	1
584	а главное	1	1
585	не на	4	1
586	уже до	1	1
587	его как	1	1
588	но никогда	1	1
589	что обычно	1	1
590	когда она	1	1
591	там где	4	1
592	как именно	2	1
593	с помощью	7	1
594	проникновения в	1	1
595	именно поэтому	2	1
596	так же	4	1
597	субъекта и	1	1
598	и потому	4	1
599	в рамках	4	1
600	всего тем	1	1
601	в строгом	1	1
602	в историю	1	1
603	со словом	3	1
604	редко и	1	1
605	этих случаях	2	1
606	что за	1	1
607	она есть	1	1
608	наряду с	1	1
609	конечном итоге	1	1
610	в ответ	1	1
611	в тех	4	1
612	и смысла	1	1
613	легкой руки	1	1
614	как средство	1	1
615	чтобы рассказать	1	1
616	возвратимся к	1	1
617	в контексте	2	1
618	слова и	4	1
619	это дух	2	1
620	своей жизни	1	1
621	но это	1	1
622	все это	6	1
623	порядка и	1	1
624	на следующем	1	1
625	стороне от	1	1
626	пока еще	1	1
627	и где	1	1
628	отношениях к	1	1
629	одного и	2	1
630	он видел	1	1
631	случаях когда	2	1
632	указать на	4	1
633	чтобы создать	2	1
634	собственно и	1	1
635	имеют для	1	1
636	о котором	2	1
637	она уже	1	1
638	собственно говоря	1	1
639	но еще	3	1
640	интерес к	1	1
641	еще более	1	1
642	тем более	2	1
643	ситуации к	1	1
644	будто бы	1	1
645	отношении к	1	1
646	похожи на	1	1
647	которую всякий	1	1
648	поскольку не	1	1
649	это все	1	1
650	слова с	1	1
651	не знает	1	1
652	на более	2	1
653	была бы	3	1
654	речи и	5	1
655	совершенно не	1	1
656	это на	1	1
657	только о	1	1
658	в свое	2	1
659	более или	3	1
660	художественной литературе	1	1
661	в искусстве	1	1
662	случае если	1	1
663	к этому	1	1
664	точно так	1	1
665	это время	1	1
666	они не	3	1
