N	2gram	Bakhtin_Fr_1	NovoeSre
331	посвящения в	1	1
332	он и	3	1
333	особенно для	1	1
334	во франции	3	1
335	и еще	4	1
336	эту эпоху	1	1
337	в эту	1	1
338	в этих	2	1
339	во время	4	1
340	и продолжал	1	1
341	уже давно	1	1
342	имея в	1	1
343	и старое	1	1
344	особого типа	1	1
345	и особенно	2	1
346	всех странах	1	1
347	на это	1	1
348	начиная со	1	1
349	к себе	2	1
350	только для	1	1
351	рода и	1	1
352	мы в	1	1
353	не столько	1	1
354	пр в	1	1
355	и мир	1	1
356	у нас	1	1
357	жизни с	1	1
358	с миром	3	1
359	дня новой	1	1
360	в другие	1	1
361	времени не	1	1
362	но он	1	1
363	быть только	2	1
364	в мир	2	1
365	и более	1	1
366	есть еще	1	1
367	их в	2	1
368	в состоянии	3	1
369	во времени	1	1
370	тогда был	1	1
371	по себе	1	1
372	в это	2	1
373	в той	5	1
374	и вся	1	1
375	и очень	2	1
376	он создает	1	1
377	глубину в	1	1
378	сих пор	4	1
379	так как	6	1
380	что совершается	1	1
381	мира не	1	1
382	соборов и	1	1
383	не осталось	1	1
384	жизни народа	1	1
385	мире а	1	1
386	глубине своей	1	1
387	дамы и	1	1
388	в сущности	16	1
389	в более	3	1
390	это уже	4	1
391	времени его	1	1
392	до сих	4	1
393	новой эпохи	1	1
394	совершается в	1	1
395	новому времени	1	1
396	в вечной	1	1
397	и никакой	1	1
398	нам предстоит	1	1
399	жизни этих	1	1
400	судьба и	1	1
401	особого рода	1	1
402	возникают не	1	1
403	они являются	2	1
404	явление в	1	1
405	нового дня	1	1
406	своей природе	1	1
407	и его	10	1
408	и роста	1	1
409	они возникают	1	1
410	народной стихии	1	1
411	средневековья а	1	1
412	все более	1	1
413	были еще	1	1
414	или к	2	1
415	в области	7	1
416	нет ничего	3	1
417	ему не	1	1
418	иного мира	1	1
419	всего мира	2	1
420	воспринимаются как	1	1
421	от всех	3	1
422	есть только	2	1
423	сторона жизни	1	1
424	средневековые люди	1	1
425	есть и	1	1
426	и всех	1	1
427	ли он	1	1
428	в которой	1	1
429	числе и	7	1
430	силы а	1	1
431	огромное значение	1	1
432	жизни мы	1	1
433	было быть	1	1
434	во всяком	1	1
435	того времени	1	1
436	в переходе	1	1
437	оно не	1	1
438	как на	1	1
439	все что	1	1
440	том числе	10	1
441	господствовали в	1	1
