N	2gram	Vinokur_St_2	TeoriaLi
108	и потому	2	3
109	по своему	2	3
110	к которому	1	3
111	таким образом	10	3
112	или в	1	3
113	в основе	1	3
114	ни к	1	3
115	отношении к	3	3
116	была бы	5	2
117	того же	2	2
118	и это	2	2
119	это и	1	2
120	на себя	3	2
121	я не	7	2
122	в сочетании	2	2
123	в чем	1	2
124	могло быть	3	2
125	но как	1	2
126	у него	1	2
127	за пределы	1	2
128	что они	2	2
129	как говорит	2	2
130	и как	2	2
131	говорит что	1	2
132	в которой	11	2
133	так или	1	2
134	к одному	1	2
135	до прихода	1	2
136	в году	3	2
137	одно и	1	2
138	не следует	1	2
139	тем в	2	2
140	об этом	6	2
141	о в	1	2
142	русской поэзии	1	2
143	и тем	1	2
144	вовсе не	6	2
145	и некоторые	1	2
146	сочетании с	2	2
147	с точки	2	2
148	по себе	3	2
149	даже в	2	2
150	дело не	2	2
151	не могло	3	2
152	только не	2	2
153	однако если	1	2
154	этих двух	1	2
155	пушкина что	1	2
156	как будто	1	2
157	и для	1	2
158	вокруг него	1	2
159	для такого	1	2
160	и о	4	2
161	здесь не	1	2
162	роль в	1	2
163	не с	1	2
164	к его	1	2
165	если бы	2	2
166	в виду	7	2
167	и здесь	3	2
168	о том	17	2
169	это было	2	2
170	или иначе	1	2
171	во втором	1	2
172	говорит в	1	2
173	текст в	1	2
174	к числу	1	2
175	в прозе	1	2
176	в конце	2	2
177	и даже	3	2
178	со стороны	2	2
179	в области	2	2
180	следует подчеркнуть	1	2
181	себя и	1	2
182	жизни то	1	2
183	а на	1	2
184	не на	2	2
185	одну из	1	2
186	о чем	5	2
187	о себе	1	2
188	вместе с	7	2
189	так же	3	2
190	в той	5	2
191	внешнего мира	1	2
192	к тому	10	2
193	жизни в	1	2
194	одной из	3	2
195	в романе	4	2
196	что он	13	2
197	а между	1	1
198	берет под	1	1
199	только к	2	1
200	те же	1	1
201	также и	2	1
202	с жизнью	1	1
203	идет о	3	1
204	тем же	2	1
205	к другому	1	1
206	отношения между	1	1
207	и до	1	1
208	из его	2	1
209	превращающим по	1	1
210	др в	1	1
211	едва ли	1	1
212	действительности и	1	1
213	одним из	6	1
214	со всех	1	1
215	той же	1	1
216	же как	3	1
217	на первом	2	1
218	вопрос о	6	1
219	своем отношении	1	1
220	в литературном	1	1
221	не вполне	1	1
222	с политической	2	1
223	которое в	1	1
224	пребывания в	2	1
225	говорил о	1	1
226	думаю что	1	1
227	поэтического слова	1	1
228	и на	6	1
229	на них	1	1
230	столь же	1	1
231	бы то	2	1
232	это имеет	1	1
233	суда над	1	1
234	истинный смысл	1	1
235	совсем не	1	1
236	особенно если	1	1
237	нет не	1	1
238	в комедии	1	1
239	в лирических	1	1
240	значение для	1	1
241	реального исторического	1	1
242	на то	2	1
243	в истории	2	1
244	всего к	1	1
245	мере в	2	1
246	более чем	1	1
247	независимо от	1	1
248	всех литературных	1	1
249	что касается	1	1
250	целый ряд	1	1
251	силе и	1	1
252	отвечая на	1	1
253	в условиях	1	1
254	что это	3	1
255	из этих	1	1
256	и принципиальной	1	1
257	большей части	1	1
258	в известном	3	1
259	раз в	2	1
260	с их	1	1
261	на произведение	2	1
262	данном контексте	1	1
263	говорят о	1	1
264	вследствие этого	1	1
265	на его	2	1
266	что она	1	1
267	в статье	2	1
268	том в	1	1
269	но именно	1	1
270	одному из	1	1
271	первой части	2	1
272	в понимании	1	1
273	свою собственную	1	1
274	отношений между	3	1
275	по существу	2	1
276	в первом	1	1
277	том числе	1	1
278	он уже	1	1
279	по его	3	1
280	то ни	2	1
281	не будет	1	1
282	что все	1	1
283	том-то и	1	1
284	различие между	1	1
285	речь в	1	1
286	которыми он	1	1
287	а по	1	1
288	времени и	4	1
289	для своей	2	1
290	первую очередь	1	1
291	было бы	5	1
292	в бою	1	1
293	должен был	4	1
294	основания для	1	1
295	в них	2	1
296	нет в	1	1
297	с тем	7	1
298	он и	1	1
299	лирической поэзии	2	1
300	которой обладают	1	1
301	но я	1	1
302	в еще	1	1
303	себя внимание	2	1
304	с ума	1	1
305	но если	1	1
306	от своего	1	1
307	и без	1	1
308	это делает	1	1
309	в котором	7	1
310	на свою	1	1
311	не как	1	1
312	оно стало	1	1
313	от его	2	1
314	той мере	2	1
315	сам же	1	1
316	непременным условием	1	1
317	и более	2	1
318	и вся	2	1
319	у нее	1	1
320	несовместимое с	1	1
321	в таких	1	1
322	не имеет	2	1
323	принадлежат к	1	1
324	дело в	4	1
325	одна из	1	1
326	которого он	1	1
327	героев и	1	1
328	нельзя не	3	1
329	с острым	1	1
330	не своей	2	1
331	вследствие того	1	1
332	от него	1	1
333	с отвращением	1	1
334	и теперь	2	1
335	связи с	4	1
336	разрешения проблемы	1	1
337	из того	1	1
338	не по	2	1
339	обращает на	3	1
340	не является	3	1
341	в каком	2	1
342	ему не	2	1
343	у нас	3	1
344	в момент	1	1
345	своему образцу	1	1
346	не могут	1	1
347	цветы на	1	1
348	сравнении с	2	1
349	его за	1	1
350	заметил что	1	1
351	что хотят	1	1
352	значительной степени	2	1
353	всего что	1	1
354	служить и	1	1
355	в поле	1	1
356	как следствие	2	1
357	слова с	1	1
358	в каждом	1	1
359	оно не	3	1
360	на это	2	1
361	она не	1	1
362	говорит о	2	1
363	в каждой	1	1
364	как мы	1	1
365	у себя	1	1
366	значения и	1	1
367	а затем	2	1
368	того чтобы	6	1
369	меня в	2	1
370	из москвы	2	1
371	действующие лица	3	1
372	это еще	2	1
373	имеет значение	1	1
374	общения между	1	1
375	только при	1	1
376	к какой	1	1
377	мысль о	1	1
378	реальной действительности	1	1
379	то время	1	1
380	значение в	1	1
381	и совершенно	1	1
382	с собой	1	1
383	переход к	1	1
384	можно было	1	1
385	на нее	3	1
386	особенно в	2	1
387	с самим	1	1
388	разного рода	1	1
389	жанра в	1	1
390	к языку	1	1
391	различных художественных	1	1
392	именно потому	1	1
393	искусства и	2	1
394	литературным произведением	1	1
395	на вопрос	3	1
396	настоящее время	1	1
397	никак не	2	1
398	одного из	1	1
399	под маской	1	1
400	после того	4	1
401	и который	2	1
402	пребыванию в	1	1
403	в сущности	1	1
404	в значительной	2	1
405	последних двух	1	1
406	в которую	2	1
407	эти два	1	1
408	нуждается в	1	1
409	чем и	1	1
410	наконец в	3	1
411	иначе в	1	1
412	поэтического текста	1	1
413	в том-то	1	1
414	статье о	1	1
415	для установления	1	1
416	не совпадает	1	1
417	один из	1	1
418	но с	4	1
419	в двух	1	1
420	тот же	1	1
421	в какой	2	1
422	вполне самостоятельную	1	1
423	русского языка	3	1
424	образа в	1	1
425	или же	1	1
426	их не	1	1
427	который в	1	1
428	и жизни	1	1
429	а после	1	1
430	с которыми	1	1
431	по большей	1	1
432	так что	3	1
433	с нею	3	1
434	только на	1	1
435	всем его	1	1
436	в значении	4	1
437	в поэзии	1	1
438	не дает	2	1
439	совпадения с	1	1
440	из них	3	1
441	одно из	1	1
442	и их	1	1
443	ведь это	1	1
444	в одном	6	1
445	которые одновременно	1	1
446	относится не	1	1
447	так как	2	1
448	тому же	3	1
449	может служить	1	1
450	случае не	2	1
451	в первую	1	1
452	для того	7	1
453	о каком	1	1
454	представляют собой	1	1
455	но одно	1	1
456	как у	3	1
457	отказаться от	1	1
458	по своим	1	1
459	с той	2	1
460	на чем	1	1
461	еще и	3	1
462	такое же	2	1
463	однако что	1	1
464	что для	1	1
465	с речью	1	1
466	и пр	8	1
467	не было	3	1
468	его исторического	1	1
469	из наиболее	1	1
470	бессознательно на	1	1
471	с которым	1	1
472	жизнь в	1	1
473	и я	2	1
474	и исторической	1	1
475	в ряду	1	1
476	за свою	3	1
477	что из	1	1
478	и слово	1	1
479	его как	2	1
480	и ему	1	1
481	если не	2	1
482	в связи	1	1
483	имея в	1	1
484	в одной	2	1
485	к своему	2	1
486	социального поведения	1	1
487	одновременно и	1	1
488	да и	1	1
489	для понимания	1	1
490	в это	2	1
491	ценность и	1	1
492	в контексте	1	1
493	с этой	2	1
494	этом случае	1	1
495	каждого из	1	1
496	известном смысле	1	1
497	все это	11	1
498	этом и	1	1
499	языку в	1	1
500	я от	1	1
501	вы говорите	1	1
502	о мире	2	1
503	при всем	1	1
504	писал в	1	1
505	на всех	1	1
506	и от	1	1
507	в результате	2	1
508	все они	1	1
509	в настоящее	1	1
510	места в	1	1
511	бы в	1	1
512	реальности но	1	1
513	пушкиным в	14	1
514	за него	2	1
515	время ее	1	1
516	с другими	1	1
517	за его	1	1
518	ни было	2	1
519	же в	1	1
520	можно признать	1	1
521	в стихах	1	1
522	к самому	1	1
523	совершенно не	2	1
524	поэт не	2	1
525	я это	1	1
526	из этого	1	1
527	только о	2	1
528	что такое	2	1
529	если она	1	1
530	жизни и	1	1
531	ее в	2	1
532	и другие	2	1
533	в своих	1	1
534	в лесу	1	1
535	по поводу	8	1
536	можно назвать	1	1
537	может сомневаться	1	1
538	в таком	1	1
539	точно так	1	1
540	все что	1	1
