N	2gram	Tiupa_Hudo_1	Istorich
264	при этом	13	1
265	всеми людьми	1	1
266	он ни	1	1
267	ключ к	1	1
268	которым человек	1	1
269	состоит в	16	1
270	в силу	1	1
271	уже говорилось	1	1
272	свидетельствует о	1	1
273	ему говорит	1	1
274	наших глазах	2	1
275	ему на	1	1
276	подобно тому	1	1
277	эта деталь	1	1
278	было бы	1	1
279	на почве	3	1
280	чаще всего	1	1
281	в жизни	2	1
282	соответствии с	1	1
283	как видно	1	1
284	этим и	1	1
285	то с	1	1
286	же я	1	1
287	вещи в	1	1
288	места в	1	1
289	в ходе	5	1
290	художественного творчества	4	1
291	право на	2	1
292	он должен	3	1
293	с точки	3	1
294	в их	5	1
295	еще нет	1	1
296	в своем	2	1
297	этого текста	2	1
298	на свою	1	1
299	и некоторыми	1	1
300	в отличие	7	1
301	от его	1	1
302	в одном	2	1
303	и более	2	1
304	в конце	1	1
305	случае мы	1	1
306	с которой	1	1
307	тем самым	4	1
308	виду что	1	1
309	она могла	1	1
310	дело не	2	1
311	например не	1	1
312	не имеет	1	1
313	на котором	1	1
314	не по	1	1
315	к изучению	1	1
316	материала в	2	1
317	он еще	1	1
318	иметь в	1	1
319	не могло	2	1
320	же время	5	1
321	этих двух	2	1
322	или его	1	1
323	же этот	1	1
324	мире и	2	1
325	в каком	2	1
326	однако это	1	1
327	мира а	1	1
328	языка в	4	1
329	в момент	2	1
330	его за	1	1
331	вокруг него	1	1
332	числе и	1	1
333	отношение невозможно	1	1
334	к тому	4	1
335	оно не	1	1
336	на это	1	1
337	на помощь	1	1
338	и о	3	1
339	в виду	5	1
340	свою очередь	2	1
341	здесь не	2	1
342	смерти в	1	1
343	или для	1	1
344	то время	1	1
345	приводит к	5	1
346	что может	2	1
347	переход к	1	1
348	мог бы	3	1
349	чем выше	1	1
350	меньше и	1	1
351	для иллюстрации	1	1
352	можно только	1	1
353	для этого	1	1
354	это может	1	1
355	мы рассмотрим	1	1
356	с человеком	1	1
357	сводится к	7	1
358	и соответственно	2	1
359	животного в	1	1
360	в состав	6	1
361	за пределами	3	1
362	а также	5	1
363	восходит к	1	1
364	на основе	2	1
365	если с	1	1
366	состоит не	1	1
367	они создают	1	1
368	основе которых	1	1
369	во втором	4	1
370	эти два	1	1
371	во всей	3	1
372	выступает как	1	1
373	с матерью	1	1
374	вслед за	1	1
375	наконец в	1	1
376	также в	1	1
377	у одного	2	1
378	не тот	1	1
379	в русском	1	1
380	как правило	2	1
381	в литературе	1	1
382	выйти наружу	1	1
383	но с	1	1
384	для таких	1	1
385	тот же	1	1
386	одной из	2	1
387	природой и	1	1
388	вступить в	1	1
389	еще и	1	1
390	он уже	1	1
391	самые разнообразные	1	1
392	они могут	1	1
393	и ее	3	1
394	тот что	1	1
395	же и	1	1
396	это тоже	2	1
397	времени когда	1	1
398	что не	1	1
399	не дает	1	1
400	или даже	3	1
401	к каким	1	1
402	когда для	1	1
403	одно из	2	1
404	для него	4	1
405	себе в	1	1
406	ведь это	1	1
407	слова в	2	1
408	в котором	1	1
409	перед собой	1	1
410	с этими	1	1
411	ее не	1	1
412	в систему	1	1
413	нет в	1	1
414	могут встречаться	1	1
415	и даже	1	1
416	или иной	7	1
417	но одно	1	1
418	есть не	1	1
419	не обязательно	2	1
420	том чем	1	1
421	а с	2	1
422	героя о	1	1
423	мира это	1	1
424	что для	1	1
425	можно назвать	1	1
426	в соответствии	1	1
427	не было	1	1
428	не знает	3	1
429	из наиболее	1	1
430	от мира	1	1
431	приобщение к	1	1
432	стороны в	1	1
433	нет никаких	1	1
434	нее как	1	1
435	как это	5	1
436	одну из	1	1
437	к своему	1	1
438	быть это	1	1
439	по своему	2	1
440	для установления	1	1
441	с некоторыми	1	1
442	такого рода	10	1
443	тому как	1	1
444	есть как	2	1
445	как будто	1	1
446	быть не	1	1
447	только о	2	1
448	и некоторые	2	1
449	только для	1	1
450	происходит в	1	1
451	и от	1	1
452	ведущего и	1	1
453	мира и	2	1
454	обе эти	1	1
455	особого рода	5	1
456	от него	1	1
457	в основе	4	1
458	не говорит	1	1
459	из своего	1	1
460	бы в	1	1
461	все они	1	1
462	я думаю	2	1
463	но если	1	1
464	две стороны	1	1
465	все люди	1	1
466	из этого	2	1
467	в самом	5	1
468	что такое	1	1
469	видим в	2	1
470	в искусстве	7	1
471	и другие	2	1
472	в своих	1	1
473	в таком	1	1
474	точно так	1	1
475	все что	1	1
476	этой точки	1	1
477	том числе	2	1
