N	2gram	Bakhtin_sl_1	Myslijsy
494	единственный язык	2	1
495	слова как	6	1
496	находятся в	1	1
497	поэтическое произведение	1	1
498	с одним	1	1
499	показывает как	1	1
500	чем например	1	1
501	оно оставаясь	1	1
502	слова которая	2	1
503	по своей	1	1
504	которая не	3	1
505	которому мы	1	1
506	далеких от	1	1
507	есть к	1	1
508	известной степени	4	1
509	к отдельным	1	1
510	заключает его	1	1
511	всеми этими	1	1
512	языке и	2	1
513	и сам	3	1
514	говорящего и	2	1
515	его за	1	1
516	отличается от	1	1
517	к тому	3	1
518	какие только	1	1
519	мысли на	1	1
520	он видит	1	1
521	он никогда	1	1
522	на это	1	1
523	и своя	1	1
524	должен быть	1	1
525	и самое	2	1
526	как мы	8	1
527	словом так	1	1
528	здесь не	2	1
529	находя в	1	1
530	без всякого	1	1
531	то куда	1	1
532	не могло	3	1
533	нет никакой	1	1
534	степени и	1	1
535	понимание и	1	1
536	здесь как	1	1
537	и которые	1	1
538	на которую	1	1
539	этим в	1	1
540	приближаются к	1	1
541	наше внимание	1	1
542	всей вероятности	3	1
543	был не	1	1
544	все его	4	1
545	связанное с	1	1
546	со всех	1	1
547	и качеств	1	1
548	слова из	1	1
549	так оно	1	1
550	и силу	1	1
551	непосредственное выражение	1	1
552	в зародыше	1	1
553	язык и	10	1
554	на предметы	1	1
555	др и	2	1
556	его жизни	1	1
557	одного из	2	1
558	от своего	1	1
559	языка язык	2	1
560	по их	1	1
561	заключается в	1	1
562	слово может	1	1
563	слов от	1	1
564	этих слов	1	1
565	переходит в	3	1
566	и остаются	1	1
567	во втором	1	1
568	на одном	1	1
569	языке от	1	1
570	слов и	2	1
571	может иметь	1	1
572	группы все	1	1
573	как явление	1	1
574	большей или	4	1
575	к нему	5	1
576	но с	1	1
577	оно и	4	1
578	дело с	1	1
579	явления в	1	1
580	в стороне	1	1
581	бы его	2	1
582	между этими	2	1
583	на ответ	3	1
584	именно на	1	1
585	со всеми	1	1
586	же и	2	1
587	конечно не	3	1
588	в большинстве	10	1
589	языка как	4	1
590	как более	2	1
591	этом как	1	1
592	большинстве случаев	6	1
593	и понимание	1	1
594	для осуществления	1	1
595	один ряд	1	1
596	в известной	2	1
597	но повторяем	1	1
598	содержание и	1	1
599	с этими	2	1
600	может находиться	1	1
601	к ним	1	1
602	и язык	1	1
603	только с	1	1
604	каждый из	1	1
605	это общее	1	1
606	друга и	1	1
607	в особенности	8	1
608	в другой	2	1
609	не были	3	1
610	а на	2	1
611	без понимания	1	1
612	именно в	3	1
613	по своим	6	1
614	и прежде	1	1
615	или меньшей	4	1
616	на которые	2	1
617	время было	1	1
618	по всей	3	1
619	и др	14	1
620	предмет и	1	1
621	предмет на	1	1
622	которое по	1	1
623	самое слово	1	1
624	и непосредственно	5	1
625	его как	2	1
626	как ни	1	1
627	и слово	2	1
628	д можно	1	1
629	та часть	1	1
630	очень часто	1	1
631	порядок и	1	1
632	язык для	1	1
633	все то	1	1
634	иное слово	1	1
635	эти слова	2	1
636	относятся к	1	1
637	к своему	6	1
638	же языке	1	1
639	в течение	1	1
640	в той	10	1
641	это его	1	1
642	что как	1	1
643	слова находит	1	1
644	более сложных	1	1
645	и оценка	1	1
646	с этой	3	1
647	этом случае	2	1
648	в условиях	2	1
649	и о	2	1
650	голоса и	1	1
651	занимает в	1	1
652	между собой	2	1
653	которые были	1	1
654	вне его	2	1
655	в более	1	1
656	его внутренняя	1	1
657	за его	1	1
658	формы и	3	1
659	или только	1	1
660	имеет дело	2	1
661	не переходит	1	1
662	языка или	2	1
663	не встречается	1	1
664	самом предмете	3	1
665	наблюдения над	1	1
666	и совершенно	1	1
667	тем более	1	1
668	и могли	1	1
669	в большей	3	1
670	них и	1	1
671	все они	7	1
672	и предметом	2	1
673	есть уже	1	1
674	говорящего не	1	1
675	непосредственно как	1	1
676	связь с	2	1
677	нем самом	1	1
678	его к	1	1
679	слово в	10	1
680	состоит из	1	1
681	они как	2	1
682	от всех	1	1
683	речи и	1	1
684	на который	1	1
685	него то	1	1
686	его сознании	1	1
687	в последнем	1	1
688	есть и	1	1
689	который не	1	1
690	жизни и	1	1
691	символа в	1	1
692	другие так	1	1
693	как слово	1	1
694	вносит в	2	1
695	в процессе	4	1
696	рядом со	1	1
697	им и	1	1
698	почти всякий	1	1
699	этой точки	1	1
