N	2gram	Bakhtin_KF_1	Marksizm
396	со всеми	2	1
397	действительное бытие	1	1
398	с собою	1	1
399	отношение к	5	1
400	и будет	1	1
401	в едином	9	1
402	дня как	1	1
403	относится к	1	1
404	мы дадим	1	1
405	в акте	3	1
406	его на	2	1
407	бытия только	3	1
408	ней в	1	1
409	хотя и	1	1
410	из сознания	1	1
411	и наконец	1	1
412	все значимое	1	1
413	с определенной	1	1
414	или иную	1	1
415	для которого	3	1
416	и конечно	2	1
417	та же	2	1
418	что это	3	1
419	ни один	1	1
420	психология познания	1	1
421	в этой	2	1
422	в известном	1	1
423	данном контексте	1	1
424	нами в	1	1
425	бы только	1	1
426	другом случае	1	1
427	но ведь	5	1
428	т.е не	2	1
429	вследствие этого	2	1
430	не следует	1	1
431	главным образом	1	1
432	жизни является	2	1
433	ведь и	1	1
434	сказать в	1	1
435	всякое выражение	1	1
436	и единое	1	1
437	все другие	1	1
438	она становится	1	1
439	а просто	1	1
440	поскольку он	2	1
441	перестает быть	1	1
442	этих основных	1	1
443	всех этих	3	1
444	момента в	1	1
445	не значит	6	1
446	нее и	1	1
447	прочим и	1	1
448	ни была	1	1
449	в обе	1	1
450	к каждому	1	1
451	их в	1	1
452	и единство	3	1
453	и по	1	1
454	оказалось бы	1	1
455	будем говорить	1	1
456	но всегда	2	1
457	ни был	2	1
458	значительной степени	1	1
459	подход к	1	1
460	мы его	1	1
461	же не	1	1
462	может возникнуть	1	1
463	в предыдущем	1	1
464	а по	2	1
465	на все	1	1
466	с целью	1	1
467	в единую	1	1
468	единственное и	1	1
469	это не	10	1
470	понять его	1	1
471	то все	1	1
472	человечества но	1	1
473	не совпадает	1	1
474	и тем	3	1
475	ведь если	1	1
476	говорить в	1	1
477	но уже	1	1
478	нет в	4	1
479	она и	1	1
480	с тем	2	1
481	процесс и	2	1
482	одна и	1	1
483	отказаться от	2	1
484	синтеза и	1	1
485	стать мотивом	1	1
486	как таковой	1	1
487	в один	1	1
488	нисколько не	4	1
489	поступка не	3	1
490	основную проблему	1	1
491	проблемы т.е	1	1
492	если и	1	1
493	конечно все	1	1
494	значимое оказывается	1	1
495	ее единство	1	1
496	художественного творчества	1	1
497	не зависит	1	1
498	знает и	2	1
499	что я	5	1
500	от его	5	1
501	является только	1	1
502	есть его	2	1
503	оно должно	1	1
504	совершенно разные	1	1
505	образом и	1	1
506	творчества и	1	1
507	и всякого	1	1
508	чтобы затем	1	1
509	бы быть	5	1
510	общего не	2	1
511	его произнесения	1	1
512	освободиться от	1	1
513	и очень	1	1
514	технический момент	1	1
515	сознании в	1	1
516	что есть	2	1
517	слова мы	1	1
518	его целом	10	1
519	тем самым	4	1
520	она могла	2	1
521	мышление в	1	1
522	и должен	2	1
523	мышления и	2	1
524	тогда когда	3	1
525	не по	4	1
526	и имеет	1	1
527	чтобы стать	1	1
528	здесь лишь	1	1
529	ясность и	1	1
530	из их	1	1
531	нет подхода	2	1
532	его от	1	1
533	сознании и	1	1
534	или как	2	1
535	первая часть	1	1
536	тоже только	1	1
537	к ней	1	1
538	по своей	1	1
539	такая же	1	1
540	потому что	2	1
541	бы по	1	1
542	ибо все	3	1
543	иную эпоху	1	1
544	от единства	1	1
545	здесь же	1	1
546	то этот	1	1
547	акт не	1	1
548	становящееся бытие	1	1
549	мы признаем	1	1
550	из пределов	1	1
551	т.е от	1	1
552	и некоторое	1	1
553	растворяется в	1	1
554	бытия как	5	1
555	нет даже	1	1
556	исходить из	1	1
557	места для	1	1
558	едином и	7	1
559	как всякое	1	1
560	в духе	1	1
561	гносеологический субъект	1	1
562	и другой	1	1
563	вошли в	1	1
564	и всех	1	1
565	отличается от	1	1
566	всего в	1	1
567	сознание становится	1	1
568	ориентируется в	1	1
569	той или	3	1
570	это содержание	1	1
571	него как	1	1
572	но продукт	1	1
573	неясным остается	1	1
574	не делает	1	1
575	приобщенности к	1	1
576	характер и	1	1
577	только не	1	1
578	можно сделать	1	1
579	уже с	1	1
580	отвлечься от	1	1
581	приводит к	1	1
582	моем сознании	2	1
583	и совершенно	3	1
584	котором мы	3	1
585	друг для	1	1
586	времени и	4	1
587	особенно в	1	1
588	здесь нет	2	1
589	осуществляется в	1	1
590	мы пытаемся	1	1
591	можно только	1	1
592	длинный путь	1	1
593	момента и	2	1
594	философии жизни	2	1
595	для этого	2	1
596	слова ведь	1	1
597	в определенной	2	1
598	собой и	1	1
599	с человеком	3	1
600	образом в	1	1
601	подхода к	2	1
602	в контекст	1	1
603	единства и	2	1
604	о нем	4	1
605	познания и	4	1
606	влечет за	1	1
607	и должно	1	1
608	сознание вообще	1	1
609	слово и	1	1
610	совершенно иной	1	1
611	находятся в	1	1
612	мысль не	2	1
613	основе своей	2	1
614	ее и	6	1
615	лежит за	1	1
616	в значительной	1	1
617	не выходит	1	1
618	трудная задача	1	1
619	субъекта но	1	1
620	места и	4	1
621	к нему	12	1
622	равно себе	1	1
623	и требует	1	1
624	и единого	1	1
625	говорить об	1	1
626	homo sapiens	3	1
627	но нет	2	1
628	которых слагается	1	1
629	с действительно	1	1
630	во всей	4	1
631	уходят в	1	1
632	действительно в	1	1
633	приводит и	1	1
634	философских построений	1	1
635	даже для	1	1
636	в ту	2	1
637	в лучшем	1	1
638	для самого	1	1
639	и мир	2	1
640	познания в	2	1
641	в каких	1	1
642	один момент	1	1
643	ориентация в	2	1
644	содержания т.е	1	1
645	ведь можно	1	1
646	мы видим	1	1
647	и желания	1	1
648	с ними	3	1
649	но ни	2	1
650	? в	1	1
651	поэтому и	1	1
652	наше время	1	1
653	бы ни	1	1
654	религиозный обряд	1	1
655	от них	1	1
656	всякая мысль	1	1
657	для друга	1	1
658	делает его	1	1
659	проникают друг	1	1
660	сознания в	2	1
661	века или	1	1
662	уже чисто	1	1
663	только этот	1	1
664	единства но	2	1
665	целом это	1	1
666	содержание переживания	1	1
667	мысль моя	1	1
668	обоснование в	1	1
669	уже не	7	1
670	и современная	1	1
671	и продукт	1	1
672	мы получим	2	1
673	его действительное	1	1
674	время является	1	1
675	остальное в	1	1
676	или просто	1	1
677	лишь постольку	1	1
678	произведения не	1	1
679	ту или	1	1
680	нет места	1	1
681	слова в	2	1
682	содержания и	2	1
683	в одном	4	1
684	не о	2	1
685	может служить	1	1
686	само по	1	1
687	норм но	1	1
688	и тождественным	1	1
689	мы возьмем	1	1
690	были бы	2	1
691	к двум	1	1
692	со стороны	7	1
693	данное переживание	1	1
694	в соответствующих	1	1
695	это дерево	1	1
696	на ее	1	1
697	все равно	1	1
698	и самая	1	1
699	слагается и	1	1
700	определяется не	1	1
701	смысле и	2	1
702	себя и	2	1
703	ли отсюда	1	1
704	превращается в	1	1
705	она является	1	1
706	систему и	1	1
707	что мы	1	1
708	и полнее	1	1
709	его как	5	1
710	уже давно	1	1
711	целостного и	1	1
712	отдельных областей	1	1
713	как это	1	1
714	грубую аналогию	1	1
715	но не	12	1
716	этого момента	1	1
717	в моей	1	1
718	если оно	1	1
719	положение не	3	1
720	вообще научное	1	1
721	имеют с	1	1
722	его жизни	3	1
723	сознания т.е	1	1
724	эстетической деятельности	1	1
725	и всей	1	1
726	быть только	8	1
727	в мир	1	1
728	знания в	1	1
729	и принять	1	1
730	значит что	1	1
731	это значит	1	1
732	лежит в	1	1
733	дело здесь	2	1
734	быть не	2	1
735	и каждая	1	1
736	есть отнесение	1	1
737	между прочим	1	1
738	здесь входить	1	1
739	остается в	1	1
740	к другим	1	1
741	отсюда что	1	1
742	и противоречие	1	1
743	и религиозный	1	1
744	каким бы	1	1
745	при таком	1	1
746	и может	3	1
747	единой и	3	1
748	а все	3	1
749	человек и	1	1
750	истории или	1	1
751	всего можно	1	1
752	лишь как	2	1
753	приобретает значение	1	1
754	не должен	3	1
755	только с	3	1
756	его бытия	2	1
757	здесь на	1	1
758	эти нормы	1	1
759	мысль в	1	1
760	отношению ко	4	1
761	быть понята	1	1
762	становления и	1	1
763	о примате	1	1
764	в моем	6	1
765	неотделим от	1	1
766	с ней	1	1
767	была бы	1	1
768	равно как	1	1
769	и так	1	1
770	себе самому	1	1
771	в соответствующей	1	1
772	но этот	1	1
773	в последнем	1	1
774	не способны	1	1
775	ее в	1	1
776	отвлекается от	1	1
777	всем своим	1	1
778	гораздо более	1	1
