N	2gram	Vinokur_St_1	Hudozhes
307	от друга	1	1
308	чтения в	1	1
309	с некоторыми	1	1
310	такова же	1	1
311	что касается	3	1
312	перед нами	1	1
313	что по	1	1
314	тем же	3	1
315	от этого	2	1
316	или иную	1	1
317	только то	1	1
318	бы и	4	1
319	что это	4	1
320	а во-вторых	1	1
321	за это	1	1
322	то я	1	1
323	из этих	6	1
324	я сейчас	1	1
325	но без	1	1
326	в известном	1	1
327	это тот	1	1
328	раз в	2	1
329	пушкина я	1	1
330	во многих	3	1
331	на то	4	1
332	так с	1	1
333	не могла	2	1
334	в случае	2	1
335	исходит из	1	1
336	что она	4	1
337	и иные	2	1
338	в статье	7	1
339	время и	1	1
340	все это	5	1
341	тем и	1	1
342	в первую	2	1
343	зрения в	2	1
344	свою собственную	2	1
345	в узком	1	1
346	по душе	1	1
347	данном отношении	5	1
348	у читателя	1	1
349	ни были	2	1
350	содержит в	1	1
351	свое время	2	1
352	чтобы в	1	1
353	является не	4	1
354	по его	2	1
355	бы они	1	1
356	то ни	1	1
357	что все	2	1
358	том случае	1	1
359	бы быть	1	1
360	а по	1	1
361	а как	2	1
362	это было	1	1
363	первую очередь	2	1
364	его личности	1	1
365	было бы	17	1
366	но их	1	1
367	и дает	1	1
368	по этому	3	1
369	ср не	1	1
370	соответствии с	1	1
371	перед собой	2	1
372	в текстах	1	1
373	места в	2	1
374	от своего	1	1
375	в такой	2	1
376	и без	3	1
377	в котором	5	1
378	что от	2	1
379	одним и	2	1
380	которое должно	1	1
381	оно стало	1	1
382	всякий раз	2	1
383	значение для	1	1
384	всегда имеются	1	1
385	который всегда	1	1
386	по крайней	2	1
387	разные формы	1	1
388	в прошлом	1	1
389	в конце	3	1
390	произведения в	2	1
391	с такими	1	1
392	и наоборот	1	1
393	не должно	1	1
394	том же	1	1
395	превращая его	1	1
396	нас к	1	1
397	таких случаях	1	1
398	в таких	1	1
399	из нас	1	1
400	но для	2	1
401	не имеет	4	1
402	на котором	1	1
403	что такое	1	1
404	к этим	1	1
405	к изучению	1	1
406	но только	1	1
407	каждый из	1	1
408	казалось бы	1	1
409	только и	1	1
410	иными словами	1	1
411	стола и	2	1
412	с этих	1	1
413	и является	1	1
414	ему и	1	1
415	ту или	1	1
416	можно даже	1	1
417	из того	2	1
418	не по	3	1
419	как будто	4	1
420	и делает	1	1
421	бы несколько	1	1
422	в каком	3	1
423	ему не	1	1
424	том отношении	4	1
425	о чем-то	1	1
426	нет даже	2	1
427	в момент	1	1
428	разрыв между	1	1
429	когда мы	1	1
430	он еще	1	1
431	ли не	2	1
432	так называемого	1	1
433	где слово	1	1
434	всего что	1	1
435	в каждом	3	1
436	о каком	1	1
437	в настоящее	1	1
438	говорит о	3	1
439	должен быть	3	1
440	опираясь на	1	1
441	имеем перед	1	1
442	как мы	1	1
443	точно так	1	1
444	ни одно	1	1
445	только при	1	1
446	языка и	4	1
447	то или	3	1
448	мысль о	1	1
449	то время	2	1
450	на свой	2	1
451	слиться в	1	1
452	котором он	1	1
453	в научном	1	1
454	можно только	1	1
455	разного рода	1	1
456	для этого	2	1
457	из других	1	1
458	о ней	1	1
459	не означает	1	1
460	как ученый	1	1
461	внимание на	3	1
462	настоящее время	1	1
463	после того	1	1
464	и который	1	1
465	может не	2	1
466	это была	1	1
467	нуждается в	1	1
468	крайней мере	2	1
469	в другой	1	1
470	каждом из	1	1
471	иначе в	1	1
472	если он	1	1
473	статье о	2	1
474	для установления	2	1
475	с той	1	1
476	на которой	2	1
477	но с	3	1
478	знаков в	1	1
479	тот же	1	1
480	дело с	2	1
481	в какой	3	1
482	в перспективе	1	1
483	русского языка	2	1
484	такое же	1	1
485	самые разнообразные	1	1
486	всех его	1	1
487	или же	2	1
488	бы ни	1	1
489	в уста	3	1
490	тот что	1	1
491	со всеми	2	1
492	с которыми	2	1
493	так что	6	1
494	же и	4	1
495	некоторых частностей	1	1
496	если мы	1	1
497	языка а	1	1
498	всем его	1	1
499	они ни	1	1
500	свидетельствует о	2	1
501	случаях оказывается	1	1
502	его текст	1	1
503	из них	8	1
504	себе в	1	1
505	представить себе	1	1
506	ведь это	1	1
507	мы находим	4	1
508	и против	1	1
509	не для	2	1
510	с этими	1	1
511	так как	5	1
512	и от	1	1
513	к ним	1	1
514	должен был	2	1
515	отношении что	2	1
516	по тем	1	1
517	не просто	1	1
518	чтобы оно	1	1
519	для публики	1	1
520	им по	1	1
521	не было	4	1
522	новая форма	1	1
523	и даже	5	1
524	точек зрения	1	1
525	на ее	1	1
526	никакого определенного	1	1
527	на чем	1	1
528	еще и	2	1
529	мира это	1	1
530	что не	3	1
531	чувства юмора	1	1
532	что для	3	1
533	в соответствии	1	1
534	всю жизнь	1	1
535	более того	1	1
536	однако и	2	1
537	не всегда	2	1
538	время оно	1	1
539	мы встречаем	1	1
540	стороны в	2	1
541	в одно	1	1
542	нет никаких	2	1
543	является его	1	1
544	вместе с	1	1
545	но кто	1	1
546	я уже	3	1
547	в одной	1	1
548	в иных	2	1
549	к особенностям	1	1
550	есть такое	1	1
551	каждая из	1	1
552	текста во	1	1
553	не могут	1	1
554	обратил внимание	1	1
555	его личной	1	1
556	этого слова	2	1
557	его произведений	1	1
558	и вполне	3	1
559	да и	3	1
560	согласен с	2	1
561	онегин и	1	1
562	никем не	2	1
563	быть не	1	1
564	по собственному	1	1
565	него не	1	1
566	в это	1	1
567	с этой	3	1
568	сказать не	1	1
569	этом случае	2	1
570	и другим	1	1
571	над тем	2	1
572	той мере	1	1
573	между прочим	2	1
574	этом и	1	1
575	точно и	2	1
576	все же	8	1
577	к вопросу	1	1
578	писал в	1	1
579	каждой из	1	1
580	как более	2	1
581	особенностям его	1	1
582	если не	2	1
583	не подлежит	1	1
584	сколько бы	1	1
585	видно из	1	1
586	в результате	3	1
587	о котором	2	1
588	в отдельных	1	1
589	больше и	1	1
590	себя самого	1	1
591	для нас	7	1
592	это может	1	1
593	в третьем	1	1
594	бы в	1	1
595	в литературной	1	1
596	пушкиным в	1	1
597	с формой	1	1
598	им с	1	1
599	но если	4	1
600	того времени	5	1
601	быть и	2	1
602	но всякий	1	1
603	две стороны	1	1
604	отдает себе	1	1
605	не быть	1	1
606	в малой	1	1
607	в свое	2	1
608	который в	1	1
609	к числу	2	1
610	включает в	1	1
611	просто не	1	1
612	жизни и	5	1
613	и другие	1	1
614	в своих	2	1
615	по поводу	7	1
616	можно назвать	2	1
617	они не	1	1
