N	2gram	Losev_Dial_1	formyVre
251	но по	1	2
252	подходе к	1	2
253	с самого	1	2
254	если они	1	2
255	природе своей	1	2
256	здесь как	1	2
257	по природе	1	2
258	можно только	2	2
259	по сравнению	2	2
260	и вообще	4	2
261	с ним	6	2
262	или иной	3	2
263	а также	1	2
264	ничто в	1	2
265	внешнее и	4	2
266	там где	1	2
267	и последнее	1	2
268	не зная	2	2
269	того что	2	2
270	быть и	4	2
271	в стороне	1	2
272	есть в	1	2
273	тождество в	1	2
274	уже в	1	2
275	если мы	2	2
276	ни с	6	2
277	никто не	2	2
278	мы находим	7	2
279	не для	1	2
280	исторического процесса	1	2
281	с этими	1	2
282	отношение к	5	2
283	к ним	2	2
284	не о	4	2
285	не были	1	2
286	и даже	13	2
287	даже не	3	2
288	с другой	6	2
289	я был	1	2
290	далеко не	1	2
291	еще и	3	2
292	одной стороны	2	2
293	он только	1	2
294	жизнь в	1	2
295	теории относительности	2	2
296	что мы	1	2
297	его на	1	2
298	к своему	1	2
299	в данном	3	2
300	сравнению с	2	2
301	наконец и	1	2
302	но для	1	2
303	здесь в	2	2
304	не является	3	2
305	уже на	1	2
306	и может	2	2
307	где и	1	2
308	как она	7	2
309	человек и	1	2
310	для нас	1	2
311	лишь как	2	2
312	у них	3	2
313	поэтому все	1	2
314	мы должны	5	2
315	хотя бы	6	2
316	она же	1	2
317	или не	5	2
318	была бы	3	2
319	совершенно не	8	2
320	в которой	1	2
321	и эта	2	2
322	пор не	1	1
323	новое время	1	1
324	и наиболее	1	1
325	я и	1	1
326	внутреннего в	1	1
327	жизни где	1	1
328	и вызывает	1	1
329	он может	1	1
330	и есть	16	1
331	тем же	1	1
332	и реального	1	1
333	из самых	1	1
334	у гете	2	1
335	он всегда	2	1
336	эпохи то	1	1
337	по его	1	1
338	всей ее	1	1
339	также имеет	1	1
340	для своего	2	1
341	мы имеем	2	1
342	и само	1	1
343	бы в	3	1
344	и ничего	1	1
345	теперь мы	1	1
346	и сущность	1	1
347	бы и	2	1
348	только благодаря	1	1
349	почти все	2	1
350	его только	1	1
351	на себе	3	1
352	я не	5	1
353	два или	2	1
354	как я	1	1
355	из того	2	1
356	и явлений	2	1
357	и он	5	1
358	учение об	3	1
359	в брак	1	1
360	различных степеней	1	1
361	он сам	5	1
362	без которой	1	1
363	устанавливаются в	1	1
364	самом деле	3	1
365	сам мир	2	1
366	то он	2	1
367	но как	2	1
368	явлений и	1	1
369	эта особенность	1	1
370	менее всего	1	1
371	полнее и	1	1
372	человек может	1	1
373	нет как	1	1
374	и я	1	1
375	данный момент	1	1
376	только ее	1	1
377	что касается	2	1
378	перед нами	1	1
379	в полном	1	1
380	могли бы	1	1
381	и наконец	1	1
382	и сам	1	1
383	себе не	5	1
384	он на	2	1
385	и свою	1	1
386	разделения на	1	1
387	не приходится	1	1
388	та же	3	1
389	из жизни	1	1
390	что это	11	1
391	есть для	2	1
392	бы не	1	1
393	из этих	2	1
394	которые в	1	1
395	тоже не	2	1
396	в этой	1	1
397	это тот	1	1
398	такое значение	1	1
399	и холодным	1	1
400	наконец как	1	1
401	но его	1	1
402	ведет себя	1	1
403	на то	5	1
404	смыслом и	1	1
405	не могла	1	1
406	к выводу	1	1
407	связанные с	2	1
408	стремится к	2	1
409	нее и	1	1
410	в понимании	1	1
411	образа в	2	1
412	них нет	1	1
413	значение может	1	1
414	в корне	2	1
415	нами здесь	1	1
416	и полна	1	1
417	наукой и	2	1
418	лишь с	1	1
419	с чем	1	1
420	не бывает	1	1
421	здесь мы	1	1
422	могла бы	2	1
423	указывали на	1	1
424	главным образом	1	1
425	уменьшается но	1	1
426	есть все	1	1
427	в мире	2	1
428	случилось так	1	1
429	них не	1	1
430	был на	1	1
431	для своей	1	1
432	зрения на	1	1
433	точка их	1	1
434	это было	2	1
435	уже знаем	1	1
436	ясным и	1	1
437	всю его	1	1
438	предметы в	2	1
439	времен года	1	1
440	люди не	1	1
441	о которых	2	1
442	она и	1	1
443	глубоко и	1	1
444	такая она	1	1
445	идея эта	1	1
446	очень важное	1	1
447	на одну	1	1
448	форма и	1	1
449	должно быть	3	1
450	и тогда	2	1
451	не больше	2	1
452	себе все	1	1
453	что значит	1	1
454	и при	2	1
455	о такой	1	1
456	нас не	2	1
457	не становится	1	1
458	всяком случае	2	1
459	с идеей	1	1
460	говорил о	1	1
461	миф о	1	1
462	свое существование	1	1
463	и другого	2	1
464	опору для	1	1
465	образом и	2	1
466	другом и	1	1
467	науки и	5	1
468	случайности и	1	1
469	значит в	1	1
470	и более	4	1
471	вещей и	2	1
472	мере и	1	1
473	для нее	2	1
474	формы как	1	1
475	ровно никакого	2	1
476	и очень	1	1
477	сам говорит	1	1
478	случае в	1	1
479	не становятся	1	1
480	власть в	1	1
481	людьми в	1	1
482	вплоть до	3	1
483	хоть какое-нибудь	1	1
484	до известной	1	1
485	ничего нового	2	1
486	она не	6	1
487	иной раз	2	1
488	виду что	1	1
489	как о	2	1
490	дело не	2	1
491	правда в	1	1
492	и вместо	1	1
493	нас и	1	1
494	когда они	1	1
495	которых и	1	1
496	та или	3	1
497	что наука	3	1
498	ибо не	1	1
499	и воскресения	1	1
500	что их	2	1
501	на те	1	1
502	ровно ничего	5	1
503	по своей	1	1
504	как таковых	1	1
505	на природу	1	1
506	не нужен	1	1
507	здесь же	1	1
508	с другом	1	1
509	пока не	1	1
510	как только	2	1
511	отличается от	2	1
512	должны быть	1	1
513	всего в	1	1
514	этого и	1	1
515	что оно	5	1
516	его с	3	1
517	всегда есть	2	1
518	в каждом	2	1
519	него как	1	1
520	данной исторической	1	1
521	ни даже	1	1
522	миром и	1	1
523	и объектов	1	1
524	были бы	2	1
525	нет никакой	1	1
526	уже с	1	1
527	и этим	1	1
528	и тонко	1	1
529	во главе	1	1
530	так в	1	1
531	быть еще	1	1
532	как с	2	1
533	на том	1	1
534	и совершенно	2	1
535	в другом	2	1
536	вещи и	2	1
537	и каждый	1	1
538	этим в	1	1
539	были чрезвычайно	1	1
540	в эпоху	2	1
541	выводу что	1	1
542	и вещи	1	1
543	себя а	1	1
544	не был	2	1
545	тех кто	2	1
546	то они	1	1
547	но к	2	1
548	о том	4	1
549	которым она	1	1
550	находятся в	1	1
551	или на	2	1
552	вне всякой	1	1
553	все в	1	1
554	всего на	1	1
555	или иная	3	1
556	и три	1	1
557	эта другая	1	1
558	сюда же	1	1
559	и только	1	1
560	тотчас же	1	1
561	на всю	4	1
562	в ту	1	1
563	и смысл	3	1
564	может иметь	3	1
565	одну минуту	1	1
566	в него	2	1
567	эти последние	2	1
568	что подобный	1	1
569	постоянно имеет	1	1
570	наблюдать и	1	1
571	поэтому для	1	1
572	и дело	1	1
573	действие в	1	1
574	природой и	1	1
575	что он	11	1
576	мы увидим	2	1
577	что даже	2	1
578	должен быть	1	1
579	колебаний и	1	1
580	очень много	3	1
581	это очень	1	1
582	поэтому необходимо	2	1
583	этой идее	1	1
584	вопрос об	1	1
585	точка зрения	2	1
586	она лишь	1	1
587	и тождество	1	1
588	чаще всего	2	1
589	себя в	1	1
590	так что	15	1
591	было так	1	1
592	указать на	1	1
593	переходит в	1	1
594	и они	1	1
595	об его	2	1
596	является не	2	1
597	от других	1	1
598	следует за	2	1
599	при помощи	1	1
600	из них	2	1
601	смерти и	1	1
602	он имеет	1	1
603	процесс и	1	1
604	быть образ	1	1
605	сами по	1	1
606	богов и	1	1
607	мы можем	4	1
608	но уже	2	1
609	человек как	1	1
610	дальше в	2	1
611	явления природы	1	1
612	ее на	2	1
613	образ всегда	1	1
614	них и	1	1
615	на деле	2	1
616	уже совершенно	1	1
617	это будет	1	1
618	и также	1	1
619	в данный	1	1
620	с другим	1	1
621	что классическая	1	1
622	осмысления и	1	1
623	математика и	1	1
624	имеет свой	1	1
625	что человек	2	1
626	в каких	1	1
627	сама по	8	1
628	и внешнее	3	1
629	говорит о	5	1
630	конкретными и	1	1
631	то и	2	1
632	а на	1	1
633	отсюда становится	1	1
634	время совершенно	1	1
635	и самый	1	1
636	на весь	1	1
637	с которым	1	1
638	от мира	1	1
639	как ни	1	1
640	его то	1	1
641	одну из	1	1
642	о чем	2	1
643	но есть	2	1
644	этим и	1	1
645	становится ясным	1	1
646	если не	1	1
647	их самих	1	1
648	между собою	2	1
649	уже давно	1	1
650	люди и	1	1
651	эта идея	1	1
652	мы говорим	4	1
653	места для	1	1
654	герои гомера	1	1
655	находим в	2	1
656	конечно прежде	1	1
657	нужно отнести	1	1
658	нового не	1	1
659	у гомера	1	1
660	более конкретное	2	1
661	и вот	6	1
662	это также	1	1
663	она есть	5	1
664	когда мы	1	1
665	в последнем	1	1
666	и существуют	2	1
667	быть как	1	1
668	анализ не	1	1
669	образ и	4	1
670	из этой	1	1
671	друг с	1	1
672	сходство и	1	1
673	мы сказали	1	1
674	или хотя	2	1
675	и смерти	1	1
676	о своих	2	1
677	действительность в	1	1
678	не меняет	1	1
679	природу и	1	1
680	свои закономерности	1	1
681	и оно	1	1
682	между прочим	1	1
683	этом и	1	1
684	с тождеством	2	1
685	к другим	1	1
686	это уже	1	1
687	наука которая	1	1
688	известной степени	1	1
689	очень подробные	1	1
690	как такая	1	1
691	не существует	7	1
692	и от	2	1
693	она может	1	1
694	каким он	1	1
695	и перед	1	1
696	или другой	4	1
697	на первый	1	1
698	от него	4	1
699	не более	1	1
700	и ни	6	1
701	тем более	2	1
702	у которого	1	1
703	исключительно лишь	2	1
704	материала с	1	1
705	разной степени	1	1
706	и порядок	1	1
707	все они	1	1
708	есть бытие	3	1
709	его к	1	1
710	с ними	2	1
711	с ней	2	1
712	они также	1	1
713	не быть	1	1
714	именно не	1	1
715	даже просто	4	1
716	на различные	1	1
717	где он	1	1
718	к этой	1	1
719	в искусстве	1	1
720	пространстве и	2	1
721	ним не	1	1
722	гораздо более	3	1
