N	2gram	Bakhtin_Fr_7	TeoriaLi
211	начинается с	2	1
212	и через	1	1
213	переходит к	1	1
214	сын и	1	1
215	в христианском	1	1
216	между всеми	1	1
217	и есть	3	1
218	этого мира	1	1
219	к другому	1	1
220	и до	6	1
221	едва ли	1	1
222	одним из	1	1
223	со всех	2	1
224	и высшей	2	1
225	той же	3	1
226	со смертью	1	1
227	от всего	1	1
228	и со	2	1
229	о судьбе	1	1
230	ах как	1	1
231	момент в	4	1
232	первый момент	1	1
233	и на	4	1
234	на них	3	1
235	как смысл	1	1
236	время в	2	1
237	в различных	1	1
238	совсем не	3	1
239	здесь также	1	1
240	для других	1	1
241	с совершенно	1	1
242	настоящему и	1	1
243	замысла и	1	1
244	еще один	1	1
245	это тот	1	1
246	в истории	1	1
247	всего к	1	1
248	в центре	1	1
249	родного дома	1	1
250	первых двух	2	1
251	и где	1	1
252	целый ряд	4	1
253	что по	1	1
254	здесь и	2	1
255	силе и	1	1
256	что это	4	1
257	оказывается как	1	1
258	за это	1	1
259	он в	1	1
260	становление мира	1	1
261	в современных	1	1
262	с их	1	1
263	говорят о	1	1
264	античности в	1	1
265	имеем в	2	1
266	ее как	1	1
267	всей его	1	1
268	не могла	1	1
269	вследствие этого	1	1
270	жизнью и	1	1
271	время и	1	1
272	возвращения жизни	1	1
273	но именно	3	1
274	при виде	4	1
275	по ту	1	1
276	в силу	1	1
277	но оказывается	1	1
278	по существу	8	1
279	силу своей	1	1
280	мир как	1	1
281	в первом	1	1
282	том числе	4	1
283	содержит в	1	1
284	на земле	4	1
285	он уже	1	1
286	поэтому оно	1	1
287	ему на	1	1
288	именно это	1	1
289	по его	1	1
290	не будет	1	1
291	что все	2	1
292	различие между	1	1
293	времени и	1	1
294	большинстве случаев	2	1
295	было бы	4	1
296	но их	2	1
297	в речевом	1	1
298	употребления в	1	1
299	укажем на	1	1
300	системе образов	2	1
301	в них	7	1
302	рядом с	4	1
303	игра с	3	1
304	чем выше	1	1
305	как об	1	1
306	с тем	1	1
307	грани между	1	1
308	он и	1	1
309	все моменты	1	1
310	обратимся к	1	1
311	и становится	1	1
312	полубогов и	1	1
313	от своего	1	1
314	таким же	3	1
315	это ощущение	1	1
316	обращается к	1	1
317	свою речь	1	1
318	первому эпизоду	1	1
319	в такой	1	1
320	и без	1	1
321	в котором	1	1
322	даль и	1	1
323	и вокруг	1	1
324	уровне не	1	1
325	большей степени	1	1
326	не как	1	1
327	рождается не	1	1
328	дается в	1	1
329	и внутренних	1	1
330	но эта	1	1
331	том и	2	1
332	и наоборот	1	1
333	не должно	3	1
334	свобода и	1	1
335	остановимся на	2	1
336	и вся	3	1
337	его мира	1	1
338	не имеет	3	1
339	дело в	2	1
340	одна из	4	1
341	и эпизод	1	1
342	возлагает на	1	1
343	себя свою	1	1
344	и сама	2	1
345	зрения не	1	1
346	механический характер	1	1
347	того и	1	1
348	только и	1	1
349	с одним	1	1
350	из древнейших	1	1
351	от него	1	1
352	связи с	1	1
353	как я	4	1
354	не по	1	1
355	здесь явственно	1	1
356	и делает	1	1
357	в каком	1	1
358	ему не	1	1
359	у нас	1	1
360	очень часто	3	1
361	что юность	1	1
362	не могут	1	1
363	его за	1	1
364	и развития	1	1
365	числе и	2	1
366	значительной степени	2	1
367	указывает на	1	1
368	в каждом	1	1
369	оно не	2	1
370	она не	1	1
371	время они	1	1
372	говорит о	1	1
373	в каждой	2	1
374	должен быть	2	1
375	своего развития	1	1
376	как мы	11	1
377	вещами и	1	1
378	исторического человека	2	1
379	значения и	1	1
380	каждая вещь	1	1
381	мысль о	1	1
382	достигается не	1	1
383	внешне не	1	1
384	человеческая жизнь	1	1
385	с собой	1	1
386	можно было	3	1
387	такое совпадение	1	1
388	здесь как	2	1
389	особенно в	2	1
390	начала и	2	1
391	в последующих	1	1
392	его лице	1	1
393	в новую	1	1
394	жизнь и	2	1
395	в словах	2	1
396	с ним	2	1
397	мире в	1	1
398	в разбираемом	1	1
399	на весьма	1	1
400	именно потому	1	1
401	первом случае	1	1
402	одного из	2	1
403	в смерти	1	1
404	после того	4	1
405	в сущности	4	1
406	и многих	1	1
407	в значительной	2	1
408	это была	3	1
409	жизни он	1	1
410	их взаимная	1	1
411	от одного	1	1
412	героев в	1	1
413	в другой	1	1
414	наконец в	1	1
415	глядя на	2	1
416	о своих	1	1
417	всех сторон	1	1
418	в формах	3	1
419	на которой	2	1
420	один из	1	1
421	оно и	2	1
422	в двух	1	1
423	образов и	1	1
424	тот же	2	1
425	ряд произведений	2	1
426	дело с	1	1
427	написано и	1	1
428	целого и	1	1
429	к миру	1	1
430	который в	1	1
431	со всеми	2	1
432	с которыми	1	1
433	типов но	1	1
434	так что	1	1
435	для всех	2	1
436	есть в	6	1
437	если мы	1	1
438	только на	2	1
439	но самое	1	1
440	или даже	1	1
441	дает ему	2	1
442	из них	3	1
443	но от	1	1
444	одно из	1	1
445	и их	3	1
446	никто не	10	1
447	ведь это	1	1
448	и прежде	1	1
449	в одном	3	1
450	от горя	1	1
451	так как	3	1
452	тому же	1	1
453	к ним	1	1
454	ту сторону	1	1
455	входят в	2	1
456	не говорит	1	1
457	ее на	1	1
458	человеческое тело	3	1
459	и строго	1	1
460	другого и	1	1
461	как у	1	1
462	связаны с	2	1
463	по своим	1	1
464	еще и	1	1
465	такое же	1	1
466	мира это	1	1
467	внешних и	1	1
468	превращается в	1	1
469	не было	3	1
470	это мир	1	1
471	более того	1	1
472	же точно	1	1
473	когда же	1	1
474	и слово	1	1
475	ближе к	1	1
476	его как	2	1
477	в одно	1	1
478	в связи	2	1
479	с помощью	6	1
480	почву для	1	1
481	может иметь	2	1
482	в разрушении	1	1
483	нет никаких	1	1
484	в одной	2	1
485	на конец	1	1
486	будущее в	1	1
487	это своего	1	1
488	этого типа	1	1
489	с некоторыми	1	1
490	и пусть	1	1
491	одновременно и	2	1
492	лицом и	1	1
493	в мир	1	1
494	многих других	1	1
495	мира с	1	1
496	в это	3	1
497	в контексте	1	1
498	с этой	1	1
499	и формы	1	1
500	все это	10	1
501	я от	1	1
502	ее содержание	1	1
503	жизненного процесса	1	1
504	при всем	1	1
505	писал в	1	1
506	ее можно	1	1
507	это уже	1	1
508	к реальному	1	1
509	каким бы	1	1
510	и от	8	1
511	в результате	2	1
512	все они	6	1
513	о котором	2	1
514	к различным	1	1
515	места в	2	1
516	бы в	2	1
517	ни было	2	1
518	же в	2	1
519	мы видим	6	1
520	не есть	2	1
521	к самому	2	1
522	помимо его	1	1
523	может и	1	1
524	как ряд	1	1
525	с ней	1	1
526	не оспаривает	1	1
527	и каждая	1	1
528	от всех	1	1
529	автора в	1	1
530	из этого	1	1
531	перед нею	1	1
532	жизни и	3	1
533	ее в	1	1
534	и другие	3	1
535	в своих	1	1
536	тайны и	1	1
537	в таком	1	1
538	все что	4	1
539	ведущая роль	1	1
