N	2gram	Savitsky_P_1	Problema
127	в истории	1	2
128	дело идет	1	2
129	как к	1	2
130	к чему	2	2
131	что это	1	2
132	на то	1	2
133	всего должно	1	2
134	в каждом	1	2
135	ценности и	1	2
136	и других	2	2
137	и при	1	2
138	и более	1	2
139	и вся	1	2
140	этой области	1	2
141	что эта	1	2
142	она не	1	2
143	одна из	2	2
144	и именно	1	2
145	того чтобы	1	2
146	что оно	1	2
147	для того	3	2
148	должен быть	1	2
149	что все	1	2
150	в себя	1	2
151	особенно в	1	2
152	ибо только	1	2
153	и здесь	1	2
154	и что	1	2
155	в значительной	2	2
156	мир в	1	2
157	и мир	1	2
158	того что	2	2
159	в современной	1	2
160	в какой	1	2
161	и ее	1	2
162	себя в	1	2
163	в виде	2	2
164	в начале	2	2
165	что и	1	2
166	последние годы	1	2
167	или иной	1	2
168	за последние	1	2
169	связаны с	1	2
170	и пр	5	2
171	не было	2	2
172	в россии	3	2
173	в частности	2	2
174	и смысла	1	2
175	о котором	1	2
176	при посредстве	2	2
177	не более	1	2
178	как явление	1	2
179	мы должны	4	2
180	ни к	1	2
181	в этих	1	2
182	и другие	1	2
183	в сфере	2	1
184	о с	2	1
185	целому ряду	1	1
186	из всех	1	1
187	религиозно и	1	1
188	бы что	1	1
189	что уже	1	1
190	вопрос о	1	1
191	науки и	1	1
192	на себя	1	1
193	план в	1	1
194	с ее	1	1
195	бы ни	2	1
196	которое в	2	1
197	так называемые	2	1
198	подчеркнуть что	1	1
199	как таковые	1	1
200	есть для	1	1
201	время в	2	1
202	вполне и	1	1
203	различия между	1	1
204	можно наметить	1	1
205	стремления и	1	1
206	с трудом	1	1
207	в общем	2	1
208	более как	1	1
209	пути в	2	1
210	стороны и	2	1
211	в процесс	1	1
212	и где	1	1
213	могли бы	1	1
214	вопросом о	1	1
215	что по	1	1
216	поскольку мы	1	1
217	бы и	1	1
218	технике в	1	1
219	и я	1	1
220	формы в	1	1
221	в этой	1	1
222	только один	1	1
223	в философии	1	1
224	если он	1	1
225	в наших	1	1
226	не могла	1	1
227	и если	4	1
228	что каждая	1	1
229	как оно	1	1
230	т д	1	1
231	неизбежно останется	1	1
232	есть оценка	1	1
233	значение которого	1	1
234	эмпирической науки	1	1
235	есть та	1	1
236	не как	1	1
237	и вот	2	1
238	значения но	1	1
239	ни были	1	1
240	вся в	1	1
241	ему на	1	1
242	от нее	1	1
243	имеют в	1	1
244	и некоторой	1	1
245	ощущается как	1	1
246	поэзии с	1	1
247	и иных	1	1
248	и мы	2	1
249	для них	2	1
250	суть формы	1	1
251	с тем	3	1
252	и техники	1	1
253	и уже	1	1
254	воля и	1	1
255	нисколько не	1	1
256	по сравнению	2	1
257	к предмету	1	1
258	в положительном	1	1
259	в которых	5	1
260	мысли и	1	1
261	бы мы	1	1
262	как одна	1	1
263	определяется как	1	1
264	совершенно новое	1	1
265	и эти	1	1
266	по себе	4	1
267	как проблема	1	1
268	что есть	1	1
269	словами с	1	1
270	с т	4	1
271	что с	1	1
272	иной раз	1	1
273	но для	1	1
274	та или	1	1
275	и всегда	1	1
276	и без	3	1
277	находятся в	1	1
278	что называют	1	1
279	этих двух	1	1
280	или иная	1	1
281	во всей	2	1
282	история не	1	1
283	в момент	1	1
284	мы все	1	1
285	в наши	1	1
286	н о	5	1
287	эти явления	1	1
288	должны здесь	1	1
289	если в	2	1
290	воплощения и	1	1
291	идет речь	1	1
292	стремиться к	1	1
293	на нее	1	1
294	было в	2	1
295	осуществляется в	2	1
296	как таковую	1	1
297	не были	1	1
298	что дело	1	1
299	момента и	1	1
300	два направления	1	1
301	мире в	1	1
302	без которой	1	1
303	настоящее время	1	1
304	как мастер	1	1
305	для нас	2	1
306	а также	4	1
307	вопросу о	1	1
308	в которую	2	1
309	чем тот	1	1
310	говорить об	1	1
311	это имеет	1	1
312	них в	1	1
313	мы вполне	1	1
314	обе эти	1	1
315	как мир	2	1
316	и быть	1	1
317	бы из	1	1
318	и живое	1	1
319	именно на	1	1
320	человека с	1	1
321	и теперь	1	1
322	есть в	2	1
323	только на	1	1
324	в душе	1	1
325	из них	2	1
326	потому в	2	1
327	связывается с	1	1
328	творчестве достоевского	1	1
329	сами по	3	1
330	к ним	1	1
331	не о	2	1
332	друг друга	1	1
333	не просто	1	1
334	именно как	2	1
335	точек зрения	2	1
336	он живет	1	1
337	или чисто	1	1
338	именно в	2	1
339	т и	1	1
340	обратиться к	1	1
341	только что	1	1
342	поскольку она	1	1
343	с которым	1	1
344	имеет к	1	1
345	как ни	1	1
346	что мы	3	1
347	эти суждения	1	1
348	вместе с	1	1
349	так же	1	1
350	и особенно	1	1
351	из мира	1	1
352	определенно и	1	1
353	всей полноте	1	1
354	сравнению с	1	1
355	она есть	3	1
356	есть как	1	1
357	эта проблема	1	1
358	в тот	2	1
359	и первое	1	1
360	и менее	1	1
361	чувство и	1	1
362	есть и	1	1
363	или хотя	1	1
364	времени эта	1	1
365	в смысле	6	1
366	эти ценности	1	1
367	как возможность	1	1
368	эта задача	1	1
369	в результате	1	1
370	в настоящее	1	1
371	или иным	1	1
372	пр в	1	1
373	еще более	2	1
374	отношении к	5	1
375	всеми его	1	1
376	в творчестве	1	1
377	отношением к	1	1
378	в иной	1	1
379	как области	1	1
380	в которой	1	1
381	в пустоте	1	1
382	к этой	1	1
383	поэтики в	1	1
384	это в	1	1
