N	2gram	Tiupa_Lite_3	Tragedij
336	в самое	1	1
337	в обществе	1	1
338	в декабре	1	1
339	с одной	4	1
340	именно на	1	1
341	есть в	1	1
342	носит в	1	1
343	я я	2	1
344	только на	1	1
345	чтобы он	2	1
346	свидетельствует о	1	1
347	за счет	1	1
348	всего отметим	1	1
349	за бортом	2	1
350	в общем	1	1
351	одно из	4	1
352	и их	1	1
353	ко всей	1	1
354	т п	1	1
355	ее не	1	1
356	и вместе	2	1
357	никого не	1	1
358	на уровне	1	1
359	даже не	1	1
360	именно в	5	1
361	а жизнь	1	1
362	что не	2	1
363	социальной жизни	1	1
364	обратиться к	1	1
365	только по	1	1
366	не было	1	1
367	а на	2	1
368	в образах	1	1
369	на этот	1	1
370	а не	12	1
371	власти и	1	1
372	не я	2	1
373	в связи	1	1
374	себя на	1	1
375	эти слова	2	1
376	вместе с	5	1
377	ко всем	1	1
378	и потому	2	1
379	в человеке	1	1
380	над ним	1	1
381	xix века	2	1
382	в моей	1	1
383	в той	1	1
384	моя свобода	1	1
385	деятельность не	1	1
386	матери и	1	1
387	понял что	1	1
388	и судьбы	1	1
389	с этой	2	1
390	и от	1	1
391	с последним	1	1
392	романа с	1	1
393	его воображение	1	1
394	же являются	1	1
395	из трех	1	1
396	годов в	2	1
397	в книге	1	1
398	это как	3	1
399	в двух	1	1
400	о нем	2	1
401	бы в	1	1
402	я даже	1	1
403	хотя бы	1	1
404	я в	7	1
405	в стихах	6	1
406	над собою	1	1
407	к ее	1	1
408	жизни в	4	1
409	в период	1	1
410	героя и	1	1
411	из тех	1	1
412	совершенно не	3	1
413	и жизнь	1	1
414	есть и	1	1
415	труда в	1	1
416	из романа	1	1
417	но еще	2	1
418	к этой	1	1
419	искусство для	1	1
