N	2gram	Propp_Morf_1	StatiiOP
199	в первом	3	2
200	считаться с	2	2
201	ii и	1	2
202	по его	1	2
203	мы имеем	9	2
204	мы не	8	2
205	в сущности	3	2
206	или же	6	2
207	время как	3	2
208	в числе	2	2
209	иных случаях	2	2
210	совсем не	3	2
211	отношение к	1	2
212	более чем	1	2
213	целый ряд	3	2
214	бы не	1	2
215	в себе	1	2
216	но он	1	2
217	работ по	1	2
218	но на	1	2
219	вообще не	1	2
220	при этом	1	2
221	он не	3	2
222	первой трети	1	2
223	свою собственную	1	2
224	он должен	2	2
225	и более	1	2
226	ни были	1	2
227	разница между	1	2
228	при помощи	9	2
229	в данной	1	2
230	его в	2	2
231	ни одной	1	2
232	не всегда	9	2
233	нисколько не	1	2
234	имеет ничего	1	2
235	свободен от	1	2
236	что до	1	2
237	втором случае	1	2
238	которые в	1	2
239	их в	1	2
240	принципов и	1	2
241	что эта	2	2
242	она не	2	2
243	что с	1	2
244	меня не	1	2
245	на него	3	2
246	говорить о	3	2
247	случае не	3	2
248	вытекает из	1	2
249	ничего не	4	2
250	больше чем	1	2
251	к концу	1	2
252	тем не	5	2
253	тему в	1	2
254	такие случаи	2	2
255	области изучения	1	2
256	кем и	1	2
257	что при	2	2
258	что там	2	2
259	без всякого	2	2
260	то время	3	2
261	на свой	1	2
262	что от	1	2
263	материала и	1	2
264	а также	4	2
265	может не	1	2
266	нет это	1	2
267	и все	1	2
268	а потому	1	2
269	к нему	3	2
270	что здесь	1	2
271	быть и	2	2
272	на которой	1	2
273	д и	1	2
274	со всеми	1	2
275	и у	1	2
276	если в	5	2
277	одно из	1	2
278	а то	3	2
279	могло бы	1	2
280	у него	1	2
281	в других	3	2
282	никем не	1	2
283	очень большое	1	2
284	представляет собою	6	2
285	еще и	1	2
286	одной стороны	1	2
287	однако и	1	2
288	так называемой	1	2
289	если не	1	2
290	в иных	4	2
291	и их	2	2
292	а если	4	2
293	по существу	12	2
294	в свое	2	2
295	этом случае	8	2
296	между прочим	1	2
297	точно и	1	2
298	и тогда	1	2
299	но для	2	2
300	это явление	4	2
301	ли в	1	2
302	о котором	1	2
303	то не	1	2
304	в этих	13	2
305	что этот	1	2
306	несмотря на	4	2
307	дело с	1	2
308	не знает	1	2
309	можно назвать	3	2
310	можно говорить	1	1
311	до него	1	1
312	ad hoc	1	1
313	увидим ниже	5	1
314	по отдельным	1	1
315	многих отношениях	1	1
316	и есть	2	1
317	варианты со	1	1
318	из его	2	1
319	что эти	2	1
320	и этот	1	1
321	его не	1	1
322	очень широко	1	1
323	очень далеко	1	1
324	так чтобы	1	1
325	и такой	1	1
326	с но	1	1
327	один пример	1	1
328	очень давно	1	1
329	отступление от	1	1
330	это время	1	1
331	научная литература	1	1
332	и на	1	1
333	всегда можно	1	1
334	между собой	4	1
335	№ и	2	1
336	бы то	3	1
337	с его	2	1
338	видит в	1	1
339	но как	2	1
340	нет не	1	1
341	тех же	4	1
342	во первых	1	1
343	случай в	2	1
344	и таким	2	1
345	во что	1	1
346	они ни	1	1
347	в одной	1	1
348	показать что	4	1
349	до его	1	1
350	отвечает не	1	1
351	перед нами	10	1
352	кроме того	1	1
353	на анализе	1	1
354	хотя и	3	1
355	и к	4	1
356	с просьбой	3	1
357	не приходится	1	1
358	за это	1	1
359	тут и	1	1
360	в нашем	3	1
361	или во	1	1
362	что пока	1	1
363	право на	2	1
364	вполне точно	1	1
365	им в	1	1
366	бы только	1	1
367	и до	1	1
368	другом случае	1	1
369	если он	1	1
370	собственному усмотрению	1	1
371	случае она	1	1
372	после всех	1	1
373	а вовсе	1	1
374	зрения его	1	1
375	что каждая	1	1
376	больше всего	1	1
377	выводы об	1	1
378	является следствием	1	1
379	и вот	1	1
380	чтобы в	1	1
381	приходим к	2	1
382	все с	1	1
383	а разве	1	1
384	котором говорит	1	1
385	бы они	2	1
386	могла бы	4	1
387	в количестве	2	1
388	том случае	1	1
389	в таких	2	1
390	отдельных случаях	3	1
391	а по	3	1
392	на все	1	1
393	где оно	2	1
394	на каком	1	1
395	входит в	2	1
396	это было	3	1
397	обоих случаях	2	1
398	то все	1	1
399	здесь нет	1	1
400	которым он	1	1
401	в ином	2	1
402	по всему	2	1
403	в них	1	1
404	это положение	2	1
405	о которых	1	1
406	далеко не	5	1
407	на основании	1	1
408	задачей но	1	1
409	с тем	2	1
410	случается что	1	1
411	во внимание	1	1
412	очень важный	1	1
413	действительно не	1	1
414	и некоторые	1	1
415	в один	3	1
416	когда в	1	1
417	которую он	1	1
418	бы на	1	1
419	и при	1	1
420	что такое	3	1
421	мы приходим	2	1
422	ли можно	1	1
423	не столько	1	1
424	оказывается что	1	1
425	иногда совершенно	1	1
426	значение для	1	1
427	как их	2	1
428	благополучно а	1	1
429	а есть	1	1
430	это утверждение	1	1
431	ряда других	1	1
432	однако в	2	1
433	и наоборот	4	1
434	не должно	1	1
435	быть не	1	1
436	бы быть	1	1
437	таких случаях	2	1
438	потому не	1	1
439	но они	1	1
440	на работу	2	1
441	мы пока	2	1
442	в обоих	2	1
443	в русской	1	1
444	приведем один	1	1
445	на котором	3	1
446	одна из	4	1
447	и притом	1	1
448	то получается	1	1
449	значение этого	1	1
450	того как	2	1
451	только и	1	1
452	вывод который	1	1
453	приведены в	1	1
454	этих проблем	1	1
455	за исключением	1	1
456	бы по	1	1
457	е не	1	1
458	так то	1	1
459	характерен для	1	1
460	не потому	1	1
461	и далее	1	1
462	является то	1	1
463	к отдельным	2	1
464	один раз	1	1
465	в момент	1	1
466	но там	1	1
467	не могут	4	1
468	когда мы	1	1
469	другой и	1	1
470	глаз а	1	1
471	и другим	3	1
472	к тому	4	1
473	в наши	1	1
474	то ни	3	1
475	всех случаях	1	1
476	собой определенную	1	1
477	как мы	6	1
478	в виду	1	1
479	некоторые другие	1	1
480	ни стало	1	1
481	как по	1	1
482	изучения и	1	1
483	мысль о	1	1
484	что подобные	1	1
485	можно сделать	2	1
486	и говорит	1	1
487	и этим	5	1
488	на той	2	1
489	с самого	1	1
490	читателя в	1	1
491	и когда	1	1
492	то как	2	1
493	мог бы	1	1
494	еще в	1	1
495	быть приведены	1	1
496	отнесены к	1	1
497	которые также	1	1
498	он говорил	1	1
499	для одной	1	1
500	зависеть от	1	1
501	функция а	1	1
502	но к	1	1
503	настоящее время	3	1
504	других вопросов	1	1
505	указано что	1	1
506	в глаза	2	1
507	после того	1	1
508	очень многое	3	1
509	и просто	1	1
510	с того	3	1
511	что его	2	1
512	можно сказать	2	1
513	там же	1	1
514	образом мы	5	1
515	в приведенных	1	1
516	литература о	1	1
517	чтобы получить	1	1
518	дело совсем	1	1
519	помимо того	1	1
520	иными словами	1	1
521	во всей	1	1
522	б в	2	1
523	в форме	6	1
524	в другой	1	1
525	словами не	1	1
526	и красоту	1	1
527	что бы	1	1
528	будет видно	1	1
529	является результатом	2	1
530	самостоятельно и	1	1
531	случае и	1	1
532	не зная	1	1
533	следовательно в	1	1
534	сюда относится	1	1
535	же можно	2	1
536	еще несколько	1	1
537	по собственному	1	1
538	эти детали	1	1
539	лишь о	1	1
540	или нет	2	1
541	сразу же	2	1
542	убежден что	1	1
543	этого материала	1	1
544	давно и	1	1
545	пор не	1	1
546	как нечто	1	1
547	который в	2	1
548	ссылкой на	1	1
549	но то	1	1
550	об их	1	1
551	какой степени	1	1
552	себя в	1	1
553	уже не	2	1
554	если мы	5	1
555	особая наука	1	1
556	слова не	1	1
557	каким образом	1	1
558	д как	3	1
559	его и	2	1
560	он имеет	1	1
561	не так	1	1
562	но вот	2	1
563	в одном	1	1
564	наука о	2	1
565	с этими	1	1
566	в выборе	1	1
567	повод для	1	1
568	которые могут	1	1
569	и никогда	1	1
570	они есть	1	1
571	от того	3	1
572	само собой	1	1
573	были бы	1	1
574	материала а	2	1
575	точек зрения	1	1
576	с другим	1	1
577	на ее	1	1
578	иначе но	1	1
579	ли считать	1	1
580	такое же	1	1
581	и др	10	1
582	в некоторых	3	1
583	системе и	1	1
584	из другой	2	1
585	не на	2	1
586	не означает	1	1
587	также с	1	1
588	о чем	1	1
589	формах но	1	1
590	в подобных	1	1
591	для этой	3	1
592	является его	1	1
593	можно утверждать	1	1
594	д в	2	1
595	некоторые из	1	1
596	а при	1	1
597	задач и	1	1
598	что именно	1	1
599	приводит в	1	1
600	из которых	3	1
601	какого бы	1	1
602	и пепел	1	1
603	он приводит	2	1
604	не дают	1	1
605	в течение	1	1
606	все таки	1	1
607	громким голосом	1	1
608	пример в	1	1
609	и там	1	1
610	который для	1	1
611	в последнем	2	1
612	в это	1	1
613	как например	2	1
614	этом и	1	1
615	своих предшественников	1	1
616	через а	1	1
617	поставить точку	1	1
618	случаях когда	2	1
619	указать на	1	1
620	частей как	1	1
621	тем и	2	1
622	быть результатом	1	1
623	к данной	1	1
624	или в	4	1
625	в настоящее	3	1
626	в голову	1	1
627	в отдельных	3	1
628	обращается к	1	1
629	на камне	1	1
630	пришлось бы	1	1
631	уже давно	1	1
632	сверх того	1	1
633	ли говорить	1	1
634	одной из	1	1
635	но эта	1	1
636	это делает	1	1
637	работы и	1	1
638	состоит из	1	1
639	уже говорить	1	1
640	для каждой	2	1
641	то здесь	3	1
642	оно не	2	1
643	из этого	1	1
644	обращено внимание	1	1
645	большей частью	4	1
646	сказкой о	1	1
647	но эти	1	1
648	и другие	6	1
649	он лишь	1	1
650	к этому	3	1
651	как на	1	1
652	точно так	1	1
653	xiv в	1	1
654	они не	1	1
