N	2gram	Vinokur_Ku_2	Mirosoze
256	а в	3	2
257	это все	1	2
258	отношением к	1	2
259	что природа	1	2
260	всем и	1	1
261	и то	5	1
262	самом деле	9	1
263	он может	1	1
264	только потому	8	1
265	мере в	1	1
266	почти всегда	2	1
267	ведь и	1	1
268	должна быть	5	1
269	всего лишь	3	1
270	мы не	1	1
271	что если	2	1
272	большую роль	1	1
273	говорить о	4	1
274	что теперь	1	1
275	еще у	1	1
276	не будешь	2	1
277	на них	1	1
278	а следовательно	2	1
279	не оставляет	1	1
280	нет не	1	1
281	теряет свой	2	1
282	есть своя	1	1
283	только тогда	1	1
284	не все	3	1
285	для всякой	2	1
286	уже как	1	1
287	нет и	1	1
288	но без	1	1
289	определяется не	1	1
290	сама по	1	1
291	и прекрасный	1	1
292	с этим	3	1
293	под этой	1	1
294	кто не	1	1
295	могли бы	2	1
296	выпадают из	1	1
297	и как	1	1
298	его к	2	1
299	в каком-то	1	1
300	не хочет	2	1
301	отходят в	1	1
302	в целом	1	1
303	быть материалом	1	1
304	все эти	12	1
305	во многих	1	1
306	что ничего	2	1
307	нет уж	1	1
308	бы только	1	1
309	на то	4	1
310	ними есть	1	1
311	если для	1	1
312	на западе	1	1
313	она становится	1	1
314	все те	1	1
315	перестает быть	1	1
316	они в	1	1
317	из сферы	1	1
318	он должен	1	1
319	ведь не	1	1
320	этом сложность	1	1
321	под конец	1	1
322	это один	1	1
323	но все	4	1
324	и свободу	1	1
325	значительной степени	1	1
326	борьбы и	1	1
327	в другом	2	1
328	об этом	5	1
329	энергию в	1	1
330	и русский	1	1
331	на протяжении	1	1
332	вот например	1	1
333	было бы	15	1
334	всю свою	1	1
335	и тем	5	1
336	какой они	1	1
337	так называемого	1	1
338	может нас	1	1
339	этого не	3	1
340	с тем	2	1
341	значит также	1	1
342	и уже	1	1
343	потому и	1	1
344	и становится	1	1
345	но я	1	1
346	бы на	2	1
347	что такое	3	1
348	можно найти	1	1
349	русских писателей	1	1
350	и без	1	1
351	в котором	1	1
352	с точки	8	1
353	это необычайное	1	1
354	к одному	1	1
355	в которых	2	1
356	своего рода	4	1
357	признать что	1	1
358	той мере	1	1
359	значение для	1	1
360	революции она	1	1
361	имеет смысл	1	1
362	и более	2	1
363	их в	1	1
364	отец и	1	1
365	же такое	1	1
366	о прогрессе	1	1
367	все мы	1	1
368	значения чем	1	1
369	нас нет	1	1
370	и именно	1	1
371	к такому	1	1
372	для всего	1	1
373	ведь было	1	1
374	следовательно и	2	1
375	о природе	1	1
376	всякой иной	2	1
377	эта аналогия	1	1
378	ему и	1	1
379	хочет быть	1	1
380	того же	3	1
381	что на	4	1
382	не потому	1	1
383	не знали	1	1
384	представлять себе	1	1
385	не могут	5	1
386	и часто	1	1
387	своей книге	1	1
388	лежит в	1	1
389	отличается от	3	1
390	с проблемой	1	1
391	но также	4	1
392	и утверждает	1	1
393	мысли о	1	1
394	по сравнению	2	1
395	все еще	1	1
396	творчества не	1	1
397	его есть	1	1
398	как не	3	1
399	не хочу	2	1
400	всего этого	1	1
401	в ее	1	1
402	говорит об	1	1
403	это имело	1	1
404	в пределах	4	1
405	приводит к	5	1
406	роль в	2	1
407	природе своей	1	1
408	например о	1	1
409	не с	1	1
410	по природе	1	1
411	которая была	1	1
412	мог бы	1	1
413	интеллигенция в	1	1
414	когда в	2	1
415	к тем	1	1
416	в эпоху	1	1
417	находится в	1	1
418	вот это	1	1
419	а также	3	1
420	в самой	2	1
421	на вопрос	1	1
422	одно то	1	1
423	теперь и	1	1
424	у высшего	1	1
425	можно встретить	3	1
426	в значительной	1	1
427	не выходит	1	1
428	это в	2	1
429	революции для	1	1
430	хотел бы	1	1
431	и только	1	1
432	которой протекает	1	1
433	кто в	4	1
434	спасение в	1	1
435	уже из	2	1
436	но так	2	1
437	характерный для	1	1
438	его разных	1	1
439	которых они	1	1
440	в какой	1	1
441	правда и	1	1
442	одних и	1	1
443	чтобы оправдать	1	1
444	в уста	1	1
445	не то	2	1
446	к идее	1	1
447	и у	2	1
448	я имею	1	1
449	есть проблема	1	1
450	в противоречии	1	1
451	должны привести	1	1
452	но есть	2	1
453	его и	1	1
454	не сам	1	1
455	был бы	2	1
456	а потому	1	1
457	у нее	1	1
458	смысле этого	2	1
459	но что	2	1
460	почему это	1	1
461	этом отношении	3	1
462	они будут	1	1
463	как можно	2	1
464	правды и	1	1
465	возможно что	1	1
466	себе представить	1	1
467	на примере	2	1
468	с другой	8	1
469	русской интеллигенции	1	1
470	хоть и	1	1
471	вслед за	1	1
472	и прежде	1	1
473	при чем	1	1
474	одного только	1	1
475	у других	1	1
476	существуют ли	1	1
477	до полной	1	1
478	для использования	1	1
479	связь с	1	1
480	ни на	2	1
481	на самом	2	1
482	независимо от	1	1
483	в европе	1	1
484	в разговоре	4	1
485	по своему	1	1
486	сравнению с	1	1
487	в той	2	1
488	и двух	1	1
489	вне этой	1	1
490	есть одна	1	1
491	беспомощность и	1	1
492	этого слова	5	1
493	с этой	2	1
494	этот не	1	1
495	человека овладеть	1	1
496	все это	5	1
497	нашем культурном	1	1
498	которые были	1	1
499	письме к	1	1
500	которые должны	1	1
501	а все	1	1
502	своей собственной	3	1
503	когда он	1	1
504	целый ряд	5	1
505	конце концов	3	1
506	мы должны	2	1
507	ни к	15	1
508	традиций в	1	1
509	только что	1	1
510	все они	2	1
511	не допускает	1	1
512	ли сказать	1	1
513	этой теме	1	1
514	на их	1	1
515	между ними	1	1
516	русская литература	1	1
517	была бы	4	1
518	для нашего	1	1
519	наименьшего сопротивления	1	1
520	в свое	2	1
521	путь который	1	1
522	были и	1	1
523	но эти	1	1
524	это так	3	1
525	к этой	3	1
526	по поводу	2	1
527	к этому	4	1
528	как на	1	1
529	самый характер	1	1
530	которая не	1	1
