N	2gram	Vinokur_St_2	Hudozhes
216	в речи	4	2
217	о своей	2	2
218	на вопрос	3	2
219	внимание на	4	2
220	никак не	2	2
221	и что	6	2
222	до сих	6	2
223	с того	1	2
224	молодой женщины	3	2
225	в значительной	2	2
226	из толпы	1	2
227	в форме	1	2
228	и об	1	2
229	как она	1	2
230	второй половине	1	2
231	но с	4	2
232	согласиться с	1	2
233	с ними	1	2
234	и потому	2	2
235	поэтому и	1	2
236	так что	3	2
237	больше не	1	2
238	в начале	3	2
239	а то	1	2
240	у нее	1	2
241	на том	1	2
242	на стороне	1	2
243	представляют собой	1	2
244	или иначе	1	2
245	ему не	2	2
246	с той	2	2
247	действующих лиц	4	2
248	а с	3	2
249	себя и	1	2
250	до конца	3	2
251	л а	1	2
252	или с	2	2
253	и ему	1	2
254	и м	1	2
255	говорится о	1	2
256	эти слова	2	2
257	характера и	1	2
258	в изображении	1	2
259	этих словах	2	2
260	что же	1	2
261	да и	1	2
262	в это	2	2
263	и не	9	2
264	с этой	2	2
265	еще раз	1	2
266	каждого из	1	2
267	его характер	1	2
268	в результате	2	2
269	ни к	1	2
270	его жизнь	1	2
271	и дело	2	2
272	героя в	1	2
273	которая не	1	2
274	собрания сочинений	1	1
275	а между	1	1
276	смысле слова	1	1
277	как известно	2	1
278	и то	1	1
279	и др	2	1
280	это и	1	1
281	всего это	1	1
282	за собой	1	1
283	в первом	1	1
284	характерное для	1	1
285	сцена в	3	1
286	смысл этого	2	1
287	и до	1	1
288	из его	2	1
289	высшей степени	1	1
290	века в	1	1
291	равнодушен к	1	1
292	по его	3	1
293	также и	2	1
294	его не	3	1
295	этой женщины	1	1
296	общества и	1	1
297	ни у	3	1
298	и любили	1	1
299	ответить на	1	1
300	есть нечто	1	1
301	в сущности	1	1
302	и отрицательных	1	1
303	исторической эпохи	1	1
304	я не	7	1
305	х годов	1	1
306	хотя бы	3	1
307	событий и	1	1
308	так а	1	1
309	в каждой	1	1
310	в сцене	7	1
311	это время	2	1
312	ее решением	1	1
313	литературы и	1	1
314	в основание	1	1
315	на них	1	1
316	сходные с	1	1
317	не хотелось	1	1
318	в чем	1	1
319	совсем не	1	1
320	а тем	1	1
321	бы в	1	1
322	от характера	1	1
323	в сторону	1	1
324	ответ на	1	1
325	в общем	3	1
326	слова на	1	1
327	отношение к	1	1
328	тому времени	2	1
329	произведение не	1	1
330	тут же	1	1
331	к своей	1	1
332	это были	2	1
333	нет и	2	1
334	средних веков	1	1
335	несколько наиболее	1	1
336	к сожалению	2	1
337	и я	2	1
338	чем же	1	1
339	общего с	1	1
340	что именно	2	1
341	вот как	1	1
342	противоречие в	1	1
343	что касается	1	1
344	в полном	3	1
345	еще больше	1	1
346	и как	2	1
347	по пути	2	1
348	что этим	1	1
349	к числу	1	1
350	и хотя	1	1
351	о самом	1	1
352	и последний	1	1
353	да еще	1	1
354	где все	1	1
355	в письмах	2	1
356	в которой	11	1
357	из этих	1	1
358	мы привыкли	1	1
359	и тот	1	1
360	только один	1	1
361	не годится	1	1
362	внимания к	1	1
363	обмен репликами	1	1
364	вообще не	3	1
365	например как	1	1
366	в определенном	1	1
367	но именно	1	1
368	одному из	1	1
369	пушкина и	9	1
370	например или	1	1
371	с именем	1	1
372	к одному	1	1
373	не как	1	1
374	том чтобы	1	1
375	до прихода	1	1
376	свое время	1	1
377	его от	1	1
378	отступает от	1	1
379	русского классического	1	1
380	то ни	2	1
381	что все	1	1
382	тем в	2	1
383	отрывке из	1	1
384	была в	1	1
385	их и	1	1
386	на этой	1	1
387	первая глава	2	1
388	а как	4	1
389	который так	1	1
390	этом смысле	1	1
391	роль в	1	1
392	истории и	2	1
393	по истории	1	1
394	и тем	1	1
395	не соответствует	1	1
396	для них	1	1
397	но уже	1	1
398	его среды	1	1
399	в высшей	1	1
400	к которым	1	1
401	жизни то	1	1
402	с тем	7	1
403	а за	1	1
404	и уже	1	1
405	он и	1	1
406	в москве	2	1
407	и чувствовали	1	1
408	всякого сомнения	2	1
409	можно считать	1	1
410	и тому	1	1
411	нисколько не	1	1
412	истории русской	1	1
413	или менее	2	1
414	в еще	1	1
415	в г	7	1
416	места в	1	1
417	имеет ничего	1	1
418	что среди	1	1
419	ли можно	1	1
420	и без	1	1
421	вне всякого	2	1
422	это делает	1	1
423	в город	1	1
424	же действительно	1	1
425	как произведение	2	1
426	место в	1	1
427	в отличие	2	1
428	нее то	1	1
429	в герои	1	1
430	нельзя было	1	1
431	в одном	6	1
432	не будем	1	1
433	и более	2	1
434	что этот	2	1
435	между прочим	12	1
436	нас к	1	1
437	иной раз	1	1
438	вовсе не	6	1
439	в отношении	2	1
440	на рубеже	3	1
441	так как	2	1
442	вплоть до	1	1
443	эта картина	1	1
444	но они	2	1
445	что эта	3	1
446	самого начала	3	1
447	хотелось бы	1	1
448	мысли в	1	1
449	дело в	4	1
450	у кого	1	1
451	в основе	1	1
452	читаем что	1	1
453	например что	2	1
454	взглянуть на	2	1
455	нельзя ли	1	1
456	это еще	2	1
457	не могло	3	1
458	только не	2	1
459	однако если	1	1
460	нельзя не	3	1
461	мотивы в	1	1
462	и всегда	2	1
463	в москву	1	1
464	на тему	1	1
465	вследствие того	1	1
466	этих двух	1	1
467	в текст	1	1
468	именно они	1	1
469	не до	2	1
470	не потому	2	1
471	в движении	2	1
472	в трагедии	17	1
473	что ей	1	1
474	не могут	1	1
475	в среде	1	1
476	под видом	1	1
477	и вполне	1	1
478	под защиту	1	1
479	что оно	1	1
480	но также	4	1
481	в поле	1	1
482	на это	2	1
483	о них	1	1
484	ничего общего	1	1
485	говорит о	2	1
486	годится в	1	1
487	и которая	1	1
488	в деревне	1	1
489	качеств так	1	1
490	чем не	1	1
491	в виду	7	1
492	того времени	4	1
493	свою очередь	1	1
494	данном случае	1	1
495	в в	1	1
496	книги и	1	1
497	реальной действительности	1	1
498	с самого	3	1
499	для своей	2	1
500	различие между	1	1
501	в образе	3	1
502	на нее	3	1
503	за то	3	1
504	здесь нет	1	1
505	во многом	2	1
506	о связи	1	1
507	он сам	1	1
508	даже не	1	1
509	имеет право	1	1
510	говорит об	2	1
511	одного из	1	1
512	сам а	1	1
513	для нас	1	1
514	с другой	4	1
515	этим не	1	1
516	как у	3	1
517	в которую	2	1
518	собственной жизни	1	1
519	во втором	1	1
520	сцену из	1	1
521	не противоречат	1	1
522	в крыму	1	1
523	наконец в	3	1
524	к концу	1	1
525	как например	2	1
526	обычно у	1	1
527	героини и	1	1
528	в двух	1	1
529	романа и	1	1
530	тот же	1	1
531	в какой	2	1
532	почти ничего	1	1
533	непосредственно из	1	1
534	н м	1	1
535	это очень	2	1
536	времени и	4	1
537	всяком случае	3	1
538	их не	1	1
539	в общий	1	1
540	с какой	1	1
541	на всем	2	1
542	более или	2	1
543	уже в	1	1
544	спит в	1	1
545	действующего лица	2	1
546	не дает	2	1
547	этого процесса	1	1
548	но совершенно	1	1
549	но для	1	1
550	эти два	1	1
551	ни с	2	1
552	этом в	1	1
553	одно из	1	1
554	в письме	5	1
555	в прозе	1	1
556	могло бы	1	1
557	сами по	2	1
558	в выборе	1	1
559	относясь к	1	1
560	из нее	3	1
561	отличие от	2	1
562	прибегает и	1	1
563	так легко	1	1
564	что они	2	1
565	не укладывается	1	1
566	в особенности	2	1
567	и стал	1	1
568	по своим	1	1
569	внушить ему	1	1
570	еще и	3	1
571	в романе	4	1
572	что для	1	1
573	можно назвать	1	1
574	связано с	1	1
575	них и	1	1
576	церкви и	1	1
577	из наиболее	1	1
578	не на	2	1
579	в руках	1	1
580	пишет критик	1	1
581	и исторической	1	1
582	там где	2	1
583	жизнь в	1	1
584	важнейшими из	1	1
585	так называемых	1	1
586	именно поэтому	1	1
587	о себе	1	1
588	как это	2	1
589	но все	7	1
590	xix века	3	1
591	о чем	5	1
592	в данном	2	1
593	если оно	1	1
594	которые являются	1	1
595	пишет в	1	1
596	и всей	1	1
597	века и	2	1
598	в ряду	1	1
599	присутствует в	2	1
600	человек с	1	1
601	на свете	1	1
602	том смысле	2	1
603	быть не	1	1
604	внешнего мира	1	1
605	с очень	1	1
606	только о	2	1
607	в контексте	1	1
608	не испытывал	1	1
609	на пути	1	1
610	казалось что	1	1
611	но это	3	1
612	это был	2	1
613	и слово	1	1
614	письме к	8	1
615	не мог	3	1
616	роман но	1	1
617	уже на	1	1
618	в голову	1	1
619	отношения между	1	1
620	это делалось	1	1
621	когда он	1	1
622	в отдельных	1	1
623	у которого	1	1
624	конце концов	1	1
625	укладывается в	1	1
626	давно уже	3	1
627	практическую победу	1	1
628	лишь что	1	1
629	неотделим от	1	1
630	от своего	1	1
631	сказать что	2	1
632	и внутренне	1	1
633	на который	1	1
634	их с	1	1
635	в свою	1	1
636	к его	1	1
637	в характере	1	1
638	в последнем	1	1
639	с такой	1	1
640	из этого	1	1
641	в свое	1	1
642	еще предстоит	1	1
643	средство общения	1	1
644	в трех	1	1
645	описаний в	1	1
646	который он	1	1
647	из романа	2	1
648	пути к	1	1
649	ни на	1	1
650	времени работы	1	1
651	видел ли	1	1
652	как слово	1	1
653	и другие	2	1
654	я могу	1	1
655	который не	1	1
656	к роли	1	1
657	во всяком	3	1
658	все что	1	1
