N	2gram	Savitsky_E_1	Analitik
232	что же	2	2
233	тех или	1	2
234	не является	3	2
235	тем более	4	2
236	которой могут	1	2
237	мире и	1	2
238	нет ничего	1	2
239	понимать как	1	2
240	другой стороны	2	2
241	культуры в	4	2
242	в свое	1	2
243	в какой	2	2
244	себя как	1	1
245	речь идет	1	1
246	например в	1	1
247	мира не	2	1
248	тех же	1	1
249	он обращен	1	1
250	этого мира	1	1
251	от своей	1	1
252	по преимуществу	2	1
253	должна быть	2	1
254	чтобы тот	1	1
255	она в	3	1
256	на тех	1	1
257	мы не	4	1
258	сведена к	1	1
259	за несколько	1	1
260	есть нечто	1	1
261	и другая	2	1
262	которое не	1	1
263	как не	2	1
264	не способен	1	1
265	в ней	4	1
266	свою очередь	2	1
267	меньшей степени	2	1
268	качестве объекта	1	1
269	литературы и	1	1
270	по этому	1	1
271	он сам	2	1
272	быть в	1	1
273	нам представляется	1	1
274	что люди	1	1
275	во всех	6	1
276	тем как	1	1
277	в ее	8	1
278	и всего	1	1
279	чем это	1	1
280	мы будем	1	1
281	но как	2	1
282	к которой	1	1
283	в сторону	2	1
284	только тогда	1	1
285	или по	2	1
286	быть сведена	1	1
287	или иное	1	1
288	независимо от	4	1
289	ответ и	1	1
290	его на	2	1
291	как в	3	1
292	есть в	2	1
293	как нам	5	1
294	помнить что	2	1
295	в противном	1	1
296	в полном	1	1
297	и наконец	2	1
298	та и	1	1
299	к числу	1	1
300	более или	1	1
301	та же	1	1
302	и возникновение	1	1
303	что это	2	1
304	бы с	1	1
305	следует понимать	1	1
306	он в	1	1
307	поскольку в	1	1
308	исключительно в	2	1
309	в известном	3	1
310	мы именуем	1	1
311	и тот	1	1
312	но его	1	1
313	и те	1	1
314	претендовать на	1	1
315	из общей	1	1
316	этот процесс	2	1
317	противном случае	1	1
318	кажется не	1	1
319	в рамки	1	1
320	к некоторому	1	1
321	всех этих	1	1
322	не значит	1	1
323	или иному	2	1
324	в виде	5	1
325	не как	1	1
326	отношений между	2	1
327	части этого	1	1
328	любой из	1	1
329	имеют значение	1	1
330	его можно	1	1
331	такая постановка	1	1
332	и наоборот	1	1
333	но все	1	1
334	от нее	1	1
335	а затем	1	1
336	что все	2	1
337	в состоянии	1	1
338	во внутреннюю	1	1
339	тем в	3	1
340	как случайно	1	1
341	том случае	1	1
342	которая при	1	1
343	в будущее	2	1
344	заключается в	2	1
345	свести к	1	1
346	и тем	3	1
347	или хотя	2	1
348	в ином	1	1
349	участие в	2	1
350	который по	1	1
351	для них	2	1
352	в них	3	1
353	его частей	1	1
354	с тем	3	1
355	одна и	2	1
356	культуры с	2	1
357	или менее	1	1
358	в этих	2	1
359	все более	9	1
360	может лишь	1	1
361	и ее	1	1
362	том же	1	1
363	оставаться в	1	1
364	в отношении	32	1
365	в такой	1	1
366	то его	1	1
367	в которых	3	1
368	своих частях	1	1
369	одном из	2	1
370	него не	1	1
371	которое недоступно	1	1
372	нас к	2	1
373	тому что	1	1
374	о будущем	1	1
375	не менее	1	1
376	собой своеобразный	1	1
377	в обоих	1	1
378	одна из	1	1
379	наблюдений над	1	1
380	иными словами	4	1
381	того в	1	1
382	к концу	1	1
383	всякого иного	1	1
384	такая же	1	1
385	во всем	1	1
386	но это	1	1
387	в каком	4	1
388	с другом	3	1
389	xx века	1	1
390	уже о	1	1
391	начиная с	2	1
392	значение только	2	1
393	числе и	1	1
394	всего в	2	1
395	из перечисленных	1	1
396	от элементов	1	1
397	оно не	1	1
398	утверждать что	2	1
399	но сама	1	1
400	говорит о	3	1
401	и художественное	1	1
402	но по	2	1
403	и сами	1	1
404	людей в	1	1
405	говоря уже	2	1
406	как по	1	1
407	то или	1	1
408	с мировым	2	1
409	культуры и	2	1
410	на свой	1	1
411	как с	1	1
412	же касается	1	1
413	что может	1	1
414	те же	1	1
415	к тем	1	1
416	в отдельных	1	1
417	является в	1	1
418	не случайна	1	1
419	в глубине	1	1
420	в разных	1	1
421	приближается к	3	1
422	в самой	1	1
423	внимание на	1	1
424	говорить не	1	1
425	говорит об	1	1
426	более высокой	1	1
427	и что	2	1
428	его жизни	1	1
429	может не	1	1
430	аналогии с	1	1
431	как было	3	1
432	времени в	1	1
433	и во	2	1
434	положения и	1	1
435	связь между	1	1
436	в которую	1	1
437	однако с	1	1
438	они являются	1	1
439	к установлению	1	1
440	эти два	1	1
441	во всей	2	1
442	и только	3	1
443	но нельзя	1	1
444	в ту	1	1
445	и иных	1	1
446	вплоть до	1	1
447	быть и	1	1
448	в формах	1	1
449	тот же	1	1
450	мы увидим	1	1
451	что даже	1	1
452	а тем	2	1
453	и науке	1	1
454	как нечто	1	1
455	входит в	1	1
456	этот факт	3	1
457	же при	1	1
458	тот что	1	1
459	может она	1	1
460	для всех	1	1
461	со своим	1	1
462	связи с	1	1
463	не можем	2	1
464	если и	1	1
465	то и	1	1
466	человека этот	1	1
467	от других	1	1
468	во втором	2	1
469	в данной	3	1
470	но от	1	1
471	только одно	2	1
472	всяком случае	3	1
473	постановка проблемы	1	1
474	как их	2	1
475	мы находим	1	1
476	в одном	2	1
477	всех и	1	1
478	в последние	6	1
479	эволюции в	1	1
480	она и	1	1
481	и даже	6	1
482	выходит за	1	1
483	даже не	1	1
484	в любой	1	1
485	влияние на	2	1
486	являет собой	1	1
487	или иначе	1	1
488	не обязательно	1	1
489	вслед за	6	1
490	с той	1	1
491	один и	1	1
492	что для	1	1
493	в соответствии	1	1
494	всех прочих	2	1
495	не было	1	1
496	степень совершенства	1	1
497	принадлежит не	1	1
498	не означает	2	1
499	человеческой жизни	1	1
500	долгое время	2	1
501	этот принцип	1	1
502	бы как	1	1
503	если не	1	1
504	в связи	1	1
505	связь с	1	1
506	для сферы	1	1
507	можно утверждать	2	1
508	ни на	3	1
509	ко всем	1	1
510	как это	4	1
511	по своему	7	1
512	в течение	5	1
513	смысле этого	1	1
514	в пределы	3	1
515	происходит в	2	1
516	друг с	3	1
517	к определению	1	1
518	с некоторым	1	1
519	с этой	6	1
520	известном смысле	3	1
521	в стране	2	1
522	при условии	2	1
523	и таким	2	1
524	в аспекте	1	1
525	приобщения к	1	1
526	этом смысле	3	1
527	тому или	2	1
528	не ставим	1	1
529	является ли	3	1
530	только одна	1	1
531	и для	3	1
532	указать на	1	1
533	случае если	1	1
534	при таком	1	1
535	ко второй	1	1
536	войти в	1	1
537	и от	3	1
538	все что	1	1
539	или в	2	1
540	что оно	1	1
541	в результате	3	1
542	мира и	3	1
543	между ними	2	1
544	о котором	1	1
545	составляет часть	1	1
546	хотя и	2	1
547	ее и	1	1
548	для нас	4	1
549	из себя	1	1
550	значение лишь	1	1
551	мы должны	2	1
552	в большей	1	1
553	уже существует	1	1
554	весьма часто	1	1
555	же в	2	1
556	в своих	2	1
557	даже при	2	1
558	жизни в	3	1
559	мы подразумеваем	1	1
560	все еще	1	1
561	к отношениям	2	1
562	совершенно ошибочно	1	1
563	в свою	3	1
564	характерной чертой	1	1
565	приводит нас	2	1
566	включает в	1	1
567	жизни и	2	1
568	ее в	3	1
569	и эта	2	1
570	бы столь	1	1
571	который не	1	1
572	приобретают характер	1	1
573	во всяком	3	1
574	этой точки	5	1
