N	2gram	Vygotskiy__4	Tvorches
239	но если	3	2
240	героя и	2	2
241	и без	1	2
242	из этого	5	2
243	в искусстве	2	2
244	во всяком	3	2
245	этого романа	1	1
246	нем нет	2	1
247	речь идет	3	1
248	узнаем в	1	1
249	художественного произведения	1	1
250	как его	1	1
251	связана с	1	1
252	не остается	1	1
253	с кем	1	1
254	на другой	1	1
255	это и	5	1
256	о гармонии	1	1
257	в первом	1	1
258	нас на	1	1
259	поэтому он	1	1
260	из его	2	1
261	почти всегда	2	1
262	сам автор	2	1
263	гамлете и	1	1
264	действительности и	1	1
265	века в	1	1
266	и за	3	1
267	мы уже	5	1
268	той же	4	1
269	отцов и	1	1
270	со всех	1	1
271	и значение	1	1
272	из всего	1	1
273	и современной	1	1
274	что если	3	1
275	и тут	1	1
276	части мы	1	1
277	в первый	3	1
278	случае это	1	1
279	не была	1	1
280	черта это	1	1
281	мы получаем	1	1
282	как я	3	1
283	мы и	1	1
284	то это	3	1
285	в сцене	1	1
286	всех сторон	1	1
287	свою очередь	1	1
288	и житейской	1	1
289	литературы и	2	1
290	быть в	1	1
291	не был	2	1
292	гневным и	1	1
293	это означало	3	1
294	с его	2	1
295	во всех	2	1
296	в сюжете	1	1
297	в создании	1	1
298	к королю	1	1
299	но самого	1	1
300	о смерти	5	1
301	но как	1	1
302	к которой	3	1
303	и всякий	2	1
304	не все	2	1
305	если в	1	1
306	изображает как	1	1
307	менее всего	1	1
308	в жизни	4	1
309	как личности	1	1
310	значение имеет	3	1
311	затем она	1	1
312	и первый	2	1
313	общего с	1	1
314	автора в	1	1
315	с этим	5	1
316	этой стороны	1	1
317	однако не	2	1
318	перед нами	6	1
319	третий раз	1	1
320	на самоубийство	1	1
321	и как	5	1
322	говорит что	10	1
323	нападает на	1	1
324	и к	2	1
325	и событий	1	1
326	психологии и	1	1
327	в гамлете	11	1
328	что это	13	1
329	всего романа	2	1
330	представляет собой	2	1
331	романа это	1	1
332	из этих	2	1
333	думать что	2	1
334	на могиле	1	1
335	что автор	4	1
336	что ничего	1	1
337	он начинает	2	1
338	мысленным взором	1	1
339	нами в	2	1
340	и до	3	1
341	мы чувствуем	1	1
342	на то	10	1
343	действительную жизнь	2	1
344	главным образом	1	1
345	мысли и	1	1
346	после этого	6	1
347	поскольку он	1	1
348	берет в	1	1
349	и эти	2	1
350	перед мысленным	1	1
351	что нужно	1	1
352	и вот	6	1
353	наших глазах	1	1
354	же самая	1	1
355	что убийство	1	1
356	синтаксисе и	1	1
357	и независимо	1	1
358	к выводу	1	1
359	можно было	4	1
360	что все	11	1
361	это случилось	1	1
362	и дальше	1	1
363	об этой	1	1
364	в глубине	1	1
365	и опять-таки	2	1
366	заключается в	5	1
367	которого не	1	1
368	подходит к	1	1
369	смотреть на	1	1
370	было бы	12	1
371	должен был	3	1
372	по себе	9	1
373	соответствует его	1	1
374	ни в	3	1
375	королю лиру	1	1
376	из нее	3	1
377	в них	2	1
378	может нас	1	1
379	всю жизнь	2	1
380	характера у	1	1
381	эффекта и	1	1
382	несмотря на	1	1
383	мы знаем	2	1
384	произведение с	1	1
385	должно быть	3	1
386	в один	1	1
387	перед собой	1	1
388	в эту	1	1
389	в этих	1	1
390	мы как	1	1
391	во время	6	1
392	писателя на	1	1
393	жизнь не	1	1
394	ряда в	1	1
395	этой связи	1	1
396	это делает	2	1
397	этой трагедии	3	1
398	больше не	1	1
399	говорил о	1	1
400	или вернее	2	1
401	знаем что	4	1
402	король лир	1	1
403	всякий раз	6	1
404	признать что	1	1
405	и о	4	1
406	приблизительно так	1	1
407	является только	1	1
408	развития их	1	1
409	из области	1	1
410	что зритель	2	1
411	образом и	1	1
412	но он	6	1
413	и более	1	1
414	с так	1	1
415	не имеющего	1	1
416	даже в	2	1
417	тому что	6	1
418	без него	1	1
419	нечто вроде	1	1
420	она не	3	1
421	что с	1	1
422	дело в	1	1
423	д все	1	1
424	точно так	3	1
425	но только	1	1
426	конце рассказа	1	1
427	не имеет	2	1
428	это совершенно	3	1
429	ее связь	2	1
430	дает нам	1	1
431	к ней	1	1
432	или его	3	1
433	за которой	2	1
434	у шекспира	2	1
435	и является	2	1
436	уже говорили	1	1
437	в сознании	1	1
438	считать что	1	1
439	событий и	3	1
440	как будто	8	1
441	ли это	3	1
442	перед ним	2	1
443	и со	1	1
444	и пытаются	1	1
445	у меня	1	1
446	он называет	1	1
447	стороны и	1	1
448	случайно и	1	1
449	во все	3	1
450	лежит в	2	1
451	когда разговор	1	1
452	как только	2	1
453	изменяет их	1	1
454	одну и	1	1
455	все отдельные	1	1
456	к тому	12	1
457	что оно	3	1
458	всего что	1	1
459	бы он	1	1
460	указывает на	3	1
461	он видит	3	1
462	день и	1	1
463	на это	1	1
464	если же	1	1
465	ничего общего	1	1
466	принять за	1	1
467	должен быть	1	1
468	на наших	1	1
469	представляют собой	1	1
470	расходится с	1	1
471	как мы	4	1
472	в обстановке	1	1
473	меня в	1	1
474	событий в	3	1
475	трагедию в	1	1
476	характер и	1	1
477	мысль о	1	1
478	то чтобы	2	1
479	только то	1	1
480	на той	1	1
481	с самого	5	1
482	то время	2	1
483	в пределах	3	1
484	решающую роль	1	1
485	ясно что	5	1
486	каждого из	1	1
487	с собой	1	1
488	она была	1	1
489	мечтой о	1	1
490	во второй	1	1
491	том как	3	1
492	что от	1	1
493	легенды и	1	1
494	жизнь и	4	1
495	является в	1	1
496	пьесы в	2	1
497	в день	1	1
498	был не	1	1
499	образом в	2	1
500	в виду	2	1
501	о нем	4	1
502	это если	1	1
503	и здесь	3	1
504	о своей	1	1
505	в другом	1	1
506	столь же	2	1
507	сцен и	1	1
508	с одной	3	1
509	почему же	2	1
510	утверждает что	4	1
511	об идейной	1	1
512	может не	1	1
513	происходит не	1	1
514	как наиболее	1	1
515	в конечном	1	1
516	от автора	1	1
517	прямо указывает	1	1
518	от него	1	1
519	в драме	3	1
520	но нет	1	1
521	же после	6	1
522	то мы	1	1
523	с матерью	1	1
524	непосредственно в	1	1
525	от этих	4	1
526	же ясно	1	1
527	романа в	1	1
528	рассмотрение этой	1	1
529	с а	1	1
530	как она	10	1
531	если взять	2	1
532	условия для	1	1
533	в жизнь	1	1
534	совершенно новый	3	1
535	ли он	2	1
536	но ни	1	1
537	читателю как	1	1
538	трагедии и	6	1
539	в обществе	1	1
540	и начинаем	1	1
541	он действует	1	1
542	том чтобы	4	1
543	этого рассказа	12	1
544	не то	4	1
545	от одной	2	1
546	сцены и	1	1
547	с трагедией	1	1
548	связи с	2	1
549	вот что	1	1
550	не можем	3	1
551	видеть что	1	1
552	и глаза	1	1
553	и исследования	1	1
554	не находим	1	1
555	сделать и	1	1
556	здесь же	1	1
557	не из	1	1
558	конечном счете	1	1
559	в смешном	1	1
560	был бы	3	1
561	и их	1	1
562	сами по	3	1
563	шекспир а	1	1
564	есть его	1	1
565	и никогда	1	1
566	как раз	9	1
567	не просто	4	1
568	в любви	1	1
569	на деле	1	1
570	как тогда	1	1
571	в какой-то	1	1
572	совершенно бесспорно	1	1
573	во власти	1	1
574	до начала	1	1
575	что и	3	1
576	со стороны	2	1
577	даже не	2	1
578	и точно	2	1
579	который оказывает	1	1
580	вечный жид	1	1
581	его с	1	1
582	сам себя	2	1
583	в предисловии	1	1
584	и между	1	1
585	что для	5	1
586	может жить	1	1
587	подготовлены к	1	1
588	как ни	1	1
589	и психологии	1	1
590	и я	1	1
591	на глазах	1	1
592	ни о	1	1
593	самого начала	5	1
594	иногда несколько	1	1
595	в связи	1	1
596	действия в	1	1
597	уже давно	1	1
598	и она	2	1
599	он изображает	1	1
600	эти слова	3	1
601	сцену с	1	1
602	с первого	1	1
603	я уже	1	1
604	который бы	1	1
605	как это	14	1
606	страстей и	1	1
607	к другой	2	1
608	делают некоторые	1	1
609	который видит	1	1
610	требует от	1	1
611	нет ни	3	1
612	условно обозначает	1	1
613	он утверждает	1	1
614	предисловии к	1	1
615	он говорит	3	1
616	у гамлета	1	1
617	целом ряде	1	1
618	что за	1	1
619	искусства но	1	1
620	гамлету и	4	1
621	с такой	2	1
622	в течение	1	1
623	такого рода	1	1
624	что весь	1	1
625	самого себя	1	1
626	в третий	1	1
627	и такие	1	1
628	этого слова	3	1
629	он имел	1	1
630	отличается от	1	1
631	перед смертью	1	1
632	с автором	1	1
633	этот образ	1	1
634	глубине души	1	1
635	и для	3	1
636	для ее	1	1
637	мы только	1	1
638	такое понимание	2	1
639	в результате	2	1
640	это как	1	1
641	человек и	1	1
642	ее и	2	1
643	для нас	7	1
644	не понравилось	1	1
645	литературной традицией	1	1
646	впечатление и	1	1
647	а может	1	1
648	и ни	1	1
649	не должен	1	1
650	будто бы	1	1
651	тот же	3	1
652	за этим	3	1
653	в новый	1	1
654	по поводу	4	1
655	раз после	1	1
656	я говорю	1	1
657	а о	1	1
658	в свою	1	1
659	первый раз	4	1
660	с ней	1	1
661	в схеме	1	1
662	сказать что	13	1
663	не быть	1	1
664	была бы	2	1
665	совершенно не	4	1
666	лаэрта и	2	1
667	в характере	2	1
668	рассказа это	3	1
669	вся история	1	1
670	к действию	1	1
671	но автор	2	1
672	к другим	1	1
673	и другие	1	1
674	того времени	1	1
675	или во	1	1
676	это понятие	1	1
677	как на	6	1
