N	2gram	Tiupa_Anal_3	formyVre
230	до сих	1	2
231	с другой	7	2
232	этом ряду	2	2
233	именно в	3	2
234	было бы	3	2
235	наконец в	1	2
236	и затем	1	2
237	у нас	1	2
238	не знает	1	2
239	жизни но	1	2
240	не может	2	2
241	все основные	1	2
242	как это	3	2
243	по своему	2	2
244	в данном	4	2
245	и всех	1	2
246	этом случае	1	2
247	сих пор	1	2
248	о его	2	2
249	ни для	2	2
250	и точность	1	2
251	картине мира	2	2
252	но это	1	2
253	между ними	1	2
254	в иной	2	2
255	как на	1	2
256	во всяком	2	2
257	все что	1	2
258	кто бы	1	1
259	говоря о	1	1
260	в дальнейшей	1	1
261	например в	2	1
262	мире это	1	1
263	себе этот	1	1
264	ни своей	1	1
265	на самом	1	1
266	своего соперника	1	1
267	значении этого	1	1
268	ее до	1	1
269	это и	2	1
270	идет о	1	1
271	здесь и	3	1
272	фольклора и	1	1
273	по преимуществу	2	1
274	не имеют	1	1
275	видеть в	2	1
276	есть не	2	1
277	со всех	1	1
278	у тебя	1	1
279	что если	1	1
280	и момент	1	1
281	что уже	1	1
282	вопрос о	1	1
283	он как	1	1
284	одновременно в	1	1
285	начинается с	1	1
286	и глубоких	1	1
287	в полной	1	1
288	быть осуществлено	1	1
289	всех сторон	1	1
290	в ней	2	1
291	между собой	1	1
292	он сам	1	1
293	в широком	1	1
294	время в	1	1
295	с его	8	1
296	тем как	1	1
297	я был	1	1
298	так для	1	1
299	самом деле	2	1
300	все больше	1	1
301	характерная для	1	1
302	в общем	2	1
303	герой не	1	1
304	тому времени	1	1
305	отличие от	2	1
306	за пределы	1	1
307	рассуждений о	1	1
308	как говорит	3	1
309	что во	1	1
310	каждая из	1	1
311	из уст	1	1
312	и одним	1	1
313	напротив не	1	1
314	путь в	1	1
315	в европейской	1	1
316	в полном	1	1
317	этом же	1	1
318	когда он	2	1
319	что по	4	1
320	к циклизации	1	1
321	и каким	1	1
322	и отчасти	1	1
323	нашего анализа	1	1
324	в самом	5	1
325	бы и	2	1
326	как то	1	1
327	жанрами и	1	1
328	тон в	1	1
329	бы не	1	1
330	так в	3	1
331	учение о	1	1
332	всего к	1	1
333	частности с	1	1
334	и тот	1	1
335	его части	2	1
336	в случае	5	1
337	вследствие этого	1	1
338	стороны в	1	1
339	стремится к	1	1
340	мы можем	2	1
341	они в	1	1
342	мира проникнутая	1	1
343	не как	2	1
344	на его	2	1
345	большую часть	1	1
346	в сей	1	1
347	всех своих	1	1
348	и анекдота	1	1
349	ни был	1	1
350	в каждом	3	1
351	об этом	2	1
352	этой традиции	1	1
353	это было	1	1
354	с самим	2	1
355	жизненной практике	1	1
356	чаще всего	1	1
357	вертикальный хронотоп	1	1
358	и каждый	1	1
359	реальности и	1	1
360	о которых	2	1
361	как об	1	1
362	мировой литературы	1	1
363	а за	1	1
364	анекдот о	1	1
365	он и	3	1
366	новеллы маска	1	1
367	ключ к	3	1
368	мы не	3	1
369	в один	1	1
370	и того	3	1
371	одного и	3	1
372	и еще	1	1
373	следующий ряд	1	1
374	в своей	1	1
375	целого или	1	1
376	индивидуальной жизни	1	1
377	как все	1	1
378	художественное мышление	1	1
379	не становится	1	1
380	новой формы	1	1
381	самый момент	1	1
382	живота и	1	1
383	не столько	3	1
384	этих историй	1	1
385	от его	2	1
386	далеки от	1	1
387	художественного мира	1	1
388	времени не	1	1
389	однако в	5	1
390	единое целое	1	1
391	в устах	1	1
392	случае мы	1	1
393	же самого	1	1
394	любви и	1	1
395	лишь одну	1	1
396	чистом виде	2	1
397	возникает в	2	1
398	другого на	1	1
399	уст в	1	1
400	о причине	1	1
401	дело в	2	1
402	одна из	2	1
403	на него	1	1
404	жанры по	1	1
405	в библейском	1	1
406	миру но	1	1
407	всех пяти	1	1
408	авторства и	1	1
409	функцию в	1	1
410	притча о	7	1
411	этой темы	1	1
412	или вовсе	1	1
413	через него	1	1
414	под этим	1	1
415	на два	2	1
416	слова как	1	1
417	этих двух	1	1
418	или как	1	1
419	не принадлежат	1	1
420	как момент	1	1
421	во всем	3	1
422	каждой из	1	1
423	и делает	1	1
424	в стиле	1	1
425	и здесь	2	1
426	не могут	1	1
427	когда мы	2	1
428	с полной	1	1
429	бы он	1	1
430	той или	3	1
431	роман мы	1	1
432	в наши	1	1
433	частной жизни	1	1
434	сказать что	2	1
435	оно не	1	1
436	себе в	1	1
437	с ее	3	1
438	свою очередь	4	1
439	в ее	3	1
440	отношений и	1	1
441	данном случае	3	1
442	себе самом	1	1
443	него самого	1	1
444	в произведении	3	1
445	чего еще	1	1
446	и сам	4	1
447	не за	1	1
448	здесь как	1	1
449	если бы	1	1
450	будем рассматривать	1	1
451	романов и	1	1
452	сводится к	2	1
453	отчасти в	1	1
454	тяготеющие к	1	1
455	и т.д	2	1
456	внимание на	4	1
457	никак не	1	1
458	в глаза	2	1
459	все их	1	1
460	о героизации	1	1
461	в значительной	2	1
462	и ложными	1	1
463	и смыслом	1	1
464	между тем	5	1
465	нуждается в	2	1
466	непосредственно после	1	1
467	на всех	1	1
468	всего этого	1	1
469	в самый	1	1
470	тех пор	2	1
471	герой в	1	1
472	по своей	2	1
473	рассуждение о	1	1
474	и одновременно	1	1
475	и дело	1	1
476	вступить в	2	1
477	лишь на	3	1
478	для себя	1	1
479	и является	1	1
480	проявляется в	1	1
481	и строго	1	1
482	и ее	2	1
483	по этому	1	1
484	литературе и	1	1
485	тот или	2	1
486	себя в	4	1
487	для всех	2	1
488	есть в	1	1
489	оказывается в	1	1
490	с нею	2	1
491	не можем	1	1
492	в пределе	1	1
493	глаза и	1	1
494	в единое	1	1
495	ведь это	1	1
496	достигается прежде	1	1
497	всех событий	1	1
498	соседства с	1	1
499	не противоречит	1	1
500	у шекспира	1	1
501	вероятно не	1	1
502	этой проблемы	1	1
503	его сущности	1	1
504	в бою	1	1
505	веселым и	1	1
506	еще и	3	1
507	в отличие	2	1
508	что не	3	1
509	позиция автора	1	1
510	на этот	1	1
511	другой стороны	5	1
512	его как	3	1
513	одну из	2	1
514	для их	1	1
515	осуществлено только	1	1
516	или с	1	1
517	несмотря на	2	1
518	и большим	1	1
519	но как	3	1
520	в организации	1	1
521	мог быть	1	1
522	в цикле	1	1
523	одной стороны	2	1
524	хронотоп в	1	1
525	уже никогда	1	1
526	есть на	1	1
527	в тех	2	1
528	с тех	1	1
529	да и	2	1
530	дело здесь	1	1
531	цели не	1	1
532	этого слова	2	1
533	оба они	1	1
534	между прочим	1	1
535	и тогда	1	1
536	загробного мира	2	1
537	это уже	1	1
538	уже на	1	1
539	культуры и	1	1
540	в стихотворении	1	1
541	формы и	1	1
542	войти в	1	1
543	в результате	5	1
544	а все	1	1
545	в отдельных	1	1
546	иного рода	1	1
547	бы в	1	1
548	всякого рода	1	1
549	в динамике	1	1
550	своих героев	1	1
551	для читателя	1	1
552	хотя в	2	1
553	бы на	1	1
554	речь о	1	1
555	целью и	1	1
556	к самому	1	1
557	он же	1	1
558	нам не	2	1
559	в свою	5	1
560	не узнает	1	1
561	гостьи и	1	1
562	они как	1	1
563	в отдельности	1	1
564	бы ни	1	1
565	от всех	1	1
566	совершенно не	2	1
567	дело с	3	1
568	же самой	1	1
569	ко всему	1	1
570	занимает в	1	1
571	в событиях	1	1
572	силе и	1	1
573	по поводу	3	1
574	в таком	1	1
575	они не	1	1
