N	2gram	Berdyaev_M_1	Problema
142	в человека	4	3
143	в начале	2	3
144	в одном	1	3
145	для них	3	3
146	для того	2	3
147	и никогда	1	3
148	жизнь в	1	3
149	мира в	1	3
150	и страдания	3	3
151	этой трагедии	1	3
152	еще более	1	3
153	не что	1	3
154	самом деле	1	2
155	или к	4	2
156	и до	1	2
157	из всех	1	2
158	мы имеем	1	2
159	мы не	1	2
160	и тут	1	2
161	еще до	1	2
162	я не	1	2
163	и был	1	2
164	все эти	2	2
165	что люди	1	2
166	тем как	1	2
167	в духовном	1	2
168	не все	2	2
169	по отношению	2	2
170	отношение к	4	2
171	он пишет	1	2
172	и речи	1	2
173	в одной	1	2
174	как в	2	2
175	и нет	2	2
176	человека вообще	1	2
177	когда он	3	2
178	в нашей	1	2
179	духа в	3	2
180	если он	5	2
181	он все	1	2
182	не к	4	2
183	прежде чем	2	2
184	его на	1	2
185	его не	3	2
186	страстей и	1	2
187	это не	5	2
188	в них	4	2
189	с такой	1	2
190	не больше	1	2
191	преступления и	3	2
192	бога в	2	2
193	и без	1	2
194	в котором	8	2
195	себе а	1	2
196	любовь и	1	2
197	зла и	8	2
198	и более	1	2
199	в атмосфере	1	2
200	человека но	4	2
201	и сама	2	2
202	того чтобы	2	2
203	ничего не	3	2
204	он хочет	1	2
205	по своей	2	2
206	тем что	4	2
207	в области	1	2
208	свое собственное	1	2
209	не могут	5	2
210	к тому	3	2
211	верит в	1	2
212	можно было	1	2
213	он был	14	2
214	в глаза	1	2
215	любви к	7	2
216	в значительной	1	2
217	нет у	3	2
218	между тем	1	2
219	от них	1	2
220	борьбе с	1	2
221	и только	1	2
222	в середине	4	2
223	что только	1	2
224	ли он	1	2
225	трагедии и	1	2
226	конечно не	3	2
227	уже в	4	2
228	человеческого духа	26	2
229	участие в	1	2
230	свой собственный	1	2
231	земли и	1	2
232	всяком случае	1	2
233	людей не	1	2
234	и человека	5	2
235	до сих	2	2
236	вообще и	1	2
237	человека а	3	2
238	что не	1	2
239	то и	1	2
240	человеческой жизни	2	2
241	власти и	1	2
242	него не	2	2
243	мог быть	1	2
244	о себе	3	2
245	в европе	1	2
246	наряду с	1	2
247	да и	1	2
248	в мир	3	2
249	бросается в	1	2
250	в это	1	2
251	с этой	4	2
252	сих пор	2	2
253	только для	1	2
254	один из	4	2
255	и мощи	1	2
256	мира и	5	2
257	человек и	6	2
258	хотя бы	3	2
259	человека то	2	2
260	в свою	2	2
261	остается на	1	2
262	отношению к	2	2
263	жизни и	2	2
264	к этому	2	2
265	во всяком	1	2
266	все что	2	2
267	небо и	4	2
268	они не	1	2
269	я и	1	1
270	разумную и	1	1
271	отношения к	4	1
272	и т	1	1
273	ум но	1	1
274	и всякому	1	1
275	всем и	1	1
276	должен быть	2	1
277	людей на	1	1
278	на самом	1	1
279	в христианском	4	1
280	тех же	1	1
281	это и	4	1
282	он хотел	2	1
283	и насилия	2	1
284	и есть	14	1
285	к другому	1	1
286	имея в	1	1
287	в их	4	1
288	мы уже	1	1
289	а как	2	1
290	писателям которым	1	1
291	он знает	2	1
292	вопрос о	2	1
293	под ним	2	1
294	не вполне	1	1
295	жизни как	1	1
296	и ее	1	1
297	и самой	1	1
298	из глубины	3	1
299	не знают	3	1
300	не от	1	1
301	сомнения и	1	1
302	верить в	1	1
303	становится в	1	1
304	как ему	1	1
305	собой он	1	1
306	не был	7	1
307	или от	2	1
308	с его	3	1
309	не без	1	1
310	то мы	1	1
311	готов на	1	1
312	то он	1	1
313	и никто	1	1
314	бы в	2	1
315	и всякий	1	1
316	же она	1	1
317	если в	1	1
318	в свои	1	1
319	небо а	1	1
320	которые не	1	1
321	не принимает	1	1
322	человеческой личности	4	1
323	с этим	3	1
324	он глубоко	1	1
325	это был	1	1
326	и наконец	1	1
327	его к	1	1
328	духа и	4	1
329	в этот	2	1
330	слова он	1	1
331	человек со	1	1
332	он дал	1	1
333	истины и	1	1
334	бы и	3	1
335	человек этот	1	1
336	духовное и	1	1
337	и те	2	1
338	тем он	2	1
339	говорят о	1	1
340	имеем в	1	1
341	имеет для	1	1
342	а вовсе	1	1
343	вообще не	2	1
344	весь свой	1	1
345	что она	1	1
346	он ни	2	1
347	нас трагедия	1	1
348	после этого	1	1
349	которые составляют	1	1
350	всех этих	1	1
351	он должен	3	1
352	и вот	3	1
353	него есть	1	1
354	на свободу	3	1
355	и по	4	1
356	лишь с	1	1
357	в образе	1	1
358	удивительно что	1	1
359	от нее	5	1
360	думал что	1	1
361	себя и	3	1
362	духа от	1	1
363	они должны	1	1
364	ничего выше	2	1
365	об этой	1	1
366	имеет с	1	1
367	входит в	2	1
368	общества в	1	1
369	искусства в	1	1
370	от одного	1	1
371	по природе	1	1
372	который так	3	1
373	с начала	1	1
374	должен был	4	1
375	весь мир	1	1
376	за всякое	1	1
377	с богом	1	1
378	были в	1	1
379	место у	1	1
380	чем в	2	1
381	из периода	1	1
382	не поймут	1	1
383	что такое	1	1
384	в такой	1	1
385	в преисподнюю	1	1
386	эта тема	1	1
387	свои фантастические	1	1
388	не столько	1	1
389	не как	4	1
390	что я	1	1
391	боге а	1	1
392	уже мало	1	1
393	нельзя было	1	1
394	мыслитель и	1	1
395	творчества и	1	1
396	земле и	1	1
397	все это	6	1
398	и тайны	1	1
399	только те	1	1
400	происходит от	1	1
401	и мрак	1	1
402	возвращается к	2	1
403	своем природном	1	1
404	культурной жизни	1	1
405	в землю	1	1
406	и окончательное	1	1
407	если и	1	1
408	знал что	1	1
409	вплоть до	1	1
410	не раз	1	1
411	с которой	2	1
412	хотелось бы	1	1
413	мысли в	1	1
414	не имеет	3	1
415	о чем	2	1
416	весь смысл	1	1
417	вложил в	1	1
418	что их	1	1
419	у кого	1	1
420	и слишком	1	1
421	ведь не	1	1
422	чем не	1	1
423	он мог	2	1
424	себе самом	1	1
425	из него	1	1
426	все свои	1	1
427	только свобода	3	1
428	к ней	4	1
429	сосредоточенной в	1	1
430	во всем	1	1
431	духа не	1	1
432	не принадлежит	2	1
433	бога и	10	1
434	ему в	1	1
435	не потому	1	1
436	и оно	1	1
437	мировая гармония	1	1
438	к себе	1	1
439	и терзает	1	1
440	когда мы	2	1
441	он лишен	1	1
442	и свободу	2	1
443	на кресте	1	1
444	люди все	1	1
445	в душе	1	1
446	его с	2	1
447	как для	2	1
448	как человек	1	1
449	соловьева в	1	1
450	только одно	3	1
451	же оказывается	1	1
452	он никогда	2	1
453	на это	1	1
454	она не	4	1
455	в наше	2	1
456	от которой	1	1
457	бы ни	1	1
458	этот путь	3	1
459	и это	12	1
460	и самое	1	1
461	смысле что	1	1
462	и прекрасное	1	1
463	и всякой	1	1
464	и этим	1	1
465	свободу и	4	1
466	для нового	1	1
467	это путь	1	1
468	значение в	1	1
469	стремиться к	1	1
470	и когда	2	1
471	легенды о	2	1
472	мог бы	4	1
473	и каждый	1	1
474	осталась только	1	1
475	чем у	4	1
476	людей вместо	1	1
477	вещей с	1	1
478	и душа	1	1
479	но у	1	1
480	он смотрит	1	1
481	поэтому в	1	1
482	и освобождение	1	1
483	он а	1	1
484	смысл у	1	1
485	путь на	1	1
486	но к	1	1
487	разрушения и	1	1
488	означает не	1	1
489	духовно и	1	1
490	своей борьбе	1	1
491	добром и	1	1
492	восходит к	1	1
493	порождает из	1	1
494	дома и	1	1
495	нем не	2	1
496	добра и	5	1
497	этот момент	1	1
498	творчества в	1	1
499	который и	2	1
500	не видел	1	1
501	хотел бы	4	1
502	в другой	1	1
503	это лишь	1	1
504	и можно	1	1
505	которых он	4	1
506	его глубине	1	1
507	человека как	2	1
508	в него	3	1
509	и учение	1	1
510	людей с	1	1
511	же можно	2	1
512	его муки	1	1
513	бы был	1	1
514	ее уже	1	1
515	в новой	1	1
516	и бунт	5	1
517	к свету	1	1
518	речи о	1	1
519	одной из	1	1
520	свет и	2	1
521	этот вопрос	1	1
522	мы увидим	3	1
523	наше время	1	1
524	к свободе	4	1
525	в обществе	1	1
526	с одного	1	1
527	же и	1	1
528	гармонии и	1	1
529	него и	2	1
530	рассказывает о	1	1
531	человека когда	1	1
532	него нет	1	1
533	был бы	10	1
534	одно из	3	1
535	себе в	1	1
536	и последняя	2	1
537	никто не	2	1
538	цели и	1	1
539	говорить об	1	1
540	человека не	4	1
541	ее не	1	1
542	к ним	1	1
543	как его	1	1
544	идет в	1	1
545	стоит именно	1	1
546	искать разрешения	1	1
547	но человек	4	1
548	от того	1	1
549	характерны для	1	1
550	и вместе	4	1
551	встречаемся с	1	1
552	момент в	2	1
553	в легенде	4	1
554	обращением к	1	1
555	не жизнь	1	1
556	нет и	5	1
557	русской поэзии	1	1
558	доходит до	1	1
559	нужно было	1	1
560	не были	1	1
561	о своей	2	1
562	и из	1	1
563	как у	1	1
564	конце этой	1	1
565	что человек	3	1
566	страданий не	1	1
567	не знали	1	1
568	чем он	1	1
569	человека без	1	1
570	но дух	1	1
571	на людей	2	1
572	души и	1	1
573	и др	1	1
574	эти идеи	1	1
575	не было	18	1
576	света и	2	1
577	а на	1	1
578	до конца	14	1
579	и самый	2	1
580	не таков	1	1
581	не на	1	1
582	в муках	3	1
583	человек в	9	1
584	в космосе	1	1
585	в христианской	1	1
586	когда она	1	1
587	для их	1	1
588	людьми и	3	1
589	нет никаких	2	1
590	но оно	1	1
591	и она	2	1
592	бог есть	2	1
593	все основные	1	1
594	и потому	10	1
595	у человека	5	1
596	даже до	1	1
597	в человеке	8	1
598	xix века	4	1
599	человеком есть	1	1
600	судьбы это	1	1
601	что человечество	1	1
602	есть на	1	1
603	могут быть	2	1
604	для человека	3	1
605	том смысле	2	1
606	и всех	1	1
607	нового человека	2	1
608	в огне	1	1
609	является для	1	1
610	своей жизни	1	1
611	но это	1	1
612	ничего кроме	1	1
613	если перейти	1	1
614	под влиянием	1	1
615	в более	2	1
616	любовь к	2	1
617	только одна	1	1
618	от человека	3	1
619	перед собой	1	1
620	великий художник	2	1
621	не отрицает	1	1
622	человеческой совести	4	1
623	и от	2	1
624	и человек	2	1
625	человек или	1	1
626	человека это	2	1
627	бы даже	1	1
628	от него	4	1
629	из себя	1	1
630	или нет	1	1
631	это он	1	1
632	тем более	1	1
633	не видит	1	1
634	не должен	1	1
635	страсть к	1	1
636	я в	1	1
637	есть уже	4	1
638	и борьбе	1	1
639	личности и	1	1
640	но всегда	1	1
641	будет до	2	1
642	от всякого	1	1
643	человеческого общества	1	1
644	это все	1	1
645	с ней	2	1
646	от своего	1	1
647	легенде о	2	1
648	все муки	1	1
649	и судьба	1	1
650	к его	1	1
651	но когда	1	1
652	человек это	1	1
653	был человек	2	1
654	разум и	1	1
655	почему он	1	1
656	будет ли	1	1
657	и состоит	1	1
658	человеческой природы	20	1
659	важно для	1	1
660	уже новым	1	1
661	в искусстве	1	1
662	в своих	1	1
663	которая не	1	1
664	в цельном	1	1
665	в греции	1	1
666	своем я	1	1
