N	2gram	Tiupa_Anal_1	FransuaR
144	друг друга	1	3
145	как раз	1	3
146	же деле	1	3
147	самом же	1	3
148	и эта	1	3
149	в ряду	2	3
150	мира в	2	3
151	на фоне	2	3
152	нет ничего	2	3
153	с миром	1	3
154	в состоянии	1	3
155	речевого общения	1	3
156	не является	2	3
157	не может	22	3
158	тип общения	1	3
159	что в	5	3
160	в искусстве	2	3
161	отношения к	2	2
162	одним из	3	2
163	например в	1	2
164	области литературы	1	2
165	в чужой	1	2
166	видеть в	1	2
167	на тех	1	2
168	это всегда	3	2
169	не вполне	1	2
170	бы ни	2	2
171	начало и	1	2
172	он был	1	2
173	основная особенность	1	2
174	в чем	1	2
175	но не	10	2
176	не входит	1	2
177	постановка проблемы	1	2
178	нет и	2	2
179	и наконец	1	2
180	его к	2	2
181	из этих	2	2
182	явлений не	1	2
183	он не	3	2
184	не к	2	2
185	на его	2	2
186	свое время	2	2
187	его от	1	2
188	и по	2	2
189	через край	1	2
190	а затем	1	2
191	пусть и	1	2
192	а его	1	2
193	на все	2	2
194	жизни но	2	2
195	в этих	1	2
196	от своего	2	2
197	их в	1	2
198	бы быть	3	2
199	раз и	1	2
200	в эпизоде	2	2
201	на него	1	2
202	в процессе	2	2
203	образом в	1	2
204	этих двух	1	2
205	они являются	1	2
206	во всем	1	2
207	литературного развития	1	2
208	в мир	1	2
209	начиная с	1	2
210	к себе	1	2
211	могут быть	4	2
212	к тому	7	2
213	особый тип	1	2
214	восходящая к	2	2
215	но при	1	2
216	роль в	2	2
217	особенно в	2	2
218	на что	1	2
219	в прошлое	1	2
220	знает и	1	2
221	о том	5	2
222	можно сказать	2	2
223	основе своей	2	2
224	ни на	1	2
225	на отдельные	1	2
226	в отрыве	2	2
227	из древнейших	1	2
228	с одной	3	2
229	особой эстетической	1	2
230	только на	1	2
231	или даже	1	2
232	ни с	3	2
233	выход за	1	2
234	в наиболее	3	2
235	смерти и	1	2
236	в особенности	1	2
237	при всей	2	2
238	что не	3	2
239	одной стороны	3	2
240	более того	3	2
241	приобщение к	1	2
242	несмотря на	2	2
243	и особенно	1	2
244	его на	1	2
245	да и	1	2
246	того что	4	2
247	еще раз	1	2
248	что мы	3	2
249	в целом	5	2
250	и для	1	2
251	при таком	1	2
252	и от	1	2
253	не подлежит	1	2
254	или в	1	2
255	хотя и	1	2
256	от него	1	2
257	со второй	1	2
258	же в	1	2
259	в романе	1	2
260	речи и	1	2
261	в свое	2	2
262	в противоположность	2	2
263	в таком	3	2
264	то на	1	1
265	речь идет	1	1
266	человека и	1	1
267	он показывает	1	1
268	тех же	1	1
269	искусства все	1	1
270	и должны	1	1
271	между двумя	3	1
272	от своей	1	1
273	и существеннее	1	1
274	явления и	1	1
275	в какой-то	1	1
276	собственном смысле	1	1
277	и больше	1	1
278	то же	9	1
279	а как	2	1
280	и значение	1	1
281	и была	1	1
282	мы не	1	1
283	личности была	1	1
284	со смертью	1	1
285	оба эти	1	1
286	совпадает с	2	1
287	принадлежит к	1	1
288	и другая	1	1
289	в одиночку	1	1
290	и эстетики	2	1
291	во внешнем	3	1
292	и всего	1	1
293	по отношению	6	1
294	или иное	1	1
295	и процессы	2	1
296	если на	1	1
297	как к	2	1
298	как нам	1	1
299	в полном	1	1
300	не остается	2	1
301	сознания в	4	1
302	как уже	2	1
303	и как	5	1
304	переживаемый в	1	1
305	именно эта	1	1
306	в произведении	5	1
307	в которой	2	1
308	он в	1	1
309	в нашем	3	1
310	по преимуществу	1	1
311	в известном	1	1
312	романа но	1	1
313	но его	1	1
314	имеем в	1	1
315	тому же	4	1
316	как он	3	1
317	он всегда	1	1
318	но прежде	1	1
319	и внешне	1	1
320	культуры а	1	1
321	литературных произведений	1	1
322	для того	4	1
323	праздничное настроение	1	1
324	собой не	2	1
325	мере как	1	1
326	подлежит никакому	1	1
327	и более	4	1
328	и сам	2	1
329	из него	1	1
330	на этом	2	1
331	ставит себя	1	1
332	в основу	1	1
333	здесь мы	1	1
334	могла бы	3	1
335	и может	1	1
336	оно становится	1	1
337	самим собой	2	1
338	во-вторых они	1	1
339	в будущее	1	1
340	лишь в	5	1
341	ощущается как	1	1
342	характера это	1	1
343	было бы	2	1
344	полноте и	1	1
345	говоря о	2	1
346	к миру	1	1
347	такие специфические	1	1
348	смерть и	1	1
349	этом мы	1	1
350	совершенно иного	1	1
351	внешнего мира	2	1
352	мы имеем	6	1
353	и уже	1	1
354	все моменты	1	1
355	рода и	2	1
356	приложимо к	1	1
357	и конец	1	1
358	на первый	1	1
359	место в	3	1
360	и при	1	1
361	к истории	1	1
362	же основаниях	1	1
363	не столько	2	1
364	в которых	1	1
365	жизни с	1	1
366	своего рода	3	1
367	отношений между	1	1
368	одном из	1	1
369	как это	1	1
370	есть его	1	1
371	только для	2	1
372	точку зрения	1	1
373	остается вне	1	1
374	которые в	2	1
375	времени не	1	1
376	но он	1	1
377	сами по	2	1
378	далека от	1	1
379	оно само	1	1
380	ним в	1	1
381	во времени	4	1
382	мере и	1	1
383	мы встречаемся	1	1
384	не менее	1	1
385	вплоть до	1	1
386	тем самым	7	1
387	описания и	1	1
388	мира не	1	1
389	в то	9	1
390	широком смысле	2	1
391	в науке	1	1
392	смертью в	2	1
393	именно такова	1	1
394	в самых	1	1
395	к игнорированию	1	1
396	в разных	1	1
397	относят к	1	1
398	же время	6	1
399	своей природе	1	1
400	другой стороны	2	1
401	тех или	2	1
402	со своим	1	1
403	остается в	1	1
404	каким оно	2	1
405	эти три	1	1
406	или иных	2	1
407	с другом	1	1
408	которому все	1	1
409	мы встречаем	1	1
410	xx века	1	1
411	это по	1	1
412	позиция в	1	1
413	эпосе в	1	1
414	следует однако	1	1
415	оно не	1	1
416	на это	1	1
417	время он	1	1
418	где он	1	1
419	и художественное	1	1
420	того чтобы	3	1
421	что все	1	1
422	людей в	1	1
423	здесь не	2	1
424	и служит	1	1
425	миром и	1	1
426	тем в	1	1
427	в собственном	3	1
428	то или	1	1
429	значение этих	1	1
430	одновременно они	1	1
431	всей своей	1	1
432	в пределах	2	1
433	мы наблюдаем	1	1
434	в рамки	1	1
435	как с	1	1
436	художественное творчество	2	1
437	те же	1	1
438	здесь как	1	1
439	еще в	2	1
440	даже у	1	1
441	изучения в	1	1
442	строго говоря	1	1
443	эта сторона	1	1
444	сводится к	5	1
445	приближается к	1	1
446	по себе	4	1
447	в состав	3	1
448	и та	2	1
449	говорит об	1	1
450	за пределами	2	1
451	его жизни	1	1
452	людей как	1	1
453	литературные произведения	1	1
454	времени в	1	1
455	в которую	1	1
456	наблюдений и	2	1
457	есть без	1	1
458	только такие	1	1
459	и только	1	1
460	наконец в	1	1
461	именно в	4	1
462	слов и	1	1
463	единого и	1	1
464	и вещь	2	1
465	которой в	1	1
466	известном смысле	1	1
467	в формах	1	1
468	один из	2	1
469	своей сущности	1	1
470	направленной на	1	1
471	среди других	1	1
472	языка на	1	1
473	ли он	2	1
474	проникнуть в	1	1
475	в какой	2	1
476	который в	2	1
477	всяком случае	1	1
478	место но	1	1
479	и ее	1	1
480	в целое	1	1
481	не было	1	1
482	в литературоведении	2	1
483	для всех	1	1
484	перед этой	1	1
485	то и	1	1
486	сложившейся в	1	1
487	оба этих	1	1
488	от других	1	1
489	чужого языка	1	1
490	смысла в	2	1
491	языка но	1	1
492	но от	1	1
493	карнавал переживаемый	1	1
494	его и	2	1
495	за ним	1	1
496	о поэзии	1	1
497	сфере это	1	1
498	на части	1	1
499	что и	3	1
500	в цепи	1	1
501	не о	2	1
502	если оно	1	1
503	в xx	1	1
504	у него	1	1
505	случае не	2	1
506	и во-вторых	1	1
507	основаниях как	1	1
508	встречаемся с	1	1
509	и привлекает	1	1
510	развития в	1	1
511	со стороны	2	1
512	на примере	2	1
513	объяснение в	1	1
514	ожидания и	1	1
515	строится в	1	1
516	она и	1	1
517	себя и	4	1
518	говорит о	1	1
519	к человеку	1	1
520	его природе	1	1
521	в любой	1	1
522	и оценен	1	1
523	а не	17	1
524	оно представляет	1	1
525	однако и	1	1
526	сколько в	1	1
527	его как	1	1
528	о чем	1	1
529	человеческой жизни	1	1
530	одна из	1	1
531	его собственной	1	1
532	него не	1	1
533	мог быть	1	1
534	все более	1	1
535	по мысли	3	1
536	свести к	1	1
537	всех трех	1	1
538	внешнем мире	2	1
539	из которых	4	1
540	для обозначения	1	1
541	и всякого	1	1
542	в течение	1	1
543	только во	1	1
544	типа как	1	1
545	xx веке	1	1
546	в тот	1	1
547	друг с	1	1
548	что как	3	1
549	или хотя	1	1
550	с первой	2	1
551	бытия в	1	1
552	отличается от	2	1
553	в начале	2	1
554	что касается	1	1
555	от нас	1	1
556	о мире	1	1
557	при всем	1	1
558	есть она	1	1
559	искусства как	1	1
560	в связи	1	1
561	ко второй	1	1
562	этот процесс	1	1
563	в результате	1	1
564	себя самого	1	1
565	особого рода	7	1
566	в собственно	2	1
567	хотя бы	3	1
568	все они	1	1
569	отличающая его	1	1
570	а о	1	1
571	отношением к	1	1
572	имеет место	5	1
573	край и	1	1
574	отношению к	5	1
575	понимании как	1	1
576	включает в	1	1
577	просто не	1	1
578	уже готовой	1	1
579	также не	1	1
580	то оно	1	1
581	во всяком	1	1
582	все что	1	1
583	такой же	2	1
584	они не	1	1
585	с самим	1	1
