N	2gram	Potebnia_M_1	Tvorches
300	что по	3	1
301	к этой	3	1
302	его к	2	1
303	в действительности	4	1
304	он на	1	1
305	этой цели	2	1
306	от своей	1	1
307	при таком	4	1
308	для которого	1	1
309	места где	1	1
310	при создании	1	1
311	что это	3	1
312	формы в	1	1
313	он в	1	1
314	все эти	1	1
315	так в	1	1
316	в известном	1	1
317	им в	1	1
318	человеке и	1	1
319	противоположность в	1	1
320	мнение что	1	1
321	если он	1	1
322	человек не	1	1
323	вследствие этого	1	1
324	будто время	1	1
325	он считает	1	1
326	и если	2	1
327	и двумя	1	1
328	очень важную	1	1
329	связанные с	1	1
330	из общего	1	1
331	да и	1	1
332	т д	4	1
333	одного лица	2	1
334	перестает быть	1	1
335	как средство	1	1
336	же невозможно	1	1
337	к одному	2	1
338	истории есть	1	1
339	человечества так	1	1
340	важную роль	1	1
341	с чувством	1	1
342	с представлением	1	1
343	природы человека	1	1
344	между человеком	2	1
345	на этом	1	1
346	заключает в	2	1
347	в нее	1	1
348	а вместе	3	1
349	то ни	3	1
350	же не	1	1
351	им как	1	1
352	его не	1	1
353	на все	2	1
354	она связана	1	1
355	его в	1	1
356	это было	1	1
357	заключается в	3	1
358	это состояние	1	1
359	которого не	1	1
360	прогресс в	2	1
361	в глазах	3	1
362	было бы	12	1
363	то все	2	1
364	роль в	1	1
365	весь мир	1	1
366	нам по	1	1
367	ни в	1	1
368	для них	2	1
369	в них	3	1
370	о которых	2	1
371	все равно	1	1
372	показывает что	3	1
373	с этой	2	1
374	с тем	5	1
375	на друга	1	1
376	ибо он	1	1
377	и уже	1	1
378	одна и	1	1
379	жизни но	1	1
380	чем в	2	1
381	ключ к	2	1
382	этом с	1	1
383	можно считать	1	1
384	духовной жизни	2	1
385	их на	1	1
386	одного и	2	1
387	что такое	1	1
388	и ее	1	1
389	что понятия	1	1
390	в народе	2	1
391	быть названы	2	1
392	но которые	1	1
393	человеком и	3	1
394	что до	2	1
395	как одна	1	1
396	образом и	2	1
397	времени не	1	1
398	времен и	2	1
399	такое решение	1	1
400	и более	2	1
401	том же	2	1
402	что этот	1	1
403	из теории	1	1
404	по себе	10	1
405	тому что	3	1
406	народом в	1	1
407	какие бы	1	1
408	в отношении	1	1
409	в таких	2	1
410	что с	1	1
411	быть без	1	1
412	вместе и	9	1
413	и другое	3	1
414	что ему	1	1
415	в возможности	1	1
416	в смысле	4	1
417	не имеет	5	1
418	ее с	2	1
419	к этим	1	1
420	на него	3	1
421	в уме	1	1
422	в нас	7	1
423	однако мысль	1	1
424	человека по	1	1
425	все без	1	1
426	для всего	1	1
427	до своего	2	1
428	и сразу	1	1
429	как формы	1	1
430	не вполне	1	1
431	народной жизни	2	1
432	в самой	3	1
433	на себя	1	1
434	природы в	2	1
435	как она	3	1
436	в другую	2	1
437	и чувства	1	1
438	вытекающее из	1	1
439	на некоторые	1	1
440	до того	1	1
441	до первого	1	1
442	одним словом	2	1
443	и делает	1	1
444	в области	1	1
445	ясно как	1	1
446	у нас	2	1
447	он вполне	1	1
448	уже о	1	1
449	начиная с	1	1
450	не могут	4	1
451	понимается им	2	1
452	но все	2	1
453	в других	2	1
454	мы по	1	1
455	по возможности	1	1
456	что оно	2	1
457	что на	6	1
458	указывает на	1	1
459	мысли о	4	1
460	не есть	10	1
461	закон развития	2	1
462	имеет место	2	1
463	оно не	3	1
464	если же	5	1
465	быть назван	1	1
466	она не	3	1
467	их стремление	1	1
468	и это	3	1
469	он ищет	1	1
470	эта мысль	2	1
471	и о	2	1
472	свою очередь	4	1
473	внимание на	1	1
474	но при	3	1
475	всего этого	1	1
476	в ее	1	1
477	к нам	1	1
478	другой стороны	5	1
479	в собственном	2	1
480	более у	1	1
481	только не	2	1
482	и эстетическое	1	1
483	и говорит	1	1
484	человека тоже	1	1
485	только то	2	1
486	если они	1	1
487	что у	1	1
488	в образе	1	1
489	другое в	1	1
490	его решения	1	1
491	существо как	1	1
492	утверждает что	2	1
493	по мере	6	1
494	к языку	2	1
495	против этого	1	1
496	в таком	5	1
497	связанное с	2	1
498	движения и	1	1
499	каждый раз	4	1
500	и должно	2	1
501	никак не	2	1
502	и что	10	1
503	все его	1	1
504	были направлены	1	1
505	нас в	1	1
506	себе мир	1	1
507	связь между	2	1
508	к нему	1	1
509	между тем	5	1
510	от них	1	1
511	была бы	2	1
512	при исследовании	1	1
513	одну свою	1	1
514	нуждается в	2	1
515	язык в	8	1
516	движения в	1	1
517	на словах	1	1
518	свои личные	1	1
519	и деятельность	1	1
520	в жизнь	1	1
521	один момент	1	1
522	действительности не	1	1
523	т с	25	1
524	бесконечное разнообразие	1	1
525	как он	1	1
526	с ними	1	1
527	субъективного восприятия	1	1
528	пришел к	1	1
529	в разные	2	1
530	по времени	2	1
531	должен был	1	1
532	бы искать	1	1
533	человеке но	1	1
534	их не	1	1
535	человека во	1	1
536	с одной	3	1
537	по всей	1	1
538	и тела	1	1
539	себя в	1	1
540	с какой	1	1
541	для всех	5	1
542	к идее	1	1
543	пути исследования	1	1
544	если мы	3	1
545	то и	7	1
546	по законам	2	1
547	не все	2	1
548	но с	2	1
549	слова не	2	1
550	в душе	11	1
551	мышления и	1	1
552	разума и	1	1
553	он принадлежит	1	1
554	например к	1	1
555	вступая в	1	1
556	личную свободу	1	1
557	к мысли	2	1
558	должны с	1	1
559	могло бы	3	1
560	в одном	8	1
561	сами по	1	1
562	отличен от	1	1
563	люди на	1	1
564	ее не	1	1
565	к ним	2	1
566	но что	1	1
567	и понимающий	1	1
568	заметить что	2	1
569	тем что	9	1
570	даже и	2	1
571	не противоречит	1	1
572	не было	4	1
573	и стремление	2	1
574	противоположность между	1	1
575	развития в	1	1
576	уважение к	2	1
577	с другим	3	1
578	до сих	1	1
579	тесно связанные	1	1
580	к которому	3	1
581	для этого	2	1
582	его выше	1	1
583	по выражению	1	1
584	наконец в	1	1
585	что бог	1	1
586	души и	5	1
587	себя и	1	1
588	что бы	2	1
589	и их	3	1
590	превращается в	1	1
591	каждый человек	1	1
592	одной стороны	3	1
593	связи с	3	1
594	а на	1	1
595	на этот	2	1
596	в ребенке	1	1
597	не на	1	1
598	человек есть	1	1
599	а так	4	1
600	его собственной	1	1
601	когда же	1	1
602	всегда ли	1	1
603	виде в	1	1
604	как развитие	1	1
605	связь с	2	1
606	есть только	11	1
607	времени с	1	1
608	утверждая что	1	1
609	что же	2	1
610	находятся в	3	1
611	самого себя	4	1
612	даже с	2	1
613	событий в	1	1
614	сравнительно с	2	1
615	это значит	1	1
616	слова и	4	1
617	которому стремится	1	1
618	свободы в	1	1
619	сих пор	1	1
620	только для	3	1
621	о его	2	1
622	между прочим	2	1
623	человек понимает	1	1
624	в полном	2	1
625	вне его	1	1
626	в более	4	1
627	в связи	1	1
628	решить вопрос	1	1
629	чего я	1	1
630	но на	2	1
631	дойти до	1	1
632	имеют для	3	1
633	человека для	1	1
634	сколько бы	1	1
635	он по	1	1
636	во время	1	1
637	и выйти	1	1
638	от него	4	1
639	тем более	2	1
640	вовсе нет	1	1
641	мы должны	3	1
642	человека она	1	1
643	все они	2	1
644	не одну	1	1
645	ни было	2	1
646	же в	2	1
647	хотя в	3	1
648	человека не	2	1
649	давно уже	1	1
650	сила в	1	1
651	действительности или	1	1
652	это все	1	1
653	этот вопрос	2	1
654	необходимое условие	1	1
655	равно как	1	1
656	их с	1	1
657	природе и	1	1
658	жизни а	1	1
659	не что	2	1
660	отношению к	13	1
661	ко всему	1	1
662	в какой	1	1
663	о нем	1	1
664	но эти	2	1
665	человеческой природе	1	1
666	что свобода	2	1
667	свою творческую	1	1
