N	2gram	Vinokur_Vv_1	Problemy
142	но зато	2	4
143	тот же	1	4
144	во всяком	3	4
145	а между	1	3
146	это и	1	3
147	за собой	3	3
148	достоевского в	1	3
149	говорить о	3	3
150	и со	1	3
151	в виду	4	3
152	бы то	1	3
153	во всех	2	3
154	он умеет	1	3
155	совсем не	3	3
156	в общем	12	3
157	в одной	1	3
158	с этим	2	3
159	его к	2	3
160	стиль его	1	3
161	в целом	5	3
162	все эти	3	3
163	тому же	1	3
164	одно и	1	3
165	то ни	1	3
166	было бы	5	3
167	этом смысле	11	3
168	этого не	2	3
169	с тем	6	3
170	в котором	4	3
171	не как	3	3
172	которого он	1	3
173	а так	2	3
174	ничего не	2	3
175	или как	3	3
176	к концу	1	3
177	только с	3	3
178	и т.д	4	3
179	в ее	11	3
180	время не	1	3
181	что и	3	3
182	это не	8	3
183	в форме	2	3
184	того что	12	3
185	нуждается в	2	3
186	уже не	5	3
187	уже в	5	3
188	из них	3	3
189	его и	1	3
190	даже и	3	3
191	своего собственного	1	3
192	он только	1	3
193	должно быть	2	3
194	в реальном	1	3
195	в начале	3	3
196	не мог	2	3
197	и от	1	3
198	это как	1	3
199	конце концов	2	3
200	мы должны	1	3
201	только что	4	3
202	ни было	1	3
203	том что	26	3
204	сказать что	5	3
205	другой стороны	5	3
206	я и	1	2
207	например в	2	2
208	чтобы не	1	2
209	сам по	1	2
210	в первом	5	2
211	из его	2	2
212	а как	3	2
213	надо было	2	2
214	на тему	2	2
215	в каждой	2	2
216	слово не	1	2
217	в ней	3	2
218	в которых	6	2
219	быть в	4	2
220	что его	1	2
221	должна была	2	2
222	с которыми	1	2
223	отличие от	3	2
224	не просто	4	2
225	теперь не	1	2
226	однако в	3	2
227	в произведениях	1	2
228	материалом для	1	2
229	в своем	3	2
230	мы можем	2	2
231	хотя и	3	2
232	и как	9	2
233	увидим что	1	2
234	в этот	2	2
235	в которой	1	2
236	бы и	2	2
237	бы с	1	2
238	раз в	1	2
239	но ведь	4	2
240	как он	6	2
241	так сказать	1	2
242	вообще не	3	2
243	при этом	3	2
244	собой не	1	2
245	этот процесс	3	2
246	что тут	1	2
247	на этом	3	2
248	такого же	2	2
249	а затем	1	2
250	что все	1	2
251	той же	4	2
252	это было	1	2
253	с другими	1	2
254	то все	1	2
255	он есть	1	2
256	но уже	2	2
257	все равно	1	2
258	и того	2	2
259	в этих	3	2
260	с точки	2	2
261	в отличие	3	2
262	своего рода	3	2
263	и другого	1	2
264	тому что	2	2
265	вопрос о	8	2
266	что с	3	2
267	если и	1	2
268	не менее	8	2
269	мысли в	1	2
270	но что	3	2
271	о них	2	2
272	подобно тому	1	2
273	этих двух	1	2
274	iv в	2	2
275	ли это	1	2
276	есть только	2	2
277	лежит в	2	2
278	этого и	1	2
279	из их	1	2
280	без всякого	1	2
281	в дальнейшем	2	2
282	в ушах	1	2
283	можно было	7	2
284	на нее	2	2
285	времени и	4	2
286	мог бы	2	2
287	жизнь и	1	2
288	понятно что	3	2
289	для этого	3	2
290	и вообще	3	2
291	в построении	1	2
292	только так	2	2
293	о том	15	2
294	на вопрос	6	2
295	и та	1	2
296	тему о	1	2
297	и об	1	2
298	быть и	2	2
299	на которой	1	2
300	за исключением	1	2
301	одной из	3	2
302	что даже	2	2
303	то в	1	2
304	себя в	2	2
305	в сторону	1	2
306	в жизни	1	2
307	только слово	1	2
308	к слову	1	2
309	за ним	1	2
310	мы знаем	1	2
311	совсем другое	1	2
312	каждый из	2	2
313	уже и	7	2
314	что на	1	2
315	здесь в	1	2
316	была и	1	2
317	говорит о	3	2
318	на этот	4	2
319	слова не	1	2
320	мы видели	2	2
321	вместе с	6	2
322	сделать его	1	2
323	смысле этого	8	2
324	тому как	1	2
325	материал для	3	2
326	с этой	4	2
327	но для	1	2
328	свои собственные	1	2
329	это уже	1	2
330	или в	1	2
331	что оно	2	2
332	его нельзя	1	2
333	хотя бы	5	2
334	будто бы	2	2
335	на одно	1	2
336	слово в	1	2
337	меня в	1	2
338	и внутренне	1	2
339	того времени	1	2
340	это в	2	2
341	от этой	1	1
342	не иначе	2	1
343	именно как	3	1
344	и цельного	1	1
345	одним из	5	1
346	не даром	1	1
347	в стороне	1	1
348	т.п от	1	1
349	и до	2	1
350	что эти	1	1
351	слов с	1	1
352	отношения к	1	1
353	же стал	1	1
354	в их	11	1
355	по его	2	1
356	которыми он	1	1
357	есть не	3	1
358	до времени	1	1
359	а уж	1	1
360	б и	1	1
361	мы не	2	1
362	и ничего	1	1
363	настолько тесно	1	1
364	что уже	3	1
365	есть нечто	1	1
366	все здесь	1	1
367	то это	3	1
368	он вовсе	1	1
369	зависимости от	1	1
370	себе что	3	1
371	того же	3	1
372	свою очередь	1	1
373	меньшей степени	1	1
374	разумеется не	1	1
375	собой в	2	1
376	он был	1	1
377	в изображении	1	1
378	всего он	1	1
379	тех же	1	1
380	в качестве	7	1
381	xix столетия	1	1
382	вообще такой	1	1
383	что так	1	1
384	сама по	3	1
385	чем же	3	1
386	в центре	4	1
387	но пока	2	1
388	независимо от	3	1
389	тем более	2	1
390	что действительно	1	1
391	того не	2	1
392	в одних	1	1
393	кроме того	1	1
394	об обществе	2	1
395	говорит что	1	1
396	что по	1	1
397	двух разных	1	1
398	впечатление что	1	1
399	составляет содержание	1	1
400	а во-вторых	2	1
401	бы сказать	1	1
402	и основной	1	1
403	у каждого	1	1
404	в этой	3	1
405	о слове	1	1
406	бы только	1	1
407	во многих	1	1
408	ответом на	1	1
409	не могла	1	1
410	вследствие этого	1	1
411	его объектом	1	1
412	не следует	2	1
413	в статье	1	1
414	он должен	1	1
415	как увидим	2	1
416	справедливо в	1	1
417	был и	1	1
418	своих товарищей	1	1
419	свое время	2	1
420	чтобы в	1	1
421	языком и	1	1
422	из него	1	1
423	его можно	2	1
424	так например	6	1
425	заключает в	1	1
426	не бывает	2	1
427	именно это	1	1
428	и заключается	4	1
429	всех отношениях	1	1
430	больше всего	1	1
431	что этот	1	1
432	нем есть	1	1
433	об этом	5	1
434	говорил что	1	1
435	в глубине	1	1
436	них не	1	1
437	себя не	1	1
438	входит в	2	1
439	любовь к	4	1
440	стоит на	1	1
441	участие в	1	1
442	слова по	1	1
443	она и	1	1
444	ни одной	1	1
445	в реальной	1	1
446	этими вопросами	1	1
447	эту тему	1	1
448	этим и	1	1
449	она действительно	1	1
450	строгом смысле	3	1
451	действительно не	1	1
452	нисколько не	3	1
453	одного и	2	1
454	т.д и	1	1
455	перед собой	1	1
456	знать все	3	1
457	в г	5	1
458	бы на	1	1
459	том как	1	1
460	что такое	10	1
461	и ее	4	1
462	же это	2	1
463	высшем смысле	1	1
464	от времени	1	1
465	мысли и	2	1
466	иначе как	1	1
467	ко всему	1	1
468	тем не	8	1
469	по крайней	4	1
470	что никакой	1	1
471	и более	1	1
472	есть еще	2	1
473	том же	2	1
474	для нее	1	1
475	а два	1	1
476	и очень	1	1
477	приводят к	1	1
478	любви и	1	1
479	так он	1	1
480	в таких	1	1
481	иной раз	2	1
482	с теми	2	1
483	которых он	1	1
484	на котором	2	1
485	правда в	1	1
486	дело в	3	1
487	одна из	2	1
488	уже очень	1	1
489	в документе	1	1
490	и именно	12	1
491	но далее	1	1
492	того чтобы	21	1
493	это еще	2	1
494	и всегда	1	1
495	не лучше	1	1
496	в самой	1	1
497	слова как	2	1
498	как она	4	1
499	а лишь	1	1
500	связи с	3	1
501	из истории	2	1
502	и при	2	1
503	почти не	1	1
504	входят в	1	1
505	этом отношении	3	1
506	не до	2	1
507	и выводы	2	1
508	среди них	1	1
509	между словами	1	1
510	прямо говорит	1	1
511	не могут	5	1
512	когда мы	2	1
513	и другой	1	1
514	это конечно	1	1
515	отличается от	1	1
516	же самое	2	1
517	всего в	1	1
518	значительной степени	1	1
519	к речи	1	1
520	каким она	2	1
521	для того	21	1
522	оно не	1	1
523	в применении	6	1
524	и которая	1	1
525	приходит к	1	1
526	как не	1	1
527	здесь не	2	1
528	данном случае	5	1
529	не вмещается	1	1
530	для читателя	1	1
531	он определяет	1	1
532	что время	2	1
533	реальной действительности	1	1
534	в особенности	4	1
535	в себя	1	1
536	на свой	1	1
537	и совершенно	2	1
538	котором мы	1	1
539	друг для	1	1
540	же касается	2	1
541	что может	3	1
542	которыми мы	1	1
543	больше в	1	1
544	вопрос который	1	1
545	участия в	1	1
546	которого мы	2	1
547	к самой	2	1
548	она была	2	1
549	до бесконечности	1	1
550	представить в	1	1
551	по сравнению	3	1
552	которое здесь	1	1
553	если бы	2	1
554	другой не	1	1
555	в содержании	1	1
556	смысле и	2	1
557	ними и	1	1
558	но здесь	1	1
559	и должно	1	1
560	никак не	1	1
561	и ставит	1	1
562	образом в	1	1
563	после того	2	1
564	каждом своем	1	1
565	в значительной	2	1
566	должно было	1	1
567	все в	1	1
568	связь между	4	1
569	это может	2	1
570	том или	1	1
571	и требует	2	1
572	вся эта	1	1
573	во втором	2	1
574	ними в	1	1
575	на исторический	1	1
576	во всей	1	1
577	крайней мере	4	1
578	этот последний	1	1
579	которой в	2	1
580	нет он	1	1
581	большей или	2	1
582	по двум	1	1
583	известно что	1	1
584	что здесь	2	1
585	как например	5	1
586	что будет	1	1
587	один из	6	1
588	в большей	7	1
589	но с	4	1
590	не поставить	1	1
591	значение в	2	1
592	и дело	1	1
593	сущности уже	1	1
594	этот вопрос	4	1
595	нем не	1	1
596	и часто	1	1
597	еще и	3	1
598	очень много	1	1
599	пишут свои	1	1
600	всех его	1	1
601	в уста	1	1
602	с одной	4	1
603	не то	1	1
604	без этого	1	1
605	есть в	1	1
606	на всем	1	1
607	или не	1	1
608	чтобы он	2	1
609	этого процесса	1	1
610	или даже	1	1
611	и обратно	4	1
612	и других	3	1
613	ответ на	3	1
614	свой собственный	1	1
615	руки и	1	1
616	ведь это	1	1
617	самого слова	1	1
618	его основные	1	1
619	он мог	3	1
620	или ином	1	1
621	в очень	3	1
622	момент в	1	1
623	самом его	1	1
624	и из	1	1
625	до сих	5	1
626	в высшем	1	1
627	и тех	1	1
628	а именно	6	1
629	форме и	1	1
630	к которому	1	1
631	а наоборот	1	1
632	слово но	1	1
633	при всей	1	1
634	на которые	1	1
635	обратиться к	1	1
636	превращается в	1	1
637	можно представить	2	1
638	может ли	1	1
639	был в	2	1
640	потом в	1	1
641	не на	1	1
642	есть лишь	2	1
643	обращенной к	1	1
644	о чем	4	1
645	его собственной	1	1
646	произведение в	1	1
647	или с	1	1
648	что из	1	1
649	жизнь в	1	1
650	стоит в	2	1
651	если не	1	1
652	все более	3	1
653	человек в	1	1
654	трудно сказать	1	1
655	него в	2	1
656	и особенно	1	1
657	в строгом	3	1
658	речь не	1	1
659	мысли но	1	1
660	из которых	2	1
661	как если	1	1
662	да рядом	1	1
663	в данном	11	1
664	лицом к	1	1
665	находятся в	2	1
666	в положении	1	1
667	в первой	1	1
668	имеет своего	1	1
669	всего то	3	1
670	еще раз	1	1
671	его из	1	1
672	этом случае	6	1
673	можно сказать	3	1
674	сплошь да	1	1
675	сих пор	5	1
676	чтобы сделать	1	1
677	в который	1	1
678	не видит	1	1
679	тому о	1	1
680	имел в	1	1
681	при том	5	1
682	в результате	3	1
683	между ними	2	1
684	которая в	1	1
685	бы ему	1	1
686	уже совсем	2	1
687	лишь как	2	1
688	был он	1	1
689	еще более	1	1
690	главным образом	1	1
691	на других	1	1
692	не должен	1	1
693	прямо противоположный	1	1
694	для друга	1	1
695	же в	1	1
696	или меньшей	2	1
697	давно уже	1	1
698	к лицу	1	1
699	может и	1	1
700	в свою	1	1
701	с ней	2	1
702	чем иным	1	1
703	в свое	2	1
704	сам от	2	1
705	себе не	1	1
706	того или	1	1
707	и другие	1	1
708	в своих	2	1
709	и эта	1	1
710	уже после	3	1
711	к этому	3	1
712	как на	11	1
