N	2gram	Losev_Prob_3	Problema
651	на действительность	2	1
652	что бы	1	1
653	и следовательно	2	1
654	как самостоятельную	1	1
655	что здесь	5	1
656	быть и	3	1
657	произведения являются	1	1
658	кроме самого	1	1
659	этот вопрос	3	1
660	к их	2	1
661	и действительно	1	1
662	не имеющих	1	1
663	содержание может	1	1
664	в контексте	2	1
665	есть ни	3	1
666	действительность но	1	1
667	определения и	1	1
668	для всех	1	1
669	есть в	3	1
670	со своим	2	1
671	уже не	7	1
672	только на	5	1
673	своим собственным	2	1
674	только чисто	1	1
675	с самими	1	1
676	об его	4	1
677	есть уже	3	1
678	или даже	5	1
679	в душе	1	1
680	из них	2	1
681	и понимание	1	1
682	чего бы	2	1
683	глаза и	1	1
684	этом в	1	1
685	для него	3	1
686	целом и	1	1
687	сами по	6	1
688	друг друга	2	1
689	или это	1	1
690	но что	2	1
691	только с	4	1
692	это суждение	2	1
693	образом не	1	1
694	не просто	23	1
695	деле и	1	1
696	подходом к	1	1
697	нас как	1	1
698	ее художественного	1	1
699	момент в	1	1
700	понимая под	1	1
701	того эти	1	1
702	ее предмет	2	1
703	искусство но	1	1
704	до сих	2	1
705	или иначе	1	1
706	нас в	4	1
707	именно в	2	1
708	и между	1	1
709	мы еще	1	1
710	нашего исследования	2	1
711	или о	1	1
712	виде и	3	1
713	предмет и	1	1
714	только что	2	1
715	самом же	4	1
716	смысла и	1	1
717	нужно сказать	1	1
718	на этот	4	1
719	или другими	2	1
720	поскольку она	1	1
721	а наоборот	1	1
722	она является	1	1
723	во что	1	1
724	до конца	1	1
725	смысловой ряд	1	1
726	человеческой жизни	2	1
727	с которым	1	1
728	этой главы	1	1
729	все время	1	1
730	таким например	1	1
731	и образами	1	1
732	о чем	2	1
733	его предмета	1	1
734	что мы	8	1
735	стороны в	1	1
736	но оно	3	1
737	тем чисто	1	1
738	вместе с	2	1
739	так же	5	1
740	и особенно	2	1
741	происходит в	2	1
742	мы говорим	4	1
743	однако для	2	1
744	этот смысл	1	1
745	ни от	4	1
746	для обозначения	1	1
747	сравнению с	2	1
748	который мы	1	1
749	образом и	2	1
750	необходимо подчеркнуть	2	1
751	в той	3	1
752	смысле этого	1	1
753	и исторической	1	1
754	первом случае	1	1
755	и всей	2	1
756	необходимо отвлечься	1	1
757	образ и	3	1
758	слов в	1	1
759	как целое	1	1
760	какие угодно	1	1
761	быть не	1	1
762	мы сказали	1	1
763	есть и	2	1
764	в художественную	1	1
765	языка то	1	1
766	этого слова	5	1
767	она как	1	1
768	благодаря этому	1	1
769	есть то	3	1
770	сих пор	2	1
771	и движется	1	1
772	в смысловом	1	1
773	вместо него	1	1
774	и собственно	1	1
775	к вопросу	1	1
776	это уже	3	1
777	искусства это	1	1
778	и часто	1	1
779	и может	2	1
780	не существует	1	1
781	к тому	3	1
782	это можно	2	1
783	в результате	2	1
784	и слов	1	1
785	в настоящее	2	1
786	ее и	2	1
787	этой действительности	1	1
788	бы в	2	1
789	и которое	1	1
790	ведь есть	1	1
791	его уже	1	1
792	с понятием	3	1
793	произведения можно	1	1
794	же деле	4	1
795	хотя в	1	1
796	значения для	1	1
797	в мифе	3	1
798	но чисто	1	1
799	с людьми	2	1
800	но эта	3	1
801	но если	6	1
802	равно как	1	1
803	понимается как	1	1
804	жизни а	3	1
805	метафоры и	4	1
806	не что	4	1
807	чем иным	1	1
808	из этого	3	1
809	природы или	1	1
810	но именно	2	1
811	в которой	2	1
812	жизни и	6	1
813	но эти	1	1
814	к этой	1	1
815	с первого	3	1
816	это в	2	1
817	это понятие	2	1
818	смысле что	3	1
819	с произведением	1	1
820	слова это	2	1
