N	2gram	Vinokur_Vv_1	Mirosoze
143	чтобы не	1	3
144	не что	4	3
145	что всякий	1	3
146	и тогда	3	3
147	той же	4	3
148	и никогда	1	3
149	в своих	2	3
150	в такой	1	3
151	есть и	4	3
152	о том	15	3
153	идея и	1	3
154	все равно	1	3
155	не бывает	2	3
156	и должно	1	3
157	только в	13	3
158	в глубине	1	3
159	не означает	1	2
160	жизни а	1	2
161	но с	4	2
162	на его	1	2
163	бы в	1	2
164	в которой	1	2
165	сам по	1	2
166	от этого	5	2
167	в разных	5	2
168	в более	2	2
169	для нашей	1	2
170	отношению к	4	2
171	не к	2	2
172	связи с	3	2
173	после того	2	2
174	и тот	1	2
175	точки зрения	7	2
176	не до	2	2
177	к нему	2	2
178	я и	1	2
179	стоит в	2	2
180	увидим что	1	2
181	в сущности	3	2
182	в центре	4	2
183	что русский	1	2
184	науки и	2	2
185	во всех	2	2
186	по себе	9	2
187	и те	2	2
188	если он	1	2
189	а в	5	2
190	то в	1	2
191	достоевского в	1	2
192	этот процесс	3	2
193	были бы	1	2
194	оно не	1	2
195	что же	3	2
196	это есть	2	2
197	который был	1	2
198	вместе с	6	2
199	превращается в	1	2
200	а для	1	2
201	а лишь	1	2
202	отношения к	1	2
203	она есть	5	2
204	было не	1	2
205	еще более	1	2
206	хотя и	3	2
207	в этих	3	2
208	и той	2	2
209	которая ведет	1	2
210	по отношению	4	2
211	духа в	1	2
212	так что	5	2
213	человека на	1	2
214	стоит на	1	2
215	интерес к	1	2
216	все время	1	2
217	есть ли	1	2
218	ее в	1	2
219	тогда когда	3	2
220	между тем	8	2
221	что не	5	2
222	лишь в	1	2
223	тот же	1	2
224	есть один	1	2
225	ней есть	1	2
226	и своим	1	2
227	да и	4	2
228	уже в	5	2
229	как будто	3	2
230	в который	1	2
231	должно быть	2	2
232	такого рода	2	2
233	ничего не	2	2
234	и за	1	2
235	то все	1	2
236	себе и	2	2
237	тому как	1	2
238	не всегда	1	2
239	и других	3	2
240	и та	1	2
241	народа как	2	2
242	от этой	1	2
243	приходит к	1	2
244	не от	1	2
245	и этим	1	2
246	есть еще	2	2
247	мы видим	1	2
248	как к	1	2
249	друг для	1	2
250	на этом	3	2
251	нельзя было	1	2
252	в действительности	1	2
253	в атмосфере	1	2
254	быть и	2	2
255	нет уже	1	2
256	подобно тому	1	2
257	вот почему	3	2
258	правда в	1	2
259	говорит что	1	2
260	чем в	3	2
261	этом пути	1	2
262	для друга	1	2
263	и что	4	2
264	одной и	2	2
265	или иной	1	2
266	можно было	7	2
267	от его	1	2
268	но для	1	2
269	и эта	1	2
270	еще в	1	2
271	его нельзя	1	2
272	наук и	3	2
273	а от	1	2
274	е в	4	2
275	как ее	1	2
276	все эти	3	1
277	показывает как	1	1
278	только тогда	1	1
279	как две	3	1
280	и границы	1	1
281	им как	1	1
282	эту тему	1	1
283	в значительной	2	1
284	о пушкине	1	1
285	по сравнению	3	1
286	нужно читать	1	1
287	сравнению с	3	1
288	может ли	1	1
289	выходя из	1	1
290	но есть	1	1
291	в свое	2	1
292	одна сторона	1	1
293	в другом	3	1
294	внутренняя связь	1	1
295	входит в	2	1
296	конце концов	2	1
297	говорить о	3	1
298	это обычно	1	1
299	из себя	1	1
300	на то	1	1
301	того же	3	1
302	значение и	2	1
303	и тем	5	1
304	ко всему	1	1
305	для которого	1	1
306	отличается от	1	1
307	не была	1	1
308	на которые	1	1
309	для себя	1	1
310	не дает	1	1
311	с прошлым	3	1
312	не по	1	1
313	духа обычно	1	1
314	как на	11	1
315	к этим	1	1
316	и ее	4	1
317	и последние	1	1
318	его собственной	1	1
319	для них	1	1
320	а потому	3	1
321	должна быть	2	1
322	к концу	1	1
323	говорил что	1	1
324	с ней	2	1
325	только один	1	1
326	наконец в	1	1
327	в прошлом	2	1
328	в какой	4	1
329	независимо от	3	1
330	раньше чем	3	1
331	его и	1	1
332	это в	2	1
333	мы не	2	1
334	какой они	1	1
335	к этому	3	1
336	слова для	1	1
337	прийти к	1	1
338	и без	2	1
339	читать в	2	1
340	а между	1	1
341	той мере	4	1
342	видит в	4	1
343	что на	1	1
344	сознание а	1	1
345	об этом	5	1
346	с известного	1	1
347	в совершенстве	1	1
348	с тем	6	1
349	быть названо	4	1
350	и становится	1	1
351	его к	2	1
352	но все	3	1
353	нет такой	1	1
354	свободен от	1	1
355	связей и	1	1
356	хотя оба	1	1
357	смысле этого	8	1
358	в европе	1	1
359	говорит об	1	1
360	этого не	2	1
361	превратить его	1	1
362	раз в	1	1
363	и этого	3	1
364	с сильными	1	1
365	не любил	1	1
366	в ее	11	1
367	такие явления	1	1
368	с этой	4	1
369	находит себе	2	1
370	в русский	1	1
371	между ними	2	1
372	культуры в	5	1
373	не потому	1	1
374	как не	1	1
375	следовательно и	1	1
376	для такого	1	1
377	будет в	2	1
378	что ни	1	1
379	и более	1	1
380	европейской культуры	1	1
381	должны были	1	1
382	уже из	1	1
383	но если	3	1
384	для дела	1	1
385	в той	7	1
386	нет и	1	1
387	есть та	1	1
388	отношений между	3	1
389	этого слова	2	1
390	значительной степени	1	1
391	только что	4	1
392	не с	2	1
393	изменения в	1	1
394	оторванной от	1	1
395	как момент	1	1
396	имеет очень	1	1
397	духовной жизни	3	1
398	этом опыте	1	1
399	было бы	5	1
400	в момент	1	1
401	жить в	1	1
402	всего должен	1	1
403	в новом	1	1
404	с точки	2	1
405	сама по	3	1
406	и прежде	1	1
407	на вопрос	6	1
408	после этого	2	1
409	важное для	1	1
410	которые идут	1	1
411	это отрицание	1	1
412	культуры и	1	1
413	каких и	1	1
414	на самом	1	1
415	мог бы	2	1
416	этим не	1	1
417	говорят о	1	1
418	деле то	1	1
419	идея которая	1	1
420	в целом	5	1
421	для исследования	1	1
422	что если	2	1
423	бы назвать	1	1
424	как часто	1	1
425	бы на	1	1
426	чтобы сделать	1	1
427	есть то	1	1
428	до того	2	1
429	о человеке	1	1
430	основная мысль	1	1
431	что такое	10	1
432	на эту	1	1
433	его сторону	1	1
434	в самых	1	1
435	человечества и	1	1
436	своей целью	1	1
437	мы должны	1	1
438	своего рода	3	1
439	не то	1	1
440	ему право	1	1
441	средних веков	2	1
442	во франции	1	1
443	с этим	2	1
444	в учении	1	1
445	чем они	1	1
446	во многих	1	1
447	во второй	3	1
448	в высшем	1	1
449	этим свою	1	1
450	он по	1	1
451	к какому	2	1
452	для нашего	1	1
453	то третье	1	1
454	вещи и	1	1
455	проявлялось в	1	1
456	в культуре	1	1
457	это остается	1	1
458	которые были	2	1
459	достигает того	1	1
460	бы только	1	1
461	от своего	1	1
462	осталось ни	1	1
463	перестает быть	1	1
464	это можно	1	1
465	этом втором	1	1
466	о чем	4	1
467	вообще он	1	1
468	не иначе	2	1
469	в изображении	1	1
470	перед собой	1	1
471	уже и	7	1
472	в эпоху	1	1
473	его нужно	1	1
474	по поводу	1	1
475	оно входит	1	1
476	лежит в	2	1
477	из самых	1	1
478	не могли	2	1
479	по своему	5	1
480	е своего	1	1
481	нельзя найти	1	1
482	в котором	4	1
483	памятников и	3	1
484	во взглядах	1	1
485	иной раз	2	1
486	к превращению	1	1
487	а к	1	1
488	мере в	4	1
489	права и	1	1
490	и об	1	1
491	и часто	1	1
492	которых не	3	1
493	только потому	1	1
494	самой идеи	2	1
495	не сам	1	1
496	и именно	12	1
497	своего собственного	1	1
498	был уже	1	1
499	при чем	1	1
500	этом отношении	3	1
501	и начал	1	1
502	в материал	1	1
503	не могут	5	1
504	слова о	1	1
505	она и	1	1
506	все свое	1	1
507	истории не	2	1
508	склонность к	1	1
509	так называемого	1	1
510	он есть	1	1
511	более его	1	1
512	на практике	1	1
513	культуры не	3	1
514	государства и	2	1
515	центре внимания	2	1
516	что совершенно	1	1
517	без остатка	2	1
518	этим объясняется	1	1
519	ведь и	1	1
520	представлять себе	1	1
521	и сам	2	1
522	народа то	1	1
523	с другой	8	1
524	народа в	1	1
525	на одной	1	1
526	народ но	1	1
527	своему значению	2	1
528	сторона его	1	1
529	по истории	2	1
530	всех его	1	1
531	неспособность к	1	1
532	на той	1	1
533	но что	3	1
534	не осталось	1	1
535	а также	3	1
536	они должны	1	1
537	не принадлежит	1	1
538	все это	6	1
539	и у	1	1
540	в германии	3	1
541	самом деле	6	1
542	теперь и	1	1
543	которая не	1	1
544	которые не	1	1
545	или как	3	1
546	он должен	1	1
547	в которых	6	1
548	в стороне	1	1
549	с идеей	1	1
550	исследование о	1	1
551	и то	5	1
552	которых он	1	1
553	своей природе	3	1
554	от древнего	1	1
555	и уже	3	1
556	быть в	4	1
557	в самой	1	1
558	быть у	1	1
559	на протяжении	2	1
560	имеет своего	1	1
561	очень далеко	1	1
562	о природе	7	1
563	мира в	1	1
564	процесс можно	1	1
565	на нее	2	1
566	ответить на	1	1
567	втором случае	1	1
568	к культуре	2	1
569	в уста	1	1
570	от которых	2	1
571	у разных	1	1
572	все в	1	1
573	и как	9	1
574	ни к	2	1
575	ответом на	1	1
576	как о	4	1
577	в xix	1	1
578	она была	2	1
579	достоевский как	1	1
580	но также	14	1
581	также в	1	1
582	той или	1	1
583	во втором	2	1
