N	2gram	Tiupa_Narr_1	Myslijsy
444	или точнее	1	1
445	неразрывно связано	1	1
446	как все	1	1
447	какой она	1	1
448	с точки	1	1
449	и языка	1	1
450	каким он	2	1
451	стало быть	3	1
452	сравнение со	1	1
453	действие или	1	1
454	однако в	3	1
455	что этот	1	1
456	того кто	2	1
457	говорящего как	1	1
458	любовь к	1	1
459	что происходит	1	1
460	душе и	1	1
461	и сама	2	1
462	было не	1	1
463	принадлежит к	1	1
464	не могло	2	1
465	судя по	1	1
466	приведенном выше	1	1
467	ничего не	2	1
468	это то	1	1
469	невозможно но	1	1
470	привиделось и	1	1
471	вне сознания	2	1
472	ощутимым для	1	1
473	и другая	1	1
474	во всем	1	1
475	мы бы	1	1
476	в более	1	1
477	даже из	1	1
478	на людей	1	1
479	быть в	1	1
480	что на	4	1
481	с другом	1	1
482	течением времени	1	1
483	в детстве	2	1
484	именно оно	1	1
485	начиная с	3	1
486	того о	1	1
487	встречается в	1	1
488	отличается от	1	1
489	же самое	2	1
490	для его	1	1
491	в поле	3	1
492	самом общем	1	1
493	слово стремится	1	1
494	должен быть	1	1
495	не ограничивается	1	1
496	значения и	2	1
497	своем воображении	1	1
498	от друга	1	1
499	в виду	1	1
500	происходит и	2	1
501	быть вполне	1	1
502	как по	1	1
503	только то	1	1
504	признаков а	1	1
505	по способу	1	1
506	с языком	2	1
507	на том	1	1
508	и когда	1	1
509	ее другому	1	1
510	что у	4	1
511	жизни это	1	1
512	на нее	1	1
513	времени и	9	1
514	не с	1	1
515	ясно что	1	1
516	особенно в	2	1
517	мог бы	1	1
518	и каждый	1	1
519	на которую	1	1
520	в непосредственном	1	1
521	в результате	2	1
522	него теперь	1	1
523	связанных между	1	1
524	не за	1	1
525	для этого	1	1
526	из одного	1	1
527	остановимся на	1	1
528	сомнению и	1	1
529	и восприятия	1	1
530	видим не	1	1
531	сводится к	3	1
532	не существовало	1	1
533	и здесь	1	1
534	и т.д	6	1
535	и т.п	8	1
536	говорить не	1	1
537	в глаза	1	1
538	одного из	6	1
539	теперь и	1	1
540	нас в	2	1
541	подлежит сомнению	1	1
542	раз и	1	1
543	обращается к	3	1
544	о влиянии	1	1
545	во всех	1	1
546	которые мы	1	1
547	творчества в	1	1
548	на одном	1	1
549	бы она	1	1
550	сознание может	1	1
551	деле в	1	1
552	отдельного слова	1	1
553	в художественной	1	1
554	уже до	1	1
555	из средств	1	1
556	не привиделось	1	1
557	ему начало	1	1
558	мира что	1	1
559	предмета и	1	1
560	бросается в	1	1
561	в двух	1	1
562	нам о	1	1
563	знаков в	1	1
564	тот же	1	1
565	не само	1	1
566	в стороне	1	1
567	который в	2	1
568	между этими	1	1
569	и ее	3	1
570	и мысли	1	1
571	себя в	2	1
572	ее из	2	1
573	не принадлежит	1	1
574	или даже	1	1
575	но совершенно	1	1
576	выразить это	1	1
577	первобытного человека	2	1
578	его и	2	1
579	смерти и	1	1
580	но несомненно	1	1
581	мир не	1	1
582	а то	1	1
583	не находит	1	1
584	могло бы	3	1
585	сами по	2	1
586	это верно	1	1
587	произведения и	1	1
588	к ним	2	1
589	при всей	3	1
590	каждый из	2	1
591	не говорит	3	1
592	другой а	1	1
593	не является	3	1
594	это будет	1	1
595	жизни в	2	1
596	даже не	1	1
597	точек зрения	2	1
598	как у	2	1
599	на ее	2	1
600	по своим	2	1
601	в ряде	1	1
602	чем он	2	1
603	мы еще	1	1
604	не входит	1	1
605	от сознания	2	1
606	на этот	1	1
607	не таким	1	1
608	и нередко	1	1
609	стремится к	1	1
610	не на	1	1
611	его как	1	1
612	было для	1	1
613	эта природа	1	1
614	действительности как	1	1
615	как именно	1	1
616	действие которое	1	1
617	из мира	1	1
618	жизнь человека	1	1
619	которое по	1	1
620	в данном	11	1
621	она есть	1	1
622	перехода от	1	1
623	да и	2	1
624	было без	1	1
625	друг с	1	1
626	исходя из	3	1
627	на разных	1	1
628	есть знак	1	1
629	случае он	1	1
630	человечества то	1	1
631	мышления в	1	1
632	пор еще	1	1
633	ко второй	1	1
634	или не	4	1
635	детской души	1	1
636	сознания и	1	1
637	о котором	1	1
638	которая в	2	1
639	человек и	1	1
640	как для	1	1
641	слов с	1	1
642	рассказе может	1	1
643	смысла а	1	1
644	на языке	1	1
645	я в	2	1
646	ни было	1	1
647	имея в	1	1
648	к ее	2	1
649	от ее	1	1
650	своего голоса	1	1
651	себе невозможно	1	1
652	первый раз	1	1
653	между ними	2	1
654	тем на	1	1
655	самой своей	1	1
656	с ними	2	1
657	взгляда на	1	1
658	они еще	1	1
659	этим объясняется	1	1
660	и б	1	1
661	в голову	1	1
662	случае если	1	1
663	прежде в	1	1
664	во всяком	2	1
665	говорит нам	1	1
666	еще слишком	1	1
