N	2gram	Propp_Russ_2	Psycholo
423	и потом	4	1
424	при всех	1	1
425	в таких	3	1
426	более широким	1	1
427	как можно	2	1
428	себе целью	1	1
429	виду что	1	1
430	быть признан	1	1
431	как о	1	1
432	считает что	1	1
433	дело не	2	1
434	дело в	1	1
435	народа к	1	1
436	когда они	2	1
437	пока еще	2	1
438	со слов	1	1
439	найти в	1	1
440	того как	2	1
441	не принадлежат	2	1
442	сущность его	1	1
443	такая же	1	1
444	людей и	2	1
445	или когда	1	1
446	п в	12	1
447	буквальном смысле	1	1
448	связи с	2	1
449	к таким	2	1
450	именно это	1	1
451	в духе	1	1
452	во все	1	1
453	и такие	1	1
454	как только	1	1
455	наоборот в	1	1
456	для его	1	1
457	о происхождении	2	1
458	в поле	19	1
459	все еще	1	1
460	оно не	1	1
461	подходят к	1	1
462	гоголь в	1	1
463	на нем	1	1
464	не могу	1	1
465	на другой	2	1
466	можно показать	1	1
467	же и	1	1
468	что подобные	1	1
469	в пределах	1	1
470	идет речь	1	1
471	мнение что	2	1
472	следовательно и	1	1
473	то как	1	1
474	на нее	6	1
475	здесь нет	1	1
476	можно только	1	1
477	том как	1	1
478	что от	3	1
479	но у	1	1
480	заключение что	1	1
481	основана на	1	1
482	если присмотреться	1	1
483	с этого	1	1
484	и вообще	1	1
485	в коем	1	1
486	выводу что	1	1
487	говорят что	1	1
488	сводится к	1	1
489	в состав	2	1
490	то они	1	1
491	в глаза	2	1
492	не имеем	1	1
493	можно сказать	1	1
494	в различных	1	1
495	а также	4	1
496	может не	1	1
497	аналогии с	1	1
498	как у	1	1
499	части и	2	1
500	все в	2	1
501	в приведенных	2	1
502	во всей	1	1
503	в свете	3	1
504	теории в	1	1
505	и мир	1	1
506	в самый	2	1
507	указывает что	1	1
508	бросается в	2	1
509	но так	1	1
510	в ту	1	1
511	содержится в	1	1
512	но с	1	1
513	в двух	1	1
514	о двух	1	1
515	и действительно	1	1
516	должен быть	2	1
517	в стороне	2	1
518	очень много	1	1
519	ссылкой на	1	1
520	иное как	2	1
521	какой степени	1	1
522	теперь уже	1	1
523	сомнений в	1	1
524	можно выразить	1	1
525	ее а	1	1
526	теории не	1	1
527	значение и	1	1
528	если в	1	1
529	а это	1	1
530	что делают	1	1
531	в данной	1	1
532	и обратно	1	1
533	за ним	3	1
534	и значения	1	1
535	который как	1	1
536	не так	1	1
537	с гор	1	1
538	и должна	1	1
539	где говорится	1	1
540	или это	1	1
541	она будет	1	1
542	цветами и	5	1
543	как при	1	1
544	заметить что	2	1
545	ее на	2	1
546	в других	15	1
547	не противоречит	1	1
548	в особенности	1	1
549	она начинает	1	1
550	жизни в	2	1
551	без всякой	1	1
552	ей не	1	1
553	это составляет	1	1
554	имеет и	1	1
555	связаны с	3	1
556	именно в	4	1
557	здесь в	2	1
558	в свою	1	1
559	очень верно	1	1
560	а с	2	1
561	и др	1	1
562	близко к	1	1
563	и пр	2	1
564	церкви и	2	1
565	целым рядом	1	1
566	на которых	1	1
567	зависит от	1	1
568	своего рода	1	1
569	для этой	3	1
570	если это	1	1
571	которого она	1	1
572	через нее	1	1
573	и воем	1	1
574	в углу	1	1
575	относятся к	1	1
576	верно что	1	1
577	многих случаях	2	1
578	образом на	1	1
579	что именно	1	1
580	наблюдение что	1	1
581	только с	1	1
582	представления о	2	1
583	той и	1	1
584	нужно не	1	1
585	несколько раз	1	1
586	же представления	1	1
587	на эту	2	1
588	обстоятельство не	1	1
589	в литературе	1	1
590	а потом	1	1
591	быть только	2	1
592	другие в	2	1
593	должно быть	2	1
594	и основной	1	1
595	в это	1	1
596	в теорию	1	1
597	это выражение	1	1
598	не к	2	1
599	между собой	2	1
600	же значение	1	1
601	равным образом	1	1
602	приводит нас	2	1
603	или в	7	1
604	а к	2	1
605	нас совершенно	1	1
606	и новое	1	1
607	мы должны	1	1
608	находится в	1	1
609	не непосредственно	1	1
610	в мировом	1	1
611	же в	6	1
612	о своем	1	1
613	только как	2	1
614	в их	2	1
615	также в	2	1
616	что такие	2	1
617	с ними	1	1
618	одновременно и	1	1
619	религии и	1	1
620	не что	2	1
621	при изучении	1	1
622	этим объясняется	1	1
623	который он	1	1
624	а может	1	1
625	очевидно в	1	1
626	те которые	1	1
