N	2gram	Vygotskiy__2	Otkroven
315	внутренней своей	1	1
316	как это	6	1
317	в котором	2	1
318	и проблема	1	1
319	он говорит	3	1
320	одном из	1	1
321	смысле этого	3	1
322	в сферу	1	1
323	мир и	1	1
324	это есть	2	1
325	всяком случае	6	1
326	и более	2	1
327	друг с	2	1
328	которое сделалось	1	1
329	что сам	1	1
330	которым он	1	1
331	а потому	1	1
332	остаются на	1	1
333	это вопрос	1	1
334	рационалистической теорией	1	1
335	в отношении	6	1
336	и здесь	1	1
337	вообще но	1	1
338	но это	1	1
339	но у	1	1
340	отличается от	1	1
341	она не	1	1
342	мысли в	1	1
343	дело в	1	1
344	того как	4	1
345	одна из	1	1
346	на два	1	1
347	ближе к	1	1
348	со всей	4	1
349	в процессе	11	1
350	не по	1	1
351	в уме	1	1
352	в нас	1	1
353	не существует	3	1
354	которого они	1	1
355	самой жизни	1	1
356	овладеть человеческой	1	1
357	его природы	1	1
358	тянется к	1	1
359	что их	1	1
360	и лишь	1	1
361	бы в	1	1
362	говорит в	1	1
363	действительно в	1	1
364	еще более	1	1
365	для его	1	1
366	по своей	6	1
367	во всем	2	1
368	свою мысль	1	1
369	силы в	1	1
370	вот что	1	1
371	в сознании	1	1
372	всех тех	1	1
373	личность и	1	1
374	не потому	2	1
375	это все	2	1
376	с другом	2	1
377	перед ним	1	1
378	и богатый	1	1
379	тысячи лет	1	1
380	у нас	1	1
381	в движении	1	1
382	и эта	2	1
383	но можно	1	1
384	не той	1	1
385	природе и	1	1
386	к его	2	1
387	жизни а	1	1
388	разум и	1	1
389	и заключается	1	1
390	та же	1	1
391	в свое	1	1
392	особенно в	1	1
393	ii в	1	1
394	его с	2	1
395	предстала перед	1	1
396	всего что	1	1
397	бы он	1	1
398	во всяком	7	1
399	указывает на	2	1
400	случае если	1	1
401	он видит	1	1
