N	2gram	Tiupa_Narr_2	VeschiIm
182	один из	3	3
183	а с	2	3
184	никогда не	6	3
185	мы имеем	3	3
186	в основе	1	3
187	тому как	2	3
188	если я	1	3
189	себе не	1	3
190	же самой	1	3
191	к другому	2	3
192	ни о	1	3
193	на этом	1	3
194	их в	1	3
195	несмотря на	2	3
196	тем более	2	3
197	все это	1	3
198	самом деле	3	3
199	или менее	1	3
200	что он	5	3
201	как о	2	3
202	что именно	1	3
203	более или	1	3
204	может не	1	2
205	шла речь	1	2
206	может и	1	2
207	приводит к	1	2
208	но она	1	2
209	когда же	2	2
210	во всяком	1	2
211	данном случае	6	2
212	это все	1	2
213	бы на	2	2
214	так же	2	2
215	опыта который	1	2
216	у меня	2	2
217	я сам	2	2
218	это так	1	2
219	к ее	1	2
220	то чтобы	2	2
221	как нечто	1	2
222	и во	1	2
223	то есть	9	2
224	именно тем	1	2
225	как это	4	2
226	об этом	4	2
227	то в	1	2
228	а потому	1	2
229	ли в	1	2
230	если не	2	2
231	что только	1	2
232	но зато	2	2
233	знает и	1	2
234	не мог	1	2
235	жизни в	6	2
236	ничем не	1	2
237	без чего	1	2
238	превращается в	2	2
239	они суть	1	2
240	о которой	3	2
241	этой точки	1	2
242	тогда как	15	2
243	но они	1	2
244	еще более	1	2
245	если же	1	2
246	не с	1	2
247	жизнь и	1	2
248	мысли и	1	2
249	так или	1	2
250	на него	5	2
251	как в	5	2
252	важное и	1	2
253	как мы	1	2
254	и его	3	2
255	в качестве	14	2
256	как вещь	1	2
257	для нее	1	2
258	но уже	1	2
259	не все	2	2
260	с собой	1	2
261	в смысловой	1	2
262	для того	1	2
263	отличаться от	1	2
264	ни в	1	2
265	том как	2	2
266	в слове	3	2
267	о чем	2	2
268	той же	2	2
269	она сама	1	2
270	это было	1	2
271	в силу	4	2
272	и тем	5	2
273	из его	1	2
274	своей собственной	2	2
275	когда он	1	2
276	тому что	3	2
277	но оно	1	2
278	только к	3	2
279	наряду с	1	2
280	и мира	4	2
281	он не	5	2
282	мы будем	1	2
283	себя не	2	2
284	и когда	3	2
285	и нет	1	2
286	в своих	2	2
287	не случайно	2	2
288	которая была	1	2
289	признать что	1	2
290	оба эти	1	2
291	в частности	11	2
292	не я	1	2
293	вопрос как	1	2
294	с которой	1	2
295	смысловом отношении	1	2
296	а я	1	2
297	ничто не	1	2
298	тем же	1	2
299	если под	1	2
300	и уже	4	2
301	никак не	3	2
302	в самой	1	2
303	то она	1	2
304	а потом	2	2
305	себе и	2	2
306	в виду	1	2
307	или иначе	2	2
308	в первой	1	2
309	чем не	1	2
310	основе своей	1	2
311	не говорит	1	2
312	все эти	3	1
313	по природе	1	1
314	не могла	1	1
315	в которой	1	1
316	который и	1	1
317	сводится к	9	1
318	жизни а	1	1
319	а всякая	1	1
320	но с	1	1
321	только одного	1	1
322	то его	1	1
323	он остается	1	1
324	и того	3	1
325	выражение и	1	1
326	к той	1	1
327	все те	2	1
328	в другом	4	1
329	в столь	1	1
330	деле не	1	1
331	знаков и	1	1
332	нам и	1	1
333	отличие от	5	1
334	из модификаций	1	1
335	именно к	1	1
336	и оно	1	1
337	или что-нибудь	1	1
338	или в	1	1
339	о котором	3	1
340	бы это	1	1
341	говорит о	2	1
342	в двух	1	1
343	одной стороны	5	1
344	на том	3	1
345	с совершенно	1	1
346	бытия на	1	1
347	могло быть	1	1
348	они все	2	1
349	необходимо должно	1	1
350	установки и	1	1
351	говоря и	1	1
352	в бытии	2	1
353	образом что	1	1
354	не к	4	1
355	и ничего	1	1
356	между собой	3	1
357	в настоящем	2	1
358	читателя и	1	1
359	какой бы	1	1
360	личности в	2	1
361	раз и	1	1
362	в общении	1	1
363	к другим	1	1
364	только себя	1	1
365	зависит от	2	1
366	их жизни	1	1
367	вовсе не	2	1
368	из таких	1	1
369	тут было	1	1
370	гораздо более	1	1
371	к которым	1	1
372	себя но	2	1
373	вслед за	6	1
374	иной раз	1	1
375	в виде	2	1
376	который бы	1	1
377	другой в	1	1
378	одного и	1	1
379	с с	1	1
380	в сознании	2	1
381	сих пор	1	1
382	строго говоря	3	1
383	этом смысле	1	1
384	в какой	4	1
385	и так	1	1
386	проявляется в	1	1
387	это еще	1	1
388	к которому	2	1
389	тем самым	5	1
390	которая как	1	1
391	есть все	1	1
392	позицию как	1	1
393	в конце	4	1
394	до сих	1	1
395	дело не	1	1
396	и без	1	1
397	и уж	1	1
398	с нами	1	1
399	не сразу	1	1
400	знанием и	1	1
401	они предстают	1	1
402	на мой	1	1
403	этом в	1	1
404	той степени	1	1
405	что можно	1	1
406	смысл именно	1	1
407	и внешней	1	1
408	ее внутренняя	1	1
409	чего не	1	1
410	того или	3	1
411	внутренняя жизнь	2	1
412	субъекта и	1	1
413	как объективно	1	1
414	в это	1	1
415	нет никакого	1	1
416	однако об	1	1
417	ответ на	5	1
418	стороны и	1	1
419	мы должны	1	1
420	чем говорить	1	1
421	становится и	1	1
422	в принципе	2	1
423	не можем	1	1
424	указания на	1	1
425	по своей	3	1
426	но для	2	1
427	существует в	1	1
428	на что	1	1
429	его как	1	1
430	к этому	1	1
431	одной из	1	1
432	говорит об	1	1
433	есть жизнь	1	1
434	нет это	1	1
435	а тем	1	1
436	уже было	1	1
437	а именно	1	1
438	сознания и	1	1
439	и самого	1	1
440	зрения на	2	1
441	или хотя	1	1
442	например что	1	1
443	из него	1	1
444	если они	1	1
445	свидетельствует о	4	1
446	конечно в	1	1
447	никто ничего	1	1
448	дело с	2	1
449	в начале	2	1
450	поскольку в	1	1
451	раз в	2	1
452	в таком	3	1
453	или о	1	1
454	было не	1	1
455	личности а	1	1
456	то а	1	1
457	так значит	1	1
458	хотя и	5	1
459	может существовать	1	1
460	суть не	1	1
461	предполагает со	1	1
462	границы между	1	1
463	уже давно	1	1
464	есть личность	1	1
465	и объяснить	1	1
466	свете в	1	1
467	исключительно в	2	1
468	стало быть	2	1
469	где в	1	1
470	не всегда	1	1
471	и к	6	1
472	своего читателя	1	1
473	не имеет	2	1
474	реально и	1	1
475	ее жизнь	1	1
476	когда она	1	1
477	они не	2	1
478	в других	2	1
479	более не	1	1
480	смысле как	1	1
481	общения в	1	1
482	оно всегда	1	1
483	но все-таки	1	1
484	из этого	1	1
485	именно на	1	1
486	с которым	1	1
487	и говорить	1	1
488	к его	3	1
489	что у	2	1
490	на одном	2	1
491	другое дело	1	1
492	его полноте	1	1
493	что было	1	1
494	только у	1	1
495	находятся в	1	1
496	как он	2	1
497	только с	1	1
498	него только	1	1
499	и от	1	1
500	этого как	1	1
501	можно назвать	2	1
502	не является	4	1
503	зависимости от	1	1
504	другой как	1	1
505	эти момента	1	1
506	но эти	1	1
507	а также	6	1
508	тому же	4	1
509	другому человеку	1	1
510	очевидно что	1	1
511	бы с	2	1
512	есть выражение	1	1
513	за пределами	3	1
514	эти три	1	1
515	всяком случае	1	1
516	том смысле	1	1
517	или иной	3	1
518	в единую	1	1
519	от самого	1	1
520	едва ли	3	1
521	о принципе	1	1
522	и ей	1	1
523	представить себе	3	1
524	однако при	1	1
525	не о	1	1
526	кроме самого	1	1
527	не могли	1	1
528	является не	1	1
529	к смыслу	1	1
530	есть его	1	1
531	на своих	1	1
532	но о	1	1
533	только не	2	1
534	на первый	1	1
535	в котором	5	1
536	в зависимости	1	1
537	и ничто	1	1
538	в этой	4	1
539	с таким	2	1
540	при этом	14	1
541	у него	6	1
542	по преимуществу	1	1
543	же как	2	1
544	и внутренней	2	1
545	решительно все	1	1
546	как то	1	1
547	с одной	5	1
548	в смысловом	1	1
549	к новой	1	1
550	свою позицию	2	1
551	на другом	1	1
552	слова и	1	1
553	он говорит	1	1
554	а его	1	1
555	не могут	1	1
556	в едином	1	1
557	в полной	1	1
558	в отличие	5	1
559	всей жизни	1	1
560	от его	2	1
561	это действительно	1	1
562	принадлежит не	2	1
563	о них	2	1
564	живая личность	1	1
565	ведь есть	1	1
566	и она	1	1
567	на некоторые	1	1
568	в действительности	1	1
569	и стало	1	1
570	далеко не	5	1
571	в личности	1	1
572	то они	1	1
573	ли он	1	1
574	к человеку	1	1
575	с его	3	1
576	о самом	1	1
577	как по	3	1
578	время как	1	1
579	когда в	1	1
580	этой стороны	1	1
581	у людей	1	1
582	значит если	1	1
583	образцом для	1	1
584	этого человека	1	1
585	в общем	1	1
586	проявляет себя	1	1
587	в xix	1	1
588	быть может	2	1
589	однако в	2	1
590	и вопреки	1	1
591	выходя из	1	1
592	то время	1	1
593	такова что	1	1
594	им в	1	1
595	но по	1	1
596	в каком	1	1
597	и у	4	1
598	вместо того	1	1
599	с такою	2	1
600	которая не	2	1
601	если у	1	1
602	таким же	1	1
603	два человека	1	1
604	между двумя	1	1
605	данности и	1	1
606	чем и	1	1
607	необходимо должна	2	1
608	природе своей	1	1
609	хотя в	1	1
610	ни слова	2	1
611	должен был	2	1
612	собственного я	2	1
613	сказать не	1	1
614	свое собственное	1	1
615	я уже	2	1
616	что с	2	1
617	и другая	1	1
618	со своими	2	1
619	перед нами	4	1
620	на нее	1	1
621	и целостность	1	1
622	таково например	1	1
623	о нем	3	1
624	и смысл	1	1
625	которое не	2	1
626	и оставаться	1	1
627	но также	2	1
628	и по	3	1
629	всего на	1	1
630	и фантазии	1	1
631	и должен	1	1
632	во многом	1	1
633	с кем	1	1
634	не обязательно	2	1
635	эта новая	1	1
