N	2gram	Nazirov_Tr_1	Psycholo
267	роман в	1	1
268	из ее	1	1
269	литературы и	1	1
270	чувство оказывается	1	1
271	подобного нет	1	1
272	он сам	7	1
273	подобной же	1	1
274	с одной	1	1
275	могло быть	1	1
276	с отцом	1	1
277	и т.д	1	1
278	с совершенно	1	1
279	должны были	1	1
280	и достоевский	1	1
281	за пределы	1	1
282	к сожалению	1	1
283	чем же	1	1
284	в истории	1	1
285	более чем	1	1
286	не любят	1	1
287	что ее	1	1
288	неизмеримо более	1	1
289	к числу	1	1
290	то в	1	1
291	говорит не	1	1
292	уже не	2	1
293	все по	1	1
294	только один	1	1
295	если он	1	1
296	не могла	1	1
297	это его	1	1
298	роли в	1	1
299	вообще не	1	1
300	и критики	1	1
301	что нужно	1	1
302	и если	1	1
303	сказал что	1	1
304	в россии	1	1
305	но этого	2	1
306	сам указывает	1	1
307	но все	2	1
308	прекрасное и	1	1
309	факт что	1	1
310	же не	1	1
311	в другом	1	1
312	волосы и	1	1
313	говорил что	1	1
314	а по	1	1
315	на ту	1	1
316	его в	2	1
317	в и	1	1
318	в глазах	2	1
319	борьбе за	1	1
320	в стихах	1	1
321	он же	1	1
322	и кончает	1	1
323	в высшей	1	1
324	которой он	1	1
325	он и	2	1
326	и вне	1	1
327	для чего	1	1
328	с такой	1	1
329	должно быть	3	1
330	страдания и	1	1
331	достоевского но	1	1
332	правоту в	1	1
333	но если	1	1
334	и юмор	1	1
335	в переводе	1	1
336	взгляд на	1	1
337	наших дней	1	1
338	в котором	1	1
339	то для	1	1
340	и цель	1	1
341	не столько	1	1
342	в отличие	2	1
343	стало быть	1	1
344	сам же	1	1
345	и новые	1	1
346	умирает и	1	1
347	не играют	2	1
348	того кто	1	1
349	перед собою	1	1
350	что эта	1	1
351	самого начала	1	1
352	что ему	1	1
353	на котором	1	1
354	одна из	2	1
355	же легко	1	1
356	что вы	3	1
357	только не	1	1
358	к ней	1	1
359	связь и	1	1
360	вместо того	1	1
361	связи с	1	1
362	в области	1	1
363	никакого значения	1	1
364	встречается в	1	1
365	мы узнаем	1	1
366	такая точка	1	1
367	сходство с	1	1
368	всего что	1	1
369	не есть	1	1
370	того самого	1	1
371	как мы	1	1
372	и о	1	1
373	но при	2	1
374	людей в	1	1
375	и служит	1	1
376	с самого	1	1
377	он разъясняет	1	1
378	ли есть	1	1
379	природе своей	1	1
380	на нее	1	1
381	за то	1	1
382	было в	2	1
383	в борьбе	1	1
384	с собой	1	1
385	еще в	2	1
386	когда в	1	1
387	собака с	1	1
388	всем нам	1	1
389	ничего подобного	1	1
390	а там	1	1
391	быть может	1	1
392	как у	2	1
393	стремление к	1	1
394	похожим на	1	1
395	о нем	1	1
396	создается впечатление	2	1
397	и должно	1	1
398	всем протяжении	1	1
399	но мы	1	1
400	в сфере	1	1
401	нас от	1	1
402	восходит к	1	1
403	ко всей	1	1
404	сильнее и	1	1
405	случай не	1	1
406	есть с	1	1
407	очень широкое	1	1
408	с сентиментальной	1	1
409	все в	1	1
410	боль и	1	1
411	и она	1	1
412	связь между	1	1
413	самой природе	1	1
414	казалось что	1	1
415	в двух	1	1
416	с ними	1	1
417	что даже	1	1
418	никакой роли	1	1
419	свой принцип	1	1
420	на всем	2	1
421	всем его	1	1
422	героя с	1	1
423	свидетельствует о	1	1
424	рассказывает о	1	1
425	является ее	1	1
426	для него	3	1
427	прежде всего	4	1
428	ее не	1	1
429	не просто	2	1
430	даже не	1	1
431	с другим	1	1
432	и эту	1	1
433	не знать	1	1
434	именно в	1	1
435	писателя и	2	1
436	близок к	1	1
437	только к	2	1
438	объясняется тем	1	1
439	обратиться к	1	1
440	естественно что	1	1
441	ничем не	2	1
442	он просит	1	1
443	именно так	1	1
444	ребенка и	2	1
445	с которым	1	1
446	под влиянием	2	1
447	будет она	1	1
448	в связи	1	1
449	один раз	1	1
450	сознательно и	1	1
451	с помощью	1	1
452	я хочу	1	1
453	время с	1	1
454	ко всем	1	1
455	в той	1	1
456	очень важно	2	1
457	оно начинает	1	1
458	для понимания	1	1
459	на свете	1	1
460	быть не	1	1
461	бросается в	2	1
462	этого слова	1	1
463	еще раз	2	1
464	этом случае	1	1
465	писателя в	1	1
466	о его	2	1
467	в неизмеримо	1	1
468	любовь к	1	1
469	в результате	1	1
470	от него	1	1
471	бы в	1	1
472	и наконец	1	1
473	только что	1	1
474	по самой	1	1
475	быть отнесены	1	1
476	за этим	1	1
477	имеет целью	1	1
478	и эта	1	1
479	мы начинаем	1	1
480	конфликт между	1	1
481	что ты	1	1
482	это и	1	1
483	что под	1	1
484	только о	2	1
485	имеет в	2	1
486	в виде	2	1
487	в такое	1	1
488	но еще	1	1
489	по поводу	2	1
490	что за	3	1
491	это понятие	1	1
492	тем самым	3	1
