N	2gram	Tiupa_Disk_1	Problema
119	всяком случае	1	4
120	в одном	2	4
121	тем самым	1	4
122	отличается от	2	4
123	не имеет	1	4
124	ни о	1	4
125	указывает на	2	4
126	здесь как	1	4
127	и во	2	4
128	во всех	5	4
129	тем более	1	4
130	одной из	4	4
131	и ее	2	4
132	или даже	2	4
133	что не	4	4
134	с этим	3	4
135	как бы	5	4
136	как раз	1	4
137	тех или	1	4
138	у достоевского	1	4
139	а в	5	4
140	в то	3	4
141	в какой	2	4
142	самом деле	1	3
143	но она	1	3
144	в каждой	3	3
145	и на	5	3
146	но как	2	3
147	тут же	1	3
148	в истории	4	3
149	в своем	6	3
150	и к	4	3
151	бы и	1	3
152	учение о	1	3
153	категорий в	1	3
154	или иных	1	3
155	но все	1	3
156	человека в	2	3
157	в другом	2	3
158	того или	2	3
159	с другими	1	3
160	этом смысле	1	3
161	из них	3	3
162	в новое	1	3
163	в жизни	1	3
164	как это	1	3
165	связи с	4	3
166	если и	1	3
167	вплоть до	1	3
168	дело не	2	3
169	мы все	1	3
170	имеем дело	2	3
171	и является	1	3
172	в области	1	3
173	к тому	5	3
174	как мы	2	3
175	в буквальном	1	3
176	к нему	1	3
177	том или	1	3
178	в его	7	3
179	что и	3	3
180	для всех	1	3
181	в начале	2	3
182	для него	4	3
183	себе и	1	3
184	мы можем	1	3
185	тем что	3	3
186	не было	7	3
187	еще и	1	3
188	в связи	1	3
189	к его	2	3
190	независимо от	1	3
191	или иного	1	3
192	и более	1	3
193	это уже	1	3
194	и как	6	3
195	мы должны	1	3
196	в мифе	1	3
197	не говоря	2	3
198	что в	4	3
199	чтобы не	1	2
200	и весьма	1	2
201	и то	1	2
202	даже сказать	1	2
203	по преимуществу	1	2
204	обойтись без	1	2
205	и мифа	1	2
206	в которой	1	2
207	мифа в	1	2
208	говорить о	1	2
209	не вполне	1	2
210	ему в	2	2
211	и он	2	2
212	между собой	2	2
213	говоря уже	2	2
214	столь же	3	2
215	в чем	1	2
216	не то	1	2
217	нет и	1	2
218	за пределы	2	2
219	что они	1	2
220	что во	1	2
221	стороны и	2	2
222	все же	3	2
223	не являются	1	2
224	более или	2	2
225	то ли	2	2
226	со своей	1	2
227	человеческого сознания	3	2
228	что это	1	2
229	в известном	1	2
230	мифа и	1	2
231	что к	1	2
232	другом случае	1	2
233	тому же	5	2
234	на его	4	2
235	он не	1	2
236	не к	1	2
237	с ее	2	2
238	том чтобы	2	2
239	в понятии	1	2
240	новое и	1	2
241	на земле	1	2
242	можно даже	1	2
243	может существовать	1	2
244	не будет	1	2
245	и может	1	2
246	а его	1	2
247	на все	1	2
248	для них	1	2
249	далеко не	10	2
250	речь о	1	2
251	и тоже	1	2
252	или менее	2	2
253	категории в	1	2
254	в котором	5	2
255	не могли	1	2
256	однако в	3	2
257	бы быть	3	2
258	чистом виде	1	2
259	того же	3	2
260	но они	2	2
261	друг друга	1	2
262	дело в	1	2
263	или письма	2	2
264	но только	1	2
265	и по	2	2
266	и притом	1	2
267	во всем	1	2
268	к мифу	1	2
269	однако это	2	2
270	являются уже	1	2
271	во все	1	2
272	они и	3	2
273	для себя	4	2
274	и это	1	2
275	мы его	1	2
276	настолько что	1	2
277	но по	1	2
278	здесь также	1	2
279	в пределах	2	2
280	и что	2	2
281	там же	1	2
282	в значительной	2	2
283	это было	2	2
284	с его	4	2
285	теперь уже	1	2
286	еще только	1	2
287	по содержанию	1	2
288	в литературе	2	2
289	ни к	6	2
290	том как	1	2
291	с ними	1	2
292	дело с	2	2
293	тот или	2	2
294	со всеми	1	2
295	себя в	2	2
296	только на	1	2
297	свидетельствует о	2	2
298	заключается в	3	2
299	за ним	1	2
300	от понятия	1	2
301	сами по	2	2
302	в конце	1	2
303	этого понятия	1	2
304	о которых	1	2
305	выходит за	1	2
306	моделью для	1	2
307	в самом	3	2
308	не обязательно	4	2
309	а именно	1	2
310	и прежде	1	2
311	говорит о	1	2
312	выступают в	1	2
313	зашла речь	1	2
314	в меру	1	2
315	самое можно	1	2
316	если оно	1	2
317	понятие о	3	2
318	в чистом	1	2
319	как предмет	1	2
320	другое дело	1	2
321	будто бы	2	2
322	как показывает	2	2
323	жизни в	2	2
324	с ней	1	2
325	в частности	9	2
326	всех других	1	2
327	составляющие ее	1	2
328	новое время	1	1
329	как известно	1	1
330	можно говорить	1	1
331	одним из	2	1
332	для построения	1	1
333	таком случае	1	1
334	тем же	1	1
335	от своей	1	1
336	к другому	2	1
337	и до	1	1
338	он всегда	2	1
339	и должен	1	1
340	в году	2	1
341	что вся	1	1
342	собой как	1	1
343	вопрос о	1	1
344	вторая часть	1	1
345	на себя	2	1
346	мы и	1	1
347	природы все	1	1
348	чем то	1	1
349	на них	1	1
350	не был	1	1
351	как мифологический	1	1
352	истории в	1	1
353	или во	1	1
354	сказать и	2	1
355	особенно если	1	1
356	только потому	1	1
357	и всякий	1	1
358	не все	1	1
359	если в	1	1
360	присутствует в	1	1
361	должны были	1	1
362	отношение к	4	1
363	отличаются от	1	1
364	для кого-то	1	1
365	из возможных	1	1
366	его на	1	1
367	от мифа	3	1
368	как к	2	1
369	разного рода	2	1
370	этом же	1	1
371	когда он	2	1
372	это тоже	1	1
373	и художественного	1	1
374	всего как	1	1
375	в действительности	3	1
376	в противоположность	2	1
377	или иную	1	1
378	и формулировать	1	1
379	актеров на	1	1
380	в целом	4	1
381	таковы например	1	1
382	он в	1	1
383	из этих	1	1
384	и пространства	1	1
385	поскольку в	2	1
386	действительности а	1	1
387	стороны это	2	1
388	с их	1	1
389	говорит не	1	1
390	и те	1	1
391	на то	1	1
392	в случае	1	1
393	она еще	1	1
394	они в	1	1
395	в первую	1	1
396	в принципе	2	1
397	в силу	5	1
398	но оказывается	1	1
399	каждый тип	1	1
400	все научные	1	1
401	рассказано в	1	1
402	одно и	1	1
403	то чтобы	1	1
404	поскольку все	1	1
405	в поведении	1	1
406	не сможет	2	1
407	себя не	1	1
408	первую очередь	1	1
409	на бумаге	1	1
410	искусства в	1	1
411	объективной действительности	1	1
412	действительности в	1	1
413	например с	1	1
414	чаще всего	1	1
415	однако здесь	1	1
416	здесь это	1	1
417	к области	2	1
418	но уже	1	1
419	что представляет	2	1
420	вполне естественной	1	1
421	не всегда	2	1
422	ветхого завета	1	1
423	определенного рода	1	1
424	как таковой	1	1
425	являются наиболее	1	1
426	только тем	1	1
427	во время	1	1
428	и при	1	1
429	в их	5	1
430	человеком и	1	1
431	мы называем	1	1
432	себе а	1	1
433	не как	4	1
434	от его	1	1
435	поэтому в	1	1
436	что особенно	1	1
437	которые в	1	1
438	для которых	1	1
439	в россии	1	1
440	в своих	3	1
441	войти в	1	1
442	и предполагает	2	1
443	необходимо чтобы	1	1
444	вместе со	1	1
445	и вся	1	1
446	раз и	1	1
447	начиная от	1	1
448	литературы как	1	1
449	самого начала	1	1
450	и слишком	1	1
451	пока еще	6	1
452	чем не	1	1
453	никогда не	2	1
454	в отношениях	1	1
455	красоты в	1	1
456	исследования на	1	1
457	при наличии	1	1
458	данное понятие	1	1
459	своей природе	2	1
460	по своей	11	1
461	его смысл	1	1
462	это слово	1	1
463	под названием	1	1
464	входят в	1	1
465	нового времени	1	1
466	и делает	1	1
467	в основе	7	1
468	перед ним	1	1
469	уже о	2	1
470	не могут	1	1
471	такова что	1	1
472	могут быть	4	1
473	здесь совершенно	1	1
474	моменты жизни	1	1
475	в категориях	1	1
476	об одном	1	1
477	числе и	2	1
478	всего в	1	1
479	иной области	1	1
480	мысли о	2	1
481	анализа в	1	1
482	в каждом	2	1
483	если же	1	1
484	однако по	1	1
485	свою очередь	3	1
486	и сами	1	1
487	что всякая	1	1
488	чтобы быть	1	1
489	только то	1	1
490	с самого	1	1
491	есть само	1	1
492	есть все	1	1
493	на том	2	1
494	и сам	1	1
495	с понятием	2	1
496	особенно в	1	1
497	или невольно	2	1
498	в эпоху	5	1
499	но здесь	1	1
500	о ней	1	1
501	возможна только	1	1
502	внимание на	4	1
503	все прочие	1	1
504	вольно или	2	1
505	одного из	2	1
506	всех областях	1	1
507	мог бы	1	1
508	основе своей	2	1
509	нас в	1	1
510	этих двух	1	1
511	места и	1	1
512	тем или	1	1
513	на самого	2	1
514	и требует	2	1
515	как учение	1	1
516	в античной	2	1
517	которая и	1	1
518	по своим	4	1
519	в каких	1	1
520	того что	3	1
521	красоте и	1	1
522	быть и	1	1
523	известном смысле	1	1
524	и личной	1	1
525	что даже	2	1
526	поведении героев	1	1
527	представляет собою	1	1
528	в разные	2	1
529	не имеющих	1	1
530	по мнению	1	1
531	в контексте	1	1
532	с одной	9	1
533	мнению автора	1	1
534	понятии же	1	1
535	на сцене	2	1
536	удовольствия но	1	1
537	в нашей	1	1
538	большинстве случаев	1	1
539	но от	1	1
540	к содержанию	3	1
541	ту или	1	1
542	к мысли	2	1
543	в известной	1	1
544	он весь	1	1
545	исчезает в	1	1
546	представлений о	1	1
547	миф если	2	1
548	и один	1	1
549	даже к	1	1
550	в прошлом	1	1
551	не о	1	1
552	не случайно	1	1
553	заметить что	2	1
554	новое качество	1	1
555	мы назвали	1	1
556	бы это	2	1
557	из двух	2	1
558	своем живом	1	1
559	развития в	1	1
560	с другим	1	1
561	до сих	1	1
562	с той	1	1
563	и др	2	1
564	до конца	1	1
565	обратить внимание	2	1
566	в рассказе	2	1
567	только по	1	1
568	этот термин	1	1
569	стремится к	1	1
570	не на	1	1
571	однако и	2	1
572	его как	2	1
573	при более	1	1
574	о чем	2	1
575	отсутствие в	1	1
576	человека к	1	1
577	своей собственной	2	1
578	в конкретных	1	1
579	требует от	1	1
580	примером такой	1	1
581	остается и	1	1
582	речь только	1	1
583	одной стороны	9	1
584	связаны с	1	1
585	что же	2	1
586	в отдельности	1	1
587	исходя из	2	1
588	схемы и	1	1
589	с этой	1	1
590	слова и	1	1
591	и нет	1	1
592	сих пор	1	1
593	но для	1	1
594	другое как	1	1
595	за его	2	1
596	и часто	1	1
597	этой книги	1	1
598	в миф	1	1
599	и времени	1	1
600	на небесах	2	1
601	о котором	2	1
602	но отнюдь	2	1
603	а к	1	1
604	развития и	1	1
605	себя самого	1	1
606	всех прочих	1	1
607	но зато	2	1
608	души с	1	1
609	на более	1	1
610	исключительно в	1	1
611	хотя в	2	1
612	же касается	2	1
613	бы на	1	1
614	содержанию не	1	1
615	отношении к	1	1
616	при встрече	2	1
617	становления и	2	1
618	и кончая	1	1
619	не знает	1	1
620	их с	1	1
621	в свою	3	1
622	только о	1	1
623	из романа	1	1
624	буквальном своем	1	1
625	к другим	2	1
626	также не	1	1
627	разрушило бы	1	1
628	виде вещей	1	1
629	и другие	1	1
630	это в	2	1
631	всем своим	1	1
632	это понятие	3	1
633	том числе	2	1
