N	2gram	Losev_Vesc_1	Komedia
132	и мы	1	3
133	тех пор	1	3
134	в двух	1	3
135	не о	1	3
136	нисколько не	4	3
137	с одной	3	3
138	что не	5	3
139	у того	1	3
140	не так	1	3
141	всяком случае	2	3
142	мы можем	4	3
143	и даже	6	3
144	даже не	7	3
145	на ее	3	3
146	ему не	1	3
147	на этот	1	3
148	один из	3	3
149	если не	3	3
150	в частности	1	3
151	не может	17	3
152	конечно не	1	3
153	одной стороны	3	3
154	в течение	1	3
155	как бы	12	3
156	с этой	4	3
157	из себя	3	3
158	из своего	1	3
159	теперь же	2	3
160	все что	1	3
161	во всяком	3	3
162	в рукописи	1	2
163	человека и	1	2
164	даже если	1	2
165	из его	2	2
166	в и	2	2
167	мы не	6	2
168	в сущности	4	2
169	время как	1	2
170	представление о	1	2
171	и он	1	2
172	пребывания в	1	2
173	бы то	4	2
174	во всех	2	2
175	отличие от	1	2
176	что они	6	2
177	и я	1	2
178	стороны и	2	2
179	в результате	3	2
180	так или	4	2
181	раз в	1	2
182	только один	2	2
183	если он	1	2
184	ни было	4	2
185	и если	2	2
186	о которой	2	2
187	в силу	3	2
188	человека в	1	2
189	а затем	2	2
190	из всех	1	2
191	не с	7	2
192	с другими	8	2
193	это не	5	2
194	как видно	1	2
195	я говорю	1	2
196	не мог	1	2
197	я ведь	1	2
198	и без	3	2
199	в котором	3	2
200	начиная от	2	2
201	сам себя	2	2
202	в одном	2	2
203	что эта	1	2
204	сам он	1	2
205	тому что	2	2
206	она не	4	2
207	дело не	2	2
208	в основе	3	2
209	больше того	4	2
210	в руки	2	2
211	ли не	1	2
212	на улицу	1	2
213	все еще	3	2
214	и это	14	2
215	как мы	4	2
216	и о	3	2
217	в виду	2	2
218	без всякого	4	2
219	то время	1	2
220	можно было	2	2
221	она была	2	2
222	наряду с	1	2
223	хотя это	1	2
224	а также	1	2
225	в другом	2	2
226	на вопрос	1	2
227	и во	3	2
228	которой мы	1	2
229	нуждается в	1	2
230	все время	1	2
231	как из	1	2
232	же теперь	1	2
233	тот же	3	2
234	могло быть	1	2
235	должен быть	2	2
236	и ее	18	2
237	не мешает	4	2
238	в качестве	1	2
239	уже в	1	2
240	если мы	8	2
241	мы знаем	1	2
242	понимает что	1	2
243	до того	1	2
244	себя от	2	2
245	этом отношении	1	2
246	от того	3	2
247	или иначе	4	2
248	себя и	4	2
249	к человеку	1	2
250	не было	1	2
251	что мы	14	2
252	ближе к	1	2
253	он и	1	2
254	его на	1	2
255	из которых	1	2
256	не отличаются	1	2
257	в пределах	1	2
258	для обозначения	1	2
259	сравнению с	6	2
260	возможность и	1	2
261	по существу	2	2
262	его от	1	2
263	ли в	3	2
264	и все	5	2
265	с уже	1	2
266	конце концов	2	2
267	из этой	1	2
268	е в	7	2
269	не будет	12	2
270	между ними	3	2
271	только как	1	2
272	другой стороны	2	2
273	совершенно не	5	2
274	равно как	2	2
275	все к	1	2
276	из этого	1	2
277	в свое	2	2
278	по сравнению	7	2
279	в своих	1	2
280	это в	1	2
281	формы и	1	1
282	эта новая	1	1
283	о действительности	1	1
284	я и	6	1
285	и выявлять	2	1
286	чтобы не	1	1
287	как имя	2	1
288	возможны и	1	1
289	за которым	1	1
290	и какова	1	1
291	же по	1	1
292	в первом	2	1
293	к другому	1	1
294	в зависимости	1	1
295	ней нет	1	1
296	если я	6	1
297	их жизни	1	1
298	мы имеем	7	1
299	и само	2	1
300	это совершенно	4	1
301	вопрос о	1	1
302	именно к	1	1
303	еще до	1	1
304	я высказал	1	1
305	я не	4	1
306	ему в	1	1
307	зависимости от	1	1
308	и говорить	1	1
309	имя и	6	1
310	все эти	3	1
311	в чем	6	1
312	это имя	3	1
313	подходить к	1	1
314	но не	5	1
315	и всякий	1	1
316	если в	1	1
317	очевидно что	1	1
318	себе и	1	1
319	действительности а	1	1
320	относится к	5	1
321	в истории	1	1
322	не заслуживает	1	1
323	если она	1	1
324	независимо от	5	1
325	как к	4	1
326	перед нами	2	1
327	переживания и	2	1
328	дает мне	1	1
329	и как	8	1
330	и наконец	1	1
331	всех предыдущих	1	1
332	самом начале	1	1
333	более или	1	1
334	в действительности	7	1
335	от этого	2	1
336	моментов в	2	1
337	от чего	2	1
338	общение с	9	1
339	из этих	1	1
340	сделал ее	1	1
341	выражение в	3	1
342	еще один	1	1
343	самое главное	2	1
344	стоит у	3	1
345	т д	19	1
346	главное в	1	1
347	по крайней	4	1
348	еще раньше	1	1
349	и почему	1	1
350	в понимании	1	1
351	к одному	3	1
352	не к	1	1
353	том чтобы	1	1
354	ее из	1	1
355	быть с	1	1
356	чем она	1	1
357	не кажется	1	1
358	на этом	2	1
359	именно это	1	1
360	с такими	1	1
361	что все	2	1
362	же не	1	1
363	то чтобы	3	1
364	чем я	1	1
365	есть все	1	1
366	значение в	1	1
367	конечно в	1	1
368	той же	2	1
369	себя не	2	1
370	это было	1	1
371	в существенном	1	1
372	совершенно очевидное	1	1
373	в свой	2	1
374	и тем	3	1
375	в это	1	1
376	его и	2	1
377	для своего	1	1
378	со своими	1	1
379	когда я	5	1
380	мне известно	1	1
381	а потом	2	1
382	одно из	1	1
383	и поскольку	1	1
384	таким же	1	1
385	бы к	1	1
386	не столько	1	1
387	то его	1	1
388	что подобное	1	1
389	в отличие	1	1
390	что я	24	1
391	признать что	1	1
392	для всякого	2	1
393	стало быть	1	1
394	образом и	1	1
395	но он	2	1
396	вещей и	4	1
397	только из-за	1	1
398	а вот	3	1
399	этого мало	1	1
400	и вся	1	1
401	время из	1	1
402	как можно	3	1
403	ее не	2	1
404	с которой	1	1
405	свое время	2	1
406	и притом	3	1
407	к новым	1	1
408	я что-нибудь	2	1
409	отдать себе	1	1
410	в самых	1	1
411	человека по	2	1
412	он с	1	1
413	человека от	1	1
414	находятся в	1	1
415	и весь	1	1
416	и по	1	1
417	по своей	2	1
418	меня и	1	1
419	во всем	1	1
420	мы подходим	2	1
421	со своим	7	1
422	одному и	1	1
423	которое не	1	1
424	что на	2	1
425	ли это	7	1
426	это новое	1	1
427	с другом	1	1
428	у меня	3	1
429	он вполне	1	1
430	свое собственное	1	1
431	мы встречаем	1	1
432	все то	1	1
433	могут быть	1	1
434	к смысловой	3	1
435	как только	4	1
436	своем уме	1	1
437	это я	4	1
438	здесь мы	1	1
439	о них	1	1
440	из чего	1	1
441	подобно тому	4	1
442	и от	3	1
443	важно только	1	1
444	нет никакой	2	1
445	в себя	13	1
446	и может	2	1
447	как с	4	1
448	и совершенно	1	1
449	и когда	4	1
450	что у	5	1
451	с собой	2	1
452	времени и	1	1
453	реальной жизни	1	1
454	есть также	1	1
455	мог бы	5	1
456	к его	1	1
457	остается только	1	1
458	это только	1	1
459	жизнь и	1	1
460	мы в	1	1
461	строго говоря	1	1
462	для этого	4	1
463	впрочем для	1	1
464	сводится к	2	1
465	и ничем	1	1
466	язык и	1	1
467	никак не	3	1
468	на что	1	1
469	основе своей	2	1
470	может не	2	1
471	нас в	3	1
472	мы понимаем	1	1
473	то в	4	1
474	во втором	2	1
475	ее на	1	1
476	крайней мере	4	1
477	относится как	1	1
478	чтобы утверждать	2	1
479	где происходит	1	1
480	и она	1	1
481	своей природе	1	1
482	из видов	1	1
483	но так	1	1
484	себя с	5	1
485	теперь то	1	1
486	мы видим	2	1
487	ли он	1	1
488	только в	14	1
489	реагирует на	1	1
490	и кончая	1	1
491	понимает все	1	1
492	этого достаточно	1	1
493	которая была	1	1
494	относится ли	1	1
495	на мой	1	1
496	со всеми	1	1
497	чтобы их	1	1
498	в эти	1	1
499	и хочу	2	1
500	и у	3	1
501	только на	3	1
502	в нашей	1	1
503	является не	1	1
504	не из	2	1
505	нет я	1	1
506	к своим	1	1
507	уже нет	1	1
508	к мысли	1	1
509	обращался к	1	1
510	и их	7	1
511	руки и	2	1
512	раз с	1	1
513	смысл все	1	1
514	чтобы она	2	1
515	подходим к	2	1
516	не случайно	2	1
517	без внимания	1	1
518	образом что	1	1
519	идея не	1	1
520	из своей	1	1
521	интересующей нас	1	1
522	где в	1	1
523	что человек	1	1
524	них в	1	1
525	этого человека	1	1
526	а именно	1	1
527	эти две	4	1
528	чем он	1	1
529	было и	2	1
530	а с	3	1
531	мы еще	2	1
532	из наиболее	1	1
533	говорит о	1	1
534	превращается в	1	1
535	не на	1	1
536	меня я	1	1
537	с которым	1	1
538	однако и	1	1
539	же точно	2	1
540	если этот	1	1
541	а так	2	1
542	в слове	2	1
543	и ему	1	1
544	было в	1	1
545	мы находим	2	1
546	и потому	5	1
547	от кого	1	1
548	относятся к	1	1
549	ли ее	1	1
550	е чисто	1	1
551	в моей	1	1
552	мы опять	1	1
553	вот я	1	1
554	тому как	4	1
555	когда же	1	1
556	быть только	3	1
557	только чтобы	1	1
558	для человека	1	1
559	да и	3	1
560	в первой	2	1
561	друг с	1	1
562	быть не	4	1
563	что между	2	1
564	и тому	1	1
565	настало время	1	1
566	что из	2	1
567	можно сказать	6	1
568	отдельно от	1	1
569	я мог	4	1
570	в смысле	12	1
571	думают что	4	1
572	и новой	2	1
573	она должна	2	1
574	не знаем	2	1
575	в с	2	1
576	отношениях между	1	1
577	а что	1	1
578	или в	2	1
579	что кто-то	1	1
580	о котором	1	1
581	своей собственной	1	1
582	она уже	3	1
583	то не	4	1
584	себя самого	2	1
585	для нас	2	1
586	могли бы	1	1
587	же судьба	1	1
588	или менее	1	1
589	это может	2	1
590	у них	1	1
591	в этих	1	1
592	ибо в	1	1
593	ли что	1	1
594	хотя в	1	1
595	бы на	1	1
596	тоже ничего	1	1
597	к самому	1	1
598	жизни в	1	1
599	от ее	6	1
600	этот дом	1	1
601	всякий смысл	1	1
602	с ней	2	1
603	много было	1	1
604	сказать что	17	1
605	и только	3	1
606	и настойчиво	2	1
607	была бы	2	1
608	но этот	1	1
609	первом случае	2	1
610	бы его	1	1
611	жизни и	2	1
612	но еще	3	1
613	по поводу	1	1
614	и эта	3	1
615	я могу	2	1
616	можно назвать	1	1
617	этой точки	1	1
618	ничего общего	1	1
