N	2gram	Tiupa_Hudo_2	Vladivir
196	как к	1	2
197	яснее и	1	2
198	разговора о	2	2
199	я должен	1	2
200	к числу	2	2
201	в самом	5	2
202	бы с	2	2
203	как он	3	2
204	не могла	5	2
205	человек не	1	2
206	мысли и	2	2
207	же это	1	2
208	том чтобы	1	2
209	и сам	5	2
210	на земле	1	2
211	на этом	2	2
212	но все	1	2
213	заключается в	1	2
214	это не	6	2
215	он все	1	2
216	однако здесь	1	2
217	на свои	1	2
218	этого не	1	2
219	а за	2	2
220	которой он	1	2
221	мы не	1	2
222	еще в	1	2
223	и при	1	2
224	ли он	2	2
225	говорил о	1	2
226	жизни с	2	2
227	к той	2	2
228	их в	1	2
229	однако в	2	2
230	даже в	1	2
231	а вот	2	2
232	то с	1	2
233	раз и	1	2
234	мы пока	1	2
235	она не	5	2
236	того как	2	2
237	и притом	1	2
238	того чтобы	4	2
239	на меня	1	2
240	казалось бы	6	2
241	не о	1	2
242	мыслей и	1	2
243	мне было	1	2
244	меня и	1	2
245	к вам	1	2
246	всей жизни	1	2
247	как будто	4	2
248	к тому	7	2
249	будто бы	3	2
250	в настоящее	1	2
251	но по	1	2
252	людей в	2	2
253	не могу	3	2
254	данном случае	2	2
255	ничего не	5	2
256	со своей	2	2
257	о нем	2	2
258	нам представляется	2	2
259	настоящее время	1	2
260	после того	1	2
261	в сущности	1	2
262	нас в	1	2
263	к нему	3	2
264	он прямо	1	2
265	и всякая	1	2
266	и она	1	2
267	на другие	1	2
268	течение всей	1	2
269	от нас	1	2
270	себя в	8	2
271	он сам	2	2
272	него и	1	2
273	его и	2	2
274	ни с	2	2
275	себе в	2	2
276	ее на	2	2
277	для того	4	2
278	у которого	2	2
279	как у	2	2
280	во второй	2	2
281	бытия в	1	2
282	что не	2	2
283	церкви и	1	2
284	был в	1	2
285	отношениях с	2	2
286	с которым	1	2
287	красота в	1	2
288	уже давно	1	2
289	в частности	7	2
290	она жила	1	2
291	и потому	1	2
292	я тоже	1	2
293	наряду с	5	2
294	в той	1	2
295	такого рода	1	2
296	это за	1	2
297	бы его	1	2
298	у вас	4	2
299	не любил	1	2
300	можно было	3	2
301	и от	2	2
302	в двух	2	2
303	я хотел	1	2
304	к этой	1	2
305	же в	1	2
306	жизни в	7	2
307	о своем	4	2
308	с ней	1	2
309	есть и	3	2
310	же и	2	2
311	можно назвать	1	2
312	в своих	1	2
313	к м	1	2
314	во сне	3	2
315	гораздо более	2	2
316	этом свете	1	1
317	и т	4	1
318	одним из	1	1
319	например в	1	1
320	о боге	2	1
321	тех же	1	1
322	так у	1	1
323	к мнению	1	1
324	думал о	2	1
325	отношения между	1	1
326	по преимуществу	3	1
327	жизни к	1	1
328	высшей степени	1	1
329	жизни здесь	1	1
330	по его	3	1
331	чего в	1	1
332	народного просвещения	1	1
333	что между	1	1
334	ответить на	1	1
335	говорить о	2	1
336	а для	2	1
337	вас не	1	1
338	жизни как	5	1
339	мировых катастроф	1	1
340	всю ночь	3	1
341	и самого	1	1
342	в сердце	1	1
343	бы то	1	1
344	за него	2	1
345	самом деле	3	1
346	то он	1	1
347	но как	1	1
348	к богу	1	1
349	с требованием	1	1
350	не все	3	1
351	если в	2	1
352	него с	1	1
353	с собою	1	1
354	не просто	1	1
355	нет и	1	1
356	когда тот	1	1
357	что они	4	1
358	во что	1	1
359	чем же	1	1
360	более чем	2	1
361	независимо от	1	1
362	только об	1	1
363	еще из	1	1
364	природы и	1	1
365	человеческого бытия	2	1
366	на минуту	1	1
367	как нам	1	1
368	что нет	1	1
369	он себе	1	1
370	когда он	1	1
371	как уже	2	1
372	угодно и	1	1
373	его к	1	1
374	в серьезных	1	1
375	это просто	1	1
376	самом начале	1	1
377	себе не	1	1
378	самое важное	1	1
379	о самом	1	1
380	ним было	1	1
381	за собой	1	1
382	себе как	1	1
383	та же	2	1
384	говорил он	1	1
385	бы и	4	1
386	он боялся	1	1
387	он в	1	1
388	в нашем	2	1
389	было ни	1	1
390	тоже не	2	1
391	быть живым	1	1
392	позицию в	1	1
393	будто и	1	1
394	о ее	2	1
395	тому же	2	1
396	его но	1	1
397	уже иное	1	1
398	так сказать	1	1
399	все ее	1	1
400	теми же	1	1
401	что она	7	1
402	вспомнила что	1	1
403	ей в	2	1
404	и мужа	1	1
405	т д	2	1
406	и еще	1	1
407	на том	1	1
408	нее и	1	1
409	в тот	1	1
410	них нет	1	1
411	ими в	1	1
412	жизнью и	1	1
413	свое время	1	1
414	и ухаживать	1	1
415	прежде чем	2	1
416	последнее слово	1	1
417	от нее	1	1
418	то ни	1	1
419	что все	3	1
420	им как	1	1
421	а по	2	1
422	отчаяния и	1	1
423	лишь в	2	1
424	а как	2	1
425	его личности	1	1
426	например с	1	1
427	остановиться на	1	1
428	которая была	2	1
429	в жизни	8	1
430	к области	1	1
431	вопреки мнению	1	1
432	мы имеем	1	1
433	всю жизнь	1	1
434	он внутренне	1	1
435	чем в	1	1
436	в г	2	1
437	во время	1	1
438	от своего	2	1
439	взгляд на	1	1
440	личных а	1	1
441	на подобные	1	1
442	на месте	1	1
443	то для	1	1
444	место в	2	1
445	своего рода	16	1
446	однако он	1	1
447	нельзя было	2	1
448	нем он	1	1
449	нам в	1	1
450	а почему	1	1
451	если бы	6	1
452	далека от	1	1
453	была не	1	1
454	что после	1	1
455	дом и	1	1
456	что сам	1	1
457	для нее	4	1
458	не любит	1	1
459	называет его	2	1
460	случае мы	1	1
461	сам он	2	1
462	и достоевского	1	1
463	он вновь	2	1
464	важно что	1	1
465	что с	1	1
466	самого начала	1	1
467	все мы	1	1
468	дело не	2	1
469	острейшим образом	1	1
470	и сама	4	1
471	на него	3	1
472	как о	3	1
473	не могло	1	1
474	только не	2	1
475	к анне	1	1
476	и всегда	1	1
477	в отношениях	1	1
478	жизни не	2	1
479	это то	1	1
480	в самой	1	1
481	этих двух	1	1
482	и лишь	1	1
483	того в	1	1
484	прибегать к	1	1
485	но теперь	1	1
486	ничего сообщить	1	1
487	было не	1	1
488	ему не	1	1
489	перед ним	1	1
490	бытия не	1	1
491	у меня	1	1
492	бытия как	2	1
493	и здесь	1	1
494	не столь	1	1
495	в т	2	1
496	во все	1	1
497	ли не	1	1
498	все еще	1	1
499	долго не	1	1
500	от которой	1	1
501	у себя	1	1
502	не будет	2	1
503	из москвы	1	1
504	такое что	1	1
505	ни стало	1	1
506	характер и	2	1
507	нет никакой	1	1
508	смерти в	1	1
509	в себя	1	1
510	но мы	1	1
511	с самого	1	1
512	всей своей	1	1
513	и необходимости	1	1
514	от того	1	1
515	ухаживать за	1	1
516	с собой	2	1
517	на нее	1	1
518	лет назад	1	1
519	времени и	1	1
520	жизнь а	1	1
521	особенно в	1	1
522	с самим	2	1
523	еще не	3	1
524	когда в	3	1
525	том как	2	1
526	своем личном	1	1
527	по ее	1	1
528	был не	1	1
529	собой и	1	1
530	сводится к	6	1
531	он здесь	1	1
532	второй редакции	1	1
533	его рассуждений	1	1
534	то как	1	1
535	все его	3	1
536	и который	1	1
537	в гимназии	1	1
538	читаем и	1	1
539	предстает в	1	1
540	жизни он	2	1
541	последнего в	1	1
542	во втором	2	1
543	в глазах	6	1
544	и н	1	1
545	чего уж	1	1
546	тотчас же	1	1
547	которая и	1	1
548	что бы	1	1
549	уже во	1	1
550	не знаю	1	1
551	и об	2	1
552	о своих	1	1
553	говорит в	2	1
554	не зная	2	1
555	ни слова	3	1
556	но с	1	1
557	дело с	2	1
558	что даже	2	1
559	но ни	1	1
560	и ее	3	1
561	не мешает	1	1
562	и тем	1	1
563	возвращается в	1	1
564	похожа на	1	1
565	со всеми	1	1
566	в качестве	4	1
567	к которой	1	1
568	с какой	2	1
569	для всех	1	1
570	оказывается в	1	1
571	к идее	1	1
572	с нею	3	1
573	только на	5	1
574	ни одного	2	1
575	больше не	1	1
576	же из	1	1
577	не принимает	1	1
578	слова не	1	1
579	или даже	1	1
580	в душе	8	1
581	и других	1	1
582	из них	2	1
583	характерно что	3	1
584	следует что	1	1
585	вместил в	1	1
586	точка зрения	1	1
587	в одном	3	1
588	что хотел	1	1
589	т п	2	1
590	это нужно	1	1
591	молодым и	1	1
592	как раз	4	1
593	тем что	6	1
594	этом отношении	1	1
595	рядом с	5	1
596	живой и	1	1
597	о своей	1	1
598	до сих	2	1
599	и опять	2	1
600	на ее	3	1
601	что человек	1	1
602	сказать про	1	1
603	молодым человеком	1	1
604	человеку если	1	1
605	и говорил	1	1
606	бы эти	1	1
607	же о	1	1
608	ли может	1	1
609	то и	4	1
610	и стал	1	1
611	а на	1	1
612	которых мы	1	1
613	в поисках	1	1
614	и мне	2	1
615	что несмотря	1	1
616	человеческой жизни	6	1
617	вторая половина	1	1
618	ни о	3	1
619	еще казалось	1	1
620	своего друга	1	1
621	с удивлением	1	1
622	нечто такое	1	1
623	все более	1	1
624	время она	1	1
625	ни на	1	1
626	его личной	1	1
627	есть только	1	1
628	перед нами	11	1
629	в воспоминаниях	1	1
630	рассказ в	1	1
631	дело здесь	1	1
632	расхождение с	1	1
633	как например	1	1
634	этом случае	1	1
635	казалось что	7	1
636	сих пор	2	1
637	характера в	1	1
638	среди прочих	1	1
639	но для	1	1
640	за ним	1	1
641	пока еще	3	1
642	любовь к	1	1
643	которых он	1	1
644	потому не	1	1
645	нельзя сказать	1	1
646	котором он	1	1
647	к жене	1	1
648	рассуждая о	1	1
649	мира и	1	1
650	не с	2	1
651	из себя	1	1
652	было на	2	1
653	теперь же	3	1
654	по самой	1	1
655	бытии и	1	1
656	личности и	2	1
657	отношении к	1	1
658	быть и	1	1
659	первый раз	1	1
660	между ними	2	1
661	только как	1	1
662	существует в	1	1
663	была бы	3	1
664	от матери	1	1
665	но когда	1	1
666	почему он	1	1
667	любви к	2	1
668	разным причинам	1	1
669	эти слова	1	1
670	в действительности	1	1
671	не сказал	1	1
672	котором по	1	1
673	бы даже	1	1
674	и другие	5	1
675	жизнь человека	1	1
676	том числе	1	1
