N	2gram	Medvedev_U_1	Problema
96	другой стороны	3	4
97	противном случае	2	3
98	бы то	3	3
99	нет и	1	3
100	формальный метод	11	3
101	творчество и	1	3
102	он не	1	3
103	то ни	3	3
104	а как	2	3
105	том что	2	3
106	искусства не	1	3
107	в противном	2	3
108	же время	3	3
109	и это	1	3
110	приводит к	1	3
111	если бы	2	3
112	искусства и	1	3
113	и содержание	1	3
114	этом смысле	2	3
115	с одной	1	3
116	вопроса о	2	3
117	как такового	3	3
118	и даже	1	3
119	одной стороны	1	3
120	его как	1	3
121	но это	2	3
122	все это	5	3
123	об искусстве	1	3
124	и все	1	3
125	ни было	3	3
126	в таком	1	3
127	все что	1	3
128	он может	1	2
129	в котором	1	2
130	их и	2	2
131	мы имеем	1	2
132	не вполне	1	2
133	первый план	1	2
134	с его	2	2
135	художественных произведений	2	2
136	не все	2	2
137	художественного впечатления	1	2
138	и у	2	2
139	на то	1	2
140	не следует	3	2
141	материала и	2	2
142	искусства в	1	2
143	форму и	2	2
144	место и	1	2
145	как таковой	2	2
146	на первый	2	2
147	или точнее	3	2
148	все и	1	2
149	и вся	1	2
150	задачи и	1	2
151	этой области	3	2
152	художественного объекта	1	2
153	она не	1	2
154	этом отношении	2	2
155	у нас	3	2
156	представляется нам	2	2
157	словесного искусства	1	2
158	не могут	2	2
159	же самое	2	2
160	на материал	1	2
161	что все	2	2
162	только при	1	2
163	степени и	1	2
164	с самим	1	2
165	и что	1	2
166	словесного творчества	2	2
167	в значительной	1	2
168	язык в	1	2
169	того что	1	2
170	художественного восприятия	1	2
171	только единство	1	2
172	что он	2	2
173	материал как	2	2
174	в виде	1	2
175	что и	2	2
176	последние годы	1	2
177	содержание и	1	2
178	и искусства	1	2
179	в некоторых	2	2
180	тем что	2	2
181	не было	1	2
182	в россии	4	2
183	в частности	3	2
184	из которых	1	2
185	по существу	2	2
186	можно сказать	1	2
187	искусства как	2	2
188	о котором	1	2
189	в словесном	1	2
190	о сущности	1	2
191	материал и	1	2
192	словесного художественного	1	2
193	и эта	1	2
194	к этому	1	2
195	подобных работ	1	1
196	а между	2	1
197	в сфере	1	1
198	человека и	1	1
199	нем но	1	1
200	к созданию	1	1
201	до крайности	1	1
202	и как-то	1	1
203	бы ни	1	1
204	меньшей степени	2	1
205	вещи это	1	1
206	как науки	1	1
207	как таковая	1	1
208	вне которой	1	1
209	словами как	1	1
210	отказ от	1	1
211	понятие эстетического	1	1
212	в противовес	2	1
213	крайним выражением	1	1
214	которые могли	1	1
215	случайной и	1	1
216	и исторические	1	1
217	и художник	1	1
218	могли бы	2	1
219	что по	1	1
220	как таковое	1	1
221	есть ли	1	1
222	не приходится	2	1
223	у тех	1	1
224	бы и	2	1
225	формы в	3	1
226	в этой	4	1
227	бы только	1	1
228	но он	1	1
229	направлено на	1	1
230	художником и	1	1
231	она все	1	1
232	определяемая систематически	1	1
233	формальным методом	1	1
234	эстетики словесного	1	1
235	только материал	1	1
236	они в	1	1
237	всех этих	2	1
238	не как	3	1
239	широком смысле	1	1
240	искусств а	1	1
241	работ в	1	1
242	эстетики содержания	1	1
243	есть конечно	1	1
244	отвлеченное от	1	1
245	это было	2	1
246	или просто	1	1
247	для научного	1	1
248	культурная ценность	1	1
249	эстетического восприятия	1	1
250	быть обоснована	2	1
251	этого не	1	1
252	с тем	1	1
253	и техники	1	1
254	слишком часто	1	1
255	восприятия и	1	1
256	эстетикой словесного	1	1
257	в которых	1	1
258	является только	1	1
259	может обойтись	1	1
260	формы как	1	1
261	по себе	2	1
262	области словесного	1	1
263	которой и	1	1
264	что с	1	1
265	на эстетику	1	1
266	степени характерно	1	1
267	но для	1	1
268	содержания или	1	1
269	этой тенденции	1	1
270	находятся в	1	1
271	ориентация на	1	1
272	и независимо	1	1
273	не ставит	1	1
274	и является	2	1
275	в процессе	1	1
276	не столь	1	1
277	так то	1	1
278	очень часто	1	1
279	данного произведения	1	1
280	быть эстетикой	1	1
281	случайно и	1	1
282	словесных произведений	1	1
283	этого и	1	1
284	это содержание	1	1
285	даже и	2	1
286	анализа в	1	1
287	композиции в	1	1
288	искусстве форма	1	1
289	и исторически	1	1
290	без систематического	1	1
291	строго говоря	1	1
292	разрыв с	1	1
293	что под	1	1
294	по теории	1	1
295	смысле и	1	1
296	поэтики на	2	1
297	физикой и	1	1
298	его эстетической	1	1
299	научного мышления	1	1
300	обе эти	1	1
301	к которой	1	1
302	в поэтическом	1	1
303	и быть	1	1
304	и действительно	1	1
305	для всех	2	1
306	уже не	1	1
307	планах и	1	1
308	или даже	1	1
309	его и	2	1
310	области в	1	1
311	для него	3	1
312	ценность в	1	1
313	его форма	1	1
314	не для	1	1
315	не о	3	1
316	может служить	1	1
317	но что	1	1
318	материал не	2	1
319	понимая под	1	1
320	именно как	2	1
321	до сих	2	1
322	или иначе	1	1
323	нас в	2	1
324	лирических стихотворений	1	1
325	а о	2	1
326	оно является	1	1
327	предмете изучения	1	1
328	до конца	1	1
329	сдвиг в	1	1
330	о чем	2	1
331	и эстетической	1	1
332	на эту	2	1
333	что мы	2	1
334	что угодно	1	1
335	и вне	1	1
336	стороны в	1	1
337	без труда	1	1
338	ни от	2	1
339	в той	1	1
340	смысле этого	2	1
341	анализу и	1	1
342	дело конечно	2	1
343	техники только	1	1
344	и всей	1	1
345	форма в	1	1
346	искусства вообще	1	1
347	объекта анализ	1	1
348	быть не	1	1
349	и формы	3	1
350	впрочем не	1	1
351	сих пор	2	1
352	работы по	2	1
353	приходится учитывать	1	1
354	это уже	2	1
355	поступка в	1	1
356	не существует	1	1
357	на большую	1	1
358	бы в	1	1
359	вообще в	1	1
360	к лицу	1	1
361	но если	1	1
362	равно как	1	1
363	слова правда	1	1
364	которых слово	1	1
365	слагается из	1	1
366	в свое	1	1
367	у толстого	1	1
368	но именно	1	1
369	эстетически значимый	1	1
370	в которой	1	1
371	является эстетически	1	1
372	и лингвистической	1	1
373	поэтики в	1	1
374	это в	1	1
375	художественного задания	2	1
