N	2gram	Ircho_Kome_1	VLabPisa
282	отметить что	1	2
283	в своих	2	2
284	явления в	1	2
285	этой точки	1	2
286	они не	1	2
287	новое время	3	1
288	отношении но	1	1
289	а между	1	1
290	можно говорить	1	1
291	речь идет	3	1
292	и без	2	1
293	стоящих перед	1	1
294	во-вторых поскольку	1	1
295	применении к	1	1
296	все его	1	1
297	почти не	2	1
298	всем что	1	1
299	что эти	1	1
300	в основании	1	1
301	в действие	1	1
302	со всех	1	1
303	за его	1	1
304	в отражении	1	1
305	оставалось только	1	1
306	как мы	4	1
307	в ораторском	1	1
308	превратилась в	1	1
309	вопрос о	3	1
310	именно к	1	1
311	меньшей мере	2	1
312	духовной и	1	1
313	стихи из	1	1
314	почти все	1	1
315	счел возможным	1	1
316	эстетики и	1	1
317	на себя	2	1
318	мы получаем	1	1
319	из того	1	1
320	мы и	1	1
321	по замыслу	1	1
322	похожи на	1	1
323	всех сторон	1	1
324	сам по	1	1
325	это время	2	1
326	проявляется в	1	1
327	и противоречиво	1	1
328	собой в	1	1
329	он был	2	1
330	ответа на	1	1
331	быть в	1	1
332	в последних	3	1
333	служит для	1	1
334	по своему	3	1
335	предисловии к	1	1
336	а только	1	1
337	не все	1	1
338	ответ на	1	1
339	а и	1	1
340	в свои	3	1
341	в известном	2	1
342	в истории	5	1
343	толстого и	1	1
344	в м	1	1
345	что во	1	1
346	для их	1	1
347	целый ряд	1	1
348	говорит что	1	1
349	что по	2	1
350	не являются	1	1
351	то в	1	1
352	уже в	5	1
353	платон в	1	1
354	тут и	1	1
355	только два	1	1
356	сущности и	1	1
357	определена как	1	1
358	наконец ряд	1	1
359	тому же	6	1
360	на то	3	1
361	говорит фр	1	1
362	в братьях	1	1
363	на его	5	1
364	в передней	1	1
365	идей и	1	1
366	как художественное	1	1
367	время и	2	1
368	да и	3	1
369	его стихи	1	1
370	и еще	3	1
371	понятий и	1	1
372	многочисленных свидетельств	1	1
373	его от	1	1
374	на этом	2	1
375	действительности на	1	1
376	часть в	1	1
377	наконец последний	1	1
378	для характеристики	2	1
379	свойств и	1	1
380	то есть	1	1
381	зрения на	1	1
382	было сделано	1	1
383	на протяжении	4	1
384	человеческой личности	1	1
385	эту же	1	1
386	эти высказывания	1	1
387	всю его	1	1
388	от всей	1	1
389	чаще всего	3	1
390	отражение в	1	1
391	в новое	2	1
392	материал для	1	1
393	для них	2	1
394	в общественной	1	1
395	ни одной	2	1
396	соответствии с	1	1
397	эти годы	2	1
398	в наследство	1	1
399	с этой	1	1
400	как видно	2	1
401	этим и	2	1
402	которой он	1	1
403	несмотря на	4	1
404	не заметить	1	1
405	на этот	1	1
406	ясно из	1	1
407	как целое	1	1
408	мере не	1	1
409	себе все	1	1
410	в этих	1	1
411	отрыве от	1	1
412	в ходе	1	1
413	этому же	1	1
414	мысль в	1	1
415	его т	1	1
416	включая сюда	3	1
417	но он	2	1
418	отношении представляет	1	1
419	друг другу	1	1
420	и эти	1	1
421	е из	1	1
422	степень его	1	1
423	вплоть до	1	1
424	у платона	1	1
425	того как	3	1
426	что их	1	1
427	по меньшей	2	1
428	на себе	1	1
429	индивидуального начала	1	1
430	время как	4	1
431	судя по	2	1
432	казалось бы	3	1
433	поэтической деятельности	1	1
434	к ней	2	1
435	от него	1	1
436	друг друга	1	1
437	с достаточной	2	1
438	года в	1	1
439	мы бы	1	1
440	около двух	1	1
441	следует отметить	1	1
442	следует что	1	1
443	из вариантов	1	1
444	как будто	2	1
445	в каком	1	1
446	один раз	1	1
447	уже о	2	1
448	к сфере	1	1
449	его обычно	1	1
450	мало чем	1	1
451	быть отнесены	1	1
452	наконец что	1	1
453	соединяются и	1	1
454	в применении	1	1
455	и это	1	1
456	в театре	1	1
457	и толстой	1	1
458	с ее	2	1
459	же так	1	1
460	как один	1	1
461	говоря уже	2	1
462	же не	1	1
463	данном случае	1	1
464	в в	4	1
465	то время	5	1
466	в дальнейшем	1	1
467	и сам	3	1
468	что у	2	1
469	по аналогии	1	1
470	нельзя не	2	1
471	в нескольких	1	1
472	почти каждый	1	1
473	это вовсе	1	1
474	каждого из	1	1
475	по ее	1	1
476	жизнь и	1	1
477	и популярных	1	1
478	от начала	1	1
479	для этого	2	1
480	с ним	1	1
481	на море	3	1
482	о нем	1	1
483	до последних	1	1
484	на него	4	1
485	и что	1	1
486	в глаза	1	1
487	после того	3	1
488	а также	4	1
489	с целью	1	1
490	аналогии с	2	1
491	как было	1	1
492	распространение в	1	1
493	связанной с	1	1
494	под именем	2	1
495	места и	1	1
496	доходит до	1	1
497	затем в	2	1
498	или иначе	1	1
499	и во	2	1
500	таких же	1	1
501	говорит он	1	1
502	в форме	2	1
503	быть даже	2	1
504	даже для	1	1
505	всего этого	2	1
506	если это	1	1
507	указывает что	2	1
508	если теперь	1	1
509	бросается в	1	1
510	социальной направленности	1	1
511	взят из	1	1
512	им было	1	1
513	популярных в	1	1
514	но ни	1	1
515	не видеть	1	1
516	к их	1	1
517	в стороне	1	1
518	который в	2	1
519	самые разнообразные	1	1
520	пока в	1	1
521	во времени	1	1
522	в большом	2	1
523	об их	1	1
524	платона в	2	1
525	можно на	1	1
526	и насколько	1	1
527	только на	1	1
528	оно в	1	1
529	в виде	3	1
530	в начале	3	1
531	не дает	1	1
532	в данной	1	1
533	и других	7	1
534	это обстоятельство	1	1
535	себе в	1	1
536	и из	2	1
537	ни в	6	1
538	свой образ	1	1
539	к более	1	1
540	содержания и	1	1
541	в состоянии	2	1
542	отношение к	3	1
543	не случайно	1	1
544	и никакой	1	1
545	каждый из	3	1
546	из действующих	2	1
547	заметить что	1	1
548	представлений в	1	1
549	тем что	4	1
550	дошедших до	3	1
551	в более	3	1
552	десять лет	1	1
553	богатство и	1	1
554	нашли отражение	1	1
555	его себе	1	1
556	в свою	2	1
557	однако чтобы	1	1
558	в гг	3	1
559	борьба за	1	1
560	в соответствии	1	1
561	материал в	1	1
562	что поэты	1	1
563	и общими	1	1
564	а наоборот	1	1
565	с наибольшей	1	1
566	из наиболее	2	1
567	не означает	1	1
568	в действии	2	1
569	действительности как	1	1
570	наконец в	1	1
571	более поздних	1	1
572	по другому	1	1
573	на эту	1	1
574	самого начала	1	1
575	обычно не	1	1
576	что из	1	1
577	мира в	1	1
578	имеет свои	1	1
579	и особенно	4	1
580	ответить на	1	1
581	из мира	1	1
582	составная часть	1	1
583	представить себе	1	1
584	между участниками	1	1
585	в духе	1	1
586	как в	5	1
587	их к	3	1
588	в данном	1	1
589	так или	1	1
590	в той	1	1
591	к действительности	1	1
592	заимствован из	1	1
593	еще к	1	1
594	слова и	1	1
595	войну и	1	1
596	совершенно очевидно	1	1
597	но это	2	1
598	романа с	1	1
599	слова с	1	1
600	о совершенно	1	1
601	от искусства	1	1
602	и очевидно	1	1
603	мой взгляд	1	1
604	его творчества	3	1
605	основной материал	1	1
606	а к	2	1
607	его поведение	1	1
608	в каждой	1	1
609	и все	3	1
610	как составная	1	1
611	еще более	1	1
612	находится в	2	1
613	ее основных	1	1
614	потому что	5	1
615	хотя в	1	1
616	поэты и	1	1
617	этих элементов	1	1
618	еще в	5	1
619	к ее	1	1
620	е в	2	1
621	бы с	1	1
622	месте в	1	1
623	не говоря	2	1
624	дело с	1	1
625	это в	1	1
626	совершенно не	1	1
627	эти же	1	1
628	не один	1	1
629	работы в	1	1
630	к числу	2	1
631	которой я	1	1
632	к этой	1	1
633	говорит ли	1	1
634	это было	1	1
635	и другие	1	1
636	в таком	1	1
637	в роли	1	1
