N	2gram	Trubetskoy_1	Myshleni
298	представляют собой	1	2
299	и даже	3	2
300	а с	7	2
301	у нас	1	2
302	может ли	2	2
303	о чем	1	2
304	во внимание	1	2
305	действия в	1	2
306	ни на	1	2
307	и потому	6	2
308	развития тем	1	2
309	и от	4	2
310	благодаря этому	2	2
311	является для	1	2
312	только для	2	2
313	которых он	1	2
314	совершается в	1	2
315	или иным	1	2
316	совершенно иной	2	2
317	и другие	3	2
318	другой стороны	1	2
319	совершенно не	1	2
320	из этого	2	2
321	в свое	1	2
322	жизни и	2	2
323	в своих	1	2
324	во всяком	6	2
325	все что	2	2
326	эта новая	1	1
327	а между	1	1
328	смысле слова	1	1
329	связана с	2	1
330	этого последнего	2	1
331	но тем	1	1
332	компромисс между	1	1
333	что когда	1	1
334	существующего в	1	1
335	в какой-то	1	1
336	и больше	2	1
337	несколько иной	1	1
338	мы уже	1	1
339	к нашей	1	1
340	еще на	2	1
341	мы имеем	2	1
342	было известно	1	1
343	и о	3	1
344	что уже	1	1
345	совершенно так	1	1
346	в учении	1	1
347	которого мы	1	1
348	и ее	1	1
349	в будущем	1	1
350	же что	1	1
351	надо иметь	1	1
352	он сам	1	1
353	нему в	1	1
354	бы то	2	1
355	что его	1	1
356	с его	2	1
357	общих чертах	1	1
358	различия между	2	1
359	в ее	1	1
360	друг к	1	1
361	силу этого	1	1
362	в план	1	1
363	в общем	8	1
364	считает нужным	1	1
365	отличаются от	2	1
366	с теориями	1	1
367	как по	1	1
368	что именно	2	1
369	единиц в	1	1
370	как к	1	1
371	более и	1	1
372	не связанные	1	1
373	кроме того	1	1
374	найти выход	1	1
375	целый ряд	4	1
376	и наконец	2	1
377	неизмеримо более	1	1
378	более или	5	1
379	следует сказать	1	1
380	в себе	6	1
381	сдвига или	1	1
382	за собой	3	1
383	через всю	1	1
384	не приходится	1	1
385	что это	3	1
386	формы в	1	1
387	в нашем	1	1
388	думать что	1	1
389	что к	1	1
390	идет речь	1	1
391	имеем в	1	1
392	и те	3	1
393	на то	2	1
394	так сказать	1	1
395	роли в	1	1
396	которой не	1	1
397	даже чем	1	1
398	именно то	1	1
399	с именем	2	1
400	в первую	1	1
401	не как	2	1
402	по всем	1	1
403	но вместе	2	1
404	нужные для	1	1
405	прежде чем	1	1
406	от нее	1	1
407	этом последнем	1	1
408	тем же	1	1
409	главным образом	8	1
410	единое целое	1	1
411	связанных с	2	1
412	к другу	2	1
413	и менее	1	1
414	лишь в	5	1
415	правильный выбор	1	1
416	входит в	1	1
417	и других	1	1
418	первую очередь	1	1
419	может явиться	1	1
420	другом не	1	1
421	должен был	4	1
422	в ином	1	1
423	ни в	1	1
424	между этим	1	1
425	явствует что	1	1
426	о которых	1	1
427	случае мы	1	1
428	в слове	1	1
429	всегда и	3	1
430	несмотря на	6	1
431	от до	1	1
432	же есть	1	1
433	выше что	1	1
434	в связь	1	1
435	с виду	1	1
436	взгляд на	2	1
437	согласно этому	1	1
438	принять в	1	1
439	знает и	1	1
440	место в	1	1
441	представление о	6	1
442	дальнейшее развитие	1	1
443	значительную часть	1	1
444	есть один	1	1
445	которые в	2	1
446	в прямом	1	1
447	это относится	1	1
448	тем не	3	1
449	влечет за	2	1
450	однако в	1	1
451	том же	1	1
452	более широкую	1	1
453	вернемся к	1	1
454	этой области	1	1
455	что происходит	1	1
456	переход через	1	1
457	дело не	1	1
458	отличается от	2	1
459	к этим	1	1
460	это всегда	1	1
461	иметь в	1	1
462	не могло	2	1
463	из него	2	1
464	всякого научного	1	1
465	этому что	1	1
466	в самой	2	1
467	этом процессе	1	1
468	не принадлежат	1	1
469	они являются	1	1
470	относится к	2	1
471	за время	1	1
472	уже говорили	1	1
473	и после	2	1
474	в сознании	1	1
475	и делает	1	1
476	в каком	1	1
477	не сознает	1	1
478	чистом виде	1	1
479	начиная с	2	1
480	те и	2	1
481	и другой	2	1
482	место чем	1	1
483	как только	1	1
484	только еще	1	1
485	числе и	4	1
486	участвуют в	1	1
487	в одну	1	1
488	для себя	1	1
489	но по	3	1
490	с ее	1	1
491	не существует	1	1
492	всего этого	1	1
493	без всякого	1	1
494	постепенный переход	1	1
495	мысль о	2	1
496	только то	1	1
497	всей своей	1	1
498	прямом смысле	1	1
499	и совершенно	1	1
500	до самого	1	1
501	видно из	1	1
502	ясно что	3	1
503	виде мы	1	1
504	к тем	1	1
505	в общих	1	1
506	собой и	1	1
507	для этого	2	1
508	к одной	2	1
509	ясным что	1	1
510	одного из	1	1
511	после того	1	1
512	в пользу	2	1
513	может не	1	1
514	и во	1	1
515	своему значению	1	1
516	в которую	1	1
517	путь к	3	1
518	с момента	1	1
519	во втором	1	1
520	развития не	1	1
521	ничто в	1	1
522	и только	4	1
523	не более	1	1
524	язык в	1	1
525	в сферу	1	1
526	эти последние	1	1
527	известно что	1	1
528	один из	2	1
529	образом он	1	1
530	стороны сами	1	1
531	с ними	1	1
532	что даже	1	1
533	целого и	1	1
534	согласно которой	1	1
535	всяком случае	6	1
536	это слово	1	1
537	этот факт	2	1
538	между этими	2	1
539	их не	1	1
540	прямо не	1	1
541	для всех	2	1
542	не имеющие	1	1
543	не можем	1	1
544	одном и	1	1
545	уже в	2	1
546	себя в	1	1
547	попадают в	1	1
548	есть проблема	1	1
549	чтобы он	1	1
550	в виде	4	1
551	в начале	2	1
552	в понятие	1	1
553	при помощи	1	1
554	связывается с	3	1
555	несомненно в	1	1
556	не так	1	1
557	представить себе	1	1
558	тогда как	1	1
559	в конце	6	1
560	с этими	1	1
561	и никогда	1	1
562	это было	1	1
563	как раз	1	1
564	и вместе	4	1
565	в других	3	1
566	эти явления	1	1
567	из двух	1	1
568	связан с	2	1
569	или иной	2	1
570	или иначе	3	1
571	нельзя сказать	1	1
572	не потому	2	1
573	и прежде	1	1
574	деле если	1	1
575	не было	2	1
576	и своего	1	1
577	представляется в	1	1
578	целым рядом	1	1
579	и самый	1	1
580	в ту	1	1
581	одну из	1	1
582	привели к	1	1
583	на эту	1	1
584	там где	1	1
585	если не	2	1
586	в связи	3	1
587	виде в	2	1
588	эти особенности	1	1
589	нет никаких	1	1
590	причину этого	1	1
591	все более	1	1
592	связь с	2	1
593	с первого	1	1
594	в одной	1	1
595	и иной	2	1
596	в данном	1	1
597	смысле этого	1	1
598	не удалось	1	1
599	одновременно с	1	1
600	развития у	1	1
601	когда же	2	1
602	есть как	2	1
603	о сознательном	1	1
604	или менее	5	1
605	да и	1	1
606	эти различия	1	1
607	имеющие ничего	1	1
608	этого слова	1	1
609	представляется как	1	1
610	происходит с	1	1
611	слов которые	1	1
612	и таким	3	1
613	поэтому что	2	1
614	выход из	2	1
615	ничего кроме	1	1
616	но для	1	1
617	или по	2	1
618	известной степени	1	1
619	и для	5	1
620	этих связей	1	1
621	тем и	2	1
622	при таком	2	1
623	том виде	2	1
624	это как	1	1
625	не представляет	1	1
626	и все	2	1
627	из себя	2	1
628	той или	2	1
629	но зато	1	1
630	смысле общего	1	1
631	находим в	1	1
632	позволяет нам	1	1
633	на более	1	1
634	психологической точки	1	1
635	сравнительного изучения	1	1
636	и множество	1	1
637	о сущности	1	1
638	с ней	3	1
639	дело с	1	1
640	относящиеся к	1	1
641	других подобных	1	1
642	далее в	1	1
643	первом случае	1	1
644	сила и	1	1
645	и состоит	1	1
646	и это	2	1
647	том числе	5	1
648	они относятся	1	1
