N	2gram	Nazirov_Vr_1	FransuaR
283	правда в	1	1
284	ничего не	1	1
285	было не	1	1
286	героев и	1	1
287	только не	1	1
288	никогда не	2	1
289	по своей	1	1
290	и мире	1	1
291	ему и	1	1
292	в стиле	1	1
293	одно и	1	1
294	отличается от	1	1
295	сходство с	1	1
296	за что	1	1
297	время он	2	1
298	он ищет	1	1
299	и образ	1	1
300	свою очередь	1	1
301	в в	2	1
302	как по	1	1
303	к смерти	1	1
304	нельзя не	1	1
305	на нее	1	1
306	эпизода из	1	1
307	не с	1	1
308	было в	1	1
309	во многом	4	1
310	отразилась в	1	1
311	нам уже	1	1
312	именно этот	1	1
313	том как	1	1
314	имеется в	1	1
315	жизнь и	1	1
316	и вообще	1	1
317	с ним	4	1
318	можно объяснить	1	1
319	году и	2	1
320	и что	8	1
321	там же	2	1
322	что эта	1	1
323	и борьбы	1	1
324	от них	1	1
325	этот момент	2	1
326	можно проследить	1	1
327	в другой	1	1
328	этим можно	1	1
329	в него	2	1
330	и всего	1	1
331	того что	1	1
332	после смерти	2	1
333	гениев в	1	1
334	быть и	1	1
335	и образы	2	1
336	такая же	1	1
337	что только	1	1
338	он стал	1	1
339	начале года	2	1
340	не имеет	1	1
341	начало в	1	1
342	что ж	2	1
343	был также	1	1
344	в качестве	1	1
345	для всех	1	1
346	чтобы он	3	1
347	ни с	1	1
348	всяком случае	1	1
349	сорока пяти	1	1
350	каждый из	1	1
351	перед ними	1	1
352	лишь один	1	1
353	что пишет	1	1
354	и из	1	1
355	для правильного	1	1
356	что тот	1	1
357	человека но	1	1
358	близок к	1	1
359	как же	2	1
360	такое же	1	1
361	хорошо известен	1	1
362	марта года	3	1
363	говорит о	1	1
364	с очень	1	1
365	и самый	1	1
366	с эпохой	1	1
367	de la	1	1
368	более того	1	1
369	так это	1	1
370	отнюдь не	2	1
371	не всегда	1	1
372	мнение о	1	1
373	под влиянием	1	1
374	людьми и	1	1
375	так же	4	1
376	усматривал в	1	1
377	его на	2	1
378	из которых	1	1
379	влияния на	1	1
380	не дают	1	1
381	великих писателей	2	1
382	этот рассказ	2	1
383	да и	1	1
384	он ставит	1	1
385	указанием на	1	1
386	в это	2	1
387	в свое	1	1
388	наши исследователи	1	1
389	у вас	1	1
390	от нас	1	1
391	но для	1	1
392	встрече с	1	1
393	в военной	1	1
394	такое понимание	1	1
395	о котором	1	1
396	это как	1	1
397	работы над	1	1
398	ее и	1	1
399	у некоторых	1	1
400	в литературной	1	1
401	у которого	1	1
402	предстоит еще	1	1
403	же в	2	1
404	бедного человека	1	1
405	в свою	2	1
406	другой стороны	1	1
407	свободой и	1	1
408	они как	1	1
409	нетрудно заметить	1	1
410	больших и	1	1
411	комментариях к	1	1
412	мы считаем	1	1
413	который не	1	1
414	это была	1	1
415	как на	1	1
416	в таком	1	1
417	во всяком	1	1
